"year","player_id","total_points","total_won"
2008,103206,3451,1735
2008,103228,3023,1426
2008,103238,282,134
2008,103240,510,241
2008,103248,402,175
2008,103252,1050,514
2008,103254,NA,NA
2008,103280,553,267
2008,103285,8733,4508
2008,103292,103,39
2008,103294,1277,625
2008,103333,8768,4443
2008,103344,5743,2906
2008,103373,3810,1832
2008,103393,1160,535
2008,103395,263,126
2008,103401,2058,980
2008,103420,218,106
2008,103428,3725,1808
2008,103429,2052,970
2008,103435,244,120
2008,103437,84,29
2008,103444,390,173
2008,103448,237,111
2008,103451,1100,526
2008,103454,2933,1431
2008,103455,172,79
2008,103470,2113,1037
2008,103484,10728,5560
2008,103490,3504,1664
2008,103498,7636,3835
2008,103506,3014,1405
2008,103507,5198,2679
2008,103520,302,130
2008,103521,329,156
2008,103523,704,348
2008,103530,85,29
2008,103534,2304,1106
2008,103535,1956,890
2008,103543,1204,579
2008,103553,538,257
2008,103566,6377,3154
2008,103573,1489,706
2008,103580,1056,505
2008,103582,3999,1891
2008,103594,263,120
2008,103598,2572,1284
2008,103600,91,34
2008,103602,8724,4486
2008,103632,3745,1802
2008,103656,6874,3443
2008,103657,150,69
2008,103675,426,214
2008,103676,108,48
2008,103684,127,57
2008,103693,1430,647
2008,103694,5424,2596
2008,103701,1153,537
2008,103709,351,163
2008,103720,4509,2368
2008,103722,6470,3190
2008,103735,254,125
2008,103747,474,240
2008,103748,297,131
2008,103752,148,58
2008,103758,356,170
2008,103761,131,59
2008,103763,514,237
2008,103781,8679,4354
2008,103786,10182,5435
2008,103789,NA,NA
2008,103794,4254,2043
2008,103799,576,257
2008,103808,6209,3037
2008,103812,6724,3340
2008,103813,7460,3660
2008,103819,12859,7011
2008,103821,327,140
2008,103822,154,73
2008,103823,5297,2555
2008,103830,105,41
2008,103835,3741,1812
2008,103843,179,86
2008,103849,142,67
2008,103850,752,350
2008,103852,8237,4088
2008,103857,3974,1983
2008,103863,337,153
2008,103868,2971,1463
2008,103888,8582,4365
2008,103898,6002,2989
2008,103900,7924,4146
2008,103908,8505,4328
2008,103909,1498,723
2008,103917,6618,3224
2008,103926,115,49
2008,103967,199,93
2008,103970,10128,5254
2008,103976,1411,680
2008,103990,9051,4616
2008,103999,545,264
2008,104003,655,304
2008,104004,289,132
2008,104019,2884,1385
2008,104022,7121,3612
2008,104025,2466,1226
2008,104026,232,109
2008,104035,5695,2798
2008,104043,499,233
2008,104053,9695,5150
2008,104056,3143,1558
2008,104068,7187,3636
2008,104070,172,80
2008,104076,7125,3562
2008,104081,2526,1178
2008,104082,86,32
2008,104091,610,280
2008,104095,218,92
2008,104098,8419,4259
2008,104112,NA,NA
2008,104122,3009,1428
2008,104136,NA,NA
2008,104140,274,116
2008,104149,322,148
2008,104154,2805,1358
2008,104160,941,451
2008,104166,253,109
2008,104171,145,68
2008,104173,1489,725
2008,104180,2142,1054
2008,104192,101,38
2008,104195,94,39
2008,104198,6837,3336
2008,104209,276,123
2008,104214,11494,5860
2008,104216,1554,740
2008,104217,1440,718
2008,104219,903,434
2008,104225,154,65
2008,104229,3951,1933
2008,104230,413,192
2008,104233,374,183
2008,104250,764,395
2008,104252,1457,687
2008,104259,7239,3725
2008,104261,263,123
2008,104262,2364,1139
2008,104268,3218,1563
2008,104269,11148,5803
2008,104273,949,417
2008,104281,491,227
2008,104291,NA,NA
2008,104292,180,80
2008,104305,1046,527
2008,104308,367,158
2008,104312,9332,4682
2008,104314,1181,603
2008,104327,5580,2772
2008,104330,725,350
2008,104332,3139,1573
2008,104334,147,68
2008,104338,6909,3481
2008,104339,7170,3720
2008,104349,782,387
2008,104368,207,98
2008,104371,5554,2737
2008,104372,676,334
2008,104386,7595,3800
2008,104397,223,99
2008,104417,9008,4747
2008,104424,538,263
2008,104433,2811,1383
2008,104445,248,110
2008,104453,245,124
2008,104467,237,115
2008,104468,12420,6363
2008,104470,88,34
2008,104471,102,41
2008,104478,110,42
2008,104500,727,358
2008,104501,86,31
2008,104515,489,214
2008,104523,1037,500
2008,104527,8443,4329
2008,104534,4885,2397
2008,104542,7289,3769
2008,104545,4906,2380
2008,104559,3499,1744
2008,104571,4175,2106
2008,104579,280,139
2008,104586,395,185
2008,104589,4390,2123
2008,104592,549,275
2008,104593,1922,981
2008,104597,7722,4060
2008,104607,7715,4031
2008,104619,578,268
2008,104620,8702,4306
2008,104623,112,49
2008,104628,879,421
2008,104635,683,289
2008,104639,4411,2203
2008,104655,2956,1418
2008,104660,1362,670
2008,104665,1610,790
2008,104667,171,80
2008,104676,2244,1091
2008,104678,5037,2533
2008,104692,109,47
2008,104707,100,41
2008,104717,1071,508
2008,104719,5096,2474
2008,104721,953,436
2008,104724,4880,2452
2008,104731,3030,1529
2008,104735,240,106
2008,104745,12674,6977
2008,104755,8082,4193
2008,104770,393,178
2008,104779,541,237
2008,104781,109,45
2008,104783,565,276
2008,104792,7089,3627
2008,104797,792,390
2008,104807,NA,NA
2008,104810,NA,NA
2008,104812,419,184
2008,104813,NA,NA
2008,104830,108,48
2008,104851,1266,598
2008,104868,289,130
2008,104871,3732,1855
2008,104882,529,250
2008,104897,609,289
2008,104898,3645,1801
2008,104907,127,58
2008,104914,215,101
2008,104918,10892,5699
2008,104919,211,111
2008,104925,11910,6437
2008,104926,4864,2378
2008,104958,164,66
2008,104965,124,52
2008,104976,515,253
2008,104978,694,324
2008,104979,1177,586
2008,104997,85,30
2008,104999,5302,2594
2008,105011,NA,NA
2008,105015,170,78
2008,105023,8164,4103
2008,105028,3643,1738
2008,105032,344,179
2008,105041,267,125
2008,105053,1303,618
2008,105062,871,426
2008,105064,2748,1303
2008,105065,130,58
2008,105070,125,56
2008,105074,NA,NA
2008,105095,4225,2057
2008,105098,144,70
2008,105099,119,53
2008,105104,169,79
2008,105131,115,46
2008,105147,111,45
2008,105149,NA,NA
2008,105166,305,139
2008,105173,815,391
2008,105194,191,79
2008,105208,6910,3500
2008,105216,157,70
2008,105217,274,139
2008,105220,120,53
2008,105223,8071,4316
2008,105227,9481,4859
2008,105231,115,47
2008,105286,109,45
2008,105311,221,115
2008,105339,156,72
2008,105341,227,106
2008,105385,4326,2042
2008,105453,3993,1999
2008,105454,210,98
2008,105539,88,34
2008,105554,82,26
2008,105559,245,112
2008,105572,134,46
2008,105575,222,93
2008,105577,NA,NA
2008,105668,122,51
2008,105671,138,66
2008,105777,91,34
2008,105831,75,22
2008,105992,186,90
2008,108996,86,27
2008,108997,108,48
2008,110685,99,39
2008,200003,2390,1327
2008,200008,797,421
2008,200009,3981,2124
2008,200011,7868,4490
2008,200033,5956,3332
2008,200043,4106,2250
2008,200056,497,247
2008,200060,3781,2055
2008,200067,6916,3777
2008,200069,8279,4648
2008,200104,2065,1080
2008,200108,8653,4712
2008,200120,425,214
2008,200121,247,62
2008,200617,101,22
2008,200748,6019,3387
2008,200754,5720,3138
2008,200764,472,247
2008,200770,1718,923
2008,200773,110,28
2008,201086,1382,777
2008,201212,5538,3074
2008,201281,110,26
2008,201284,1028,543
2008,201286,7389,4067
2008,201287,1825,999
2008,201290,5260,2933
2008,201291,2417,1357
2008,201293,1641,913
2008,201294,7695,4209
2008,201300,891,488
2008,201301,4647,2547
2008,201302,139,34
2008,201303,1820,988
2008,201304,608,319
2008,201305,1368,701
2008,201307,207,103
2008,201308,1776,952
2008,201309,2585,1372
2008,201310,1946,1049
2008,201311,1216,658
2008,201315,2402,1291
2008,201318,3484,1961
2008,201320,7710,4280
2008,201325,3035,1691
2008,201328,1168,589
2008,201329,8390,4717
2008,201334,76,20
2008,201336,8617,4813
2008,201339,799,446
2008,201345,4485,2513
2008,201347,9513,5308
2008,201348,4450,2411
2008,201349,2163,1161
2008,201352,910,498
2008,201355,8558,4728
2008,201360,1536,840
2008,201361,1262,659
2008,201363,4828,2613
2008,201364,753,419
2008,201365,2486,1344
2008,201366,1782,951
2008,201367,275,156
2008,201368,1837,1013
2008,201369,NA,NA
2008,201370,2950,1558
2008,201371,2868,1522
2008,201373,6270,3479
2008,201375,106,24
2008,201376,308,161
2008,201377,184,51
2008,201379,1147,606
2008,201383,71,11
2008,201385,1115,596
2008,201386,3147,1750
2008,201387,3486,1866
2008,201388,115,32
2008,201389,239,120
2008,201391,1035,565
2008,201392,1244,656
2008,201394,1554,876
2008,201396,988,548
2008,201397,4817,2702
2008,201400,3989,2203
2008,201401,112,28
2008,201402,331,188
2008,201403,6865,3752
2008,201406,108,25
2008,201407,136,26
2008,201408,598,308
2008,201411,2104,1090
2008,201412,492,267
2008,201414,1893,1019
2008,201416,6121,3226
2008,201417,4308,2328
2008,201419,3880,2150
2008,201420,2659,1439
2008,201421,6940,3887
2008,201423,1713,904
2008,201424,4424,2439
2008,201425,3107,1728
2008,201426,4477,2415
2008,201427,6846,3743
2008,201428,1312,694
2008,201430,293,80
2008,201431,3153,1729
2008,201435,4580,2474
2008,201438,1544,825
2008,201442,3996,2149
2008,201443,269,71
2008,201444,1543,826
2008,201445,338,89
2008,201446,5203,2782
2008,201447,3782,2075
2008,201448,1901,1020
2008,201450,4216,2325
2008,201451,NA,NA
2008,201453,177,44
2008,201454,3991,2164
2008,201455,3920,2110
2008,201456,3091,1668
2008,201458,5495,3124
2008,201459,2682,1443
2008,201460,2125,1117
2008,201462,204,43
2008,201464,299,160
2008,201465,251,128
2008,201466,5366,2914
2008,201468,2187,1188
2008,201469,1347,719
2008,201471,395,207
2008,201473,309,76
2008,201474,7979,4415
2008,201475,614,318
2008,201477,2644,1435
2008,201478,336,160
2008,201479,892,462
2008,201481,4229,2280
2008,201483,231,53
2008,201484,111,26
2008,201485,4238,2323
2008,201486,3713,2005
2008,201487,632,337
2008,201489,3436,1836
2008,201490,3532,1903
2008,201491,592,146
2008,201492,6,3
2008,201493,2400,1315
2008,201494,1992,1026
2008,201495,7735,4231
2008,201496,8004,4549
2008,201497,6412,3517
2008,201498,2949,1584
2008,201499,1943,1094
2008,201500,83,17
2008,201501,5176,2780
2008,201503,1903,1005
2008,201504,1836,997
2008,201505,4330,2354
2008,201506,4864,2656
2008,201508,2838,1551
2008,201510,2027,1063
2008,201512,2728,1432
2008,201513,3940,2184
2008,201514,4540,2419
2008,201515,4388,2415
2008,201516,1781,974
2008,201517,1641,919
2008,201518,2835,1572
2008,201519,174,43
2008,201520,3588,1983
2008,201521,1313,704
2008,201523,3674,2007
2008,201524,557,130
2008,201525,241,59
2008,201526,495,261
2008,201527,335,69
2008,201528,526,313
2008,201529,124,29
2008,201530,134,34
2008,201531,488,259
2008,201532,787,438
2008,201533,718,184
2008,201534,NA,NA
2008,201535,341,80
2008,201541,239,50
2008,201545,NA,NA
2008,201546,593,296
2008,201547,1653,871
2008,201549,313,181
2008,201551,547,284
2008,201552,203,47
2008,201553,80,10
2008,201555,151,35
2008,201556,700,403
2008,201557,195,103
2008,201563,130,32
2008,201566,245,137
2008,201568,NA,NA
2008,201571,141,33
2008,201572,345,185
2008,201573,NA,NA
2008,201580,112,29
2008,201582,252,130
2008,201588,181,41
2008,201589,149,35
2008,201596,314,153
2008,201598,NA,NA
2008,201605,82,21
2008,201606,NA,NA
2008,201609,110,31
2008,201612,95,23
2008,201613,308,186
2008,201617,87,52
2008,201620,NA,NA
2008,201641,NA,NA
2008,201642,70,15
2008,201652,NA,NA
2008,201654,105,20
2008,201659,501,279
2008,201660,487,249
2008,201662,200,96
2008,201663,550,135
2008,201666,192,57
2008,201668,97,17
2008,201672,NA,NA
2008,201678,NA,NA
2008,201682,NA,NA
2008,201690,NA,NA
2008,201697,78,14
2008,201703,338,184
2008,201706,NA,NA
2008,202382,NA,NA
2008,202386,88,22
2008,202391,121,20
2008,202395,NA,NA
2008,202397,94,19
2008,202398,419,225
2008,202400,116,39
2008,202401,166,59
2008,202402,343,170
2008,202404,95,15
2008,202405,88,22
2008,202406,115,37
2008,202407,95,24
2008,202408,129,34
2008,202464,NA,NA
2008,202493,NA,NA
2008,202694,NA,NA
2008,213583,NA,NA
2009,101868,251,133
2009,102148,5672,2788
2009,102318,958,427
2009,102434,1446,660
2009,102512,333,153
2009,102563,NA,NA
2009,102567,273,133
2009,102703,155,73
2009,102780,260,134
2009,102783,6432,3125
2009,102821,NA,NA
2009,102839,3911,1918
2009,102845,922,442
2009,102860,1861,846
2009,102863,106,45
2009,102887,143,69
2009,102905,2762,1354
2009,102950,73,21
2009,102967,7109,3544
2009,103017,4138,2056
2009,103063,1823,885
2009,103084,2954,1457
2009,103096,5117,2500
2009,103103,944,441
2009,103104,128,45
2009,103105,2172,1028
2009,103163,8417,4333
2009,103169,6021,2885
2009,103171,656,336
2009,103181,258,97
2009,103184,NA,NA
2009,103188,1045,507
2009,103206,866,416
2009,103228,2489,1165
2009,103240,3385,1578
2009,103248,140,65
2009,103252,3848,1818
2009,103285,10000,5146
2009,103292,1000,473
2009,103294,6051,2875
2009,103333,6950,3549
2009,103344,8702,4421
2009,103373,962,402
2009,103393,152,72
2009,103395,109,47
2009,103401,5339,2569
2009,103428,3527,1747
2009,103429,1216,582
2009,103437,97,39
2009,103444,454,225
2009,103451,3986,1935
2009,103454,3184,1527
2009,103470,3887,1906
2009,103484,6905,3472
2009,103490,1858,915
2009,103498,6556,3272
2009,103503,130,59
2009,103506,5812,2790
2009,103507,8323,4233
2009,103521,344,156
2009,103523,484,238
2009,103534,3264,1574
2009,103535,325,145
2009,103566,4459,2251
2009,103573,872,403
2009,103580,1156,565
2009,103581,148,68
2009,103582,2216,1082
2009,103592,100,40
2009,103594,85,30
2009,103598,1254,617
2009,103600,198,89
2009,103602,9270,4819
2009,103632,NA,NA
2009,103656,6889,3450
2009,103672,450,214
2009,103675,2980,1359
2009,103676,517,230
2009,103693,544,258
2009,103694,3263,1663
2009,103714,1213,595
2009,103720,8576,4476
2009,103722,8254,4031
2009,103735,120,53
2009,103747,312,146
2009,103752,4408,2153
2009,103758,4381,2172
2009,103781,8991,4549
2009,103786,11056,5924
2009,103789,NA,NA
2009,103794,4608,2261
2009,103808,5979,2926
2009,103812,8715,4376
2009,103813,3477,1716
2009,103819,12444,6722
2009,103821,703,313
2009,103823,1574,688
2009,103830,270,129
2009,103835,537,256
2009,103843,3506,1736
2009,103850,387,198
2009,103852,6717,3299
2009,103857,7125,3453
2009,103863,250,124
2009,103868,4733,2273
2009,103888,5923,3053
2009,103893,85,29
2009,103898,8724,4348
2009,103900,3230,1678
2009,103908,8677,4272
2009,103917,1182,603
2009,103926,287,141
2009,103967,808,382
2009,103970,9904,5155
2009,103971,2125,1037
2009,103976,315,141
2009,103978,187,90
2009,103990,10516,5451
2009,103997,2782,1371
2009,103999,1050,476
2009,104003,2836,1344
2009,104010,718,315
2009,104019,3581,1766
2009,104022,10407,5318
2009,104025,1793,867
2009,104026,718,373
2009,104035,2364,1088
2009,104053,10033,5357
2009,104056,1156,524
2009,104068,5543,2714
2009,104070,828,425
2009,104071,276,138
2009,104076,5966,2947
2009,104081,102,38
2009,104095,464,225
2009,104098,4830,2409
2009,104112,NA,NA
2009,104117,521,232
2009,104136,345,154
2009,104154,3309,1609
2009,104158,136,62
2009,104160,359,184
2009,104166,718,344
2009,104167,835,404
2009,104171,150,72
2009,104180,2516,1216
2009,104192,84,29
2009,104198,8107,4072
2009,104211,89,32
2009,104214,9138,4551
2009,104216,4296,2101
2009,104219,632,301
2009,104225,377,185
2009,104229,4857,2328
2009,104230,4401,2122
2009,104233,276,127
2009,104250,438,210
2009,104252,1349,674
2009,104259,10011,5151
2009,104262,2380,1077
2009,104268,1605,754
2009,104269,12056,6373
2009,104273,853,420
2009,104292,380,192
2009,104305,290,136
2009,104308,186,88
2009,104312,8660,4290
2009,104314,2307,1110
2009,104327,3319,1573
2009,104330,2228,1114
2009,104332,6777,3256
2009,104338,8306,4257
2009,104339,2959,1521
2009,104349,1205,605
2009,104368,134,60
2009,104371,2386,1146
2009,104372,513,251
2009,104385,135,61
2009,104386,7742,3921
2009,104392,801,398
2009,104397,598,267
2009,104415,188,94
2009,104417,10194,5383
2009,104424,381,166
2009,104433,2915,1424
2009,104453,104,40
2009,104456,151,59
2009,104467,321,114
2009,104468,11157,5810
2009,104471,464,226
2009,104499,NA,NA
2009,104500,1608,805
2009,104503,NA,NA
2009,104504,136,58
2009,104515,305,152
2009,104523,5003,2454
2009,104527,7982,4090
2009,104534,5569,2747
2009,104542,10999,5763
2009,104545,7681,3829
2009,104547,1702,846
2009,104550,251,112
2009,104559,5252,2469
2009,104571,4880,2494
2009,104579,136,53
2009,104586,213,102
2009,104589,2284,1116
2009,104592,268,128
2009,104593,4402,2102
2009,104595,159,71
2009,104597,9097,4608
2009,104607,9465,4842
2009,104619,302,141
2009,104620,5870,2859
2009,104623,676,334
2009,104639,3777,1841
2009,104644,156,67
2009,104655,4921,2477
2009,104660,4333,2157
2009,104665,1994,918
2009,104672,241,102
2009,104676,7012,3517
2009,104678,8186,4026
2009,104717,1157,554
2009,104719,6463,3160
2009,104721,1730,824
2009,104724,2660,1211
2009,104731,1201,562
2009,104738,163,85
2009,104745,11148,6033
2009,104755,6040,3054
2009,104792,9246,4788
2009,104797,4863,2383
2009,104807,146,66
2009,104812,308,146
2009,104813,278,119
2009,104868,469,221
2009,104871,9368,4689
2009,104882,178,82
2009,104890,107,45
2009,104896,144,66
2009,104907,131,58
2009,104918,11402,6214
2009,104919,5585,2854
2009,104925,14584,7800
2009,104926,6611,3145
2009,104947,909,430
2009,104958,1184,586
2009,104976,1411,654
2009,104978,2063,1048
2009,104979,3733,1794
2009,104999,6282,3112
2009,105001,124,53
2009,105011,925,453
2009,105023,9348,4826
2009,105028,2498,1238
2009,105032,519,235
2009,105041,683,311
2009,105053,609,282
2009,105062,1675,822
2009,105064,5346,2623
2009,105070,NA,NA
2009,105095,5183,2599
2009,105098,663,312
2009,105099,540,268
2009,105137,762,378
2009,105138,164,78
2009,105147,215,88
2009,105149,133,55
2009,105166,935,455
2009,105173,586,237
2009,105180,147,66
2009,105208,6684,3292
2009,105216,116,48
2009,105217,782,381
2009,105223,11002,5795
2009,105226,NA,NA
2009,105227,10701,5603
2009,105238,147,70
2009,105254,134,59
2009,105311,NA,NA
2009,105373,137,63
2009,105385,646,289
2009,105430,NA,NA
2009,105440,129,57
2009,105453,1024,484
2009,105454,602,294
2009,105539,106,48
2009,105554,162,64
2009,105558,354,179
2009,105575,NA,NA
2009,105579,194,97
2009,105585,NA,NA
2009,105633,NA,NA
2009,105643,144,68
2009,105657,320,165
2009,105668,385,193
2009,105683,219,112
2009,105723,511,240
2009,105730,313,132
2009,105777,1237,573
2009,105783,129,43
2009,105842,NA,NA
2009,105906,148,62
2009,105936,125,57
2009,105960,112,49
2009,105967,NA,NA
2009,105987,87,30
2009,106026,123,55
2009,106071,760,329
2009,106090,197,79
2009,108993,85,26
2009,110685,NA,NA
2009,200009,2867,1576
2009,200011,1027,552
2009,200033,7701,4328
2009,200043,6238,3438
2009,200060,3228,1756
2009,200067,5825,3157
2009,200069,6917,3801
2009,200079,2211,1262
2009,200104,865,454
2009,200108,9060,5088
2009,200120,2211,1188
2009,200121,120,26
2009,200617,2409,1333
2009,200748,7366,4198
2009,200754,4232,2294
2009,200764,436,248
2009,200770,1432,754
2009,200773,1181,661
2009,201086,823,470
2009,201212,7227,4016
2009,201281,194,48
2009,201284,245,51
2009,201286,6256,3407
2009,201287,6303,3436
2009,201290,8875,4787
2009,201291,2940,1607
2009,201293,351,91
2009,201294,8177,4520
2009,201300,334,178
2009,201301,1436,748
2009,201303,3220,1724
2009,201304,1037,582
2009,201305,165,42
2009,201308,2073,1138
2009,201309,173,48
2009,201311,5745,3143
2009,201318,3069,1650
2009,201320,8251,4575
2009,201325,7325,4040
2009,201329,5833,3279
2009,201334,121,30
2009,201336,9560,5307
2009,201339,220,110
2009,201345,5329,2906
2009,201347,7965,4411
2009,201348,371,82
2009,201349,6282,3418
2009,201352,615,312
2009,201355,9912,5539
2009,201360,82,16
2009,201361,567,301
2009,201363,6113,3323
2009,201365,2198,1159
2009,201366,3460,1861
2009,201367,1159,657
2009,201368,1370,770
2009,201369,876,231
2009,201370,1766,921
2009,201371,5278,2840
2009,201373,5801,3177
2009,201375,547,291
2009,201376,961,532
2009,201377,600,312
2009,201379,1145,629
2009,201383,168,46
2009,201385,205,43
2009,201386,6467,3529
2009,201387,902,212
2009,201388,462,109
2009,201391,NA,NA
2009,201392,1579,858
2009,201394,5482,2970
2009,201396,1171,604
2009,201397,6028,3285
2009,201400,2349,1234
2009,201401,445,244
2009,201402,995,538
2009,201403,5010,2686
2009,201411,230,54
2009,201412,2215,1197
2009,201414,1607,902
2009,201416,7216,3979
2009,201417,2314,1274
2009,201419,6604,3671
2009,201420,4306,2345
2009,201421,4836,2684
2009,201423,714,383
2009,201424,6590,3641
2009,201425,7199,4020
2009,201426,2480,1338
2009,201427,6095,3314
2009,201428,2703,1435
2009,201430,188,57
2009,201431,5552,3046
2009,201435,6016,3272
2009,201437,385,205
2009,201438,490,281
2009,201442,2463,1336
2009,201443,1884,1046
2009,201444,390,213
2009,201445,2392,1325
2009,201446,5677,3087
2009,201447,2802,1501
2009,201448,2878,1504
2009,201450,4407,2424
2009,201451,474,250
2009,201454,2315,1256
2009,201455,6908,3761
2009,201456,856,456
2009,201458,7495,4229
2009,201459,311,75
2009,201460,105,28
2009,201462,2382,1306
2009,201464,279,66
2009,201465,2376,1264
2009,201466,5028,2713
2009,201468,4634,2615
2009,201469,1023,537
2009,201470,2954,1626
2009,201471,498,248
2009,201472,NA,NA
2009,201474,9007,5008
2009,201476,126,28
2009,201477,1310,676
2009,201478,2047,1145
2009,201479,133,37
2009,201481,1937,1063
2009,201483,411,218
2009,201484,494,122
2009,201485,3943,2143
2009,201486,7591,4187
2009,201487,490,238
2009,201489,2740,1462
2009,201490,3066,1663
2009,201491,168,39
2009,201492,2586,1468
2009,201493,1422,802
2009,201494,3593,1939
2009,201495,5068,2814
2009,201496,11390,6372
2009,201497,5463,2974
2009,201498,977,520
2009,201499,5942,3261
2009,201501,6087,3334
2009,201503,3655,1974
2009,201504,2766,1551
2009,201505,5622,2992
2009,201506,6069,3273
2009,201508,2316,1263
2009,201510,438,233
2009,201512,4011,2190
2009,201513,5761,3169
2009,201514,6132,3289
2009,201515,7874,4305
2009,201516,725,384
2009,201517,6711,3629
2009,201518,7083,3949
2009,201520,4002,2181
2009,201521,6455,3442
2009,201523,1584,856
2009,201524,4906,2603
2009,201525,110,35
2009,201526,3053,1681
2009,201527,2764,1478
2009,201528,3209,1743
2009,201530,126,37
2009,201531,1584,858
2009,201532,496,260
2009,201533,288,147
2009,201535,320,176
2009,201536,258,70
2009,201538,268,77
2009,201539,406,229
2009,201540,455,113
2009,201541,1878,973
2009,201542,840,442
2009,201543,69,7
2009,201544,79,4
2009,201545,1787,977
2009,201546,353,82
2009,201547,1544,824
2009,201548,124,38
2009,201549,1533,823
2009,201551,1343,726
2009,201552,343,78
2009,201553,809,413
2009,201554,882,441
2009,201555,1806,981
2009,201556,3601,1989
2009,201557,507,120
2009,201558,99,25
2009,201559,268,72
2009,201561,293,81
2009,201562,380,108
2009,201563,700,371
2009,201565,70,5
2009,201566,117,22
2009,201567,1327,738
2009,201568,573,310
2009,201571,1407,754
2009,201572,661,339
2009,201573,176,53
2009,201575,117,22
2009,201577,224,56
2009,201578,1451,812
2009,201579,509,137
2009,201580,117,23
2009,201582,334,82
2009,201584,947,500
2009,201588,322,76
2009,201589,444,115
2009,201593,192,54
2009,201596,343,92
2009,201597,277,133
2009,201598,89,18
2009,201605,197,47
2009,201606,221,116
2009,201607,77,17
2009,201610,226,130
2009,201612,135,28
2009,201613,128,29
2009,201615,122,26
2009,201619,255,142
2009,201620,NA,NA
2009,201631,180,47
2009,201638,255,58
2009,201639,103,29
2009,201640,151,36
2009,201641,113,31
2009,201642,136,33
2009,201643,424,227
2009,201646,122,30
2009,201648,243,69
2009,201649,274,58
2009,201650,116,27
2009,201652,134,27
2009,201654,152,35
2009,201655,NA,NA
2009,201657,82,18
2009,201658,89,22
2009,201659,174,44
2009,201660,264,137
2009,201661,116,34
2009,201662,NA,NA
2009,201663,173,40
2009,201666,165,38
2009,201668,689,368
2009,201671,186,52
2009,201672,303,168
2009,201674,169,30
2009,201679,NA,NA
2009,202395,NA,NA
2009,202415,NA,NA
2009,202705,NA,NA
2009,213583,NA,NA
2010,101404,121,53
2010,101962,248,119
2010,102148,200,92
2010,102434,93,35
2010,102783,4655,2334
2010,102821,NA,NA
2010,102839,1134,506
2010,102845,1027,476
2010,102886,199,76
2010,102887,531,259
2010,102905,1397,694
2010,102967,2463,1179
2010,102999,194,85
2010,103017,622,291
2010,103035,323,162
2010,103096,6235,3054
2010,103103,95,36
2010,103105,717,335
2010,103110,NA,NA
2010,103163,1402,700
2010,103169,2152,944
2010,103174,280,126
2010,103188,5202,2511
2010,103206,760,358
2010,103228,1791,827
2010,103240,463,216
2010,103248,352,180
2010,103252,1221,610
2010,103285,4456,2241
2010,103292,182,90
2010,103294,1676,762
2010,103333,3852,1975
2010,103344,7215,3659
2010,103393,1043,524
2010,103395,159,62
2010,103401,201,96
2010,103428,7723,3923
2010,103429,5131,2420
2010,103451,3126,1543
2010,103454,1839,889
2010,103470,875,412
2010,103484,5299,2649
2010,103490,2029,933
2010,103506,547,238
2010,103507,6753,3580
2010,103523,253,112
2010,103535,365,161
2010,103543,459,204
2010,103565,4402,2143
2010,103566,6703,3406
2010,103573,788,376
2010,103580,174,87
2010,103582,7314,3577
2010,103598,7145,3584
2010,103600,14,2
2010,103602,3897,1962
2010,103656,9254,4709
2010,103672,2424,1150
2010,103675,175,64
2010,103676,612,294
2010,103693,396,177
2010,103694,5335,2602
2010,103714,567,275
2010,103720,4850,2528
2010,103722,7638,3737
2010,103747,296,151
2010,103752,5093,2401
2010,103758,4765,2336
2010,103781,11735,5987
2010,103782,88,34
2010,103786,7190,3750
2010,103794,8098,4058
2010,103808,6935,3476
2010,103812,7707,3865
2010,103813,8439,4262
2010,103819,12224,6668
2010,103821,103,43
2010,103835,1257,618
2010,103843,6015,2917
2010,103852,7360,3646
2010,103857,2764,1284
2010,103868,1280,588
2010,103888,8074,4245
2010,103893,2538,1159
2010,103898,7196,3588
2010,103900,4960,2597
2010,103908,4747,2316
2010,103917,2421,1204
2010,103926,342,162
2010,103967,601,298
2010,103970,12218,6485
2010,103971,1820,847
2010,103990,6383,3165
2010,103997,5698,2768
2010,103999,914,411
2010,104003,989,482
2010,104004,699,342
2010,104010,410,178
2010,104019,1822,817
2010,104022,9921,5126
2010,104025,NA,NA
2010,104026,NA,NA
2010,104035,353,173
2010,104043,311,138
2010,104053,10542,5573
2010,104068,4059,1976
2010,104070,420,187
2010,104071,748,379
2010,104076,566,277
2010,104095,775,345
2010,104098,2378,1162
2010,104112,187,82
2010,104117,422,201
2010,104122,892,428
2010,104136,159,78
2010,104154,397,204
2010,104160,NA,NA
2010,104166,145,70
2010,104171,650,333
2010,104180,660,333
2010,104195,372,175
2010,104198,8482,4281
2010,104214,5621,2791
2010,104216,1877,868
2010,104217,145,65
2010,104219,391,177
2010,104225,4299,2040
2010,104226,179,85
2010,104229,5535,2698
2010,104230,1755,809
2010,104233,123,52
2010,104250,98,38
2010,104252,6139,3102
2010,104253,225,118
2010,104259,9107,4719
2010,104262,107,43
2010,104268,4977,2425
2010,104269,10786,5575
2010,104273,1474,702
2010,104281,462,207
2010,104292,286,142
2010,104297,187,92
2010,104305,NA,NA
2010,104308,2070,961
2010,104312,8079,4049
2010,104314,1178,580
2010,104327,1162,573
2010,104330,3568,1645
2010,104332,6374,3189
2010,104338,7603,3903
2010,104339,748,354
2010,104349,813,414
2010,104368,148,69
2010,104371,NA,NA
2010,104372,168,84
2010,104385,161,74
2010,104386,6603,3329
