"year","player_id","total_points","total_won"
2014,105572,240,122
2014,105575,1957,949
2014,105577,6287,3109
2014,105583,5006,2440
2014,105585,424,195
2014,105589,410,182
2014,105613,289,137
2014,105614,2480,1135
2014,105633,NA,NA
2014,105634,200,91
2014,105638,372,166
2014,105641,2167,1057
2014,105643,7081,3521
2014,105651,187,85
2014,105655,273,121
2014,105657,1251,606
2014,105668,7997,3930
2014,105671,1393,663
2014,105676,5326,2720
2014,105678,492,247
2014,105679,107,48
2014,105683,10954,5753
2014,105723,2906,1435
2014,105731,98,37
2014,105732,2365,1149
2014,105733,897,429
2014,105777,10452,5473
2014,105783,231,115
2014,105806,196,93
2014,105807,5530,2709
2014,105827,NA,NA
2014,105842,362,167
2014,105853,183,83
2014,105872,453,224
2014,105874,940,437
2014,105877,NA,NA
2014,105882,222,106
2014,105902,1401,637
2014,105917,181,88
2014,105930,119,47
2014,105932,209,101
2014,105936,982,496
2014,105952,308,157
2014,105967,521,260
2014,105985,NA,NA
2014,105992,2345,1111
2014,105999,175,84
2014,106000,978,462
2014,106026,NA,NA
2014,106032,866,389
2014,106033,NA,NA
2014,106034,NA,NA
2014,106043,936,449
2014,106045,1374,669
2014,106053,353,166
2014,106058,6783,3431
2014,106065,511,238
2014,106066,125,55
2014,106071,4964,2494
2014,106078,118,47
2014,106105,196,78
2014,106121,1091,490
2014,106148,1032,514
2014,106174,96,38
2014,106186,339,170
2014,106198,NA,NA
2014,106207,523,248
2014,106210,4504,2234
2014,106218,358,157
2014,106228,124,55
2014,106233,7046,3519
2014,106234,129,60
2014,106238,100,44
2014,106243,928,456
2014,106283,113,49
2014,106290,457,220
2014,106291,652,320
2014,106293,157,73
2014,106298,975,469
2014,106321,177,87
2014,106353,224,97
2014,106362,451,211
2014,106378,650,293
2014,106392,NA,NA
2014,106393,NA,NA
2014,106397,NA,NA
2014,106401,3582,1771
2014,106412,NA,NA
2014,106415,111,40
2014,106423,1137,537
2014,106426,305,133
2014,106430,143,66
2014,106432,1845,950
2014,110536,200,102
2014,110636,81,26
2014,110748,310,150
2014,111156,112,45
2014,111200,366,173
2014,111202,NA,NA
2014,111442,293,140
2014,111453,NA,NA
2014,111511,350,164
2014,111575,352,150
2014,111577,377,173
2014,111578,117,53
2014,111790,111,46
2014,117357,171,78
2014,122109,NA,NA
2014,126094,145,69
2014,126207,127,58
2014,126340,NA,NA
2014,144773,NA,NA
2014,200033,6414,3697
2014,200043,1723,978
2014,200069,919,505
2014,200617,3371,1823
2014,200748,5885,3260
2014,201212,5064,2806
2014,201286,275,73
2014,201290,4812,2618
2014,201293,NA,NA
2014,201305,230,50
2014,201311,5494,3067
2014,201318,1553,859
2014,201320,5796,3221
2014,201325,7156,4024
2014,201329,1092,594
2014,201339,276,74
2014,201345,7839,4379
2014,201347,7149,4005
2014,201348,5784,3108
2014,201355,6129,3348
2014,201366,5863,3100
2014,201370,420,196
2014,201371,92,21
2014,201373,1762,928
2014,201377,143,33
2014,201386,2710,1451
2014,201387,192,61
2014,201397,5284,2876
2014,201402,741,403
2014,201414,319,185
2014,201419,4123,2335
2014,201421,8974,5039
2014,201423,3556,1899
2014,201424,3477,1887
2014,201425,8831,4904
2014,201426,2262,1196
2014,201427,8201,4485
2014,201428,319,87
2014,201435,365,91
2014,201442,730,181
2014,201444,1796,938
2014,201447,3314,1778
2014,201448,1104,575
2014,201450,4121,2270
2014,201454,539,294
2014,201455,4418,2376
2014,201456,641,337
2014,201458,2676,1490
2014,201465,6345,3412
2014,201466,5073,2708
2014,201468,4709,2549
2014,201472,2569,1366
2014,201474,7844,4410
2014,201477,282,70
2014,201478,5980,3258
2014,201479,81,14
2014,201481,619,339
2014,201483,979,543
2014,201485,2076,1107
2014,201486,2246,1213
2014,201490,2730,1497
2014,201492,7493,4118
2014,201493,8914,4890
2014,201494,NA,NA
2014,201495,6918,3849
2014,201496,8473,4746
2014,201498,5082,2768
2014,201499,5299,2849
2014,201501,1791,963
2014,201503,613,309
2014,201504,4361,2466
2014,201505,7659,4154
2014,201506,7402,4052
2014,201508,3152,1665
2014,201512,4402,2472
2014,201513,6347,3452
2014,201514,4182,2292
2014,201515,1820,972
2014,201517,5923,3172
2014,201518,3844,2017
2014,201520,7228,4054
2014,201521,9367,5147
2014,201523,4045,2236
2014,201524,1753,984
2014,201527,5044,2763
2014,201528,430,213
2014,201529,121,34
2014,201531,1053,570
2014,201533,5074,2739
2014,201534,469,264
2014,201535,5166,2820
2014,201539,5894,3234
2014,201540,5302,2820
2014,201541,4165,2230
2014,201542,1325,768
2014,201547,488,130
2014,201548,4732,2581
2014,201549,663,349
2014,201551,NA,NA
2014,201554,398,229
2014,201555,3292,1759
2014,201556,987,543
2014,201561,762,428
2014,201562,4578,2475
2014,201565,1669,870
2014,201567,1294,700
2014,201568,405,225
2014,201571,NA,NA
2014,201573,169,42
2014,201584,835,455
2014,201585,5348,2934
2014,201586,3453,1844
2014,201587,6515,3494
2014,201588,619,136
2014,201589,956,499
2014,201590,5177,2867
2014,201592,NA,NA
2014,201593,4005,2167
2014,201594,7053,3969
2014,201595,2234,1203
2014,201596,2440,1309
2014,201597,5096,2719
2014,201598,NA,NA
2014,201599,1297,739
2014,201603,2833,1510
2014,201604,496,255
2014,201605,581,333
2014,201610,4468,2449
2014,201611,375,194
2014,201614,6464,3497
2014,201615,1732,945
2014,201616,4636,2480
2014,201617,106,27
2014,201618,79,12
2014,201619,6110,3421
2014,201620,4440,2486
2014,201621,5990,3276
2014,201631,239,136
2014,201638,NA,NA
2014,201640,3357,1812
2014,201646,105,25
2014,201648,586,305
2014,201657,NA,NA
2014,201662,9389,5163
2014,201666,737,399
2014,201668,1128,638
2014,201672,692,371
2014,201674,NA,NA
2014,201693,1923,1092
2014,201696,587,329
2014,201697,1902,1076
2014,201703,443,258
2014,201709,1429,753
2014,202395,322,177
2014,202415,90,24
2014,202418,2193,1193
2014,202420,256,73
2014,202421,3622,2014
2014,202422,194,104
2014,202425,89,12
2014,202426,422,216
2014,202427,1430,802
2014,202428,3174,1740
2014,202429,6767,3755
2014,202430,326,85
2014,202434,1271,682
2014,202436,NA,NA
2014,202437,197,53
2014,202440,3363,1802
2014,202446,8087,4429
2014,202450,4533,2432
2014,202453,1025,560
2014,202454,140,31
2014,202456,2414,1318
2014,202458,459,140
2014,202460,1148,639
2014,202464,137,74
2014,202469,7237,4014
2014,202470,5041,2747
2014,202471,NA,NA
2014,202477,2359,1260
2014,202478,239,66
2014,202479,1406,741
2014,202480,211,113
2014,202484,1193,636
2014,202487,765,402
2014,202489,109,26
2014,202490,335,178
2014,202492,281,165
2014,202493,NA,NA
2014,202494,7867,4276
2014,202496,128,36
2014,202497,1230,688
2014,202498,2418,1282
2014,202499,4569,2484
2014,202503,1721,936
2014,202504,678,363
2014,202505,4178,2283
2014,202506,137,41
2014,202536,449,247
2014,202579,109,26
2014,202600,NA,NA
2014,202622,604,319
2014,202628,841,460
2014,202642,98,27
2014,202653,558,287
2014,202659,NA,NA
2014,202663,620,354
2014,202671,88,23
2014,202681,551,302
2014,202684,788,424
2014,202685,752,415
2014,202688,NA,NA
2014,202694,1774,939
2014,202701,241,140
2014,202702,1297,716
2014,202705,450,235
2014,203281,302,80
2014,203297,464,116
2014,203341,218,45
2014,203389,176,49
2014,203435,126,31
2014,203462,557,302
2014,203475,145,80
2014,203500,766,413
2014,203501,1688,896
2014,203518,424,90
2014,203533,2775,1494
2014,203552,140,31
2014,203567,100,20
2014,203575,2186,1222
2014,203576,860,468
2014,203578,NA,NA
2014,203591,133,36
2014,204223,130,37
2014,204246,105,27
2014,204291,359,182
2014,204294,234,52
2014,204352,128,34
2014,204377,248,65
2014,204388,454,235
2014,204394,NA,NA
2014,204411,534,315
2014,204419,98,25
2014,204420,214,38
2014,204426,616,339
2014,204430,191,41
2014,204431,2265,1242
2014,205591,296,68
2014,205815,586,327
2014,205925,664,350
2014,206007,85,15
2014,206037,NA,NA
2014,206049,1901,1022
2014,206075,454,249
2014,206077,95,22
2014,206102,NA,NA
2014,206124,239,63
2014,206194,100,23
2014,206242,235,51
2014,206252,315,181
2014,206289,NA,NA
2014,206329,145,41
2014,206368,NA,NA
2014,206374,567,296
2014,206404,392,106
2014,210886,NA,NA
2014,211122,NA,NA
2014,211269,NA,NA
2014,211296,NA,NA
2014,211529,NA,NA
2014,211533,267,154
2014,211539,109,19
2014,211637,254,58
2014,211684,118,30
2014,211701,1528,840
2014,211719,374,101
2014,211768,638,339
2014,211796,516,121
2014,211864,73,12
2014,211951,1906,996
2014,211966,90,15
2014,213530,384,210
2014,213583,680,347
2014,213634,84,18
2014,213892,66,3
2014,214082,130,17
2014,214263,NA,NA
2014,214471,NA,NA
2014,214616,NA,NA
2014,214617,NA,NA
2014,214621,NA,NA
2014,214641,NA,NA
2015,100644,5166,2507
2015,103163,1848,873
2015,103188,275,125
2015,103285,2572,1292
2015,103333,11002,5675
2015,103401,549,260
2015,103565,1111,510
2015,103582,2687,1283
2015,103594,NA,NA
2015,103600,NA,NA
2015,103656,2149,1046
2015,103720,2444,1209
2015,103781,3060,1500
2015,103794,5209,2485
2015,103812,228,120
2015,103813,4400,2129
2015,103819,10941,6019
2015,103821,NA,NA
2015,103843,556,251
2015,103852,10247,5172
2015,103888,1099,560
2015,103893,3736,1761
2015,103898,727,337
2015,103908,2873,1407
2015,103917,3836,1886
2015,103967,NA,NA
2015,103970,10593,5630
2015,103990,6388,3194
2015,103997,500,242
2015,104007,108,50
2015,104022,4468,2107
2015,104095,173,83
2015,104112,103,45
2015,104117,207,93
2015,104122,2796,1371
2015,104180,9031,4554
2015,104198,9086,4605
2015,104216,1034,460
2015,104229,5504,2734
2015,104233,NA,NA
2015,104252,2169,1013
2015,104259,7713,3987
2015,104268,2733,1315
2015,104269,8781,4440
2015,104273,2925,1426
2015,104291,5168,2491
2015,104297,412,192
2015,104308,291,133
2015,104312,7797,3924
2015,104327,2588,1257
2015,104330,2311,1147
2015,104338,6070,3055
2015,104349,322,156
2015,104386,1754,843
2015,104424,2718,1278
2015,104433,369,166
2015,104460,4420,2185
2015,104467,343,180
2015,104468,10254,5285
2015,104471,3066,1543
2015,104494,NA,NA
2015,104499,197,90
2015,104500,267,119
2015,104505,219,96
2015,104527,12468,6480
2015,104534,2786,1368
2015,104542,8205,4292
2015,104545,11033,5633
2015,104547,863,403
2015,104559,6162,3046
2015,104563,2238,1066
2015,104571,7416,3777
2015,104586,7665,3740
2015,104593,4772,2338
2015,104594,2792,1276
2015,104597,5693,2803
2015,104607,11693,6212
2015,104619,169,84
2015,104620,7777,3923
2015,104628,502,241
2015,104629,883,416
2015,104655,8512,4263
2015,104660,7255,3587
2015,104665,6403,3176
2015,104672,641,314
2015,104676,148,71
2015,104678,10031,5088
2015,104714,468,233
2015,104719,4955,2412
2015,104731,11737,6056
2015,104735,985,456
2015,104745,12215,6517
2015,104755,9448,4963
2015,104770,189,92
2015,104783,69,18
2015,104792,8415,4355
2015,104797,6047,3037
2015,104802,137,64
2015,104810,NA,NA
2015,104813,NA,NA
2015,104822,94,36
2015,104847,148,67
2015,104868,2595,1269
2015,104871,8891,4497
2015,104873,617,262
2015,104882,2232,1037
2015,104890,6890,3320
2015,104897,1105,546
2015,104898,5405,2599
2015,104905,185,88
2015,104907,115,54
2015,104918,12333,6609
2015,104919,7523,3816
2015,104925,13452,7505
2015,104926,8435,4222
2015,104932,2321,1095
2015,104944,156,74
2015,104947,3313,1566
2015,104978,395,204
2015,104979,2091,979
2015,104997,2253,1062
2015,104999,2517,1235
2015,105011,1955,936
2015,105015,NA,NA
2015,105023,6931,3502
2015,105026,113,48
2015,105030,442,210
2015,105032,6553,3216
2015,105041,2462,1122
2015,105047,222,101
2015,105051,1303,629
2015,105053,6550,3224
2015,105062,5859,2840
2015,105063,843,398
2015,105064,9008,4552
2015,105065,2708,1268
2015,105070,NA,NA
2015,105074,1941,922
2015,105077,5800,2845
2015,105098,102,41
2015,105099,118,50
2015,105120,100,41
2015,105132,224,95
2015,105137,177,73
2015,105138,10442,5427
2015,105147,2805,1365
2015,105154,3399,1625
2015,105173,8666,4354
2015,105208,5492,2659
2015,105216,1255,583
2015,105217,1314,647
2015,105223,569,294
2015,105227,9491,4898
2015,105229,103,43
2015,105238,8046,4106
2015,105254,250,122
2015,105270,99,35
2015,105271,182,89
2015,105281,116,52
2015,105292,2101,975
2015,105302,406,197
2015,105311,10077,5036
2015,105325,144,55
2015,105332,6941,3486
2015,105339,340,157
2015,105341,377,162
2015,105357,2222,1082
2015,105373,7992,3854
2015,105376,560,279
2015,105379,5215,2579
2015,105385,6837,3363
2015,105401,165,82
2015,105430,785,357
2015,105436,130,60
2015,105438,149,71
2015,105441,1350,675
2015,105449,10081,5109
2015,105453,10353,5448
2015,105454,140,54
2015,105467,NA,NA
2015,105487,815,382
2015,105512,274,146
2015,105526,3979,1912
2015,105539,1523,760
2015,105542,367,164
2015,105550,895,432
2015,105554,NA,NA
2015,105572,3099,1492
2015,105575,5251,2587
2015,105577,7496,3751
2015,105583,5700,2823
2015,105585,704,312
2015,105589,1011,485
2015,105613,300,140
2015,105633,84,28
2015,105641,1713,825
2015,105643,5229,2551
2015,105655,690,322
2015,105657,1295,645
2015,105668,7045,3472
2015,105671,456,219
2015,105676,8888,4583
2015,105683,7781,4032
2015,105723,2915,1420
2015,105732,2137,1058
2015,105733,94,36
2015,105777,8843,4560
2015,105806,NA,NA
2015,105807,6265,3113
2015,105819,227,115
2015,105826,331,149
2015,105827,NA,NA
2015,105841,72,21
2015,105842,405,180
2015,105853,NA,NA
2015,105872,392,166
2015,105877,NA,NA
2015,105888,291,124
2015,105902,3750,1824
2015,105916,284,133
2015,105917,166,84
2015,105932,2035,961
2015,105936,2366,1126
2015,105943,101,43
2015,105952,667,331
2015,105954,NA,NA
2015,105963,297,137
2015,105967,291,129
2015,105985,84,29
2015,105992,1968,950
2015,106000,2156,1053
2015,106005,104,43
2015,106026,206,88
2015,106032,650,273
2015,106033,NA,NA
2015,106034,226,104
2015,106043,5084,2479
2015,106045,3526,1721
2015,106058,7716,3913
2015,106065,711,312
2015,106071,10649,5365
2015,106078,NA,NA
2015,106105,545,260
2015,106109,115,52
2015,106121,854,385
2015,106138,98,38
2015,106148,433,207
2015,106174,NA,NA
2015,106198,NA,NA
2015,106207,155,73
2015,106210,7836,3939
2015,106216,255,102
2015,106220,NA,NA
2015,106233,9897,5018
2015,106234,325,168
2015,106243,211,87
2015,106249,NA,NA
2015,106261,136,59
2015,106281,489,238
2015,106290,188,85
2015,106291,371,161
2015,106293,486,225
2015,106298,3896,1894
2015,106325,90,32
2015,106362,373,169
2015,106368,236,99
2015,106378,962,446
2015,106390,279,134
2015,106393,155,69
2015,106401,7222,3653
2015,106412,NA,NA
2015,106415,1249,592
2015,106423,5131,2525
2015,106426,NA,NA
2015,106432,7737,3758
2015,109739,297,132
2015,110602,421,199
2015,110754,94,36
2015,111153,110,45
2015,111190,237,111
2015,111192,172,83
2015,111200,1996,937
2015,111202,2612,1354
2015,111442,241,114
2015,111453,NA,NA
2015,111460,314,138
2015,111506,388,174
2015,111511,187,88
2015,111513,133,59
2015,111575,NA,NA
2015,111577,1665,813
2015,111578,229,96
2015,111761,NA,NA
2015,111794,NA,NA
2015,111797,514,255
2015,111805,NA,NA
2015,117356,206,79
2015,121896,NA,NA
2015,122548,NA,NA
2015,122669,NA,NA
2015,123755,316,151
2015,123921,119,51
2015,126094,2704,1302
2015,126152,224,93
2015,126203,230,112
2015,126204,NA,NA
2015,126205,171,71
2015,126207,1090,506
2015,126646,NA,NA
2015,144707,210,99
2015,144719,317,141
2015,144854,NA,NA
2015,200009,113,27
2015,200033,6501,3677
2015,200043,645,352
2015,200274,NA,NA
2015,200617,780,415
2015,200748,4650,2571
2015,200773,261,79
2015,201212,3072,1695
2015,201290,4459,2379
2015,201311,5344,2995
2015,201318,3191,1782
2015,201320,4467,2457
2015,201325,5652,3174
2015,201329,1926,1057
2015,201339,320,72
2015,201345,4822,2742
2015,201347,5671,3054
2015,201348,3375,1852
2015,201355,4597,2534
2015,201365,294,81
2015,201366,5999,3268
2015,201370,141,39
2015,201377,781,401
2015,201386,117,21
2015,201387,89,25
2015,201397,1834,1004
2015,201400,413,219
2015,201402,1955,1065
2015,201414,295,164
2015,201421,5324,2997
2015,201423,105,19
2015,201424,498,244
2015,201425,7195,4035
2015,201426,1481,804
2015,201427,5861,3229
2015,201428,132,27
2015,201435,1920,1088
2015,201440,140,40
2015,201442,169,43
2015,201443,315,90
2015,201444,1010,549
2015,201447,125,29
2015,201450,5015,2675
2015,201455,3101,1704
2015,201456,604,341
2015,201458,5119,2926
2015,201462,110,29
2015,201465,3692,1992
2015,201466,2189,1188
2015,201468,3319,1772
2015,201472,362,183
2015,201474,6261,3540
2015,201478,4349,2334
2015,201481,289,81
2015,201483,4753,2574
2015,201485,969,514
2015,201490,6149,3349
2015,201492,5907,3226
2015,201493,7482,4119
2015,201495,3552,1908
2015,201496,6279,3542
2015,201498,5684,3129
2015,201499,5034,2699
2015,201501,2350,1304
2015,201503,NA,NA
2015,201504,4253,2334
2015,201505,5032,2801
2015,201506,7805,4237
2015,201508,554,153
2015,201512,4578,2505
2015,201513,5600,3109
2015,201514,652,360
2015,201516,2953,1581
2015,201517,4189,2268
2015,201518,3491,1895
2015,201520,5114,2843
2015,201521,7466,3939
2015,201523,2929,1640
2015,201524,2829,1499
2015,201526,NA,NA
2015,201527,2474,1308
2015,201531,1632,877
2015,201532,133,32
2015,201533,1952,1078
2015,201535,4557,2535
2015,201539,3985,2102
2015,201540,6299,3455
2015,201541,930,509
2015,201542,546,138
2015,201545,785,422
2015,201547,423,228
2015,201548,4615,2494
2015,201549,650,179
2015,201551,218,55
2015,201554,1277,693
2015,201555,5073,2820
2015,201556,4064,2247
2015,201562,2086,1094
2015,201567,3124,1634
2015,201568,735,412
2015,201573,360,99
2015,201578,227,130
2015,201580,NA,NA
2015,201585,5514,3073
2015,201586,4494,2498
2015,201587,3426,1814
2015,201588,1088,584
2015,201589,NA,NA
2015,201590,4694,2553
2015,201593,5494,3011
2015,201594,6640,3660
2015,201595,2450,1328
2015,201596,3673,2020
2015,201597,4564,2431
2015,201599,645,336
2015,201603,1603,856
2015,201604,2969,1617
2015,201605,718,380
2015,201610,5731,3123
2015,201611,4621,2498
2015,201612,133,33
2015,201613,229,56
2015,201614,5989,3304
2015,201615,4232,2336
2015,201616,3817,2075
2015,201619,5108,2872
2015,201620,4613,2562
2015,201621,5239,2854
2015,201631,81,20
2015,201638,190,57
2015,201640,1868,973
2015,201646,NA,NA
2015,201648,881,496
2015,201657,111,29
2015,201662,8435,4612
2015,201666,1505,820
2015,201668,1206,674
2015,201672,250,63
2015,201674,NA,NA
2015,201693,3661,1971
2015,201696,1145,636
2015,201697,687,376
2015,201701,NA,NA
2015,201703,372,103
2015,201709,3092,1658
2015,202395,497,268
2015,202418,3326,1814
2015,202420,670,367
2015,202421,3149,1708
2015,202426,NA,NA
2015,202427,1884,1064
2015,202428,2409,1284
2015,202429,5186,2940
2015,202430,758,387
2015,202434,2880,1533
2015,202436,76,14
2015,202440,467,239
2015,202446,3451,1892
2015,202450,1749,902
2015,202453,2601,1356
2015,202460,470,248
2015,202464,103,29
2015,202468,479,280
2015,202469,5884,3285
2015,202470,4085,2271
2015,202471,NA,NA
2015,202477,887,474
2015,202479,704,370
2015,202480,984,525
2015,202482,276,68
2015,202484,1480,811
2015,202487,123,40
2015,202488,109,20
2015,202489,3197,1746
2015,202490,710,369
2015,202492,1481,822
2015,202493,NA,NA
2015,202494,7062,3826
2015,202496,108,25
2015,202498,1108,594
2015,202499,1692,879
2015,202500,126,37
2015,202503,404,208
2015,202504,1214,667
2015,202505,7097,3857
2015,202506,1124,645
2015,202508,NA,NA
2015,202536,611,327
2015,202594,211,97
2015,202600,NA,NA
2015,202604,NA,NA
2015,202622,NA,NA
2015,202628,737,405
2015,202653,2320,1231
2015,202659,NA,NA
2015,202663,1620,909
2015,202671,2536,1345
2015,202681,405,109
2015,202684,1420,768
2015,202685,610,331
2015,202693,NA,NA
2015,202694,2771,1498
2015,202702,3250,1782
2015,202705,825,476
2015,202706,73,9
2015,203281,237,113
2015,203297,89,15
2015,203341,103,29
2015,203379,306,155
2015,203456,NA,NA
2015,203462,1143,613
2015,203475,226,56
2015,203500,1491,755
2015,203501,1093,568
2015,203504,NA,NA
2015,203518,576,288
2015,203533,5750,3218
2015,203549,98,22
2015,203552,463,239
2015,203567,237,127
2015,203575,2431,1342
2015,203576,NA,NA
2015,203578,NA,NA
2015,203591,102,18
2015,204288,NA,NA
2015,204291,NA,NA
2015,204294,NA,NA
2015,204304,95,24
2015,204362,NA,NA
2015,204377,442,239
2015,204411,380,98
2015,204419,196,50
2015,204420,95,18
2015,204426,576,300
2015,204427,582,311
2015,204430,120,27
2015,204431,1798,992
2015,204434,87,21
2015,205591,217,50
2015,205925,438,221
2015,206037,NA,NA
2015,206045,146,39
2015,206049,192,61
2015,206075,NA,NA
2015,206102,NA,NA
2015,206107,168,98
2015,206124,533,292
2015,206178,249,59
2015,206183,291,80
2015,206194,782,407
2015,206219,1003,547
2015,206242,691,390
2015,206252,NA,NA
2015,206255,793,430
2015,206289,NA,NA
2015,206329,83,20
2015,206344,NA,NA
2015,206349,NA,NA
2015,206374,96,22
2015,206404,1742,993
2015,206424,NA,NA
2015,206430,91,19
2015,210871,NA,NA
2015,211043,102,30
2015,211222,95,25
2015,211279,106,23
2015,211321,94,26
2015,211472,142,85
2015,211529,NA,NA
2015,211533,455,239
2015,211539,98,27
2015,211635,1151,621
2015,211651,310,183
2015,211684,83,18
2015,211701,3597,1977
2015,211702,NA,NA
2015,211736,NA,NA
2015,211768,NA,NA
2015,211796,282,81
2015,211814,NA,NA
2015,211843,NA,NA
2015,211864,199,57
2015,211951,2078,1144
2015,212001,450,238
2015,213550,86,22
2015,213583,3158,1734
2015,213604,103,23
2015,213631,111,25
2015,213634,68,9
2015,213734,NA,NA
2015,214082,915,498
2015,214123,96,24
2015,214219,NA,NA
2015,214263,378,205
2015,214388,NA,NA
2015,214842,73,15
2015,214905,NA,NA
2015,215016,NA,NA
2015,215042,97,23
2016,100644,11662,5929
2016,103285,3359,1687
2016,103333,9629,4792
2016,103401,170,78
2016,103523,156,82
2016,103565,5171,2535
2016,103582,2059,990
2016,103600,364,185
2016,103656,2099,1034
2016,103720,404,199
2016,103781,1239,628
2016,103794,3844,1833
2016,103813,540,311
2016,103819,4773,2567
2016,103835,283,131
2016,103843,1609,785
2016,103852,9706,4903
2016,103893,7973,3950
2016,103898,3482,1700
2016,103908,5883,2884
2016,103917,6539,3280
2016,103926,2724,1284
2016,103970,9100,4724
2016,103990,1493,702
2016,104007,222,116
2016,104022,5538,2756
2016,104043,163,81
2016,104095,196,91
2016,104098,1413,664
2016,104112,302,153
2016,104117,115,47
2016,104122,1357,659
2016,104180,9330,4751
2016,104198,8392,4111
2016,104216,1056,503
2016,104229,2305,1141
2016,104233,1294,657
2016,104252,3380,1643
2016,104259,7809,3986
2016,104268,218,111
2016,104269,8598,4365
2016,104273,896,420
2016,104291,6936,3388
2016,104297,1754,816
2016,104308,552,243
2016,104312,7171,3549
2016,104327,1994,1004
2016,104330,4943,2423
2016,104338,4666,2349
2016,104386,3129,1527
2016,104424,186,89
2016,104433,1616,804
2016,104460,4191,2104
2016,104467,124,53
2016,104468,10043,5084
2016,104471,3937,1892
2016,104494,1360,630
2016,104495,169,69
2016,104500,163,76
2016,104505,1136,562
2016,104527,11048,5792
2016,104534,4760,2314
2016,104542,9067,4682
2016,104545,10083,5206
2016,104547,2897,1371
2016,104548,2124,989
2016,104559,5779,2867
2016,104563,939,450
2016,104571,7408,3720
2016,104586,6960,3391
2016,104593,2732,1298
2016,104597,7599,3814
2016,104607,9741,5008
2016,104620,1591,741
2016,104628,345,158
2016,104655,9485,4864
2016,104660,3776,1837
2016,104665,1232,587
2016,104672,1043,519
2016,104676,111,43
2016,104678,10313,5189
2016,104719,6882,3443
2016,104731,5985,2981
2016,104735,1391,689
2016,104745,7867,4208
2016,104755,7801,4065
2016,104792,9014,4768
2016,104797,5074,2506
2016,104802,185,86
2016,104810,201,76
2016,104813,505,252
2016,104847,130,53
2016,104864,313,144
2016,104868,776,340
2016,104871,6137,3100
2016,104873,622,281
2016,104897,123,54
2016,104898,5794,2845
2016,104907,417,183
2016,104918,14699,8016
2016,104919,4297,2159
2016,104925,11581,6394
2016,104926,7856,3933
2016,104932,1065,506
2016,104947,1652,791
2016,104978,1166,578
2016,104997,1665,826
2016,104999,3814,1947
2016,105011,6421,3122
2016,105015,975,469
2016,105023,8430,4263
2016,105030,372,164
2016,105031,721,344
2016,105032,3008,1413
2016,105041,1831,879
2016,105051,470,182
2016,105053,3782,1866
2016,105060,222,99
2016,105062,5469,2632
2016,105063,754,366
2016,105064,6585,3275
2016,105065,3014,1483
2016,105070,181,106
2016,105074,792,387
2016,105077,10699,5358
2016,105098,291,149
2016,105132,398,186
2016,105137,204,98
2016,105138,11804,6117
2016,105147,1044,509
2016,105149,176,80
2016,105154,399,192
2016,105155,255,116
2016,105161,201,94
2016,105166,431,212
2016,105173,8297,4120
2016,105208,3407,1647
2016,105216,2453,1162
2016,105217,2957,1419
2016,105223,6987,3652
2016,105227,12006,6248
2016,105229,127,54
2016,105238,5167,2578
2016,105254,535,265
2016,105271,117,49
2016,105292,864,380
2016,105302,329,161
2016,105311,9579,4737
2016,105332,9335,4540
2016,105341,2265,1073
2016,105357,6811,3392
2016,105373,4460,2229
2016,105376,494,233
2016,105379,5424,2674
2016,105385,5824,2897
2016,105413,2266,1150
2016,105426,184,70
2016,105430,2728,1311
2016,105438,5377,2559
2016,105441,827,399
2016,105449,9000,4505
2016,105453,12690,6636
2016,105454,315,139
2016,105467,389,161
2016,105477,1247,608
2016,105487,2341,1125
2016,105512,365,172
2016,105515,266,131
2016,105526,5323,2675
2016,105528,364,156
2016,105539,4824,2288
2016,105550,7149,3590
2016,105554,3852,1903
2016,105561,457,222
2016,105572,1894,897
2016,105575,4127,2022
2016,105577,5143,2452
2016,105579,664,362
2016,105583,6274,3102
2016,105585,1148,574
2016,105589,1759,823
2016,105596,641,313
2016,105630,15,7
2016,105633,650,313
2016,105641,724,358
2016,105643,8867,4474
2016,105649,127,59
2016,105650,379,189
2016,105655,102,38
2016,105657,1664,837
2016,105668,616,272
2016,105671,3748,1862
2016,105676,12413,6438
2016,105677,282,123
2016,105683,11299,5990
2016,105723,7765,3987
2016,105731,594,277
2016,105732,3578,1749
2016,105751,111,46
2016,105775,116,51
2016,105777,11031,5641
2016,105782,115,48
2016,105806,2105,1045
2016,105807,9900,5067
2016,105819,165,70
2016,105827,947,501
2016,105841,132,57
2016,105842,1440,709
2016,105853,233,94
2016,105872,111,46
2016,105874,433,216
2016,105877,949,502
2016,105881,1197,587
2016,105902,2216,1098
2016,105916,1004,498
2016,105932,2815,1360
2016,105933,265,125
2016,105936,594,261
2016,105943,128,55
2016,105952,3174,1546
2016,105954,642,320
2016,105967,1522,758
2016,105985,274,107
2016,105992,3682,1855
2016,106000,7745,3868
2016,106006,127,55
2016,106026,471,208
2016,106032,273,126
2016,106033,221,107
2016,106035,453,189
2016,106043,5163,2589
2016,106044,532,266
2016,106045,4100,1963
2016,106058,9824,4997
2016,106065,1820,843
2016,106071,9138,4574
2016,106075,2381,1161
2016,106078,694,370
2016,106093,118,51
2016,106099,102,38
2016,106105,403,187
2016,106106,168,66
2016,106121,4177,2046
2016,106137,555,260
2016,106138,626,346
2016,106148,2125,1037
2016,106167,354,186
2016,106174,720,389
2016,106210,7434,3739
2016,106216,2510,1215
2016,106220,725,356
2016,106225,260,117
