"player_id","year","first_return","first_won"
103857,"2010",822,191
103857,"2012",1073,276
103857,"2003",104,21
103857,"2005",176,55
103857,"2013",28,9
103857,"2008",1162,370
103857,"2002",72,24
103857,"2004",213,71
103857,"2006",1061,293
103857,"2007",1794,515
103857,"2009",2199,630
103863,"2001",30,9
103863,"2004",26,4
103863,"2013",22,2
103863,"2008",116,25
103863,"2007",34,5
103863,"2002",32,7
103863,"2009",82,31
103863,"2012",33,10
103868,"2008",917,257
103868,"2006",403,106
103868,"2007",930,247
103868,"2011",114,30
103868,"2010",389,95
103868,"2004",44,9
103868,"2005",218,73
103868,"2009",1493,376
103868,"2012",78,28
103878,"2005",18,1
103888,"2015",333,99
103888,"2009",1808,515
103888,"2002",1016,270
103888,"2012",1466,461
103888,"2003",2937,793
103888,"2001",664,168
103888,"2005",775,187
103888,"2004",1721,457
103888,"2007",2106,539
103888,"2008",2576,779
103888,"2013",425,117
103888,"2006",1745,531
103888,"2000",337,86
103888,"2010",2436,707
103888,"2011",3172,1023
103893,"2014",1089,359
103893,"2017",2877,775
103893,"2011",217,62
103893,"2010",784,209
103893,"2016",2389,718
103893,"2015",1131,278
103893,"2007",84,25
103893,"2012",1291,359
103893,"2013",1588,487
103893,"2019",962,247
103893,"2006",44,15
103893,"2009",26,0
103893,"2021",54,8
103893,"2018",1082,276
103893,"2020",224,57
103894,"2014",NA,NA
103894,"2000",134,37
103894,"1999",58,8
103894,"2007",106,26
103894,"2006",118,27
103898,"2004",1330,377
103898,"2018",1077,282
103898,"2006",2332,732
103898,"2014",2185,607
103898,"2009",2679,786
103898,"2002",89,23
103898,"2013",2543,763
103898,"2001",67,21
103898,"2016",1026,255
103898,"2008",1872,564
103898,"2015",228,48
103898,"2017",1175,294
103898,"2005",861,224
103898,"2003",481,144
103898,"2011",1988,559
103898,"2012",2593,772
103898,"2010",2154,589
103898,"2007",2326,691
103900,"2002",2854,861
103900,"2003",2959,943
103900,"2000",84,27
103900,"2008",2426,772
103900,"2006",3018,1006
103900,"2009",1003,367
103900,"2007",2469,713
103900,"2001",1093,373
103900,"2010",1547,517
103900,"2012",1693,509
103900,"2004",2436,785
103900,"2011",1480,443
103900,"2013",524,170
103900,"2005",3011,1020
103908,"2012",1634,442
103908,"2013",1156,273
103908,"2003",1607,480
103908,"2002",1707,487
103908,"2015",795,213
103908,"2005",2191,628
103908,"2009",2511,662
103908,"2007",3280,1008
103908,"2010",1377,348
103908,"2004",833,223
103908,"2006",2309,689
103908,"2017",522,131
103908,"2014",1182,277
103908,"2016",1701,454
103908,"2008",2530,663
103908,"2001",180,46
103908,"2000",167,44
103909,"2003",3154,1168
103909,"2006",1090,402
103909,"2004",2243,741
103909,"2000",371,119
103909,"2008",478,177
103909,"2005",3843,1395
103909,"2001",1826,632
103909,"2002",1772,601
103914,"2002",19,2
103914,"2005",31,9
103914,"2001",27,5
103914,"2004",19,4
103914,"2006",43,17
103914,"2017",33,5
103914,"2012",19,3
103914,"2011",38,11
103914,"2003",29,5
103914,"2007",25,4
103917,"2019",472,124
103917,"2006",1347,366
103917,"2010",787,169
103917,"2011",1013,287
103917,"2016",1991,539
103917,"2017",1625,416
103917,"2003",512,142
103917,"2018",669,170
103917,"2021",44,19
103917,"2009",356,95
103917,"2012",1683,442
103917,"2007",2055,531
103917,"2001",265,69
103917,"2015",1126,300
103917,"2002",41,12
103917,"2005",242,48
103917,"2000",100,24
103917,"2008",2002,489
103917,"2013",1120,335
103917,"2004",552,149
103917,"2014",1722,500
103924,"2007",53,21
103925,"2012",40,13
103925,"2003",20,5
103926,"2014",38,7
103926,"2013",383,97
103926,"2010",124,28
103926,"2009",83,25
103926,"2012",374,133
103926,"2008",40,17
103926,"2016",858,238
103926,"2011",49,20
103963,"2003",39,12
103963,"2004",39,8
103963,"2005",NA,NA
103964,"2005",24,6
103967,"2013",NA,NA
103967,"2008",69,23
103967,"2006",92,23
103967,"2007",59,19
103967,"2003",44,16
103967,"2012",NA,NA
103967,"2005",239,68
103967,"2009",282,92
103967,"2010",162,58
103967,"2011",139,35
103967,"2015",NA,NA
103967,"2014",NA,NA
103970,"2004",2865,966
103970,"2017",2345,734
103970,"2019",598,202
103970,"2013",4126,1408
103970,"2011",3358,1096
103970,"2009",2975,961
103970,"2008",3198,1068
103970,"2015",3239,1117
103970,"2006",3029,998
103970,"2016",2758,882
103970,"2010",3620,1198
103970,"2003",1733,550
103970,"2012",4124,1397
103970,"2018",1335,427
103970,"2007",3661,1266
103970,"2005",3280,1165
103970,"2002",711,245
103970,"2014",3694,1262
103971,"2004",2127,625
103971,"2010",513,130
103971,"2011",658,181
103971,"2012",559,136
103971,"2003",1315,373
103971,"2009",595,160
103971,"2005",1913,586
103971,"2002",371,110
103975,"2005",46,12
103976,"2011",75,37
103976,"2005",151,43
103976,"2007",275,102
103976,"2006",75,26
103976,"2009",96,18
103976,"2008",440,151
103978,"2009",57,15
103978,"2006",NA,NA
103978,"2007",29,5
103984,"2006",45,15
103990,"2012",585,168
103990,"2002",2606,810
103990,"2013",2769,905
103990,"2010",2055,561
103990,"2005",3267,1067
103990,"2004",3072,943
103990,"2003",2957,901
103990,"2011",1511,455
103990,"2022",29,6
103990,"2015",1880,556
103990,"2008",2822,900
103990,"2016",417,98
103990,"2019",33,7
103990,"2009",3290,1034
103990,"2001",2693,843
103990,"2017",725,193
103990,"2006",3753,1202
103990,"2014",3671,1057
103990,"2018",123,22
103990,"2007",3593,1159
103990,"2000",63,10
103990,"1999",155,47
103997,"2013",1397,416
103997,"2005",40,9
103997,"2012",2236,661
103997,"2011",1920,593
103997,"2006",531,150
103997,"2014",858,209
103997,"2009",859,240
103997,"2015",158,37
103997,"2007",148,50
103997,"2010",1809,536
103997,"2003",NA,NA
103997,"2001",NA,NA
103997,"2004",70,25
103999,"2011",28,6
103999,"2009",277,56
103999,"2001",38,6
103999,"2010",276,69
103999,"2008",148,39
103999,"2012",24,5
103999,"2007",214,57
103999,"2013",NA,NA
103999,"2006",280,71
104001,"2007",109,17
104001,"2006",74,16
104001,"2005",35,6
104003,"2012",37,7
104003,"2008",203,56
104003,"2006",92,28
104003,"2009",812,228
104003,"2010",314,88
104003,"2005",45,16
104003,"2011",147,42
104003,"2013",29,9
104004,"2010",202,48
104004,"2002",86,48
104004,"2007",128,35
104004,"2012",NA,NA
104004,"2008",87,26
104004,"2006",42,9
104004,"2003",52,15
104007,"2006",85,24
104007,"2011",27,4
104007,"2013",62,29
104007,"2016",49,14
104007,"2015",34,8
104010,"2010",118,37
104010,"2004",29,6
104010,"2005",40,6
104010,"2006",198,67
104010,"2009",188,46
104014,"2003",155,44
104014,"2000",72,17
104014,"2004",71,11
104014,"2007",67,9
104014,"2001",166,37
104019,"2009",1115,310
104019,"2005",718,169
104019,"2007",1823,509
104019,"2006",2529,757
104019,"2003",322,93
104019,"2010",568,153
104019,"2004",952,305
104019,"2008",899,252
104019,"2002",204,58
104021,"2005",23,5
104022,"1999",41,10
104022,"2004",3074,928
104022,"2017",1426,396
104022,"2009",3190,987
104022,"2018",1170,300
104022,"2013",2990,892
104022,"2016",1580,441
104022,"2006",2120,683
104022,"2011",2425,719
104022,"2000",581,152
104022,"2002",2505,776
104022,"2014",1875,567
104022,"2015",1346,346
104022,"2001",1888,584
104022,"2012",2755,840
104022,"2010",2851,840
104022,"2008",2156,654
104022,"2005",2107,663
104022,"2003",2223,689
104022,"2007",3256,1035
104023,"2011",68,18
104025,"2006",295,89
104025,"2008",789,207
104025,"2012",35,11
104025,"2005",230,69
104025,"2004",270,80
104025,"2009",546,120
104025,"2011",26,2
104025,"2010",NA,NA
104025,"2003",263,63
104025,"2007",1534,355
104026,"2001",89,22
104026,"2009",232,57
104026,"2004",2864,623
104026,"2007",190,43
104026,"2005",1520,350
104026,"2006",394,98
104026,"2008",72,12
104026,"2010",NA,NA
104026,"2013",60,11
104026,"2000",66,17
104026,"2003",252,46
104026,"2002",118,30
104026,"2011",NA,NA
104035,"2010",100,19
104035,"2012",495,128
104035,"2005",693,182
104035,"2008",1710,441
104035,"2006",510,108
104035,"2011",132,32
104035,"2013",277,55
104035,"2004",106,31
104035,"2007",221,50
104035,"2009",701,175
104035,"2003",88,20
104036,"2004",19,1
104036,"2003",28,5
104036,"2007",NA,NA
104037,"2005",46,11
104043,"2016",50,18
104043,"2010",84,19
104043,"2008",156,51
104043,"2005",256,79
104043,"2007",56,14
104043,"2001",283,88
104043,"2013",38,10
104043,"2014",48,14
104043,"2003",310,95
104043,"2004",960,325
104043,"2002",174,59
104053,"2004",3960,1161
104053,"2009",3080,809
104053,"2000",358,82
104053,"2008",3089,860
104053,"2012",1888,485
104053,"2005",3447,923
104053,"2010",3239,814
104053,"2007",2895,718
104053,"2001",2593,669
104053,"2003",4159,1168
104053,"2006",3007,876
104053,"2002",3062,868
104053,"2011",2125,593
104056,"2008",1057,359
104056,"2007",341,100
104056,"2006",257,69
104056,"2005",319,89
104056,"2003",113,25
104056,"2004",129,21
104056,"2009",373,109
104068,"2003",1996,571
104068,"2002",730,196
104068,"2011",312,84
104068,"2005",2640,749
104068,"2010",1281,339
104068,"2006",2284,658
104068,"2008",2160,642
104068,"2007",1654,492
104068,"2013",135,41
104068,"2009",1698,482
104068,"2014",442,106
104068,"2001",394,106
104068,"2004",2077,581
104068,"2012",294,84
104070,"2008",63,19
104070,"2006",122,40
104070,"2009",257,96
104070,"2010",119,24
104070,"2005",32,5
104070,"2007",56,15
104071,"2011",37,10
104071,"2010",197,45
104071,"2009",68,12
104076,"2011",127,43
104076,"2002",1750,550
104076,"2001",909,244
104076,"2007",1602,477
104076,"2010",212,64
104076,"2005",2549,725
104076,"2006",2276,680
104076,"2008",2210,665
104076,"2004",1512,434
104076,"2003",1306,346
104076,"2009",1817,488
104081,"2003",NA,NA
104081,"2013",NA,NA
104081,"2007",753,226
104081,"2006",1427,381
104081,"2008",700,177
104081,"2009",28,3
104081,"2004",129,38
104082,"2008",20,1
104082,"2001",65,22
104082,"2002",31,6
104091,"2008",186,45
104095,"2008",67,15
104095,"2009",144,44
104095,"2007",92,26
104095,"2011",76,19
104095,"2016",58,14
104095,"2014",88,19
104095,"2015",48,13
104095,"2010",243,60
104098,"2012",660,143
104098,"2008",2481,662
104098,"2003",311,80
104098,"2005",1586,471
104098,"2010",695,171
104098,"2011",1724,449
104098,"2014",1394,376
104098,"2009",1416,391
104098,"2013",2277,625
104098,"2004",1519,400
104098,"2017",260,65
104098,"2001",191,50
104098,"2016",421,97
104098,"2006",3643,1082
104098,"2007",2556,716
104099,"2005",37,14
104099,"2004",33,5
104106,"2011",39,5
104112,"2016",101,32
104112,"2010",52,8
104112,"2008",NA,NA
104112,"2013",50,16
104112,"2024",70,24
104112,"2011",NA,NA
104112,"2015",30,6
104112,"2009",NA,NA
104112,"2007",63,22
104112,"2014",31,3
104112,"2005",NA,NA
104112,"2006",174,45
104112,"2012",22,8
104115,"2006",56,15
104115,"2005",108,17
104117,"2005",449,138
104117,"2017",70,20
104117,"2016",32,8
104117,"2006",42,7
104117,"2001",NA,NA
104117,"2015",55,12
104117,"2003",152,52
104117,"2009",134,30
104117,"2004",154,44
104117,"1998",NA,NA
104117,"2010",110,21
104117,"2000",NA,NA
104121,"2005",238,63
104121,"2007",181,64
104121,"2006",43,13
104122,"2010",285,81
104122,"2015",834,254
104122,"2016",360,116
104122,"2006",840,271
104122,"2012",2449,824
104122,"2019",122,40
104122,"2014",1543,489
104122,"2018",224,39
104122,"2017",1577,457
104122,"2008",965,312
104122,"2013",2245,666
104122,"2011",1754,555
104122,"2005",32,8
104122,"2007",1054,311
104136,"2011",75,24
104136,"2005",NA,NA
104136,"2006",40,9
104136,"2010",42,10
104136,"2007",39,13
104136,"2009",109,27
104136,"2004",NA,NA
104136,"2008",NA,NA
104136,"2002",NA,NA
104136,"2012",39,14
104136,"2003",NA,NA
104140,"2007",41,10
104140,"2008",85,20
104149,"2008",101,30
104154,"2005",113,28
104154,"2004",27,6
104154,"2007",1096,346
104154,"2010",110,38
104154,"2006",779,206
104154,"2012",298,90
104154,"2011",304,91
104154,"2003",48,14
104154,"2008",854,260
104154,"2013",84,22
104154,"2009",1062,311
104158,"2009",39,10
104160,"2006",1598,489
104160,"2009",106,32
104160,"2007",1135,303
104160,"2010",NA,NA
104160,"2008",276,77
104160,"2005",456,134
104161,"2006",45,14
104166,"2001",61,11
104166,"2003",577,167
104166,"2012",1872,540
104166,"2011",2267,670
104166,"2009",203,61
104166,"2005",171,52
104166,"2008",66,12
104166,"2004",1122,309
104166,"2013",750,213
104166,"2006",212,49
104166,"2010",44,13
104166,"2014",304,78
104166,"2002",160,45
104167,"2009",235,57
104167,"2004",25,1
104167,"2005",94,18
104167,"2006",101,30
104171,"2006",141,34
104171,"2007",109,19
104171,"2005",47,6
104171,"2003",62,9
104171,"2004",43,3
104171,"2010",210,52
104171,"2008",42,7
104171,"2009",56,9
104171,"2011",21,2
104173,"2006",118,32
104173,"2007",121,20
104173,"2008",471,131
104180,"2012",2161,478
104180,"2008",648,158
104180,"2006",1314,322
104180,"2005",1729,392
104180,"2011",1269,288
104180,"2003",38,11
104180,"2015",2733,629
104180,"2018",1542,346
104180,"2010",214,43
104180,"2016",2967,747
104180,"2004",806,220
104180,"2002",46,8
104180,"2000",NA,NA
104180,"2013",498,110
104180,"2014",540,117
104180,"2007",321,88
104180,"2017",2466,606
104180,"2001",NA,NA
104180,"2009",824,175
104181,"2006",41,11
104181,"2005",27,8
104181,"2004",55,23
104182,"2006",74,23
104182,"2005",135,37
104182,"2003",65,12
104182,"2004",61,16
104192,"2011",41,5
104192,"2008",23,4
104192,"2009",25,7
104195,"2011",227,93
104195,"2008",37,9
104195,"2004",34,9
104195,"2006",55,22
104195,"2010",116,35
104196,"2001",65,18
104196,"2002",57,14
104196,"2006",212,66
104198,"2014",2547,821
104198,"2009",2441,741
104198,"2008",2062,623
104198,"2013",1983,589
104198,"2016",2522,718
104198,"2010",2603,759
104198,"2017",878,233
104198,"2004",520,155
104198,"2018",2016,552
104198,"2011",2491,721
104198,"2005",2009,634
104198,"2019",626,135
104198,"2007",1840,574
104198,"2006",1778,556
104198,"2015",2785,848
104198,"2012",2123,655
104198,"2003",38,11
104208,"2006",52,16
104209,"2007",78,13
104209,"2008",99,34
104209,"2006",126,46
104209,"2005",76,22
104211,"2009",24,4
104214,"2012",1355,389
104214,"2008",3618,1042
104214,"2005",3146,1005
104214,"2004",2420,739
104214,"2013",44,10
104214,"2007",2685,812
104214,"2006",1322,405
104214,"2003",339,117
104214,"2009",2840,817
104214,"2010",1664,500
104214,"2011",2174,609
104216,"2009",1316,438
104216,"2013",134,41
104216,"2015",304,72
104216,"2008",455,147
104216,"2014",339,91
104216,"2016",317,90
104216,"2011",782,231
104216,"2012",66,30
104216,"2010",570,154
104216,"2007",80,22
104216,"2017",113,37
104217,"2010",48,12
104217,"2006",71,19
104217,"2008",433,120
104217,"2007",269,78
104217,"2011",74,18
104219,"2013",80,20
104219,"2007",NA,NA
104219,"2005",46,9
104219,"2008",246,54
104219,"2010",112,24
104219,"2011",175,34
104219,"2009",187,50
104219,"2012",38,9
104219,"2004",36,7
104224,"2005",111,25
104224,"2006",75,16
104225,"2009",115,31
104225,"2007",796,201
104225,"2011",313,78
104225,"2013",926,280
104225,"2012",499,146
104225,"2006",272,87
104225,"2014",74,8
104225,"2008",55,12
104225,"2010",1248,334
104226,"2013",59,13
104226,"2011",121,31
104226,"2010",68,19
104227,"2007",107,30
104227,"2011",111,24
104228,"2006",36,10
104228,"2004",53,19
104229,"2012",1484,381
104229,"2008",1254,349
104229,"2013",1646,503
104229,"2004",550,134
104229,"2007",910,226
104229,"2011",1325,347
104229,"2001",NA,NA
104229,"2017",1109,305
104229,"2006",359,88
104229,"2016",688,162
104229,"2014",1935,489
104229,"2009",1399,363
104229,"2005",488,133
104229,"2003",NA,NA
104229,"2010",1698,447
104229,"2015",1672,464
104229,"2020",99,20
104229,"2021",298,66
104230,"2008",164,53
104230,"2009",1387,404
104230,"2007",72,24
104230,"2003",28,5
104230,"2005",143,38
104230,"2010",542,148
104230,"2004",133,48
104233,"2011",28,8
104233,"2012",55,14
104233,"2014",NA,NA
104233,"2016",413,139
104233,"2013",77,17
104233,"2003",32,7
104233,"2010",39,11
104233,"2007",35,9
104233,"2008",127,42
104233,"2020",NA,NA
104233,"2015",NA,NA
104233,"2009",73,18
104233,"2018",133,46
104233,"2017",329,93
104250,"2006",153,49
104250,"2005",103,13
104250,"2008",239,62
104250,"2009",140,33
104250,"2003",205,45
104250,"2010",30,4
104250,"2002",67,11
104250,"2013",82,29
104250,"2004",176,54
104250,"2012",102,22
104250,"2007",210,55
104252,"2015",634,158
104252,"2018",817,213
104252,"2010",1847,531
104252,"2009",438,132
104252,"2006",1963,639
104252,"2004",1653,476
104252,"2008",430,133
104252,"2012",2043,569
104252,"2014",442,126
104252,"2017",1159,285
104252,"2013",2513,772
104252,"2011",2976,924
104252,"2016",1030,261
104252,"2007",1930,561
104252,"2005",2018,609
104253,"2010",80,22
104253,"2006",24,4
104256,"2012",87,16
104259,"2017",2553,752
104259,"2015",2440,736
104259,"2019",1981,554
104259,"2020",479,122
104259,"2012",3394,955
104259,"2022",202,63
104259,"2016",2442,737
104259,"2014",2844,835
104259,"2004",743,237
104259,"2009",3056,917
104259,"2002",129,35
104259,"2018",2582,722
104259,"2011",2479,686
104259,"2003",163,43
104259,"2007",2846,847
104259,"2010",2782,853
104259,"2008",2353,733
104259,"2013",2752,763
104259,"2005",1574,446
104259,"2006",2041,597
104259,"2021",845,225
104261,"2003",NA,NA
104261,"2007",34,6
104261,"2005",170,61
104261,"2008",89,19
104261,"2006",NA,NA
104262,"2006",41,10
104262,"2011",671,187
104262,"2012",1696,569
104262,"2009",709,217
104262,"2010",24,5
104262,"2008",706,235
104262,"2013",354,111
104262,"2007",116,35
104268,"2007",1278,373
104268,"2015",837,245
104268,"2008",968,281
104268,"2017",81,23
104268,"2014",1158,292
104268,"2013",1295,371
104268,"2011",1168,350
104268,"2010",1492,425
104268,"2001",NA,NA
104268,"2005",51,11
104268,"2006",729,216
104268,"2002",NA,NA
104268,"2004",482,147
104268,"2016",70,27
104268,"2012",1924,553
104268,"2009",450,119
104269,"2022",888,273
104269,"2017",2712,826
104269,"2002",120,43
104269,"2007",2973,927
104269,"2008",3529,1178
104269,"2015",2725,736
104269,"2014",2506,752
104269,"2004",2365,673
104269,"2019",2750,786
104269,"2016",2733,853
104269,"2020",658,187
104269,"2023",179,53
104269,"2005",2984,930
104269,"2012",2556,790
104269,"2010",3378,1075
104269,"2011",2948,873
104269,"2018",3277,1027
104269,"2006",3026,939
104269,"2021",439,122
104269,"2013",2919,875
104269,"2003",879,234
104269,"2009",3771,1184
104272,"2006",64,19
104273,"2011",881,237
104273,"2009",225,56
104273,"2007",688,222
104273,"2013",2426,695
104273,"2010",457,118
104273,"2008",301,76
104273,"2004",93,11
104273,"2012",1831,525
104273,"2015",903,273
104273,"2014",2233,577
104273,"2016",285,84
104275,"2013",17,5
104281,"2008",155,44
104281,"2010",149,31
104284,"2005",21,5
104287,"2005",48,14
104291,"2017",1761,466
104291,"2011",112,27
104291,"2023",26,4
104291,"2015",1524,401
104291,"2019",1051,298
104291,"2022",160,39
104291,"2012",849,215
104291,"2003",NA,NA
104291,"2004",NA,NA
104291,"2021",188,52
104291,"2014",740,174
104291,"2016",2074,549
104291,"2013",76,18
104291,"2020",63,16
104291,"2018",2064,554
104291,"2008",NA,NA
104292,"2010",98,27
104292,"2008",69,20
104292,"2006",NA,NA
104292,"2011",135,40
104292,"2012",214,47
104292,"2009",105,26
104297,"2013",344,84
104297,"2011",213,65
104297,"2018",758,231
104297,"2012",414,103
104297,"2007",35,9
104297,"2017",1647,529
104297,"2010",71,24
104297,"2019",92,25
104297,"2016",521,135
104297,"2015",118,36
104297,"2014",69,17
104305,"2004",NA,NA
104305,"2006",112,36
104305,"2010",NA,NA
104305,"2008",274,77
104305,"2007",59,17
104305,"2005",45,11
104305,"2009",89,12
104308,"2011",225,62
104308,"2008",111,28
104308,"2009",55,10
104308,"2004",83,20
104308,"2016",175,22
104308,"2005",NA,NA
104308,"2013",1049,258
104308,"2014",1083,252
104308,"2007",249,77
104308,"2015",87,26
104308,"2006",168,57
104308,"2010",627,130
104308,"2018",51,15
104312,"2004",715,204
104312,"2013",2803,805
104312,"2012",2920,890
104312,"2008",2831,871
104312,"2017",1830,517
104312,"2021",1148,339
104312,"2011",2325,682
104312,"2022",339,81
104312,"2010",2439,762
104312,"2014",2584,790
104312,"2019",2210,611
104312,"2003",96,29
104312,"2006",2046,606
104312,"2018",2501,714
104312,"2007",2017,588
104312,"2009",2696,840
104312,"2020",775,218
104312,"2005",1475,450
104312,"2015",2374,665
104312,"2016",2054,531
104314,"2009",712,199
104314,"2011",419,99
104314,"2008",401,128
104314,"2010",349,96
104317,"2006",50,16
104327,"2012",1824,511
104327,"2014",86,24
104327,"2008",1658,453
104327,"2005",NA,NA
104327,"2018",183,46
104327,"2007",416,135
104327,"2019",561,125
104327,"2013",420,95
104327,"2010",340,91
104327,"2016",613,180
104327,"2011",686,202
104327,"2020",144,60
104327,"2009",1032,254
104327,"2015",743,207
104327,"2006",33,8
104327,"2017",1966,569
104330,"2012",636,162
104330,"2016",1474,402
104330,"2009",648,163
104330,"2006",52,13
104330,"2004",186,37
104330,"2005",212,51
104330,"2003",52,15
104330,"2011",185,47
104330,"2013",709,184
104330,"2007",142,42
104330,"2008",219,59
104330,"2002",31,7
104330,"2010",1108,269
104330,"2017",157,38
104330,"2014",431,112
104330,"2015",690,166
104332,"2007",149,35
104332,"2009",1975,513
104332,"2012",1243,360
104332,"2014",148,33
104332,"2013",327,98
104332,"2008",1033,308
104332,"2003",199,53
104332,"2011",2142,623
104332,"2010",1975,550
104332,"2005",107,28
104332,"2004",84,28
104334,"2008",51,15
104338,"2004",1324,463
104338,"2011",2490,849
104338,"2016",1367,429
104338,"2008",2017,629
104338,"2012",2624,893
104338,"2009",2583,881
104338,"2005",1832,551
104338,"2017",140,47
104338,"2013",1958,631
104338,"2007",2850,924
104338,"2010",2328,805
104338,"2014",1866,587
104338,"2015",1799,574
104338,"2006",1785,558
104339,"2003",1729,472
104339,"2006",3439,1052
104339,"2009",946,284
104339,"2008",2268,662
104339,"2002",548,152
104339,"2005",2994,900
104339,"2010",220,62
104339,"1999",NA,NA
104339,"2001",NA,NA
104339,"2007",945,250
104339,"2000",NA,NA
104339,"2004",2527,761
104349,"2003",NA,NA
104349,"2005",35,7
104349,"2015",82,23
104349,"2012",705,201
104349,"2010",245,76
104349,"2008",248,73
104349,"2013",61,22
104349,"2009",380,122
104349,"2011",602,185
104349,"2014",54,19
104349,"2006",NA,NA
104349,"2007",NA,NA
104349,"2004",NA,NA
104360,"2005",89,33
104361,"2007",38,5
104368,"2009",37,9
104368,"2010",48,15
104368,"2006",25,2
104368,"2007",48,18
104368,"2013",27,4
104368,"2008",54,15
104368,"2005",NA,NA
104368,"2012",NA,NA
104371,"2007",193,57
104371,"2008",1679,494
104371,"2006",709,191
104371,"2012",120,41
104371,"2009",750,196
104371,"2005",1063,305
104371,"2010",NA,NA
104371,"2004",98,31
104372,"2006",405,88
104372,"2007",454,114
104372,"2008",231,60
104372,"2005",79,22
104372,"2002",115,26
104372,"2004",202,42
104372,"2011",44,15
104372,"2010",61,17
104372,"2003",282,57
104372,"2009",177,38
104379,"2005",111,25
104379,"2004",1039,313
104379,"2002",101,26
104379,"2003",169,40
104383,"2005",NA,NA
104383,"2003",15,2
104383,"2004",60,20
104385,"2010",58,15
104385,"2009",37,7
104386,"2012",4028,1193
104386,"2008",2283,565
104386,"2019",944,273
104386,"2011",3340,1023
104386,"2001",NA,NA
104386,"2002",NA,NA
104386,"2016",887,229
104386,"2013",1862,486
104386,"2007",1970,482
104386,"2015",579,161
104386,"2004",491,130
104386,"2009",2282,638
104386,"2010",1949,519
104386,"2017",812,214
104386,"2005",1090,275
104386,"2006",1265,322
104386,"2003",138,30
104392,"2004",28,8
104392,"2003",NA,NA
104392,"2009",232,68
104393,"2014",30,10
104397,"2008",59,11
104397,"2010",212,47
104397,"2007",265,72
104397,"2009",156,20
104415,"2009",65,19
104415,"2011",44,18
104417,"2006",2568,740
104417,"2005",1679,454
104417,"2004",2715,758
104417,"2002",290,79
104417,"2009",3217,971
104417,"2003",789,210
104417,"2008",2849,838
104417,"2010",3498,1041
104417,"2001",65,17
104417,"2007",1895,607
104417,"2011",2195,689
104424,"2017",220,56
104424,"2010",233,63
104424,"2019",78,14
104424,"2006",60,13
104424,"2012",1472,446
104424,"2016",57,10
104424,"2014",149,46
104424,"2013",837,209
104424,"2020",267,67
104424,"2008",150,47
104424,"2005",116,30
104424,"2009",110,33
104424,"2015",822,193
104424,"2007",112,17
104424,"2011",479,129
104433,"2008",841,208
104433,"2002",117,31
104433,"2003",61,19
104433,"2009",860,196
104433,"2012",138,18
104433,"2015",108,27
104433,"2016",498,117
104433,"2004",128,27
104433,"2017",80,16
104433,"2011",466,123
104433,"2005",287,71
104433,"2006",717,194
104433,"2007",1776,490
104433,"2010",230,48
104433,"2013",318,82
104433,"2014",423,93
104439,"2005",42,11
104439,"2003",36,6
104445,"2005",38,14
104445,"2008",80,33
104453,"2011",179,57
104453,"2008",68,24
104453,"2010",82,22
104453,"2007",135,31
104453,"2004",169,41
104453,"2012",35,8
104453,"2006",42,6
104453,"2005",53,8
104453,"2009",33,4
104456,"2009",46,14
104460,"2013",385,104
104460,"2011",709,193
104460,"2015",1408,365
104460,"2003",61,7
104460,"2017",1346,346
104460,"2018",155,30
104460,"2016",1287,382
104460,"2019",192,39
104460,"2014",1339,349
104460,"2010",797,182
104460,"2021",55,16
104460,"2012",512,138
104465,"2010",32,7
104467,"2016",25,5
104467,"2012",50,9
104467,"2009",92,13
104467,"2014",39,15
104467,"2006",33,5
104467,"2015",110,37
104467,"2008",96,30
104467,"2018",205,73
104467,"2019",NA,NA
104467,"2005",NA,NA
104467,"2004",NA,NA
104467,"2020",NA,NA
104467,"2007",NA,NA
104468,"2019",2572,797
104468,"2013",2810,896
104468,"2015",3064,956
104468,"2016",2911,924
104468,"2009",3409,1044
104468,"2007",2773,889
104468,"2020",1143,397
104468,"2006",2213,694
104468,"2005",604,191
104468,"2014",2575,792
104468,"2021",984,296
104468,"2010",1746,455
104468,"2017",1960,603
104468,"2011",3187,1019
104468,"2022",698,203
104468,"2004",49,18
104468,"2018",2906,924
104468,"2012",3313,1128
104468,"2008",3633,1085
104470,"2024",75,29
104470,"2008",22,2
104471,"2009",139,41
104471,"2013",2625,758
104471,"2014",1740,500
104471,"2017",269,82
104471,"2015",961,288
104471,"2012",1940,551
104471,"2010",681,209
104471,"2008",25,5
104471,"2011",2231,625
104471,"2016",1152,295
104473,"2012",39,11
104477,"2013",62,14
104477,"2014",NA,NA
104477,"2006",78,23
104477,"2011",63,22
104477,"2010",85,18
104477,"2012",NA,NA
104478,"2004",NA,NA
104478,"2007",68,9
104478,"2008",29,4
104488,"2006",28,4
104494,"2014",144,42
104494,"2017",137,34
104494,"2015",NA,NA
104494,"2013",276,46
104494,"2012",625,153
104494,"2011",241,82
104494,"2016",442,123
104494,"2010",103,28
104494,"2018",124,35
104495,"2003",73,15
104495,"2005",59,17
104495,"2007",NA,NA
104495,"2016",52,8
104495,"2006",NA,NA
104499,"2003",NA,NA
104499,"2011",90,36
104499,"2007",321,110
104499,"2009",NA,NA
104499,"2015",59,6
104499,"2012",324,103
104499,"2014",435,116
104499,"2004",217,65
104499,"2006",951,269
104499,"2013",243,76
104499,"2001",NA,NA
104499,"2005",578,155
104499,"2002",NA,NA
104500,"2006",24,4
