"player_id","year","bp","bp_converted"
104379,"2005",24,2
104379,"2004",96,56
104383,"2003",1,1
104383,"2004",12,5
104383,"2005",NA,NA
104385,"2010",6,1
104385,"2009",0,0
104393,"2014",2,2
104397,"2008",6,2
104397,"2010",24,12
104397,"2007",49,14
104397,"2009",11,2
104415,"2009",11,3
104415,"2011",7,2
104417,"2008",NA,NA
104417,"2001",14,5
104417,"2003",105,46
104417,"2006",NA,NA
104417,"2005",213,88
104417,"2002",39,15
104417,"2009",NA,NA
104417,"2010",107,31
104417,"2004",217,98
104417,"2011",44,14
104417,"2007",100,33
104424,"2017",22,13
104424,"2010",15,4
104424,"2019",8,3
104424,"2006",NA,NA
104424,"2012",NA,NA
104424,"2016",6,1
104424,"2014",NA,NA
104424,"2013",NA,NA
104424,"2020",32,13
104424,"2008",NA,NA
104424,"2005",8,4
104424,"2009",8,4
104424,"2015",58,26
104424,"2007",NA,NA
104424,"2011",32,5
104439,"2003",7,1
104439,"2005",2,0
104445,"2005",6,4
104445,"2008",16,6
104453,"2011",13,7
104453,"2008",14,7
104453,"2010",6,1
104453,"2007",12,2
104453,"2004",25,8
104453,"2012",NA,NA
104453,"2006",4,0
104453,"2005",1,0
104453,"2009",3,0
104456,"2009",5,2
104460,"2013",46,19
104460,"2015",85,28
104460,"2014",144,49
104460,"2017",133,49
104460,"2011",84,30
104460,"2018",10,5
104460,"2016",166,73
104460,"2019",20,6
104460,"2021",7,1
104460,"2003",4,1
104460,"2010",90,30
104460,"2012",43,20
104465,"2010",8,0
104467,"2016",2,1
104467,"2012",8,5
104467,"2009",1,1
104467,"2014",7,5
104467,"2006",2,1
104467,"2015",NA,NA
104467,"2008",1,0
104467,"2018",10,5
104467,"2019",NA,NA
104467,"2005",NA,NA
104467,"2004",NA,NA
104467,"2020",NA,NA
104467,"2007",NA,NA
104468,"2019",250,107
104468,"2013",360,161
104468,"2015",NA,NA
104468,"2016",480,209
104468,"2009",376,181
104468,"2007",431,202
104468,"2020",189,80
104468,"2006",355,148
104468,"2005",90,41
104468,"2014",138,55
104468,"2021",37,19
104468,"2010",NA,NA
104468,"2017",284,124
104468,"2011",NA,NA
104468,"2022",99,42
104468,"2004",4,4
104468,"2018",318,146
104468,"2012",NA,NA
104468,"2008",143,35
104470,"2024",10,5
104470,"2008",0,0
104471,"2009",12,6
104471,"2013",NA,NA
104471,"2014",244,90
104471,"2017",46,16
104471,"2015",139,53
104471,"2012",134,60
104471,"2010",35,12
104471,"2008",0,0
104471,"2011",178,83
104471,"2016",125,54
104473,"2012",4,2
104477,"2013",5,3
104477,"2014",NA,NA
104477,"2006",12,6
104477,"2011",14,2
104477,"2010",8,3
104477,"2012",NA,NA
104478,"2004",NA,NA
104478,"2007",6,1
104478,"2008",6,0
104488,"2006",3,0
104495,"2005",13,6
104495,"2007",NA,NA
104495,"2016",4,1
104495,"2003",8,4
104495,"2006",NA,NA
104500,"2006",4,2
104500,"2007",13,4
104500,"2013",74,21
104500,"2016",3,2
104500,"2008",17,7
104500,"2012",15,12
104500,"2014",NA,NA
104500,"2015",NA,NA
104500,"2009",37,8
104500,"2011",NA,NA
104500,"2010",NA,NA
104504,"2009",1,0
104505,"2015",NA,NA
104505,"2006",5,3
104505,"2016",45,15
104505,"2010",20,4
104505,"2011",7,3
104505,"2014",NA,NA
104505,"2012",14,8
104505,"2013",5,1
104505,"2017",11,4
104515,"2008",31,10
104515,"2007",37,19
104515,"2009",15,7
104515,"2006",25,11
104516,"2013",15,6
104516,"2012",3,1
104519,"2006",2,0
104527,"2007",243,104
104527,"2019",251,99
104527,"2016",504,196
104527,"2022",120,44
104527,"2023",131,39
104527,"2017",282,113
104527,"2013",NA,NA
104527,"2008",113,45
104527,"2021",31,11
104527,"2014",NA,NA
104527,"2004",NA,NA
104527,"2009",NA,NA
104527,"2015",NA,NA
104527,"2005",NA,NA
104527,"2018",229,68
104527,"2020",181,67
104527,"2003",39,14
104527,"2010",NA,NA
104527,"2024",157,58
104527,"2006",NA,NA
104527,"2011",NA,NA
104527,"2012",NA,NA
104542,"2017",320,139
104542,"2022",38,10
104542,"2016",399,136
104542,"2020",4,0
104542,"2012",NA,NA
104542,"2011",NA,NA
104542,"2019",258,105
104542,"2008",NA,NA
104542,"2009",NA,NA
104542,"2007",182,67
104542,"2013",80,25
104542,"2014",NA,NA
104542,"2004",15,8
104542,"2015",276,117
104542,"2018",91,28
104542,"2021",26,9
104542,"2005",8,1
104542,"2010",NA,NA
104545,"2008",52,20
104545,"2019",NA,NA
104545,"2018",235,71
104545,"2007",50,11
104545,"2017",NA,NA
104545,"2021",105,33
104545,"2013",NA,NA
104545,"2011",NA,NA
104545,"2022",108,39
104545,"2015",227,85
104545,"2012",NA,NA
104545,"2010",239,84
104545,"2023",106,25
104545,"2014",NA,NA
104545,"2020",83,24
104545,"2016",272,89
104545,"2009",204,65
104547,"2016",70,26
104547,"2009",49,21
104547,"2012",73,26
104547,"2015",28,6
104547,"2014",71,26
104547,"2018",117,51
104547,"2017",221,82
104547,"2013",76,18
104547,"2011",59,24
104547,"2010",108,44
104548,"2013",63,25
104548,"2005",46,8
104548,"2002",3,1
104548,"2004",42,14
104548,"2016",58,18
104548,"2012",173,72
104548,"2003",17,3
104550,"2010",4,0
104550,"2009",1,0
104550,"2011",5,1
104558,"2005",1,0
104559,"2014",NA,NA
104559,"2015",NA,NA
104559,"2006",126,39
104559,"2013",37,9
104559,"2008",99,44
104559,"2017",29,6
104559,"2004",12,6
104559,"2010",91,43
104559,"2011",93,33
104559,"2007",178,72
104559,"2005",38,16
104559,"2012",8,5
104559,"2016",268,114
104559,"2009",106,32
104563,"2016",30,9
104563,"2015",53,18
104563,"2018",2,0
104563,"2019",4,2
104563,"2017",4,2
104571,"2018",120,58
104571,"2015",319,132
104571,"2011",115,44
104571,"2006",125,46
104571,"2014",118,39
104571,"2005",169,76
104571,"2016",320,133
104571,"2007",136,43
104571,"2012",139,45
104571,"2008",60,16
104571,"2004",NA,NA
104571,"2019",56,20
104571,"2013",100,27
104571,"2017",209,76
104571,"2009",85,25
104571,"2010",191,51
104579,"2009",0,0
104579,"2010",6,0
104579,"2008",8,4
104579,"2011",3,1
104586,"2019",20,8
104586,"2014",NA,NA
104586,"2018",53,17
104586,"2007",7,2
104586,"2022",10,5
104586,"2010",11,1
104586,"2008",13,9
104586,"2011",74,20
104586,"2009",5,3
104586,"2015",NA,NA
104586,"2020",8,3
104586,"2013",NA,NA
104586,"2017",45,16
104586,"2012",48,18
104586,"2016",216,79
104589,"2009",30,5
104589,"2014",1,0
104589,"2011",12,5
104589,"2012",5,2
104589,"2007",42,13
104589,"2005",23,2
104589,"2008",NA,NA
104589,"2010",5,0
104589,"2003",12,7
104589,"2006",NA,NA
104589,"2013",7,4
104589,"2004",22,5
104592,"2005",9,6
104592,"2011",7,3
104592,"2007",20,6
104592,"2014",NA,NA
104592,"2009",7,2
104592,"2003",NA,NA
104592,"2013",14,5
104592,"2006",18,8
104592,"2010",25,3
104592,"2008",11,5
104593,"2012",112,38
104593,"2015",215,77
104593,"2016",108,45
104593,"2009",153,58
104593,"2011",246,79
104593,"2018",3,2
104593,"2005",9,4
104593,"2014",200,77
104593,"2006",39,13
104593,"2010",256,84
104593,"2004",1,1
104593,"2013",274,107
104593,"2017",0,0
104593,"2008",85,39
104594,"2011",24,10
104594,"2013",NA,NA
104594,"2010",33,14
104594,"2012",81,24
104594,"2014",266,101
104594,"2015",101,36
104595,"2009",4,1
104597,"2007",137,39
104597,"2012",NA,NA
104597,"2015",231,70
104597,"2016",330,118
104597,"2006",325,118
104597,"2005",204,88
104597,"2014",NA,NA
104597,"2017",130,51
104597,"2010",NA,NA
104597,"2011",499,195
104597,"2003",3,1
104597,"2008",106,30
104597,"2018",2,0
104597,"2004",70,25
104597,"2013",442,195
104597,"2009",139,43
104619,"2006",NA,NA
104619,"2008",NA,NA
104619,"2013",14,5
104619,"2012",17,6
104619,"2011",12,8
104619,"2009",NA,NA
104619,"2007",1,0
104619,"2015",NA,NA
104619,"2010",1,1
104619,"2014",28,8
104620,"2006",17,6
104620,"2011",NA,NA
104620,"2008",NA,NA
104620,"2013",55,22
104620,"2014",57,23
104620,"2016",20,5
104620,"2009",NA,NA
104620,"2012",NA,NA
104620,"2017",35,14
104620,"2019",5,2
104620,"2015",189,89
104620,"2018",72,29
104620,"2010",NA,NA
104620,"2007",NA,NA
104623,"2006",7,2
104623,"2008",0,0
104623,"2005",7,1
104623,"2007",3,2
104623,"2012",NA,NA
104623,"2009",6,5
104627,"2013",4,1
104628,"2014",19,3
104628,"2013",9,5
104628,"2010",6,2
104628,"2016",6,3
104628,"2012",4,1
104628,"2011",10,6
104628,"2015",13,6
104628,"2007",12,4
104628,"2008",27,9
104629,"2015",21,10
104629,"2012",5,1
104629,"2018",24,11
104629,"2013",4,1
104629,"2019",31,10
104629,"2017",41,14
104633,"2011",15,6
104635,"2007",30,9
104635,"2005",2,0
104635,"2008",12,3
104639,"2014",35,9
104639,"2013",39,18
104639,"2007",45,21
104639,"2005",8,1
104639,"2010",70,29
104639,"2006",5,2
104639,"2009",172,61
104639,"2004",15,5
104639,"2012",64,29
104639,"2008",143,60
104639,"2011",0,0
104640,"2011",3,0
104644,"2012",3,1
104644,"2013",15,4
104644,"2009",2,1
104646,"2007",0,0
104651,"2014",10,4
104651,"2013",97,34
104655,"2005",NA,NA
104655,"2007",7,1
104655,"2008",NA,NA
104655,"2020",149,51
104655,"2019",101,33
104655,"2009",75,22
104655,"2010",102,27
104655,"2006",NA,NA
104655,"2013",35,13
104655,"2017",254,102
104655,"2022",53,24
104655,"2014",68,17
104655,"2011",86,29
104655,"2016",383,147
104655,"2021",119,46
104655,"2004",NA,NA
104655,"2015",NA,NA
104655,"2018",216,90
104660,"2020",22,4
104660,"2013",NA,NA
104660,"2017",74,26
104660,"2009",NA,NA
104660,"2016",144,54
104660,"2006",3,2
104660,"2008",9,2
104660,"2005",32,11
104660,"2007",NA,NA
104660,"2015",190,81
104660,"2018",60,18
104660,"2021",32,16
104660,"2012",NA,NA
104660,"2004",3,0
104660,"2011",NA,NA
104660,"2019",18,6
104660,"2010",NA,NA
104660,"2014",NA,NA
104661,"2012",2,1
104661,"2011",21,6
104661,"2010",2,0
104665,"2014",NA,NA
104665,"2018",126,52
104665,"2023",21,7
104665,"2016",41,18
104665,"2019",80,24
104665,"2008",85,30
104665,"2015",NA,NA
104665,"2020",102,40
104665,"2021",138,65
104665,"2012",389,156
104665,"2013",349,127
104665,"2007",52,17
104665,"2009",77,21
104665,"2011",352,157
104665,"2010",136,54
104665,"2022",170,71
104667,"2008",8,4
104667,"2012",7,5
104667,"2014",3,0
104672,"2018",10,4
104672,"2009",5,3
104672,"2011",36,12
104672,"2016",52,22
104672,"2017",50,24
104672,"2014",33,14
104672,"2012",7,3
104672,"2015",22,8
104676,"2007",7,3
104676,"2016",2,1
104676,"2013",16,3
104676,"2010",62,23
104676,"2004",17,5
104676,"2005",11,4
104676,"2014",15,7
104676,"2006",20,9
104676,"2008",50,21
104676,"2009",217,80
104676,"2012",20,9
104676,"2015",5,2
104676,"2011",13,1
104681,"2011",6,2
104681,"2004",1,1
104681,"2006",5,3
104684,"2007",9,1
104692,"2008",0,0
104692,"2011",0,0
104693,"2012",0,0
104693,"2013",1,0
104707,"2008",1,1
104707,"2007",7,3
104714,"2012",12,4
104714,"2010",69,30
104714,"2006",8,2
104714,"2015",20,6
104714,"2011",61,22
104714,"2007",2,0
104714,"2013",78,23
104714,"2014",99,31
104717,"2004",0,0
104717,"2005",12,4
104717,"2009",43,13
104717,"2010",16,7
104717,"2008",36,9
104719,"2007",27,12
104719,"2006",27,7
104719,"2008",219,90
104719,"2017",128,41
104719,"2014",295,118
104719,"2015",204,79
104719,"2019",116,50
104719,"2011",348,147
104719,"2016",102,28
104719,"2018",51,24
104719,"2013",261,124
104719,"2010",322,138
104719,"2009",291,117
104719,"2012",101,31
104721,"2010",31,14
104721,"2013",16,0
104721,"2009",51,16
104721,"2008",19,6
104724,"2011",24,10
104724,"2012",33,19
104724,"2009",99,29
104724,"2008",183,77
104724,"2010",NA,NA
104724,"2007",1,1
104729,"2011",5,0
104729,"2012",2,1
104731,"2016",198,64
104731,"2009",27,7
104731,"2012",103,23
104731,"2022",10,4
104731,"2015",399,146
104731,"2007",0,0
104731,"2013",395,139
104731,"2014",91,25
104731,"2018",NA,NA
104731,"2020",118,45
104731,"2019",81,29
104731,"2008",NA,NA
104731,"2017",318,112
104731,"2011",126,34
104731,"2010",192,71
104731,"2021",115,36
104731,"2023",26,8
104732,"2011",2,1
104732,"2005",9,3
104732,"2006",4,0
104735,"2013",145,74
104735,"2010",137,50
104735,"2008",9,3
104735,"2019",6,2
104735,"2016",64,30
104735,"2007",0,0
104735,"2017",21,11
104735,"2011",268,108
104735,"2014",NA,NA
104735,"2015",41,17
104735,"2012",230,87
104738,"2004",NA,NA
104738,"2011",15,5
104738,"2009",7,5
104739,"2010",4,1
104745,"2014",67,24
104745,"2013",32,8
104745,"2015",144,40
104745,"2011",92,32
104745,"2017",NA,NA
104745,"2018",500,229
104745,"2012",398,197
104745,"2009",53,19
104745,"2019",NA,NA
104745,"2007",73,19
104745,"2021",294,130
104745,"2016",NA,NA
104745,"2023",34,13
104745,"2002",7,5
104745,"2004",NA,NA
104745,"2008",59,12
104745,"2024",148,67
104745,"2022",NA,NA
104745,"2006",54,20
104745,"2005",106,26
104745,"2020",278,137
104745,"2003",125,55
104745,"2010",674,294
104755,"2022",108,32
104755,"2009",86,26
104755,"2017",379,156
104755,"2016",411,179
104755,"2018",309,140
104755,"2011",NA,NA
104755,"2014",NA,NA
104755,"2007",NA,NA
104755,"2006",NA,NA
104755,"2002",35,19
104755,"2021",126,49
104755,"2024",79,18
104755,"2019",152,53
104755,"2023",NA,NA
104755,"2005",NA,NA
104755,"2004",192,76
104755,"2003",47,14
104755,"2010",303,130
104755,"2020",119,49
104755,"2012",528,220
104755,"2015",412,168
104755,"2008",NA,NA
104755,"2013",115,31
104760,"2005",4,1
104760,"2007",1,1
104760,"2006",6,3
104770,"2007",10,3
104770,"2012",26,14
104770,"2011",NA,NA
104770,"2013",27,9
104770,"2008",9,6
104770,"2015",6,3
104770,"2006",6,2
104770,"2010",24,9
104770,"2014",NA,NA
104778,"2012",12,1
104778,"2011",3,0
104779,"2012",30,10
104779,"2006",NA,NA
104779,"2007",10,4
104779,"2013",7,3
104779,"2011",NA,NA
104779,"2008",NA,NA
104779,"2010",9,2
104781,"2008",3,1
104783,"2008",31,16
104783,"2012",3,1
104783,"2011",1,1
104783,"2005",2,1
104783,"2015",3,0
104783,"2006",20,3
104783,"2010",1,0
104783,"2007",22,6
104792,"2016",360,176
104792,"2023",140,56
104792,"2024",213,88
104792,"2005",329,143
104792,"2020",171,69
104792,"2022",152,62
104792,"2017",296,122
104792,"2008",352,142
104792,"2004",25,12
104792,"2018",118,44
104792,"2012",60,26
104792,"2013",458,181
104792,"2007",298,106
104792,"2011",NA,NA
104792,"2006",290,132
104792,"2014",100,30
104792,"2010",NA,NA
104792,"2015",104,31
104792,"2019",352,158
104792,"2021",NA,NA
104792,"2009",357,159
104802,"2016",3,1
104802,"2015",4,2
104810,"2012",1,1
104810,"2011",3,0
104810,"2023",8,1
104810,"2017",29,13
104810,"2015",NA,NA
104810,"2019",7,5
104810,"2018",1,1
104810,"2016",2,0
104810,"2008",NA,NA
104812,"2009",12,5
104812,"2005",48,16
104812,"2007",23,10
104812,"2008",15,5
104812,"2006",30,10
104812,"2004",0,0
104816,"2006",0,0
104816,"2017",17,8
104816,"2011",NA,NA
104816,"2004",1,0
104816,"2007",7,5
104816,"2005",2,1
104820,"2012",3,2
104820,"2011",3,2
104822,"2015",0,0
104830,"2008",3,2
104831,"2007",30,9
104831,"2006",2,0
104847,"2015",NA,NA
104847,"2013",2,0
104847,"2017",0,0
104847,"2016",1,0
104850,"2011",32,8
104850,"2010",2,1
104850,"2012",2,2
104851,"2013",3,0
104851,"2006",2,1
104851,"2008",57,12
104851,"2011",13,3
104851,"2005",8,2
104857,"2012",21,11
104857,"2014",NA,NA
104857,"2011",21,8
104864,"2004",2,0
104864,"2013",45,11
104864,"2014",57,16
104864,"2011",5,2
104864,"2007",61,26
104864,"2005",13,4
104864,"2006",5,3
104864,"2016",7,3
104864,"2012",8,4
104868,"2009",19,7
104868,"2017",0,0
104868,"2019",34,11
104868,"2012",15,7
104868,"2007",8,3
104868,"2016",24,6
104868,"2008",8,2
104868,"2021",1,0
104868,"2014",NA,NA
104868,"2013",NA,NA
104868,"2015",NA,NA
104868,"2011",NA,NA
104868,"2010",NA,NA
104871,"2017",86,25
104871,"2012",301,112
104871,"2019",351,131
104871,"2023",25,11
104871,"2016",285,112
104871,"2013",333,121
104871,"2015",334,135
104871,"2008",133,47
104871,"2020",60,18
104871,"2010",321,121
104871,"2006",40,19
104871,"2007",17,6
104871,"2009",114,31
104871,"2014",354,137
104871,"2011",75,25
104871,"2018",310,107
104871,"2021",NA,NA
104873,"2013",2,0
104873,"2014",110,36
104873,"2017",4,3
104873,"2015",NA,NA
104873,"2016",18,6
104873,"2005",NA,NA
104890,"2013",27,12
104890,"2015",93,32
104890,"2017",5,1
104890,"2012",NA,NA
104890,"2010",32,14
104890,"2009",2,1
104890,"2011",69,17
104890,"2018",33,16
104890,"2006",9,6
104890,"2014",NA,NA
104890,"2007",2,1
104893,"2013",9,5
104893,"2012",8,3
104897,"2015",47,12
104897,"2007",16,8
104897,"2014",36,14
104897,"2013",23,10
104897,"2008",32,9
104897,"2021",2,1
104897,"2012",170,61
104897,"2016",7,3
104897,"2018",75,22
104897,"2011",91,33
104897,"2019",51,17
104897,"2010",26,6
104898,"2010",NA,NA
104898,"2012",NA,NA
104898,"2006",NA,NA
104898,"2022",5,4
104898,"2014",108,36
104898,"2021",27,14
104898,"2015",NA,NA
104898,"2024",7,1
104898,"2019",193,72
104898,"2023",11,5
104898,"2018",400,162
104898,"2020",21,6
104898,"2013",131,40
104898,"2011",NA,NA
104898,"2016",234,82
104898,"2017",455,168
104898,"2007",NA,NA
104898,"2008",67,23
104905,"2022",10,6
104905,"2014",7,3
104905,"2013",6,0
104905,"2023",8,1
104905,"2015",5,1
104914,"2008",13,3
104914,"2006",7,3
104914,"2007",7,0
104914,"2010",5,2
104914,"2011",NA,NA
104914,"2004",1,0
104914,"2005",0,0
104918,"2011",103,32
104918,"2020",35,12
104918,"2024",89,27
104918,"2007",95,29
104918,"2015",NA,NA
104918,"2005",116,53
104918,"2008",NA,NA
104918,"2019",134,49
104918,"2022",NA,NA
104918,"2018",65,32
104918,"2013",41,10
104918,"2023",168,59
104918,"2009",NA,NA
104918,"2016",79,30
104918,"2006",166,64
104918,"2014",NA,NA
104918,"2017",77,30
104918,"2012",NA,NA
104918,"2021",202,80
104918,"2010",552,233
104919,"2018",272,105
104919,"2010",NA,NA
104919,"2012",155,58
104919,"2021",0,0
104919,"2016",174,63
104919,"2009",97,24
104919,"2008",12,4
104919,"2019",200,70
104919,"2017",120,48
104919,"2013",NA,NA
104919,"2015",129,22
104919,"2020",31,10
104919,"2011",47,20
104919,"2014",94,23
104925,"2016",56,14
104925,"2006",NA,NA
104925,"2017",33,11
104925,"2008",NA,NA
104925,"2013",73,25
104925,"2011",NA,NA
104925,"2021",NA,NA
104925,"2012",691,329
104925,"2019",54,21
104925,"2020",421,183
104925,"2023",582,242
104925,"2009",750,324
104925,"2018",563,234
104925,"2007",NA,NA
104925,"2010",108,36
104925,"2014",40,13
104925,"2005",NA,NA
104925,"2015",34,6
104925,"2022",NA,NA
104925,"2024",NA,NA
104925,"2004",36,13
104926,"2024",171,77
104926,"2005",10,3
104926,"2009",134,54
104926,"2016",397,182
104926,"2017",501,192
104926,"2011",NA,NA
104926,"2012",121,47
104926,"2010",NA,NA
104926,"2021",NA,NA
104926,"2015",NA,NA
104926,"2022",186,82
104926,"2007",72,32
104926,"2023",163,76
104926,"2008",139,64
104926,"2018",NA,NA
104926,"2019",NA,NA
104926,"2013",NA,NA
104926,"2006",39,19
104926,"2014",NA,NA
104926,"2020",94,40
104932,"2015",66,18
104932,"2014",85,19
104932,"2018",7,1
104932,"2016",35,9
104932,"2017",71,25
104932,"2013",36,10
104932,"2011",8,4
104932,"2012",25,5
104944,"2015",3,1
104944,"2014",2,1
104944,"2013",9,2
104947,"2017",35,18
104947,"2018",2,0
104947,"2021",2,1
104947,"2011",106,42
104947,"2009",31,11
104947,"2014",20,5
104947,"2015",38,7
104947,"2012",NA,NA
104947,"2016",73,30
104947,"2010",NA,NA
104948,"2010",13,2
104951,"2005",11,1
104953,"2012",0,0
104958,"2011",8,5
104958,"2008",2,0
104958,"2009",40,17
104958,"2010",NA,NA
104963,"2012",5,0
104963,"2010",11,7
104967,"2010",10,5
104967,"2011",7,4
104970,"2018",6,1
104970,"2019",3,1
104970,"2012",17,5
104970,"2014",5,1
104970,"2013",77,36
104971,"2012",5,2
104975,"2011",4,0
104975,"2005",7,1
104976,"2011",198,93
104976,"2009",69,28
104976,"2005",NA,NA
104976,"2007",39,12
104976,"2012",114,40
104976,"2013",1,0
104976,"2006",26,10
104976,"2008",15,7
104976,"2010",91,43
104978,"2010",127,42
104978,"2007",5,1
104978,"2011",58,16
104978,"2017",22,7
104978,"2019",10,4
104978,"2015",18,6
104978,"2013",75,16
104978,"2012",83,30
104978,"2018",8,0
104978,"2009",87,30
104978,"2008",15,4
104978,"2014",62,12
104978,"2016",33,14
104979,"2009",NA,NA
104979,"2012",34,17
104979,"2007",26,6
104979,"2011",NA,NA
104979,"2013",NA,NA
104979,"2014",NA,NA
104979,"2015",25,11
104979,"2010",76,27
104979,"2008",9,3
104986,"2011",NA,NA
104986,"2007",0,0
104986,"2012",8,2
104993,"2014",7,1
104997,"2011",19,7
104997,"2012",95,36
104997,"2006",11,1
104997,"2008",0,0
104997,"2016",74,32
104997,"2014",NA,NA
104997,"2015",86,32
104997,"2010",18,9
104997,"2007",NA,NA
104997,"2013",130,41
104999,"2015",110,37
104999,"2013",63,23
104999,"2017",343,144
104999,"2021",9,4
104999,"2011",85,34
104999,"2010",71,19
104999,"2016",160,72
104999,"2012",29,10
104999,"2018",330,115
104999,"2006",28,12
104999,"2008",NA,NA
104999,"2007",99,41
104999,"2019",40,12
104999,"2009",258,110
104999,"2020",19,7
105011,"2016",250,101
105011,"2011",45,24
105011,"2009",NA,NA
105011,"2014",NA,NA
105011,"2013",21,7
105011,"2008",NA,NA
105011,"2017",57,20
105011,"2021",76,31
105011,"2010",NA,NA
105011,"2023",13,4
105011,"2015",57,14
105011,"2012",13,4
105011,"2019",NA,NA
105011,"2020",23,7
105014,"2006",3,1
105015,"2011",15,5
105015,"2010",43,14
105015,"2019",6,2
105015,"2008",13,4
105015,"2018",38,17
105015,"2015",NA,NA
105015,"2017",50,15
105015,"2016",32,13
105023,"2006",79,31
105023,"2016",293,108
105023,"2009",NA,NA
105023,"2022",70,17
105023,"2011",188,58
105023,"2018",286,115
105023,"2013",NA,NA
105023,"2010",NA,NA
105023,"2017",292,126
105023,"2007",237,91
105023,"2014",NA,NA
105023,"2012",235,105
105023,"2008",201,89
105023,"2019",240,79
105023,"2021",50,10
105023,"2020",61,18
105023,"2015",240,80
105026,"2015",2,1
105028,"2013",118,47
105028,"2008",74,26
105028,"2010",31,11
105028,"2011",1,1
105028,"2006",9,2
105028,"2007",24,9
105028,"2012",156,59
105028,"2009",101,45
105030,"2016",7,1
105030,"2015",NA,NA
105030,"2010",NA,NA
105030,"2018",10,3
105030,"2013",NA,NA
105030,"2011",1,1
105030,"2017",7,1
105030,"2006",0,0
105030,"2020",3,1
105030,"2014",NA,NA
105030,"2012",NA,NA
105031,"2017",2,0
105031,"2016",36,18
105031,"2014",NA,NA
105032,"2015",NA,NA
105032,"2016",74,26
105032,"2008",6,2
105032,"2009",6,6
105032,"2014",38,12
105032,"2013",32,8
105032,"2017",22,8
105047,"2015",6,2
105047,"2014",22,9
105048,"2005",4,0
105051,"2016",13,5
105051,"2012",100,23
105051,"2013",66,19
105051,"2024",0,0
105051,"2017",129,47
105051,"2021",52,23
105051,"2019",104,49
105051,"2010",10,5
105051,"2014",128,51
105051,"2022",2,1
105051,"2011",102,47
105051,"2015",38,18
105051,"2018",246,101
105059,"2014",3,2
105060,"2013",4,0
105060,"2010",NA,NA
105060,"2017",0,0
105060,"2011",NA,NA
105060,"2016",2,1
105062,"2018",321,120
105062,"2009",NA,NA
105062,"2023",8,6
105062,"2013",39,28
105062,"2019",327,119
105062,"2020",101,55
105062,"2007",0,0
105062,"2016",118,53
105062,"2010",26,8
105062,"2021",NA,NA
105062,"2015",NA,NA
105062,"2022",12,3
105062,"2011",NA,NA
105062,"2012",NA,NA
105062,"2008",NA,NA
105062,"2017",204,97
105062,"2014",NA,NA
105062,"2024",23,12
105063,"2018",10,3
105063,"2019",0,0
105063,"2016",44,15
105063,"2015",27,8
105063,"2014",6,1
105063,"2021",5,4
105065,"2017",57,19
105065,"2015",95,33
105065,"2014",95,38
105065,"2010",30,15
105065,"2012",66,24
105065,"2016",116,49
105065,"2018",125,45
105065,"2013",166,64
105065,"2011",73,25
105065,"2008",5,2
105065,"2019",12,5
105074,"2015",23,10
105074,"2013",NA,NA
105074,"2011",11,4
105074,"2018",147,52
105074,"2019",4,1
105074,"2017",84,25
105074,"2012",29,11
105074,"2016",21,10
105074,"2021",9,7
105074,"2014",NA,NA
105074,"2010",12,5
105074,"2008",NA,NA
105074,"2020",6,2
105077,"2017",517,203
105077,"2018",306,114
105077,"2021",382,154
105077,"2011",227,82
105077,"2016",487,200
105077,"2012",159,54
105077,"2020",163,66
105077,"2023",261,110
105077,"2024",60,23
105077,"2022",141,57
105077,"2015",252,91
105077,"2010",31,16
105077,"2019",336,148
105077,"2013",NA,NA
105077,"2014",202,92
105080,"2013",15,3
105080,"2014",8,2
105084,"2010",4,2
105091,"2011",7,4
105091,"2019",9,4
105095,"2006",111,46
105095,"2011",NA,NA
105095,"2008",173,67
105095,"2009",142,68
105095,"2010",218,96
105095,"2012",15,7
105095,"2007",261,107
105095,"2013",NA,NA
105098,"2007",10,5
105098,"2006",8,2
105098,"2016",19,6
105098,"2010",16,3
105098,"2015",7,1
105098,"2009",20,8
105098,"2008",1,0
105099,"2008",3,2
105099,"2009",20,8
105099,"2013",15,8
105099,"2015",4,1
105099,"2011",87,45
105099,"2010",NA,NA
105099,"2012",33,16
105100,"2013",4,1
105104,"2008",4,3
105104,"2006",4,1
105113,"2017",20,3
105113,"2012",7,3
105113,"2014",3,2
105116,"2010",3,0
105120,"2015",3,0
105120,"2012",0,0
105128,"2011",12,5
105128,"2013",13,4
105131,"2008",3,0
105131,"2007",5,1
105132,"2017",18,6
105132,"2012",NA,NA
105132,"2007",NA,NA
105132,"2010",NA,NA
105132,"2016",19,2
105132,"2011",NA,NA
105132,"2018",88,31
105132,"2014",9,3
105132,"2013",37,16
105132,"2015",2,0
105137,"2007",14,4
105137,"2015",0,0
105137,"2016",9,1
105137,"2010",127,55
105137,"2012",39,11
105137,"2013",5,1
105137,"2011",171,69
105137,"2009",30,14
105137,"2014",20,12
105138,"2024",287,117
105138,"2009",6,3
105138,"2018",450,181
105138,"2010",5,0
105138,"2013",297,127
105138,"2012",154,54
105138,"2022",NA,NA
105138,"2023",298,103
105138,"2021",168,52
105138,"2015",138,42
105138,"2020",297,125
105138,"2016",152,52
105138,"2017",480,212
105138,"2014",NA,NA
105138,"2019",344,151
105147,"2014",15,10
105147,"2017",8,2
105147,"2009",NA,NA
105147,"2008",5,1
105147,"2019",19,8
105147,"2013",34,12
105147,"2012",71,33
105147,"2018",13,5
105147,"2016",37,18
