"player_id","year","first_serve","first_won"
104571,"2007",998,705
104571,"2012",1156,782
104571,"2008",557,411
104571,"2004",NA,NA
104571,"2019",290,227
104571,"2013",916,660
104571,"2017",1314,1003
104571,"2009",649,461
104571,"2010",1055,725
104579,"2009",41,25
104579,"2010",47,35
104579,"2008",88,64
104579,"2011",36,21
104586,"2019",285,192
104586,"2014",NA,NA
104586,"2018",384,271
104586,"2007",45,28
104586,"2022",141,101
104586,"2010",102,72
104586,"2008",99,68
104586,"2011",603,400
104586,"2009",70,52
104586,"2015",NA,NA
104586,"2020",63,45
104586,"2013",NA,NA
104586,"2017",467,361
104586,"2012",875,597
104586,"2016",2161,1551
104589,"2009",400,288
104589,"2014",44,36
104589,"2011",205,162
104589,"2012",48,33
104589,"2007",398,324
104589,"2005",164,117
104589,"2008",NA,NA
104589,"2010",113,85
104589,"2003",205,170
104589,"2006",NA,NA
104589,"2013",67,57
104589,"2004",174,145
104592,"2005",48,33
104592,"2011",69,54
104592,"2007",199,142
104592,"2014",NA,NA
104592,"2009",76,59
104592,"2003",NA,NA
104592,"2013",154,110
104592,"2006",118,104
104592,"2010",286,230
104592,"2008",151,127
104593,"2012",897,617
104593,"2015",1459,1015
104593,"2016",824,550
104593,"2009",1451,992
104593,"2011",1427,982
104593,"2018",41,25
104593,"2005",82,46
104593,"2014",1278,892
104593,"2006",278,188
104593,"2010",1846,1327
104593,"2004",105,69
104593,"2013",1896,1336
104593,"2017",13,7
104593,"2008",580,410
104594,"2011",100,81
104594,"2013",NA,NA
104594,"2010",169,100
104594,"2012",985,609
104594,"2014",1999,1420
104594,"2015",847,548
104595,"2009",61,38
104597,"2007",1371,952
104597,"2012",NA,NA
104597,"2015",1623,1192
104597,"2016",2007,1510
104597,"2006",2138,1557
104597,"2005",1839,1274
104597,"2014",NA,NA
104597,"2017",859,639
104597,"2010",NA,NA
104597,"2011",3019,2301
104597,"2003",4,4
104597,"2008",806,563
104597,"2018",63,54
104597,"2004",414,296
104597,"2013",2785,2166
104597,"2009",1170,831
104619,"2006",NA,NA
104619,"2008",NA,NA
104619,"2013",120,83
104619,"2012",114,85
104619,"2011",127,98
104619,"2009",NA,NA
104619,"2007",18,13
104619,"2015",NA,NA
104619,"2010",54,40
104619,"2014",247,180
104620,"2006",199,132
104620,"2011",NA,NA
104620,"2008",NA,NA
104620,"2013",472,315
104620,"2014",402,305
104620,"2016",151,116
104620,"2009",NA,NA
104620,"2012",NA,NA
104620,"2017",423,263
104620,"2019",102,67
104620,"2015",1318,1020
104620,"2018",665,432
104620,"2010",NA,NA
104620,"2007",NA,NA
104623,"2006",128,99
104623,"2008",30,23
104623,"2005",85,68
104623,"2007",69,48
104623,"2012",NA,NA
104623,"2009",20,17
104627,"2013",25,14
104628,"2014",120,91
104628,"2013",69,49
104628,"2010",57,39
104628,"2016",101,75
104628,"2012",36,23
104628,"2011",64,49
104628,"2015",130,92
104628,"2007",84,62
104628,"2008",225,169
104629,"2015",262,183
104629,"2012",57,35
104629,"2018",332,216
104629,"2013",113,68
104629,"2019",159,105
104629,"2017",295,206
104633,"2011",85,58
104635,"2007",204,148
104635,"2005",45,38
104635,"2008",172,111
104639,"2014",271,162
104639,"2013",287,176
104639,"2007",539,382
104639,"2005",76,49
104639,"2010",330,229
104639,"2006",64,44
104639,"2009",1174,780
104639,"2004",152,101
104639,"2012",542,357
104639,"2008",761,547
104639,"2011",28,14
104640,"2011",24,13
104644,"2012",48,28
104644,"2013",77,52
104644,"2009",42,27
104646,"2007",28,21
104651,"2014",159,113
104651,"2013",763,494
104655,"2005",NA,NA
104655,"2007",34,17
104655,"2008",NA,NA
104655,"2020",1157,823
104655,"2019",1093,757
104655,"2009",678,441
104655,"2010",850,537
104655,"2006",NA,NA
104655,"2013",354,245
104655,"2017",1889,1371
104655,"2022",488,330
104655,"2014",650,458
104655,"2011",735,478
104655,"2016",2842,2123
104655,"2021",1018,709
104655,"2004",NA,NA
104655,"2015",NA,NA
104655,"2018",1463,1103
104660,"2020",138,101
104660,"2013",NA,NA
104660,"2017",700,525
104660,"2009",NA,NA
104660,"2016",1067,785
104660,"2006",61,48
104660,"2008",196,135
104660,"2005",285,208
104660,"2007",NA,NA
104660,"2015",1022,770
104660,"2018",552,383
104660,"2021",345,257
104660,"2012",NA,NA
104660,"2004",36,19
104660,"2011",NA,NA
104660,"2019",288,189
104660,"2010",NA,NA
104660,"2014",NA,NA
104661,"2012",46,30
104661,"2011",87,58
104661,"2010",44,31
104665,"2014",NA,NA
104665,"2018",695,442
104665,"2023",133,67
104665,"2016",418,274
104665,"2019",766,463
104665,"2008",584,370
104665,"2015",NA,NA
104665,"2020",762,504
104665,"2021",834,570
104665,"2012",2312,1486
104665,"2013",2268,1474
104665,"2007",266,170
104665,"2009",615,374
104665,"2011",2282,1477
104665,"2010",822,527
104665,"2022",1111,700
104667,"2008",58,36
104667,"2012",107,80
104667,"2014",20,11
104672,"2018",83,59
104672,"2009",69,47
104672,"2011",213,116
104672,"2016",322,222
104672,"2017",435,289
104672,"2014",183,117
104672,"2012",60,40
104672,"2015",168,129
104676,"2007",68,43
104676,"2016",33,17
104676,"2013",103,65
104676,"2010",706,462
104676,"2004",67,42
104676,"2005",73,44
104676,"2014",156,89
104676,"2006",117,69
104676,"2008",731,530
104676,"2009",1000,762
104676,"2012",126,91
104676,"2015",41,29
104676,"2011",207,130
104681,"2011",82,57
104681,"2004",27,19
104681,"2006",45,27
104684,"2007",56,35
104692,"2008",31,21
104692,"2011",37,32
104693,"2012",41,30
104693,"2013",42,31
104707,"2008",36,16
104707,"2007",123,81
104714,"2012",109,73
104714,"2010",710,476
104714,"2006",43,25
104714,"2015",168,108
104714,"2011",485,324
104714,"2007",29,15
104714,"2013",661,424
104714,"2014",670,439
104717,"2004",31,21
104717,"2005",126,81
104717,"2009",385,263
104717,"2010",179,137
104717,"2008",367,261
104719,"2007",187,122
104719,"2006",108,66
104719,"2008",1515,1017
104719,"2017",1020,675
104719,"2014",2121,1466
104719,"2015",1507,1050
104719,"2019",874,648
104719,"2011",2224,1537
104719,"2016",1192,793
104719,"2018",404,280
104719,"2013",1381,989
104719,"2010",1994,1363
104719,"2009",1899,1285
104719,"2012",974,630
104721,"2010",365,290
104721,"2013",82,58
104721,"2009",535,378
104721,"2008",267,199
104724,"2011",353,222
104724,"2012",216,152
104724,"2009",784,491
104724,"2008",1592,1117
104724,"2010",NA,NA
104724,"2007",35,15
104729,"2011",10,3
104729,"2012",39,25
104731,"2016",1781,1374
104731,"2009",417,304
104731,"2012",1374,983
104731,"2022",316,249
104731,"2015",3641,2896
104731,"2007",42,23
104731,"2013",3097,2352
104731,"2014",1361,957
104731,"2018",NA,NA
104731,"2020",1072,820
104731,"2019",631,491
104731,"2008",NA,NA
104731,"2017",2820,2229
104731,"2011",1478,1026
104731,"2010",1705,1285
104731,"2021",1388,1105
104731,"2023",184,140
104732,"2011",37,26
104732,"2005",31,20
104732,"2006",40,24
104735,"2013",758,545
104735,"2010",685,452
104735,"2008",74,48
104735,"2019",51,34
104735,"2016",441,287
104735,"2007",25,14
104735,"2017",178,128
104735,"2011",1599,1054
104735,"2014",NA,NA
104735,"2015",285,177
104735,"2012",1120,695
104738,"2004",NA,NA
104738,"2011",81,53
104738,"2009",47,31
104739,"2010",60,45
104745,"2014",641,425
104745,"2013",385,251
104745,"2015",1132,755
104745,"2011",832,506
104745,"2017",NA,NA
104745,"2018",2587,1856
104745,"2012",1896,1444
104745,"2009",661,414
104745,"2019",NA,NA
104745,"2007",782,508
104745,"2021",1500,1091
104745,"2016",NA,NA
104745,"2023",254,171
104745,"2002",108,64
104745,"2004",NA,NA
104745,"2008",486,302
104745,"2024",979,652
104745,"2022",NA,NA
104745,"2006",630,414
104745,"2005",662,426
104745,"2020",1618,1208
104745,"2003",657,466
104745,"2010",4029,3036
104755,"2022",891,602
104755,"2009",703,475
104755,"2017",2336,1680
104755,"2016",2381,1683
104755,"2018",1556,1194
104755,"2011",NA,NA
104755,"2014",NA,NA
104755,"2007",NA,NA
104755,"2006",NA,NA
104755,"2002",376,242
104755,"2021",635,471
104755,"2024",787,561
104755,"2019",867,653
104755,"2023",NA,NA
104755,"2005",NA,NA
104755,"2004",1242,901
104755,"2003",365,254
104755,"2010",1684,1288
104755,"2020",918,658
104755,"2012",3201,2333
104755,"2015",2931,2228
104755,"2008",NA,NA
104755,"2013",1199,833
104760,"2005",59,37
104760,"2007",33,30
104760,"2006",117,87
104770,"2007",46,28
104770,"2012",172,111
104770,"2011",NA,NA
104770,"2013",121,67
104770,"2008",126,69
104770,"2015",57,36
104770,"2006",46,25
104770,"2010",218,156
104770,"2014",NA,NA
104778,"2012",35,21
104778,"2011",27,15
104779,"2012",232,164
104779,"2006",NA,NA
104779,"2007",59,43
104779,"2013",107,73
104779,"2011",NA,NA
104779,"2008",NA,NA
104779,"2010",154,110
104781,"2008",35,20
104783,"2008",166,112
104783,"2012",34,23
104783,"2011",47,36
104783,"2005",29,18
104783,"2015",23,8
104783,"2006",154,118
104783,"2010",37,28
104783,"2007",112,89
104792,"2016",1919,1487
104792,"2023",724,564
104792,"2024",1303,999
104792,"2005",1905,1384
104792,"2020",1154,829
104792,"2022",855,642
104792,"2017",1861,1345
104792,"2008",2118,1563
104792,"2004",191,140
104792,"2018",1074,722
104792,"2012",529,357
104792,"2013",2966,2138
104792,"2007",1942,1456
104792,"2011",NA,NA
104792,"2006",1802,1258
104792,"2014",806,543
104792,"2010",NA,NA
104792,"2015",978,686
104792,"2019",1892,1409
104792,"2021",NA,NA
104792,"2009",1950,1520
104802,"2016",66,47
104802,"2015",32,22
104810,"2012",29,15
104810,"2011",72,46
104810,"2023",25,17
104810,"2017",185,130
104810,"2015",NA,NA
104810,"2019",35,24
104810,"2018",70,41
104810,"2016",68,38
104810,"2008",NA,NA
104812,"2009",91,59
104812,"2005",369,254
104812,"2007",257,173
104812,"2008",135,87
104812,"2006",252,165
104812,"2004",34,19
104816,"2006",35,19
104816,"2017",74,53
104816,"2011",NA,NA
104816,"2004",35,20
104816,"2007",49,31
104816,"2005",33,17
104820,"2012",39,25
104820,"2011",75,57
104822,"2015",28,12
104830,"2008",36,20
104831,"2007",202,126
104831,"2006",40,26
104847,"2015",NA,NA
104847,"2013",40,22
104847,"2017",42,30
104847,"2016",56,39
104850,"2011",233,165
104850,"2010",43,20
104850,"2012",67,34
104851,"2013",36,22
104851,"2006",32,17
104851,"2008",338,235
104851,"2011",85,67
104851,"2005",56,37
104857,"2012",157,113
104857,"2014",NA,NA
104857,"2011",195,121
104864,"2004",35,24
104864,"2013",299,218
104864,"2014",430,319
104864,"2011",35,18
104864,"2007",548,409
104864,"2005",80,53
104864,"2006",106,61
104864,"2016",92,63
104864,"2012",117,75
104868,"2009",121,94
104868,"2017",79,55
104868,"2019",214,144
104868,"2012",89,65
104868,"2007",54,34
104868,"2016",240,155
104868,"2008",74,48
104868,"2021",41,30
104868,"2014",NA,NA
104868,"2013",NA,NA
104868,"2015",NA,NA
104868,"2011",NA,NA
104868,"2010",NA,NA
104871,"2017",1007,695
104871,"2012",1951,1452
104871,"2019",2740,2036
104871,"2023",283,174
104871,"2016",1782,1333
104871,"2013",2574,1917
104871,"2015",2754,2056
104871,"2008",1145,873
104871,"2020",403,281
104871,"2010",2335,1704
104871,"2006",203,129
104871,"2007",139,101
104871,"2009",1288,893
104871,"2014",2673,2042
104871,"2011",782,534
104871,"2018",2557,1912
104871,"2021",NA,NA
104873,"2013",68,46
104873,"2014",1021,695
104873,"2017",47,32
104873,"2015",NA,NA
104873,"2016",227,134
104873,"2005",NA,NA
104890,"2013",148,114
104890,"2015",1023,710
104890,"2017",119,72
104890,"2012",NA,NA
104890,"2010",254,205
104890,"2009",26,18
104890,"2011",636,434
104890,"2018",354,226
104890,"2006",81,56
104890,"2014",NA,NA
104890,"2007",33,22
104893,"2013",83,57
104893,"2012",81,59
104897,"2015",329,232
104897,"2007",118,80
104897,"2014",327,246
104897,"2013",273,193
104897,"2008",168,125
104897,"2021",50,33
104897,"2012",1238,899
104897,"2016",46,28
104897,"2018",451,313
104897,"2011",641,464
104897,"2019",375,263
104897,"2010",155,115
104898,"2010",NA,NA
104898,"2012",NA,NA
104898,"2006",NA,NA
104898,"2022",65,50
104898,"2014",1098,733
104898,"2021",223,159
104898,"2015",NA,NA
104898,"2024",43,26
104898,"2019",1450,1073
104898,"2023",108,77
104898,"2018",3084,2229
104898,"2020",165,123
104898,"2013",1329,917
104898,"2011",NA,NA
104898,"2016",1676,1220
104898,"2017",2763,2038
104898,"2007",NA,NA
104898,"2008",637,427
104905,"2022",53,34
104905,"2014",57,34
104905,"2013",37,27
104905,"2023",32,22
104905,"2015",64,44
104914,"2008",63,43
104914,"2006",70,47
104914,"2007",25,17
104914,"2010",60,47
104914,"2011",NA,NA
104914,"2004",56,31
104914,"2005",52,44
104918,"2011",626,411
104918,"2020",347,238
104918,"2024",806,587
104918,"2007",533,344
104918,"2015",NA,NA
104918,"2005",576,465
104918,"2008",NA,NA
104918,"2019",835,632
104918,"2022",NA,NA
104918,"2018",433,313
104918,"2013",433,286
104918,"2023",997,724
104918,"2009",NA,NA
104918,"2016",555,386
104918,"2006",1119,709
104918,"2014",NA,NA
104918,"2017",597,397
104918,"2012",NA,NA
104918,"2021",1371,997
104918,"2010",2666,2062
104919,"2018",2319,1705
104919,"2010",NA,NA
104919,"2012",1381,1018
104919,"2021",30,23
104919,"2016",1359,997
104919,"2009",951,683
104919,"2008",53,46
104919,"2019",1765,1326
104919,"2017",935,671
104919,"2013",NA,NA
104919,"2015",1228,853
104919,"2020",426,293
104919,"2011",548,379
104919,"2014",993,685
104925,"2016",466,315
104925,"2006",NA,NA
104925,"2017",462,309
104925,"2008",NA,NA
104925,"2013",658,425
104925,"2011",NA,NA
104925,"2021",NA,NA
104925,"2012",3557,2701
104925,"2019",603,395
104925,"2020",2300,1734
104925,"2023",3378,2601
104925,"2009",3600,2675
104925,"2018",2796,2124
104925,"2007",NA,NA
104925,"2010",1099,718
104925,"2014",480,332
104925,"2005",NA,NA
104925,"2015",361,239
104925,"2022",NA,NA
104925,"2024",NA,NA
104925,"2004",172,102
104926,"2024",1240,859
104926,"2005",67,43
104926,"2009",1164,705
104926,"2016",2239,1522
104926,"2017",2827,1951
104926,"2011",NA,NA
104926,"2012",1246,736
104926,"2010",NA,NA
104926,"2021",NA,NA
104926,"2015",NA,NA
104926,"2022",1011,709
104926,"2007",485,339
104926,"2023",1049,679
104926,"2008",607,462
104926,"2018",NA,NA
104926,"2019",NA,NA
104926,"2013",NA,NA
104926,"2006",314,206
104926,"2014",NA,NA
104926,"2020",778,544
104932,"2015",823,567
104932,"2014",1272,933
104932,"2018",119,86
104932,"2016",392,255
104932,"2017",503,350
104932,"2013",720,500
104932,"2011",158,126
104932,"2012",235,181
104944,"2015",55,40
104944,"2014",53,33
104944,"2013",63,34
104947,"2017",307,217
104947,"2018",28,15
104947,"2021",44,27
104947,"2011",931,652
104947,"2009",304,209
104947,"2014",239,155
104947,"2015",626,419
104947,"2012",NA,NA
104947,"2016",464,319
104947,"2010",NA,NA
104948,"2010",90,68
104951,"2005",66,44
104953,"2012",22,11
104958,"2011",92,70
104958,"2008",51,33
104958,"2009",349,259
104958,"2010",NA,NA
104963,"2012",39,26
104963,"2010",72,53
104967,"2010",75,56
104967,"2011",61,46
104970,"2018",35,17
104970,"2019",40,20
104970,"2012",121,68
104970,"2014",46,26
104970,"2013",498,310
104971,"2012",32,24
104975,"2011",29,19
104975,"2005",33,17
104976,"2011",1624,1071
104976,"2009",470,299
104976,"2005",NA,NA
104976,"2007",296,218
104976,"2012",865,640
104976,"2013",36,23
104976,"2006",176,115
104976,"2008",198,131
104976,"2010",785,479
104978,"2010",1484,1055
104978,"2007",93,81
104978,"2011",817,562
104978,"2017",268,187
104978,"2019",103,69
104978,"2015",103,78
104978,"2013",1187,801
104978,"2012",864,668
104978,"2018",71,50
104978,"2009",692,524
104978,"2008",213,160
104978,"2014",691,497
104978,"2016",374,274
104979,"2009",NA,NA
104979,"2012",186,131
104979,"2007",161,116
104979,"2011",NA,NA
104979,"2013",NA,NA
104979,"2014",NA,NA
104979,"2015",166,112
104979,"2010",987,654
104979,"2008",133,84
104986,"2011",NA,NA
104986,"2007",19,12
104986,"2012",91,67
104993,"2014",49,31
104997,"2011",186,153
104997,"2012",839,632
104997,"2006",53,37
104997,"2008",21,13
104997,"2016",477,331
104997,"2014",NA,NA
104997,"2015",687,468
104997,"2010",171,128
104997,"2007",NA,NA
104997,"2013",1183,862
104999,"2015",844,591
104999,"2013",481,322
104999,"2017",3324,2377
104999,"2021",52,33
104999,"2011",964,580
104999,"2010",754,467
104999,"2016",1179,854
104999,"2012",160,97
104999,"2018",2095,1511
104999,"2006",335,243
104999,"2008",NA,NA
104999,"2007",784,540
104999,"2019",636,416
104999,"2009",2055,1412
104999,"2020",106,73
105011,"2016",1850,1344
105011,"2011",193,137
105011,"2009",NA,NA
105011,"2014",NA,NA
105011,"2013",195,128
105011,"2008",NA,NA
105011,"2017",382,287
105011,"2021",493,337
105011,"2010",NA,NA
105011,"2023",36,21
105011,"2015",445,327
105011,"2012",97,66
105011,"2019",NA,NA
105011,"2020",136,93
105014,"2006",47,29
105015,"2011",137,85
105015,"2010",216,157
105015,"2019",38,25
105015,"2008",36,30
105015,"2018",251,156
105015,"2015",NA,NA
105015,"2017",464,323
105015,"2016",304,210
105023,"2006",768,581
105023,"2016",2448,1957
105023,"2009",NA,NA
105023,"2022",657,516
105023,"2011",1315,965
105023,"2018",2272,1863
105023,"2013",NA,NA
105023,"2010",NA,NA
105023,"2017",1637,1373
105023,"2007",1900,1499
105023,"2014",NA,NA
105023,"2012",1591,1332
105023,"2008",1335,1051
105023,"2019",2059,1661
105023,"2021",732,578
105023,"2020",478,379
105023,"2015",2039,1594
105026,"2015",37,20
105028,"2013",961,643
105028,"2008",879,575
105028,"2010",272,173
105028,"2011",52,26
105028,"2006",39,27
105028,"2007",169,111
105028,"2012",1235,843
105028,"2009",745,530
105030,"2016",107,80
105030,"2015",NA,NA
105030,"2010",NA,NA
105030,"2018",61,40
105030,"2013",NA,NA
105030,"2011",45,35
105030,"2017",55,40
105030,"2006",26,17
105030,"2020",30,24
105030,"2014",NA,NA
105030,"2012",NA,NA
105031,"2017",38,28
105031,"2016",208,138
105031,"2014",NA,NA
105032,"2015",NA,NA
105032,"2016",900,683
105032,"2008",94,82
105032,"2009",143,98
105032,"2014",635,493
105032,"2013",344,263
105032,"2017",340,268
105047,"2015",71,54
105047,"2014",137,108
105048,"2005",36,27
105051,"2016",147,77
105051,"2012",1112,727
105051,"2013",541,395
105051,"2024",38,14
105051,"2017",763,540
105051,"2021",474,341
105051,"2019",1026,740
105051,"2010",133,96
105051,"2014",1081,736
105051,"2022",54,45
105051,"2011",891,634
105051,"2015",396,284
105051,"2018",2008,1457
105059,"2014",18,7
105060,"2013",28,16
105060,"2010",NA,NA
105060,"2017",30,10
105060,"2011",NA,NA
105060,"2016",93,58
105062,"2018",2336,1544
105062,"2009",NA,NA
105062,"2023",172,112
105062,"2013",255,185
105062,"2019",2406,1594
105062,"2020",925,600
105062,"2007",45,35
105062,"2016",683,477
105062,"2010",309,186
105062,"2021",NA,NA
105062,"2015",NA,NA
105062,"2022",44,28
105062,"2011",NA,NA
105062,"2012",NA,NA
105062,"2008",NA,NA
105062,"2017",1533,1047
105062,"2014",NA,NA
105062,"2024",239,155
105063,"2018",80,49
105063,"2019",48,38
105063,"2016",214,136
105063,"2015",257,175
105063,"2014",57,35
105063,"2021",61,36
105065,"2017",341,230
105065,"2015",858,550
105065,"2014",866,576
105065,"2010",270,158
105065,"2012",418,287
105065,"2016",918,633
105065,"2018",984,663
105065,"2013",1126,770
105065,"2011",487,301
105065,"2008",42,22
105065,"2019",149,100
105074,"2015",150,119
105074,"2013",NA,NA
105074,"2011",28,22
105074,"2018",1362,936
105074,"2019",92,53
105074,"2017",692,486
105074,"2012",356,242
105074,"2016",306,206
105074,"2021",62,40
105074,"2014",NA,NA
105074,"2010",39,28
105074,"2008",NA,NA
105074,"2020",141,100
105077,"2017",3508,2391
105077,"2018",2434,1688
105077,"2021",2510,1712
105077,"2011",1407,963
105077,"2016",3357,2292
105077,"2012",1445,905
105077,"2020",1227,796
105077,"2023",2151,1423
105077,"2024",494,301
105077,"2022",1468,926
105077,"2015",1837,1247
105077,"2010",310,194
105077,"2019",2374,1635
105077,"2013",NA,NA
105077,"2014",1508,989
105080,"2013",89,65
105080,"2014",126,91
105084,"2010",38,19
105091,"2011",56,38
105091,"2019",70,45
105095,"2006",879,643
105095,"2011",NA,NA
105095,"2008",1274,884
105095,"2009",787,603
105095,"2010",1359,949
105095,"2012",24,19
105095,"2007",1996,1400
105095,"2013",NA,NA
105098,"2007",86,50
105098,"2006",34,22
105098,"2016",89,62
105098,"2010",149,109
105098,"2015",26,18
105098,"2009",184,138
105098,"2008",41,33
105099,"2008",35,22
105099,"2009",154,107
105099,"2013",208,118
105099,"2015",40,25
105099,"2011",476,309
105099,"2010",NA,NA
105099,"2012",86,64
105100,"2013",58,40
105104,"2008",36,25
105104,"2006",40,23
105113,"2017",148,107
105113,"2012",74,48
105113,"2014",59,46
105116,"2010",40,26
105120,"2015",28,17
105120,"2012",15,4
105128,"2011",105,74
105128,"2013",110,66
105131,"2008",31,18
105131,"2007",42,19
105132,"2017",140,105
105132,"2012",NA,NA
105132,"2007",NA,NA
105132,"2010",NA,NA
105132,"2016",118,83
105132,"2011",NA,NA
105132,"2018",671,496
105132,"2014",141,95
105132,"2013",335,220
105132,"2015",71,47
105137,"2007",68,40
105137,"2015",56,39
105137,"2016",51,43
105137,"2010",937,619
105137,"2012",304,185
105137,"2013",85,62
105137,"2011",1275,869
105137,"2009",212,149
105137,"2014",128,88
105138,"2024",2505,1693
105138,"2009",49,32
105138,"2018",2996,2134
105138,"2010",49,28
105138,"2013",2434,1582
105138,"2012",855,556
105138,"2022",NA,NA
105138,"2023",2153,1492
105138,"2021",1466,964
105138,"2015",1452,975
105138,"2020",1575,1072
105138,"2016",1379,867
105138,"2017",2255,1637
105138,"2014",NA,NA
105138,"2019",1852,1407
105147,"2014",157,117
105147,"2017",100,65
105147,"2009",NA,NA
105147,"2008",32,14
105147,"2019",135,92
105147,"2013",361,238
105147,"2012",469,348
105147,"2018",64,43
105147,"2016",316,209
105147,"2020",124,85
105147,"2015",337,260
105147,"2011",NA,NA
105147,"2010",NA,NA
105149,"2011",64,46
105149,"2010",160,109
105149,"2017",229,175
105149,"2016",62,40
105149,"2007",NA,NA
105149,"2008",NA,NA
105149,"2009",40,23
105154,"2010",227,152
105154,"2014",193,138
105154,"2017",145,116
105154,"2015",NA,NA
105154,"2016",118,95
105154,"2013",174,134
105154,"2011",686,469
105154,"2012",NA,NA
105155,"2017",224,149
105155,"2010",NA,NA
105155,"2007",22,11
105155,"2012",67,37
105155,"2022",53,36
105155,"2019",NA,NA
105155,"2023",63,35
105155,"2020",161,112
105155,"2018",338,209
105155,"2006",NA,NA
105155,"2013",66,28
105155,"2016",91,55
105155,"2011",51,35
105155,"2021",74,56
105161,"2016",68,40
105161,"2014",213,129
105161,"2011",31,23
105161,"2010",35,23
105163,"2017",89,66
105163,"2018",29,21
105163,"2019",41,25
105166,"2017",305,203
105166,"2007",NA,NA
105166,"2014",92,69
105166,"2016",138,85
105166,"2012",41,23
105166,"2008",NA,NA
105166,"2010",NA,NA
105166,"2018",678,469
105166,"2006",53,39
105166,"2009",NA,NA
105166,"2013",42,26
105166,"2019",114,84
105166,"2011",NA,NA
105173,"2015",1181,907
105173,"2014",1906,1291
105173,"2023",1154,769
105173,"2022",1144,744
105173,"2020",1468,1040
105173,"2016",2482,1747
105173,"2008",247,169
105173,"2011",1897,1270
105173,"2019",2335,1645
105173,"2021",1757,1224
105173,"2024",1386,906
105173,"2010",326,223
105173,"2018",2917,2020
105173,"2017",2809,1930
105173,"2013",1287,892
105173,"2009",162,100
105173,"2012",306,201
105175,"2012",39,22
105180,"2009",38,24
105180,"2022",38,23
105181,"2017",145,99
105189,"2007",44,39
105194,"2010",255,170
105194,"2008",77,48
105194,"2007",76,47
105208,"2023",NA,NA
105208,"2019",793,577
105208,"2008",NA,NA
105208,"2016",954,705
105208,"2005",NA,NA
105208,"2012",NA,NA
105208,"2015",1621,1205
105208,"2018",989,748
105208,"2007",811,568
105208,"2013",1091,796
105208,"2021",88,66
105208,"2020",130,93
105208,"2011",1849,1375
105208,"2010",908,645
105208,"2017",664,513
105208,"2014",2712,2123
105208,"2006",NA,NA
105208,"2009",1315,901
105216,"2014",142,101
105216,"2020",308,194
105216,"2008",55,36
105216,"2009",NA,NA
105216,"2010",NA,NA
105216,"2021",109,81
105216,"2007",NA,NA
105216,"2015",362,224
105216,"2017",1747,1187
105216,"2019",300,194
105216,"2013",200,135
105216,"2018",1719,1221
105216,"2011",158,115
105216,"2012",199,129
105216,"2016",781,519
105217,"2012",NA,NA
105217,"2010",NA,NA
105217,"2018",155,104
105217,"2009",NA,NA
105217,"2017",234,177
105217,"2006",84,61
105217,"2008",NA,NA
105217,"2016",887,628
105217,"2007",342,246
105217,"2013",496,332
105217,"2015",NA,NA
105217,"2014",NA,NA
105217,"2019",32,22
105217,"2011",544,366
105220,"2008",37,21
105223,"2009",743,494
105223,"2012",898,603
105223,"2013",1024,689
105223,"2014",506,383
105223,"2018",696,480
105223,"2011",NA,NA
105223,"2022",39,20
105223,"2016",2222,1695
105223,"2010",433,314
105223,"2007",NA,NA
105223,"2006",1155,732
105223,"2015",179,147
105223,"2008",NA,NA
105223,"2017",1822,1441
105223,"2019",402,310
105227,"2022",NA,NA
105227,"2021",NA,NA
105227,"2020",554,402
105227,"2013",NA,NA
105227,"2024",695,536
105227,"2016",3239,2567
105227,"2023",54,45
105227,"2019",1171,948
105227,"2007",NA,NA
105227,"2010",NA,NA
105227,"2011",NA,NA
105227,"2017",1150,845
105227,"2012",NA,NA
105227,"2009",NA,NA
105227,"2018",1126,822
105227,"2015",2745,2145
105227,"2014",887,634
105227,"2005",32,18
105227,"2008",1533,1184
105227,"2006",244,187
105229,"2011",NA,NA
105229,"2016",50,36
105229,"2010",46,31
105229,"2015",31,19
105229,"2005",32,21
105229,"2006",NA,NA
105229,"2007",28,21
105231,"2008",32,19
105231,"2007",57,38
105231,"2006",33,21
105233,"2013",35,16
105238,"2015",1300,916
105238,"2009",48,33
105238,"2007",NA,NA
105238,"2018",454,331
105238,"2013",NA,NA
105238,"2012",2541,1913
105238,"2006",NA,NA
105238,"2014",1064,847
105238,"2011",2568,1946
105238,"2010",1943,1413
105238,"2016",762,586
105238,"2017",2047,1524
105245,"2014",51,28
105252,"2005",31,14
105254,"2015",75,43
105254,"2017",94,53
105254,"2016",130,98
105254,"2011",33,22
105254,"2019",29,16
105254,"2013",31,19
105254,"2009",39,25
105262,"2011",29,17
105270,"2012",128,90
105270,"2013",96,61
105270,"2011",177,104
105270,"2015",36,21
105281,"2015",33,24
105283,"2012",40,23
105283,"2011",89,42
105283,"2013",52,33
105286,"2011",155,108
105286,"2008",44,25
105286,"2013",66,45
105286,"2012",65,45
105292,"2017",93,55
105292,"2014",NA,NA
105292,"2015",512,329
105292,"2019",96,62
105292,"2022",25,10
105292,"2013",NA,NA
105292,"2018",NA,NA
105292,"2016",270,157
105294,"2012",66,44
105300,"2012",95,73
105300,"2011",26,21
105302,"2016",90,71
105302,"2015",127,94
105302,"2017",47,35
105302,"2014",386,293
105302,"2013",38,30
105318,"2010",30,19
105318,"2011",61,45
105318,"2012",NA,NA
105325,"2015",30,16
105332,"2014",1269,955
105332,"2016",2348,1694
105332,"2010",319,234
