"player_id","year","second_won","second_serve"
102318,"1995",55,104
102318,"2009",86,170
102318,"2000",835,1442
102318,"1998",562,1060
102318,"1997",334,673
102318,"2005",599,1212
102318,"2006",470,876
102318,"1994",30,54
102318,"2004",843,1521
102318,"2001",783,1460
102318,"2007",312,635
102318,"2003",269,490
102318,"2008",27,46
102318,"1992",12,28
102318,"1996",68,114
102318,"1999",567,1070
102318,"1991",NA,NA
102318,"2002",886,1599
102344,"1995",774,1420
102344,"2005",139,230
102344,"1996",776,1422
102344,"1992",14,30
102344,"2003",565,1034
102344,"2002",530,920
102344,"1993",76,151
102344,"1999",963,1690
102344,"2000",779,1385
102344,"1991",31,59
102344,"2001",446,811
102344,"1998",1299,2305
102344,"1994",381,748
102344,"2004",364,657
102344,"1997",820,1490
102358,"1995",1341,2339
102358,"1989",NA,NA
102358,"1996",1239,2257
102358,"2005",347,633
102358,"1993",596,1169
102358,"1991",182,311
102358,"1998",903,1550
102358,"2004",640,1162
102358,"2003",619,1088
102358,"2000",1425,2333
102358,"1992",389,692
102358,"1990",NA,NA
102358,"2002",794,1375
102358,"1999",1232,2116
102358,"1994",693,1289
102358,"1997",895,1563
102358,"2001",1096,1918
102374,"1994",953,1768
102374,"1997",1202,2110
102374,"2003",573,1035
102374,"1999",1127,1988
102374,"2001",1215,2112
102374,"1995",596,1124
102374,"1996",988,1770
102374,"2005",91,162
102374,"2002",965,1654
102374,"1992",376,744
102374,"2000",1327,2280
102374,"2004",591,1081
102374,"1993",711,1337
102374,"1998",1441,2592
102381,"2007",358,666
102381,"1997",5,12
102381,"2000",51,81
102381,"2001",86,155
102381,"1999",13,25
102381,"2006",25,39
102381,"2003",152,293
102381,"2008",148,291
102381,"2004",51,110
102382,"1992",0,0
102382,"1994",13,30
102382,"2004",112,195
102382,"2001",49,93
102382,"2003",103,187
102382,"2012",5,17
102382,"2002",265,478
102382,"1993",15,25
102382,"2005",14,24
102401,"2003",493,841
102401,"1997",722,1342
102401,"2001",184,323
102401,"2002",115,197
102401,"2000",134,240
102401,"1999",494,869
102401,"1995",518,990
102401,"1996",901,1586
102401,"2005",82,167
102401,"1998",773,1405
102405,"1997",96,207
102405,"2008",NA,NA
102405,"1995",26,71
102405,"2001",39,80
102405,"1999",13,27
102405,"1998",51,125
102405,"2000",24,39
102405,"1996",22,41
102434,"2004",1199,2063
102434,"1995",777,1498
102434,"2003",965,1666
102434,"2010",8,16
102434,"2002",585,986
102434,"2007",853,1504
102434,"2001",66,110
102434,"1996",787,1423
102434,"1997",845,1513
102434,"2009",152,277
102434,"2000",528,1028
102434,"2006",746,1375
102434,"1998",758,1347
102434,"1994",374,733
102434,"1993",104,214
102434,"1999",1145,2111
102434,"2005",763,1373
102434,"2008",496,907
102450,"1995",253,468
102450,"2004",1143,1865
102450,"1997",1258,2221
102450,"2007",302,517
102450,"1994",99,190
102450,"1998",1537,2816
102450,"1996",1099,1959
102450,"2006",761,1372
102450,"1999",1274,2343
102450,"2002",937,1659
102450,"2001",1237,2156
102450,"2005",652,1137
102450,"2003",731,1270
102450,"2000",1365,2375
102456,"2004",559,1002
102456,"1996",932,1683
102456,"1995",193,346
102456,"2007",50,85
102456,"1994",14,27
102456,"1997",946,1667
102456,"1999",931,1683
102456,"2003",706,1257
102456,"1998",1117,1976
102456,"2000",426,764
102456,"2001",800,1429
102456,"2005",447,841
102456,"2002",647,1181
102494,"2006",213,442
102494,"2003",325,590
102494,"2002",90,165
102494,"2000",258,486
102494,"1999",33,50
102494,"2001",183,332
102494,"2004",152,295
102494,"1997",28,50
102494,"2005",296,571
102497,"1999",38,62
102497,"2001",13,25
102497,"1995",6,16
102497,"2005",18,23
102497,"1996",14,44
102497,"2002",22,41
102497,"1997",5,13
102497,"2000",6,11
102512,"2008",162,290
102512,"2003",40,79
102512,"1999",32,66
102512,"2009",38,81
102512,"2000",18,41
102512,"2007",88,153
102512,"2006",10,18
102538,"1996",NA,NA
102538,"2004",56,88
102538,"2003",44,86
102538,"2002",54,118
102538,"1999",74,175
102538,"1997",22,44
102538,"2005",17,31
102538,"1995",NA,NA
102538,"2000",135,267
102538,"1998",194,392
102538,"1993",NA,NA
102538,"2001",36,71
102538,"1994",NA,NA
102539,"2003",112,204
102539,"1998",979,1814
102539,"2002",622,1101
102539,"1996",1108,2025
102539,"2005",111,200
102539,"1997",848,1527
102539,"1995",845,1594
102539,"1993",14,30
102539,"2007",80,132
102539,"1999",610,1074
102539,"2001",947,1746
102539,"2004",410,735
102539,"2000",452,854
102539,"2006",12,28
102539,"1994",17,27
102548,"1999",662,1195
102548,"2005",120,228
102548,"2006",249,503
102548,"2000",448,910
102548,"2004",29,68
102548,"1996",7,18
102548,"2003",38,77
102548,"1997",306,577
102548,"1998",741,1419
102548,"2002",118,249
102548,"2001",177,350
102548,"2007",7,23
102558,"2005",21,33
102558,"2004",25,53
102558,"2008",NA,NA
102558,"2007",NA,NA
102558,"1999",45,69
102558,"2000",99,182
102558,"2003",240,407
102558,"2002",34,58
102558,"2001",41,79
102562,"2004",748,1405
102562,"2005",603,1129
102562,"1995",151,301
102562,"2002",959,1685
102562,"2001",662,1174
102562,"2000",619,1172
102562,"1998",569,1054
102562,"1996",750,1410
102562,"1993",21,47
102562,"1997",439,838
102562,"2003",930,1658
102562,"1994",14,35
102562,"1999",805,1466
102562,"2006",349,649
102563,"1996",933,1651
102563,"2004",883,1611
102563,"1995",58,111
102563,"2001",1247,2281
102563,"2002",939,1683
102563,"2006",512,948
102563,"1994",47,95
102563,"2005",1267,2179
102563,"2009",NA,NA
102563,"1997",1045,1908
102563,"1999",831,1555
102563,"1998",1468,2736
102563,"2000",1031,1846
102563,"1993",71,123
102563,"2007",810,1458
102563,"2008",476,941
102565,"2005",333,542
102565,"2003",308,523
102565,"2004",76,126
102565,"2006",458,819
102565,"2007",159,274
102565,"2002",192,317
102567,"1996",15,26
102567,"1998",29,59
102567,"2002",162,303
102567,"2007",54,116
102567,"2008",76,132
102567,"2000",421,787
102567,"1999",166,302
102567,"2006",183,358
102567,"2004",11,24
102567,"2001",324,585
102567,"2003",25,50
102567,"2009",25,51
102567,"2005",156,307
102571,"1997",15,29
102571,"2004",466,789
102571,"2006",21,35
102571,"2003",446,719
102571,"1996",68,120
102571,"1999",14,29
102571,"2002",120,210
102571,"2005",224,433
102585,"2002",29,51
102585,"2000",50,90
102585,"1998",18,45
102585,"1999",22,47
102585,"2003",14,30
102585,"1997",41,85
102585,"1996",32,50
102585,"2007",NA,NA
102610,"1999",829,1460
102610,"2005",368,686
102610,"2002",930,1647
102610,"2004",710,1309
102610,"1998",843,1504
102610,"2001",642,1155
102610,"1993",45,63
102610,"1997",746,1258
102610,"1995",593,1019
102610,"2000",835,1442
102610,"2003",735,1336
102610,"1994",311,532
102610,"2006",39,75
102610,"1996",943,1636
102615,"2003",169,292
102615,"1996",155,260
102615,"1999",90,163
102615,"1993",10,21
102615,"2002",5,22
102615,"1992",21,34
102615,"1998",346,642
102615,"2007",25,47
102615,"2000",32,64
102615,"1997",408,765
102615,"2001",70,139
102615,"2005",38,81
102615,"2004",318,585
102642,"2002",190,340
102642,"2000",351,639
102642,"2003",553,943
102642,"2005",641,1173
102642,"2007",20,33
102642,"2004",1013,1704
102642,"2006",204,400
102642,"1999",83,185
102642,"2001",226,412
102667,"1998",21,40
102667,"2004",14,22
102667,"2007",15,23
102667,"2000",15,28
102667,"2001",10,21
102667,"2008",5,14
102667,"2003",24,36
102667,"1995",11,20
102667,"2006",42,88
102667,"1993",3,13
102667,"1999",7,12
102667,"1997",15,39
102694,"2005",386,745
102694,"2007",12,20
102694,"2002",564,1056
102694,"1997",76,139
102694,"2004",391,757
102694,"2006",179,336
102694,"1999",267,467
102694,"1994",31,58
102694,"2000",94,171
102694,"1996",185,323
102694,"1995",92,184
102694,"2001",542,968
102694,"1998",259,468
102694,"2003",674,1196
102703,"2006",455,807
102703,"2007",679,1235
102703,"2001",463,828
102703,"1996",6,13
102703,"1997",NA,NA
102703,"1999",56,101
102703,"2005",463,854
102703,"2004",421,747
102703,"2003",547,995
102703,"2009",18,33
102703,"1995",30,46
102703,"2000",198,309
102703,"2008",364,677
102703,"1998",NA,NA
102703,"2002",408,690
102720,"2000",237,461
102720,"1998",0,2
102720,"2005",674,1256
102720,"2001",162,334
102720,"2007",101,200
102720,"1999",128,249
102720,"2003",94,178
102720,"2004",204,350
102720,"2006",358,699
102720,"2008",40,72
102730,"2005",72,139
102730,"2004",305,606
102730,"1999",74,128
102730,"2000",98,192
102730,"2001",256,487
102730,"1998",247,495
102730,"1997",55,106
102730,"2002",394,767
102730,"2003",180,351
102770,"2000",181,350
102770,"1997",245,449
102770,"2003",356,646
102770,"1999",779,1377
102770,"1998",627,1193
102770,"2002",170,310
102770,"2006",20,35
102770,"2001",69,172
102770,"1996",18,39
102770,"2004",254,486
102780,"2009",33,54
102780,"2005",20,43
102780,"1998",15,25
102780,"1997",14,30
102780,"2000",19,31
102780,"2002",13,24
102780,"2004",77,127
102780,"2003",112,175
102780,"2001",20,30
102780,"2007",7,18
102780,"1999",13,23
102780,"2008",31,55
102783,"2007",368,689
102783,"2009",598,1097
102783,"2003",1471,2534
102783,"2006",505,886
102783,"1999",741,1317
102783,"2000",740,1313
102783,"1997",91,149
102783,"2004",944,1613
102783,"2008",734,1309
102783,"2001",1107,1913
102783,"2002",1134,1977
102783,"2011",273,520
102783,"1998",348,646
102783,"2010",481,861
102783,"2005",633,1165
102783,"1995",11,19
102785,"1998",37,59
102785,"2001",95,170
102785,"2000",13,20
102785,"1997",79,118
102785,"2004",212,395
102785,"2003",9,24
102785,"2006",12,20
102785,"1996",29,54
102785,"2005",75,145
102785,"2002",20,34
102788,"2008",31,54
102788,"2007",18,36
102788,"2001",266,483
102788,"2002",572,1064
102788,"2004",238,453
102788,"2006",48,75
102788,"2005",23,41
102788,"2003",276,524
102800,"1999",80,163
102800,"2007",14,20
102800,"1998",NA,NA
102800,"1996",NA,NA
102800,"2002",NA,NA
102800,"2017",8,17
102800,"2006",27,52
102800,"2013",NA,NA
102800,"1997",NA,NA
102800,"2001",98,160
102800,"2003",34,76
102800,"2004",40,65
102800,"2005",30,46
102800,"2008",NA,NA
102811,"1999",NA,NA
102811,"2005",70,117
102811,"2006",75,119
102811,"2008",38,64
102811,"2007",103,161
102811,"2001",9,21
102811,"2002",NA,NA
102811,"1998",39,71
102811,"2004",NA,NA
102811,"2003",27,40
102811,"1996",NA,NA
102821,"2011",NA,NA
102821,"2003",195,407
102821,"1998",17,28
102821,"2000",294,556
102821,"2007",NA,NA
102821,"1997",132,277
102821,"2004",72,131
102821,"2008",32,59
102821,"2010",NA,NA
102821,"1996",88,156
102821,"2009",NA,NA
102821,"1999",546,1061
102821,"2005",33,53
102821,"2002",402,730
102821,"2001",500,946
102834,"2001",204,371
102834,"1993",12,26
102834,"2004",143,273
102834,"2005",378,714
102834,"1994",NA,NA
102834,"2003",131,236
102834,"1998",70,132
102834,"2007",293,556
102834,"1996",21,37
102834,"1999",457,893
102834,"2002",65,126
102834,"2000",587,1082
102834,"1995",14,29
102834,"2006",510,973
102839,"2010",120,250
102839,"2007",339,687
102839,"1995",90,134
102839,"2001",790,1505
102839,"1997",479,912
102839,"2004",300,538
102839,"2000",1080,1968
102839,"2009",394,731
102839,"2008",494,929
102839,"2002",1008,1932
102839,"1999",1122,2108
102839,"1996",557,1077
102839,"2003",631,1166
102839,"1994",NA,NA
102839,"2006",280,576
102839,"1998",565,1116
102839,"2005",307,577
102845,"2009",109,194
102845,"2010",102,195
102845,"2008",828,1385
102845,"2004",1273,2131
102845,"2001",1074,1885
102845,"2000",1026,1832
102845,"2005",802,1464
102845,"1995",225,387
102845,"1997",1200,2231
102845,"2007",1077,1907
102845,"2002",1242,2213
102845,"1998",1390,2553
102845,"2006",902,1633
102845,"1999",1150,2177
102845,"1996",903,1684
102845,"2003",1396,2424
102851,"2003",185,357
102851,"2002",46,92
102851,"2001",20,37
102851,"2006",20,42
102851,"1994",28,58
102851,"2000",18,32
102851,"1998",69,133
102851,"2004",18,40
102851,"2005",58,107
102854,"2000",1017,1755
102854,"2001",1024,1761
102854,"2003",762,1264
102854,"1999",765,1463
102854,"1998",852,1547
102854,"2002",835,1465
102854,"1994",46,75
102854,"2004",376,631
102854,"1995",449,836
102854,"1996",898,1645
102854,"1997",643,1153
102854,"2005",185,329
102856,"1996",297,538
102856,"2005",191,380
102856,"2003",1059,1905
102856,"2008",48,110
102856,"2002",746,1352
102856,"1998",1152,2125
102856,"2001",1433,2453
102856,"2000",1536,2686
102856,"2006",20,34
102856,"2004",685,1266
102856,"2007",81,166
102856,"1999",1277,2368
102856,"1997",1109,2004
102860,"2000",390,671
102860,"2009",195,373
102860,"2008",661,1201
102860,"2007",917,1646
102860,"2005",710,1279
102860,"2001",474,884
102860,"2004",625,1124
102860,"2006",774,1384
102860,"1999",140,273
102860,"2003",908,1669
102860,"2002",746,1312
102863,"2009",13,16
102863,"2007",26,39
102863,"2008",54,102
102863,"1996",22,39
102863,"2006",88,127
102863,"2002",69,136
102863,"2000",27,62
102863,"2001",89,153
102863,"2003",110,187
102863,"1998",51,90
102863,"1995",18,38
102863,"2005",55,86
102863,"2004",84,157
102863,"1999",167,289
102863,"1997",17,31
102864,"2003",21,55
102864,"2006",5,15
102869,"2001",863,1566
102869,"2004",351,654
102869,"1995",78,153
102869,"2002",410,780
102869,"2000",553,1018
102869,"2006",36,87
102869,"2003",285,506
102869,"1999",621,1129
102869,"1994",20,36
102869,"2005",29,73
102869,"1997",635,1155
102869,"1996",366,696
102869,"1998",724,1379
102880,"1999",6,16
102880,"2005",271,476
102880,"2000",327,572
102880,"2003",300,516
102880,"2001",168,309
102880,"2004",340,559
102880,"2002",212,410
102881,"1997",42,90
102881,"1994",37,67
102881,"2007",3,5
102881,"2008",12,21
102881,"1995",32,64
102881,"1993",45,82
102881,"2006",9,18
102881,"1996",51,94
102882,"2004",486,891
102882,"2000",1211,1957
102882,"1994",48,101
102882,"2005",270,454
102882,"1999",892,1569
102882,"2003",882,1520
102882,"1995",667,1172
102882,"2002",526,867
102882,"2006",353,624
102882,"1998",933,1648
102882,"1997",1139,1870
102882,"1996",854,1508
102882,"2001",419,710
102885,"2006",9,23
102886,"2006",30,56
102886,"2005",65,119
102886,"2001",4,8
102886,"2003",165,319
102886,"2012",NA,NA
102886,"2004",39,73
102886,"2010",18,40
102887,"1995",NA,NA
102887,"1999",461,885
102887,"1994",NA,NA
102887,"2007",NA,NA
102887,"2000",62,111
102887,"2005",44,80
102887,"1997",127,235
102887,"2002",432,824
102887,"2006",227,406
102887,"1998",762,1409
102887,"2001",239,443
102887,"2009",9,22
102887,"2003",169,285
102887,"2008",23,56
102887,"2004",6,19
102887,"2010",47,83
102887,"1996",60,118
102904,"2000",46,79
102904,"2006",38,75
102904,"2001",34,63
102905,"2009",321,580
102905,"1994",2,10
102905,"2001",726,1259
102905,"2007",806,1403
102905,"2008",145,274
102905,"1999",811,1433
102905,"2002",848,1459
102905,"1997",107,163
102905,"2000",808,1414
102905,"1996",28,59
102905,"2003",583,1041
102905,"2006",376,676
102905,"1998",87,173
102905,"2005",352,664
102905,"2004",684,1221
102905,"2010",132,233
102905,"2011",4,11
102925,"2003",406,811
102925,"1996",159,284
102925,"1999",623,1173
102925,"1998",448,841
102925,"2001",241,459
102925,"2000",508,911
102925,"2005",335,581
102925,"1995",45,91
102925,"2006",573,1094
102925,"2002",165,314
102925,"1997",632,1191
102925,"2004",95,163
102925,"2007",169,324
102945,"2007",31,51
102945,"2005",17,29
102950,"2007",45,104
102950,"2005",177,329
102950,"2006",287,544
102950,"1997",224,444
102950,"2003",745,1434
102950,"1996",81,150
102950,"2001",802,1523
102950,"2000",891,1609
102950,"1998",593,1077
102950,"2009",4,12
102950,"1999",783,1445
102950,"2008",15,33
102950,"2002",893,1680
102950,"2004",136,275
102956,"2001",10,20
102956,"2000",18,33
102956,"2004",8,19
102956,"1998",0,0
102956,"1996",8,18
102956,"1999",NA,NA
102956,"2007",15,33
102956,"1995",NA,NA
102956,"2006",6,21
102956,"2002",4,17
102965,"2006",40,84
102965,"2003",48,88
102965,"1999",45,115
102965,"2001",183,341
102965,"2000",206,404
102965,"2004",49,84
102965,"2005",59,113
102965,"1997",11,41
102965,"2002",72,133
102967,"2006",535,1015
102967,"2010",279,530
102967,"2013",84,169
102967,"2012",16,30
102967,"2004",55,97
102967,"2011",66,115
102967,"2014",41,72
102967,"2009",783,1429
102967,"2005",50,102
102967,"2008",718,1363
102967,"2002",36,66
102967,"2007",741,1388
102985,"2004",12,27
102985,"2006",48,96
102987,"2000",430,815
102987,"2001",408,731
102987,"2007",19,34
102987,"1999",90,180
102987,"2004",12,32
102987,"1997",55,102
102987,"2003",302,578
102987,"2005",16,35
102987,"2002",679,1249
102987,"1998",93,184
102987,"2006",17,30
102998,"2003",640,1223
102998,"2002",988,1783
102998,"2005",239,454
102998,"2006",29,53
102998,"1999",870,1626
102998,"1997",127,224
102998,"2000",1095,1875
102998,"2007",20,40
102998,"2001",997,1795
102998,"1998",968,1808
102998,"2004",651,1270
102998,"1995",17,31
102999,"2006",244,431
102999,"2008",45,74
102999,"2010",16,35
102999,"2001",47,78
102999,"2007",155,292
102999,"2003",55,96
102999,"2002",329,579
102999,"2011",31,45
103007,"1999",15,24
103007,"1996",NA,NA
103007,"1997",5,17
103007,"2001",13,30
103007,"2006",3,12
103007,"2008",NA,NA
103007,"2002",45,72
103007,"2003",11,28
103007,"2005",NA,NA
103007,"2004",23,45
103007,"2007",NA,NA
103007,"1998",16,30
103007,"2000",16,43
103009,"1993",9,19
103009,"1995",40,69
103009,"2004",3,15
103009,"2005",211,391
103009,"2006",213,439
103009,"2003",57,110
103009,"1997",94,161
103009,"2002",8,21
103009,"1999",5,18
103009,"2000",32,70
103009,"1998",19,29
103009,"1994",42,78
103009,"1996",33,62
103017,"2009",510,935
103017,"2006",510,907
103017,"2008",688,1272
103017,"2005",941,1678
103017,"2003",617,1115
103017,"1998",1067,1956
103017,"1996",187,394
103017,"2010",73,130
103017,"2007",464,819
103017,"1994",0,0
103017,"1997",745,1384
103017,"2001",968,1779
103017,"1999",1406,2437
103017,"2000",879,1527
103017,"1995",82,150
103017,"2004",887,1656
103017,"2002",722,1356
103018,"1995",NA,NA
103018,"2006",736,1269
103018,"2002",735,1253
103018,"2008",80,143
103018,"2007",472,833
103018,"2000",722,1260
103018,"1997",46,77
103018,"1998",40,69
103018,"2001",893,1541
103018,"2003",896,1489
103018,"2004",675,1144
103018,"1999",486,813
103018,"2005",802,1397
103018,"1996",30,57
103029,"1997",9,18
103029,"2003",14,25
103029,"1996",NA,NA
103029,"1994",11,27
103029,"1995",14,20
103029,"1993",NA,NA
103029,"2001",2,10
103029,"2000",14,28
103029,"2005",8,23
103029,"2006",23,42
103029,"2004",11,18
103029,"1998",13,24
103032,"2005",37,70
103035,"2005",129,247
103035,"2007",182,347
103035,"2010",37,69
103035,"2003",14,27
103035,"2004",55,122
103035,"2006",320,668
103060,"1994",NA,NA
103060,"1998",93,186
103060,"1999",33,65
103060,"2002",10,23
103060,"2000",28,53
