"","player_id","year","second_won","second_serve"
"14137",132283,"2021",NA,NA
"14138",132283,"2020",158,345
"14139",132283,"2020",203,334
"14140",132283,"2024",NA,NA
"14141",132283,"2018",96,199
"14142",132283,"2018",114,191
"14143",132283,"2024",369,698
"14144",132283,"2023",375,704
"14145",132283,"2023",406,679
"14146",132283,"2022",NA,NA
"14147",132374,"2024",9,17
"14148",132374,"2020",NA,NA
"14149",132482,"2018",41,87
"14150",132566,"2015",NA,NA
"14151",132686,"2024",295,626
"14152",132686,"2022",124,198
"14153",132686,"2023",NA,NA
"14154",132686,"2021",14,28
"14155",132686,"2021",19,32
"14156",132686,"2024",433,704
"14157",132686,"2022",NA,NA
"14158",132932,"2019",NA,NA
"14159",132932,"2020",NA,NA
"14160",133018,"2021",46,89
"14161",133018,"2020",49,92
"14162",133018,"2022",51,112
"14163",133018,"2023",6,17
"14164",133018,"2022",NA,NA
"14165",133297,"2022",55,99
"14166",133297,"2023",246,465
"14167",133297,"2018",30,57
"14168",133297,"2021",34,53
"14169",133297,"2022",43,80
"14170",133297,"2021",15,31
"14171",133297,"2019",14,22
"14172",133297,"2024",40,87
"14173",133297,"2018",35,50
"14174",133297,"2024",47,67
"14175",133297,"2023",146,240
"14176",133301,"2015",NA,NA
"14177",133430,"2022",NA,NA
"14178",133430,"2017",286,428
"14179",133430,"2023",222,374
"14180",133430,"2021",NA,NA
"14181",133430,"2016",47,79
"14182",133430,"2017",NA,NA
"14183",133430,"2024",401,696
"14184",133430,"2023",283,426
"14185",133430,"2024",384,559
"14186",133430,"2020",282,454
"14187",133430,"2019",NA,NA
"14188",133430,"2016",29,57
"14189",133430,"2020",282,502
"14190",133430,"2018",733,1141
"14191",133430,"2018",475,831
"14192",133835,"2022",35,52
"14193",133835,"2024",18,34
"14194",133835,"2023",88,149
"14195",133835,"2023",111,195
"14196",133835,"2024",26,57
"14197",133835,"2022",23,60
"14198",133933,"2024",33,57
"14199",133933,"2024",5,14
"14200",133975,"2024",44,74
"14201",133975,"2021",14,29
"14202",133975,"2018",24,37
"14203",133975,"2020",27,36
"14204",133975,"2024",75,138
"14205",133975,"2018",73,112
"14206",133975,"2019",NA,NA
"14207",133975,"2022",NA,NA
"14208",133975,"2023",NA,NA
"14209",133979,"2020",18,28
"14210",134087,"2022",NA,NA
"14211",134087,"2022",16,23
"14212",134087,"2021",13,25
"14213",134114,"2018",NA,NA
"14214",134114,"2015",NA,NA
"14215",134120,"2018",9,13
"14216",134120,"2016",35,58
"14217",134120,"2017",22,31
"14218",134217,"2018",10,18
"14219",134302,"2014",NA,NA
"14220",134457,"2024",87,133
"14221",134457,"2024",162,284
"14222",134457,"2023",29,59
"14223",134472,"2023",5,9
"14224",134472,"2016",40,93
"14225",134472,"2016",25,51
"14226",134472,"2022",48,87
"14227",134472,"2022",18,35
"14228",134472,"2017",31,55
"14229",134507,"2016",16,25
"14230",134518,"2023",12,24
"14231",134677,"2023",NA,NA
"14232",134677,"2019",NA,NA
"14233",134677,"2014",NA,NA
"14234",134770,"2024",NA,NA
"14235",134770,"2019",NA,NA
"14236",134770,"2022",328,579
"14237",134770,"2023",603,941
"14238",134770,"2017",88,191
"14239",134770,"2020",302,490
"14240",134770,"2016",23,38
"14241",134770,"2021",NA,NA
"14242",134770,"2022",NA,NA
"14243",134770,"2019",235,448
"14244",134770,"2020",184,328
"14245",134770,"2016",11,16
"14246",134770,"2023",374,711
"14247",134770,"2018",119,196
"14248",134770,"2017",123,182
"14249",134770,"2018",112,236
"14250",134840,"2021",17,23
"14251",134854,"2016",6,14
"14252",134868,"2021",109,180
"14253",134868,"2024",402,762
"14254",134868,"2024",578,885
"14255",134868,"2022",NA,NA
"14256",134868,"2017",17,39
"14257",134868,"2019",34,69
"14258",134868,"2019",15,28
"14259",134868,"2023",NA,NA
"14260",134868,"2018",6,17
"14261",134868,"2018",14,21
"14262",134868,"2021",75,130
"14263",134868,"2020",37,79
"14264",134886,"2015",NA,NA
"14265",134886,"2016",13,33
"14266",134886,"2020",NA,NA
"14267",134886,"2014",NA,NA
"14268",134886,"2016",24,50
"14269",134886,"2018",9,15
"14270",136440,"2021",NA,NA
"14271",136440,"2019",104,199
"14272",136440,"2018",33,65
"14273",136440,"2018",12,19
"14274",136440,"2023",113,164
"14275",136440,"2022",57,92
"14276",136440,"2020",99,163
"14277",136440,"2024",275,524
"14278",136440,"2017",8,15
"14279",136440,"2024",275,409
"14280",136440,"2022",133,221
"14281",136440,"2019",56,122
"14282",136440,"2020",86,182
"14283",136440,"2023",84,158
"14284",136704,"2016",5,13
"14285",137018,"2017",24,44
"14286",137018,"2017",13,30
"14287",137018,"2019",NA,NA
"14288",137018,"2016",31,58
"14289",138431,"2018",9,19
"14290",138485,"2023",NA,NA
"14291",138845,"2018",22,36
"14292",138846,"2017",26,38
"14293",138846,"2018",12,18
"14294",138846,"2024",16,31
"14295",138846,"2018",8,18
"14296",138846,"2017",18,36
"14297",138846,"2022",NA,NA
"14298",138846,"2022",13,15
"14299",138846,"2023",NA,NA
"14300",144642,"2024",23,37
"14301",144642,"2023",67,109
"14302",144642,"2017",19,23
"14303",144642,"2020",20,38
"14304",144642,"2020",22,51
"14305",144642,"2023",68,132
"14306",144642,"2022",9,23
"14307",144642,"2024",39,89
"14308",144642,"2021",NA,NA
"14309",144645,"2018",17,31
"14310",144645,"2022",21,44
"14311",144645,"2022",35,67
"14312",144650,"2019",NA,NA
"14313",144652,"2022",13,22
"14314",144681,"2024",13,19
"14315",144684,"2024",8,24
"14316",144684,"2022",NA,NA
"14317",144684,"2023",NA,NA
"14318",144684,"2021",71,155
"14319",144684,"2022",246,503
"14320",144684,"2024",9,19
"14321",144684,"2021",115,188
"14322",144687,"2020",NA,NA
"14323",144707,"2019",NA,NA
"14324",144707,"2023",193,352
"14325",144707,"2018",76,120
"14326",144707,"2017",43,79
"14327",144707,"2018",48,81
"14328",144707,"2021",268,454
"14329",144707,"2015",18,31
"14330",144707,"2019",67,121
"14331",144707,"2017",59,114
"14332",144707,"2023",NA,NA
"14333",144707,"2020",92,198
"14334",144707,"2021",203,461
"14335",144707,"2016",7,13
"14336",144707,"2020",80,143
"14337",144707,"2022",NA,NA
"14338",144707,"2016",20,27
"14339",144719,"2024",334,628
"14340",144719,"2018",199,409
"14341",144719,"2018",209,346
"14342",144719,"2023",189,411
"14343",144719,"2023",180,303
"14344",144719,"2021",133,229
"14345",144719,"2024",147,258
"14346",144719,"2022",346,674
"14347",144719,"2021",250,494
"14348",144719,"2017",18,35
"14349",144719,"2020",48,91
"14350",144719,"2020",115,225
"14351",144719,"2015",3,4
"14352",144719,"2016",11,20
"14353",144719,"2019",321,661
"14354",144719,"2022",256,418
"14355",144719,"2019",235,417
"14356",144719,"2015",27,59
"14357",144747,"2016",4,20
"14358",144747,"2024",8,18
"14359",144748,"2023",NA,NA
"14360",144748,"2024",10,28
"14361",144748,"2024",17,32
"14362",144750,"2024",47,81
"14363",144750,"2021",411,690
"14364",144750,"2016",41,94
"14365",144750,"2022",89,158
"14366",144750,"2020",148,266
"14367",144750,"2023",114,182
"14368",144750,"2019",NA,NA
"14369",144750,"2022",153,323
"14370",144750,"2019",139,326
"14371",144750,"2023",185,353
"14372",144750,"2020",132,278
"14373",144750,"2016",36,64
"14374",144750,"2024",24,52
"14375",144750,"2017",24,48
"14376",144750,"2017",116,179
"14377",144750,"2021",NA,NA
"14378",144750,"2018",29,42
"14379",144750,"2018",64,127
"14380",144751,"2022",NA,NA
"14381",144751,"2024",22,42
"14382",144751,"2023",NA,NA
"14383",144760,"2018",21,43
"14384",144760,"2019",NA,NA
"14385",144760,"2018",10,25
"14386",144760,"2017",14,23
"14387",144760,"2016",16,32
"14388",144760,"2017",28,55
"14389",144771,"2016",5,22
"14390",144771,"2014",NA,NA
"14391",144772,"2014",NA,NA
"14392",144773,"2014",NA,NA
"14393",144773,"2016",23,44
"14394",144773,"2017",17,31
"14395",144774,"2014",NA,NA
"14396",144775,"2020",NA,NA
"14397",144775,"2024",15,36
"14398",144775,"2014",NA,NA
"14399",144776,"2018",19,39
"14400",144776,"2014",NA,NA
"14401",144777,"2014",NA,NA
"14402",144797,"2016",8,18
"14403",144797,"2016",16,33
"14404",144799,"2015",NA,NA
"14405",144799,"2016",7,14
"14406",144807,"2018",13,18
"14407",144807,"2023",NA,NA
"14408",144813,"2016",7,8
"14409",144813,"2017",21,42
"14410",144813,"2016",25,42
"14411",144814,"2024",44,96
"14412",144814,"2017",18,35
"14413",144814,"2016",13,24
"14414",144814,"2022",NA,NA
"14415",144817,"2023",428,802
"14416",144817,"2019",29,58
"14417",144817,"2023",NA,NA
"14418",144817,"2024",118,221
"14419",144817,"2022",NA,NA
"14420",144817,"2018",39,53
"14421",144817,"2020",72,108
"14422",144817,"2021",36,65
"14423",144817,"2020",34,69
"14424",144817,"2018",45,86
"14425",144817,"2024",NA,NA
"14426",144821,"2023",7,25
"14427",144821,"2023",47,80
"14428",144826,"2020",NA,NA
"14429",144826,"2023",NA,NA
"14430",144826,"2024",21,36
"14431",144826,"2018",7,23
"14432",144826,"2022",NA,NA
"14433",144826,"2024",33,42
"14434",144826,"2017",63,110
"14435",144826,"2021",50,83
"14436",144841,"2016",26,45
"14437",144841,"2019",NA,NA
"14438",144841,"2022",NA,NA
"14439",144841,"2021",11,15
"14440",144854,"2017",28,49
"14441",144854,"2015",NA,NA
"14442",144854,"2016",24,40
"14443",144869,"2023",NA,NA
"14444",144869,"2021",25,49
"14445",144869,"2022",177,344
"14446",144869,"2022",43,62
"14447",144869,"2023",407,767
"14448",144869,"2024",427,844
"14449",144869,"2021",5,11
"14450",144869,"2024",420,752
"14451",144870,"2024",26,52
"14452",144870,"2024",15,24
"14453",144895,"2019",119,218
"14454",144895,"2022",226,399
"14455",144895,"2020",NA,NA
"14456",144895,"2021",166,276
"14457",144895,"2018",66,91
"14458",144895,"2024",NA,NA
"14459",144895,"2022",137,251
"14460",144895,"2021",164,327
"14461",144895,"2019",89,145
"14462",144895,"2018",111,242
"14463",144895,"2020",144,250
"14464",144895,"2023",247,482
"14465",144895,"2023",112,181
"14466",144896,"2016",12,26
"14467",144909,"2024",9,25
"14468",144923,"2016",13,22
"14469",144923,"2023",14,26
"14470",144923,"2016",1,5
"14471",144927,"2024",NA,NA
"14472",144932,"2024",38,78
"14473",144932,"2020",NA,NA
"14474",144932,"2022",NA,NA
"14475",144932,"2023",NA,NA
"14476",144940,"2017",19,36
"14477",144940,"2021",8,15
"14478",144946,"2019",9,18
"14479",144949,"2017",26,52
"14480",144949,"2022",7,10
"14481",144949,"2023",NA,NA
"14482",144949,"2024",5,14
"14483",144972,"2022",29,76
"14484",144972,"2023",39,71
"14485",144972,"2017",12,24
"14486",144973,"2022",24,55
"14487",144984,"2019",12,24
"14488",144985,"2019",18,42
"14489",144985,"2021",13,22
"14490",144985,"2021",15,20
"14491",144985,"2023",NA,NA
"14492",145001,"2022",28,58
"14493",145003,"2017",13,25
"14494",145016,"2020",NA,NA
"14495",145016,"2015",NA,NA
"14496",145022,"2015",NA,NA
"14497",145023,"2015",NA,NA
"14498",149282,"2023",NA,NA
"14499",149282,"2024",NA,NA
"14500",149283,"2023",NA,NA
"14501",149284,"2023",NA,NA
"14502",149285,"2023",NA,NA
"14503",149843,"2024",17,37
"14504",149843,"2023",NA,NA
"14505",200000,"2018",164,300
"14506",200000,"2018",99,149
"14507",200000,"2019",268,505
"14508",200000,"2021",566,904
"14509",200000,"2021",NA,NA
"14510",200000,"2020",261,479
"14511",200000,"2020",319,504
"14512",200000,"2023",NA,NA
"14513",200000,"2024",355,652
"14514",200000,"2024",NA,NA
"14515",200000,"2023",361,581
"14516",200000,"2019",NA,NA
"14517",200000,"2022",NA,NA
"14518",200005,"2020",184,352
"14519",200005,"2023",NA,NA
"14520",200005,"2021",NA,NA
"14521",200005,"2019",NA,NA
"14522",200005,"2022",162,266
"14523",200005,"2019",420,766
"14524",200005,"2018",51,76
"14525",200005,"2018",77,137
"14526",200005,"2020",381,637
"14527",200005,"2024",601,972
"14528",200005,"2024",NA,NA
"14529",200005,"2022",351,670
"14530",200008,"2023",41,57
"14531",200008,"2023",14,26
"14532",200008,"2022",27,54
"14533",200014,"2023",NA,NA
"14534",200031,"2017",39,82
"14535",200031,"2023",NA,NA
"14536",200031,"2021",28,50
"14537",200031,"2019",7,16
"14538",200031,"2022",NA,NA
"14539",200031,"2018",22,42
"14540",200031,"2016",8,9
"14541",200045,"2024",12,23
"14542",200045,"2017",13,29
"14543",200045,"2018",8,19
"14544",200045,"2023",NA,NA
"14545",200059,"2019",5,21
"14546",200059,"2023",252,406
"14547",200059,"2024",21,37
"14548",200059,"2017",50,80
"14549",200059,"2018",72,146
"14550",200059,"2022",16,32
"14551",200059,"2024",29,54
"14552",200059,"2018",50,81
"14553",200059,"2017",34,67
"14554",200059,"2022",59,90
"14555",200059,"2023",206,424
"14556",200075,"2022",9,17
"14557",200075,"2023",NA,NA
"14558",200075,"2018",14,21
"14559",200075,"2024",NA,NA
"14560",200075,"2021",16,42
"14561",200075,"2024",11,20
"14562",200075,"2017",13,33
"14563",200080,"2016",46,88
"14564",200095,"2019",12,26
"14565",200095,"2017",16,24
"14566",200095,"2019",31,60
"14567",200095,"2022",38,63
"14568",200095,"2018",21,36
"14569",200095,"2021",24,53
"14570",200095,"2018",14,26
"14571",200095,"2021",14,23
"14572",200096,"2022",25,56
"14573",200096,"2023",15,29
"14574",200116,"2024",21,49
"14575",200116,"2022",28,55
"14576",200116,"2022",11,16
"14577",200116,"2024",81,192
"14578",200116,"2023",9,17
"14579",200116,"2023",15,38
"14580",200125,"2017",5,19
"14581",200175,"2024",NA,NA
"14582",200175,"2019",323,588
"14583",200175,"2024",451,840
"14584",200175,"2019",358,561
"14585",200175,"2018",12,18
"14586",200175,"2022",NA,NA
"14587",200175,"2023",NA,NA
"14588",200175,"2018",51,87
"14589",200175,"2021",NA,NA
"14590",200175,"2020",300,493
"14591",200175,"2020",171,352
"14592",200175,"2023",519,989
"14593",200181,"2020",NA,NA
"14594",200188,"2024",13,18
"14595",200188,"2023",9,18
"14596",200214,"2024",19,35
"14597",200214,"2022",NA,NA
"14598",200214,"2024",10,23
"14599",200218,"2023",6,11
"14600",200218,"2024",NA,NA
"14601",200218,"2023",14,30
"14602",200218,"2018",33,63
"14603",200218,"2019",15,23
"14604",200221,"2024",298,569
"14605",200221,"2019",130,246
"14606",200221,"2021",NA,NA
"14607",200221,"2020",228,393
"14608",200221,"2023",480,783
"14609",200221,"2024",NA,NA
"14610",200221,"2019",27,47
"14611",200221,"2023",364,710
"14612",200221,"2020",121,258
"14613",200221,"2022",372,660
"14614",200221,"2022",333,549
"14615",200240,"2024",84,195
"14616",200240,"2024",9,16
"14617",200240,"2022",24,37
"14618",200240,"2021",42,63
"14619",200240,"2021",9,26
"14620",200240,"2022",37,76
"14621",200247,"2023",9,26
"14622",200247,"2016",23,41
"14623",200247,"2021",12,27
"14624",200247,"2022",NA,NA
"14625",200247,"2019",NA,NA
"14626",200247,"2020",NA,NA
"14627",200247,"2017",11,20
"14628",200247,"2022",19,38
"14629",200247,"2016",25,47
"14630",200250,"2019",NA,NA
"14631",200250,"2018",NA,NA
"14632",200250,"2021",7,17
"14633",200250,"2020",NA,NA
"14634",200259,"2024",31,49
"14635",200259,"2024",41,68
"14636",200265,"2020",39,67
"14637",200266,"2024",23,36
"14638",200267,"2024",312,574
"14639",200267,"2020",13,21
"14640",200267,"2020",19,33
"14641",200267,"2022",5,8
"14642",200267,"2022",NA,NA
"14643",200267,"2021",37,75
"14644",200267,"2021",10,20
"14645",200267,"2023",NA,NA
"14646",200267,"2024",278,445
"14647",200270,"2024",57,83
"14648",200270,"2023",NA,NA
"14649",200270,"2024",7,14
"14650",200270,"2015",NA,NA
"14651",200270,"2016",24,46
"14652",200271,"2015",NA,NA
"14653",200272,"2015",NA,NA
"14654",200272,"2017",21,24
"14655",200273,"2021",9,16
"14656",200273,"2024",21,31
"14657",200273,"2023",NA,NA
"14658",200273,"2015",NA,NA
"14659",200273,"2022",NA,NA
"14660",200273,"2019",NA,NA
"14661",200273,"2018",53,78
"14662",200273,"2024",20,46
"14663",200274,"2016",15,31
"14664",200274,"2015",NA,NA
"14665",200274,"2018",10,20
"14666",200277,"2024",27,50
"14667",200278,"2018",NA,NA
"14668",200278,"2022",NA,NA
"14669",200278,"2023",NA,NA
"14670",200279,"2023",NA,NA
"14671",200279,"2022",NA,NA
"14672",200279,"2024",12,21
"14673",200282,"2023",NA,NA
"14674",200282,"2020",160,330
"14675",200282,"2021",416,773
"14676",200282,"2017",54,94
"14677",200282,"2021",381,642
"14678",200282,"2019",NA,NA
"14679",200282,"2024",NA,NA
"14680",200282,"2020",235,407
"14681",200282,"2019",286,531
"14682",200282,"2018",NA,NA
"14683",200282,"2017",50,105
"14684",200282,"2022",NA,NA
"14685",200282,"2023",369,740
"14686",200297,"2021",14,21
"14687",200297,"2021",13,25
"14688",200303,"2020",15,33
"14689",200303,"2021",23,47
"14690",200303,"2023",169,323
"14691",200303,"2023",219,378
"14692",200303,"2024",256,463
"14693",200303,"2022",62,128
"14694",200303,"2022",27,52
"14695",200303,"2024",328,638
"14696",200307,"2023",3,10
"14697",200310,"2021",7,13
"14698",200318,"2024",14,23
"14699",200318,"2023",34,70
"14700",200318,"2023",52,90
"14701",200325,"2021",265,516
"14702",200325,"2017",17,36
"14703",200325,"2020",128,228
"14704",200325,"2020",92,144
"14705",200325,"2023",NA,NA
"14706",200325,"2022",NA,NA
"14707",200325,"2021",323,532
"14708",200325,"2024",NA,NA
"14709",200325,"2018",27,57
"14710",200325,"2023",337,640
"14711",200325,"2019",NA,NA
"14712",200325,"2022",337,629
"14713",200325,"2018",32,57
"14714",200325,"2024",322,495
"14715",200329,"2024",NA,NA
"14716",200335,"2023",57,105
"14717",200335,"2021",8,14
"14718",200335,"2024",47,103
"14719",200335,"2022",NA,NA
"14720",200335,"2024",13,30
"14721",200335,"2020",10,16
"14722",200335,"2023",30,67
"14723",200336,"2021",17,35
"14724",200343,"2019",20,33
"14725",200368,"2019",9,22
"14726",200374,"2022",15,23
"14727",200374,"2022",11,41
"14728",200384,"2022",224,387
"14729",200384,"2023",116,250
"14730",200384,"2023",127,206
"14731",200384,"2018",11,28
"14732",200384,"2021",170,311
"14733",200384,"2021",135,262
"14734",200384,"2022",284,596
"14735",200384,"2020",57,127
"14736",200384,"2024",242,502
"14737",200384,"2020",102,173
"14738",200384,"2024",301,501
"14739",200390,"2023",12,24
"14740",200390,"2020",23,42
"14741",200390,"2021",NA,NA
"14742",200390,"2021",19,43
"14743",200390,"2022",11,20
"14744",200390,"2020",NA,NA
"14745",200401,"2018",4,15
"14746",200416,"2023",NA,NA
"14747",200416,"2021",32,50
"14748",200416,"2017",21,29
"14749",200416,"2024",NA,NA
"14750",200416,"2024",23,32
"14751",200416,"2021",4,17
"14752",200418,"2024",16,27
"14753",200418,"2023",7,19
"14754",200436,"2019",17,35
"14755",200436,"2021",21,44
"14756",200436,"2024",NA,NA
"14757",200436,"2018",25,49
"14758",200436,"2022",NA,NA
"14759",200436,"2023",16,40
"14760",200436,"2018",43,79
"14761",200436,"2023",NA,NA
"14762",200443,"2024",159,304
"14763",200443,"2024",48,71
"14764",200460,"2018",19,37
"14765",200460,"2018",16,26
"14766",200460,"2019",NA,NA
"14767",200473,"2022",NA,NA
"14768",200473,"2024",23,45
"14769",200473,"2024",40,67
"14770",200473,"2023",NA,NA
"14771",200483,"2018",7,15
"14772",200484,"2021",9,26
"14773",200484,"2019",105,190
"14774",200484,"2017",12,19
"14775",200484,"2018",28,56
"14776",200484,"2019",43,70
"14777",200484,"2023",6,20
"14778",200484,"2024",18,26
"14779",200484,"2018",44,74
"14780",200484,"2024",31,64
"14781",200514,"2020",50,102
"14782",200514,"2022",NA,NA
"14783",200514,"2020",44,81
"14784",200514,"2023",NA,NA
"14785",200514,"2024",33,78
"14786",200514,"2023",96,157
"14787",200514,"2021",54,87
"14788",200514,"2018",18,35
"14789",200514,"2021",38,71
"14790",200514,"2024",NA,NA
"14791",200514,"2019",53,92
"14792",200516,"2024",60,111
"14793",200516,"2024",34,61
"14794",200516,"2023",20,46
"14795",200516,"2017",19,38
"14796",200525,"2016",9,27
"14797",200526,"2019",NA,NA
"14798",200537,"2015",NA,NA
"14799",200550,"2023",NA,NA
"14800",200550,"2022",NA,NA
"14801",200550,"2024",15,26
"14802",200553,"2019",11,30
"14803",200553,"2019",14,23
"14804",200572,"2024",17,21
"14805",200572,"2021",15,27
"14806",200572,"2017",12,22
"14807",200572,"2021",10,16
"14808",200572,"2024",13,29
"14809",200572,"2022",NA,NA
"14810",200574,"2020",NA,NA
"14811",200574,"2018",7,24
"14812",200575,"2023",NA,NA
"14813",200583,"2022",7,14
"14814",200587,"2023",34,84
"14815",200587,"2024",16,42
"14816",200587,"2022",43,88
"14817",200587,"2022",36,59
"14818",200587,"2023",25,45
