"","player_id","year","first_return","first_won"
"9003",105077,"2018",1256,267
"9004",105077,"2024",354,81
"9005",105077,"2020",438,159
"9006",105077,"2018",1138,357
"9007",105077,"2023",606,209
"9008",105077,"2015",623,195
"9009",105077,"2017",1872,630
"9010",105079,"2010",56,15
"9011",105079,"2010",NA,NA
"9012",105079,"2008",NA,NA
"9013",105079,"2009",NA,NA
"9014",105080,"2014",130,31
"9015",105080,"2013",58,15
"9016",105080,"2013",42,16
"9017",105081,"2007",NA,NA
"9018",105084,"2010",36,9
"9019",105085,"2016",48,10
"9020",105085,"2007",NA,NA
"9021",105085,"2017",163,37
"9022",105085,"2008",NA,NA
"9023",105085,"2018",73,21
"9024",105085,"2011",NA,NA
"9025",105091,"2019",74,23
"9026",105091,"2011",69,21
"9027",105094,"2007",NA,NA
"9028",105094,"2006",NA,NA
"9029",105094,"2011",NA,NA
"9030",105095,"2012",NA,NA
"9031",105095,"2009",NA,NA
"9032",105095,"2012",39,25
"9033",105095,"2010",535,214
"9034",105095,"2009",813,252
"9035",105095,"2011",NA,NA
"9036",105095,"2010",893,221
"9037",105095,"2007",1079,248
"9038",105095,"2008",689,178
"9039",105095,"2007",978,323
"9040",105095,"2006",473,108
"9041",105095,"2013",NA,NA
"9042",105095,"2008",586,201
"9043",105095,"2006",378,134
"9044",105098,"2016",35,13
"9045",105098,"2008",51,11
"9046",105098,"2006",41,6
"9047",105098,"2007",78,26
"9048",105098,"2009",96,20
"9049",105098,"2015",30,7
"9050",105098,"2016",54,11
"9051",105098,"2010",73,25
"9052",105098,"2009",114,25
"9053",105098,"2010",84,14
"9054",105099,"2012",99,48
"9055",105099,"2010",NA,NA
"9056",105099,"2009",105,27
"9057",105099,"2013",183,48
"9058",105099,"2015",33,7
"9059",105099,"2012",NA,NA
"9060",105099,"2009",31,5
"9061",105099,"2008",43,15
"9062",105099,"2011",293,103
"9063",105099,"2011",261,107
"9064",105100,"2013",55,12
"9065",105101,"2008",NA,NA
"9066",105103,"2008",NA,NA
"9067",105104,"2008",40,8
"9068",105104,"2006",29,4
"9069",105111,"2018",32,2
"9070",105111,"2008",NA,NA
"9071",105111,"2016",73,37
"9072",105111,"2015",NA,NA
"9073",105111,"2010",NA,NA
"9074",105111,"2017",34,8
"9075",105111,"2012",NA,NA
"9076",105111,"2011",NA,NA
"9077",105113,"2012",24,6
"9078",105113,"2014",68,17
"9079",105113,"2017",107,30
"9080",105113,"2017",43,11
"9081",105113,"2012",43,10
"9082",105116,"2010",36,5
"9083",105120,"2015",33,8
"9084",105120,"2012",23,2
"9085",105122,"2010",NA,NA
"9086",105122,"2009",NA,NA
"9087",105122,"2008",NA,NA
"9088",105122,"2006",NA,NA
"9089",105122,"2007",NA,NA
"9090",105122,"2008",42,10
"9091",105128,"2011",67,11
"9092",105128,"2013",52,19
"9093",105128,"2013",71,12
"9094",105128,"2011",35,16
"9095",105131,"2007",21,4
"9096",105131,"2008",33,11
"9097",105132,"2010",NA,NA
"9098",105132,"2018",300,64
"9099",105132,"2013",42,13
"9100",105132,"2014",110,15
"9101",105132,"2013",241,50
"9102",105132,"2016",45,16
"9103",105132,"2007",NA,NA
"9104",105132,"2018",411,137
"9105",105132,"2012",NA,NA
"9106",105132,"2014",12,1
"9107",105132,"2017",48,13
"9108",105132,"2016",101,27
"9109",105132,"2015",67,20
"9110",105132,"2011",NA,NA
"9111",105132,"2017",93,24
"9112",105137,"2011",853,178
"9113",105137,"2011",534,187
"9114",105137,"2009",112,30
"9115",105137,"2012",257,59
"9116",105137,"2007",57,19
"9117",105137,"2010",321,123
"9118",105137,"2015",51,7
"9119",105137,"2007",20,3
"9120",105137,"2009",92,34
"9121",105137,"2014",NA,NA
"9122",105137,"2016",48,8
"9123",105137,"2013",81,18
"9124",105137,"2010",689,178
"9125",105137,"2012",101,34
"9126",105137,"2014",138,43
"9127",105138,"2019",1866,595
"9128",105138,"2020",535,151
"9129",105138,"2012",310,110
"9130",105138,"2021",NA,NA
"9131",105138,"2016",NA,NA
"9132",105138,"2014",NA,NA
"9133",105138,"2021",1365,344
"9134",105138,"2015",1320,304
"9135",105138,"2024",994,236
"9136",105138,"2022",NA,NA
"9137",105138,"2013",1033,285
"9138",105138,"2017",2253,792
"9139",105138,"2013",993,338
"9140",105138,"2024",1190,348
"9141",105138,"2015",NA,NA
"9142",105138,"2020",999,356
"9143",105138,"2023",993,319
"9144",105138,"2018",1828,583
"9145",105138,"2012",494,140
"9146",105138,"2009",43,15
"9147",105138,"2017",NA,NA
"9148",105138,"2019",NA,NA
"9149",105138,"2016",1235,327
"9150",105138,"2018",1079,299
"9151",105138,"2010",40,8
"9152",105138,"2023",1156,297
"9153",105145,"2007",NA,NA
"9154",105145,"2011",NA,NA
"9155",105145,"2010",NA,NA
"9156",105145,"2005",NA,NA
"9157",105145,"2012",NA,NA
"9158",105147,"2016",205,40
"9159",105147,"2011",NA,NA
"9160",105147,"2012",522,159
"9161",105147,"2014",110,29
"9162",105147,"2015",361,126
"9163",105147,"2013",346,82
"9164",105147,"2017",78,13
"9165",105147,"2015",NA,NA
"9166",105147,"2013",NA,NA
"9167",105147,"2019",177,60
"9168",105147,"2012",NA,NA
"9169",105147,"2020",46,3
"9170",105147,"2008",38,11
"9171",105147,"2018",60,21
"9172",105147,"2016",83,29
"9173",105147,"2010",NA,NA
"9174",105147,"2009",NA,NA
"9175",105147,"2014",NA,NA
"9176",105147,"2020",65,21
"9177",105148,"2007",NA,NA
"9178",105148,"2010",NA,NA
"9179",105149,"2016",42,8
"9180",105149,"2017",139,41
"9181",105149,"2010",22,3
"9182",105149,"2017",106,37
"9183",105149,"2010",110,38
"9184",105149,"2011",89,28
"9185",105149,"2011",NA,NA
"9186",105149,"2007",NA,NA
"9187",105149,"2008",NA,NA
"9188",105149,"2009",33,6
"9189",105152,"2011",NA,NA
"9190",105154,"2017",109,19
"9191",105154,"2013",19,1
"9192",105154,"2012",NA,NA
"9193",105154,"2017",41,11
"9194",105154,"2010",84,22
"9195",105154,"2016",83,14
"9196",105154,"2013",157,34
"9197",105154,"2015",NA,NA
"9198",105154,"2010",113,41
"9199",105154,"2011",338,122
"9200",105154,"2014",43,11
"9201",105154,"2014",147,49
"9202",105154,"2016",41,12
"9203",105154,"2011",353,102
"9204",105155,"2020",158,43
"9205",105155,"2018",143,57
"9206",105155,"2017",33,5
"9207",105155,"2006",NA,NA
"9208",105155,"2007",26,4
"9209",105155,"2013",83,39
"9210",105155,"2010",NA,NA
"9211",105155,"2022",41,12
"9212",105155,"2018",159,41
"9213",105155,"2017",135,54
"9214",105155,"2012",65,21
"9215",105155,"2023",52,13
"9216",105155,"2021",71,17
"9217",105155,"2020",NA,NA
"9218",105155,"2011",47,13
"9219",105155,"2007",NA,NA
"9220",105155,"2021",NA,NA
"9221",105155,"2013",NA,NA
"9222",105155,"2019",NA,NA
"9223",105155,"2016",103,37
"9224",105156,"2022",NA,NA
"9225",105156,"2018",39,4
"9226",105156,"2015",NA,NA
"9227",105156,"2012",NA,NA
"9228",105156,"2017",70,40
"9229",105156,"2020",31,5
"9230",105156,"2010",NA,NA
"9231",105156,"2014",NA,NA
"9232",105156,"2019",NA,NA
"9233",105156,"2017",NA,NA
"9234",105159,"2010",NA,NA
"9235",105159,"2008",NA,NA
"9236",105159,"2007",NA,NA
"9237",105159,"2009",NA,NA
"9238",105159,"2011",NA,NA
"9239",105161,"2010",39,9
"9240",105161,"2016",62,16
"9241",105161,"2014",93,30
"9242",105161,"2011",35,6
"9243",105161,"2014",89,26
"9244",105163,"2017",36,7
"9245",105163,"2017",39,11
"9246",105163,"2018",34,12
"9247",105163,"2019",58,18
"9248",105166,"2014",94,28
"9249",105166,"2017",220,53
"9250",105166,"2007",NA,NA
"9251",105166,"2014",NA,NA
"9252",105166,"2013",45,16
"9253",105166,"2009",NA,NA
"9254",105166,"2018",537,126
"9255",105166,"2010",NA,NA
"9256",105166,"2016",45,12
"9257",105166,"2006",44,8
"9258",105166,"2008",NA,NA
"9259",105166,"2011",NA,NA
"9260",105166,"2017",81,22
"9261",105166,"2016",84,16
"9262",105166,"2019",130,23
"9263",105166,"2018",152,41
"9264",105166,"2012",41,12
"9265",105169,"2014",NA,NA
"9266",105169,"2013",NA,NA
"9267",105173,"2024",1477,327
"9268",105173,"2019",1182,275
"9269",105173,"2015",NA,NA
"9270",105173,"2012",278,66
"9271",105173,"2024",NA,NA
"9272",105173,"2014",1074,265
"9273",105173,"2020",913,246
"9274",105173,"2012",26,6
"9275",105173,"2023",1164,279
"9276",105173,"2014",719,250
"9277",105173,"2018",1432,344
"9278",105173,"2023",NA,NA
"9279",105173,"2013",473,127
"9280",105173,"2011",857,298
"9281",105173,"2015",1286,440
"9282",105173,"2019",1147,423
"9283",105173,"2008",125,28
"9284",105173,"2021",1084,255
"9285",105173,"2011",1029,238
"9286",105173,"2010",143,39
"9287",105173,"2010",212,49
"9288",105173,"2009",181,44
"9289",105173,"2013",763,170
"9290",105173,"2016",1247,313
"9291",105173,"2017",1196,299
"9292",105173,"2016",1204,402
"9293",105173,"2021",738,247
"9294",105173,"2022",1224,291
"9295",105173,"2020",646,224
"9296",105173,"2018",1429,440
"9297",105173,"2008",110,31
"9298",105173,"2022",NA,NA
"9299",105173,"2017",1539,530
"9300",105175,"2012",27,5
"9301",105177,"2012",NA,NA
"9302",105177,"2014",NA,NA
"9303",105177,"2008",NA,NA
"9304",105177,"2016",154,57
"9305",105177,"2011",NA,NA
"9306",105177,"2015",NA,NA
"9307",105177,"2017",54,14
"9308",105180,"2022",33,6
"9309",105180,"2009",52,17
"9310",105181,"2017",42,9
"9311",105181,"2017",73,18
"9312",105182,"2017",73,13
"9313",105182,"2015",NA,NA
"9314",105182,"2017",60,21
"9315",105182,"2012",NA,NA
"9316",105187,"2009",NA,NA
"9317",105189,"2007",53,11
"9318",105194,"2010",222,48
"9319",105194,"2007",36,7
"9320",105194,"2008",52,13
"9321",105194,"2007",45,11
"9322",105201,"2011",NA,NA
"9323",105201,"2013",NA,NA
"9324",105207,"2012",NA,NA
"9325",105208,"2021",93,11
"9326",105208,"2017",370,73
"9327",105208,"2017",362,117
"9328",105208,"2014",1913,596
"9329",105208,"2018",605,180
"9330",105208,"2006",NA,NA
"9331",105208,"2020",NA,NA
"9332",105208,"2011",945,196
"9333",105208,"2011",848,269
"9334",105208,"2016",378,112
"9335",105208,"2020",132,23
"9336",105208,"2014",911,187
"9337",105208,"2016",684,169
"9338",105208,"2015",1109,277
"9339",105208,"2012",NA,NA
"9340",105208,"2018",397,88
"9341",105208,"2019",194,72
"9342",105208,"2010",1019,259
"9343",105208,"2008",NA,NA
"9344",105208,"2009",1197,294
"9345",105208,"2010",NA,NA
"9346",105208,"2023",NA,NA
"9347",105208,"2013",1100,301
"9348",105208,"2009",NA,NA
"9349",105208,"2013",NA,NA
"9350",105208,"2007",NA,NA
"9351",105208,"2019",689,158
"9352",105208,"2005",NA,NA
"9353",105208,"2007",694,160
"9354",105208,"2015",568,194
"9355",105216,"2018",1287,303
"9356",105216,"2018",406,113
"9357",105216,"2014",117,26
"9358",105216,"2015",112,38
"9359",105216,"2020",247,56
"9360",105216,"2011",NA,NA
"9361",105216,"2010",NA,NA
"9362",105216,"2009",NA,NA
"9363",105216,"2017",735,182
"9364",105216,"2021",NA,NA
"9365",105216,"2013",168,29
"9366",105216,"2020",NA,NA
"9367",105216,"2012",117,32
"9368",105216,"2012",77,24
"9369",105216,"2008",49,14
"9370",105216,"2021",101,23
"9371",105216,"2017",931,312
"9372",105216,"2019",148,23
"9373",105216,"2013",NA,NA
"9374",105216,"2016",409,103
"9375",105216,"2007",NA,NA
"9376",105216,"2011",173,38
"9377",105216,"2008",NA,NA
"9378",105216,"2016",302,76
"9379",105216,"2015",274,69
"9380",105216,"2019",163,50
"9381",105217,"2007",52,17
"9382",105217,"2017",158,50
"9383",105217,"2006",36,17
"9384",105217,"2014",NA,NA
"9385",105217,"2018",58,11
"9386",105217,"2006",39,4
"9387",105217,"2017",67,19
"9388",105217,"2019",21,4
"9389",105217,"2012",NA,NA
"9390",105217,"2011",NA,NA
"9391",105217,"2011",528,121
"9392",105217,"2007",245,38
"9393",105217,"2016",602,137
"9394",105217,"2010",NA,NA
"9395",105217,"2015",NA,NA
"9396",105217,"2016",229,75
"9397",105217,"2013",NA,NA
"9398",105217,"2008",NA,NA
"9399",105217,"2013",491,106
"9400",105217,"2009",NA,NA
"9401",105217,"2018",55,16
"9402",105220,"2008",27,3
"9403",105221,"2012",NA,NA
"9404",105221,"2008",NA,NA
"9405",105221,"2010",NA,NA
"9406",105223,"2014",170,40
"9407",105223,"2014",275,74
"9408",105223,"2006",359,143
"9409",105223,"2018",734,197
"9410",105223,"2017",NA,NA
"9411",105223,"2012",845,192
"9412",105223,"2015",84,15
"9413",105223,"2008",NA,NA
"9414",105223,"2012",NA,NA
"9415",105223,"2006",579,167
"9416",105223,"2015",70,24
"9417",105223,"2016",601,124
"9418",105223,"2009",724,160
"9419",105223,"2016",1581,493
"9420",105223,"2010",296,100
"9421",105223,"2022",30,6
"9422",105223,"2019",426,145
"9423",105223,"2010",184,34
"9424",105223,"2007",NA,NA
"9425",105223,"2009",NA,NA
"9426",105223,"2017",1869,554
"9427",105223,"2019",NA,NA
"9428",105223,"2018",NA,NA
"9429",105223,"2013",964,225
"9430",105223,"2011",NA,NA
"9431",105223,"2013",NA,NA
"9432",105226,"2012",NA,NA
"9433",105226,"2009",NA,NA
"9434",105226,"2011",NA,NA
"9435",105226,"2020",305,78
"9436",105226,"2017",242,79
"9437",105226,"2022",85,15
"9438",105226,"2010",NA,NA
"9439",105226,"2023",69,16
"9440",105226,"2013",NA,NA
"9441",105226,"2017",58,21
"9442",105226,"2019",NA,NA
"9443",105226,"2020",273,100
"9444",105226,"2018",89,11
"9445",105226,"2021",76,14
"9446",105227,"2020",620,138
"9447",105227,"2017",1352,381
"9448",105227,"2024",438,90
"9449",105227,"2015",968,224
"9450",105227,"2013",NA,NA
"9451",105227,"2010",NA,NA
"9452",105227,"2008",NA,NA
"9453",105227,"2022",NA,NA
"9454",105227,"2015",2029,624
"9455",105227,"2012",NA,NA
"9456",105227,"2014",937,213
"9457",105227,"2023",NA,NA
"9458",105227,"2020",NA,NA
"9459",105227,"2006",265,89
"9460",105227,"2008",1772,626
"9461",105227,"2023",40,14
"9462",105227,"2018",NA,NA
"9463",105227,"2009",NA,NA
"9464",105227,"2014",NA,NA
"9465",105227,"2006",NA,NA
"9466",105227,"2016",2371,769
"9467",105227,"2021",NA,NA
"9468",105227,"2019",NA,NA
"9469",105227,"2024",288,85
"9470",105227,"2018",1167,290
"9471",105227,"2005",36,11
"9472",105227,"2017",NA,NA
"9473",105227,"2019",1274,390
"9474",105227,"2016",1381,308
"9475",105227,"2007",NA,NA
"9476",105227,"2011",NA,NA
"9477",105229,"2006",NA,NA
"9478",105229,"2010",32,6
"9479",105229,"2005",37,6
"9480",105229,"2011",NA,NA
"9481",105229,"2015",25,4
"9482",105229,"2016",31,5
"9483",105229,"2007",40,10
"9484",105231,"2008",36,11
"9485",105231,"2007",47,17
"9486",105231,"2006",34,9
"9487",105233,"2013",32,8
"9488",105238,"2017",1164,359
"9489",105238,"2007",NA,NA
"9490",105238,"2018",243,60
"9491",105238,"2017",996,231
"9492",105238,"2011",1218,288
"9493",105238,"2010",1192,295
"9494",105238,"2012",1693,588
"9495",105238,"2016",820,265
"9496",105238,"2016",NA,NA
"9497",105238,"2014",NA,NA
"9498",105238,"2009",30,7
"9499",105238,"2018",250,91
"9500",105238,"2010",992,345
"9501",105238,"2013",NA,NA
"9502",105238,"2011",1874,644
"9503",105238,"2014",1312,442
"9504",105238,"2015",NA,NA
"9505",105238,"2012",1260,312
"9506",105238,"2006",NA,NA
"9507",105238,"2015",1377,360
"9508",105238,"2009",18,5
"9509",105239,"2013",NA,NA
"9510",105239,"2015",NA,NA
"9511",105239,"2014",NA,NA
"9512",105245,"2014",32,8
"9513",105250,"2017",38,12
"9514",105250,"2015",NA,NA
"9515",105252,"2005",17,2
"9516",105254,"2011",NA,NA
"9517",105254,"2013",31,8
"9518",105254,"2011",36,9
"9519",105254,"2015",43,16
"9520",105254,"2016",62,22
"9521",105254,"2017",86,16
"9522",105254,"2009",47,13
"9523",105254,"2016",110,22
"9524",105254,"2015",34,9
"9525",105254,"2019",29,5
"9526",105255,"2013",NA,NA
"9527",105255,"2012",NA,NA
"9528",105259,"2008",NA,NA
"9529",105259,"2004",NA,NA
"9530",105259,"2007",NA,NA
"9531",105259,"2009",NA,NA
"9532",105261,"2007",NA,NA
"9533",105262,"2011",30,6
"9534",105269,"2015",40,5
"9535",105269,"2023",NA,NA
"9536",105269,"2015",41,13
"9537",105270,"2013",94,33
"9538",105270,"2015",25,2
"9539",105270,"2011",44,8
"9540",105270,"2012",111,28
"9541",105270,"2011",93,33
"9542",105271,"2015",NA,NA
"9543",105271,"2016",32,10
"9544",105271,"2014",NA,NA
"9545",105271,"2017",24,10
"9546",105271,"2013",NA,NA
"9547",105271,"2017",67,14
"9548",105271,"2024",52,24
"9549",105273,"2017",68,19
"9550",105273,"2004",NA,NA
"9551",105273,"2014",NA,NA
"9552",105273,"2016",NA,NA
"9553",105273,"2010",NA,NA
"9554",105273,"2008",NA,NA
"9555",105273,"2005",NA,NA
"9556",105273,"2007",NA,NA
"9557",105273,"2015",NA,NA
"9558",105273,"2018",NA,NA
"9559",105273,"2012",NA,NA
"9560",105273,"2011",NA,NA
"9561",105273,"2013",NA,NA
"9562",105273,"2009",NA,NA
"9563",105278,"2022",33,13
"9564",105278,"2013",NA,NA
"9565",105281,"2015",33,7
"9566",105283,"2012",44,17
"9567",105283,"2013",46,18
"9568",105283,"2011",76,20
"9569",105284,"2010",NA,NA
"9570",105286,"2011",138,25
"9571",105286,"2008",22,1
"9572",105286,"2013",51,16
"9573",105286,"2012",53,12
"9574",105286,"2013",27,6
"9575",105288,"2011",NA,NA
"9576",105292,"2013",NA,NA
"9577",105292,"2018",NA,NA
"9578",105292,"2017",74,13
"9579",105292,"2015",NA,NA
"9580",105292,"2019",36,4
"9581",105292,"2022",22,3
"9582",105292,"2019",29,12
"9583",105292,"2015",488,121
"9584",105292,"2016",243,65
"9585",105292,"2014",NA,NA
"9586",105294,"2012",72,23
"9587",105299,"2015",NA,NA
"9588",105299,"2014",NA,NA
"9589",105299,"2017",132,30
"9590",105299,"2012",NA,NA
"9591",105299,"2013",NA,NA
"9592",105299,"2018",38,10
"9593",105300,"2011",36,14
"9594",105300,"2012",61,30
"9595",105300,"2012",39,11
"9596",105302,"2015",122,26
"9597",105302,"2014",93,29
"9598",105302,"2013",48,17
"9599",105302,"2014",274,55
"9600",105302,"2017",47,14
"9601",105302,"2016",44,10
"9602",105305,"2010",NA,NA
"9603",105305,"2009",NA,NA
"9604",105311,"2016",1418,472
"9605",105311,"2018",1507,543
"9606",105311,"2010",NA,NA
"9607",105311,"2019",NA,NA
"9608",105311,"2011",NA,NA
"9609",105311,"2016",1519,384
"9610",105311,"2021",101,25
"9611",105311,"2015",NA,NA
"9612",105311,"2012",NA,NA
"9613",105311,"2013",NA,NA
"9614",105311,"2022",1088,301
"9615",105311,"2020",29,9
"9616",105311,"2022",NA,NA
"9617",105311,"2009",NA,NA
"9618",105311,"2024",69,16
"9619",105311,"2023",NA,NA
"9620",105311,"2008",NA,NA
"9621",105311,"2017",1654,428
"9622",105311,"2018",1253,323
"9623",105311,"2014",NA,NA
"9624",105311,"2020",455,121
"9625",105311,"2021",NA,NA
"9626",105311,"2017",1086,399
"9627",105318,"2012",NA,NA
"9628",105318,"2011",NA,NA
"9629",105318,"2010",28,5
"9630",105318,"2011",81,32
"9631",105325,"2015",46,14
"9632",105331,"2012",NA,NA
"9633",105331,"2009",86,17
"9634",105332,"2022",1095,309
"9635",105332,"2018",1466,405
"9636",105332,"2012",1482,416
"9637",105332,"2020",698,193
"9638",105332,"2011",538,148
"9639",105332,"2010",96,33
"9640",105332,"2015",1355,464
"9641",105332,"2014",595,184
"9642",105332,"2022",302,93
"9643",105332,"2021",1479,426
"9644",105332,"2024",159,45
"9645",105332,"2012",1429,540
"9646",105332,"2013",1529,436
"9647",105332,"2010",247,56
"9648",105332,"2018",1565,560
"9649",105332,"2016",1244,445
"9650",105332,"2017",1458,534
"9651",105332,"2011",257,92
"9652",105332,"2021",593,207
"9653",105332,"2015",828,248
"9654",105332,"2020",618,197
"9655",105332,"2019",1448,392
"9656",105332,"2019",1744,611
"9657",105332,"2013",1417,505
"9658",105332,"2014",984,260
"9659",105332,"2016",1539,425
"9660",105332,"2023",254,77
"9661",105332,"2024",127,37
"9662",105332,"2017",1520,443
"9663",105334,"2011",NA,NA
"9664",105334,"2013",NA,NA
"9665",105334,"2015",NA,NA
"9666",105334,"2010",NA,NA
"9667",105334,"2019",NA,NA
"9668",105334,"2012",NA,NA
"9669",105334,"2016",149,47
"9670",105334,"2020",56,16
"9671",105334,"2009",NA,NA
"9672",105334,"2017",NA,NA
"9673",105334,"2016",100,32
"9674",105334,"2017",112,61
"9675",105336,"2012",26,5
"9676",105339,"2015",37,17
"9677",105339,"2015",62,12
"9678",105339,"2014",38,9
"9679",105339,"2019",NA,NA
"9680",105339,"2010",39,16
"9681",105339,"2010",33,5
"9682",105339,"2008",NA,NA
"9683",105341,"2018",497,171
"9684",105341,"2021",153,35
"9685",105341,"2008",71,18
"9686",105341,"2013",60,9
"9687",105341,"2015",104,23
"9688",105341,"2018",617,175
"9689",105341,"2019",970,215
"9690",105341,"2016",210,70
"9691",105341,"2010",29,5
"9692",105341,"2017",302,103
"9693",105341,"2017",583,159
"9694",105341,"2020",46,15
"9695",105341,"2019",670,176
"9696",105341,"2022",39,10
"9697",105341,"2016",438,117
"9698",105349,"2018",NA,NA
"9699",105349,"2018",103,17
"9700",105349,"2016",126,31
"9701",105349,"2016",127,57
"9702",105349,"2011",NA,NA
"9703",105349,"2008",NA,NA
"9704",105349,"2017",48,20
"9705",105349,"2010",NA,NA
"9706",105349,"2013",NA,NA
"9707",105349,"2019",NA,NA
"9708",105349,"2012",NA,NA
"9709",105349,"2020",45,12
"9710",105357,"2020",760,209
"9711",105357,"2015",171,55
"9712",105357,"2013",24,6
"9713",105357,"2013",155,51
"9714",105357,"2015",481,99
"9715",105357,"2012",106,27
"9716",105357,"2012",26,7
"9717",105357,"2021",NA,NA
"9718",105357,"2017",331,85
"9719",105357,"2016",1015,244
"9720",105357,"2020",948,288
"9721",105357,"2018",920,221
"9722",105357,"2016",991,339
"9723",105357,"2019",854,285
"9724",105357,"2011",63,17
"9725",105357,"2022",823,197
"9726",105357,"2019",1461,354
"9727",105357,"2023",173,55
"9728",105357,"2022",456,134
"9729",105357,"2010",34,5
"9730",105357,"2018",1066,368
"9731",105357,"2023",102,26
"9732",105357,"2017",173,55
"9733",105359,"2020",317,99
"9734",105359,"2017",172,56
"9735",105359,"2020",144,42
"9736",105359,"2018",160,39
"9737",105359,"2022",NA,NA
"9738",105359,"2019",NA,NA
"9739",105359,"2023",64,21
"9740",105359,"2023",54,11
"9741",105359,"2018",91,25
"9742",105359,"2019",296,54
"9743",105359,"2021",115,36
"9744",105359,"2021",99,22
"9745",105367,"2005",NA,NA
"9746",105367,"2011",NA,NA
"9747",105367,"2010",NA,NA
"9748",105367,"2012",NA,NA
"9749",105367,"2004",NA,NA
"9750",105372,"2013",NA,NA
"9751",105372,"2011",NA,NA
"9752",105373,"2011",NA,NA
"9753",105373,"2020",104,29
"9754",105373,"2014",NA,NA
"9755",105373,"2017",766,175
"9756",105373,"2010",NA,NA
"9757",105373,"2012",NA,NA
"9758",105373,"2016",603,199
"9759",105373,"2015",NA,NA
"9760",105373,"2018",898,303
"9761",105373,"2018",341,72
"9762",105373,"2017",517,176
"9763",105373,"2007",32,10
"9764",105373,"2013",1189,296
"9765",105373,"2019",558,203
"9766",105373,"2019",NA,NA
"9767",105373,"2007",NA,NA
"9768",105373,"2013",535,192
"9769",105373,"2016",777,221
"9770",105373,"2009",43,17
"9771",105373,"2015",1159,262
"9772",105376,"2010",33,6
"9773",105376,"2013",218,76
"9774",105376,"2018",1120,347
"9775",105376,"2021",481,121
"9776",105376,"2022",599,134
"9777",105376,"2014",NA,NA
"9778",105376,"2015",20,11
"9779",105376,"2017",657,194
"9780",105376,"2020",80,26
"9781",105376,"2022",NA,NA
"9782",105376,"2016",59,13
"9783",105376,"2015",144,38
"9784",105376,"2013",129,31
"9785",105376,"2012",73,24
"9786",105376,"2016",89,15
"9787",105376,"2019",937,228
"9788",105376,"2021",725,221
"9789",105376,"2017",436,108
"9790",105376,"2020",158,45
"9791",105376,"2019",464,151
"9792",105376,"2018",1139,266
"9793",105379,"2017",997,328
"9794",105379,"2022",NA,NA
"9795",105379,"2015",774,170
"9796",105379,"2016",636,189
"9797",105379,"2018",NA,NA
"9798",105379,"2011",23,5
"9799",105379,"2012",NA,NA
"9800",105379,"2022",515,130
"9801",105379,"2021",769,254
"9802",105379,"2017",858,208
"9803",105379,"2013",389,131
"9804",105379,"2011",NA,NA
"9805",105379,"2010",NA,NA
"9806",105379,"2013",887,201
"9807",105379,"2012",170,39
"9808",105379,"2015",756,230
"9809",105379,"2020",485,94
"9810",105379,"2021",776,202
"9811",105379,"2019",NA,NA
"9812",105379,"2014",333,77
"9813",105379,"2014",160,53
"9814",105379,"2016",1024,274
"9815",105379,"2018",1075,291
"9816",105379,"2020",607,169
"9817",105385,"2017",971,228
"9818",105385,"2014",NA,NA
"9819",105385,"2007",174,49
"9820",105385,"2019",86,28
"9821",105385,"2009",170,30
"9822",105385,"2013",155,46
"9823",105385,"2017",NA,NA
"9824",105385,"2006",127,36
"9825",105385,"2014",906,336
"9826",105385,"2010",111,46
"9827",105385,"2021",26,6
"9828",105385,"2012",316,111
"9829",105385,"2011",890,341
"9830",105385,"2012",1202,353
"9831",105385,"2007",NA,NA
"9832",105385,"2016",762,264
"9833",105385,"2016",948,224
"9834",105385,"2010",242,57
"9835",105385,"2018",497,116
"9836",105385,"2015",NA,NA
"9837",105385,"2005",264,59
"9838",105385,"2008",333,114
"9839",105385,"2018",171,43
"9840",105385,"2011",794,205
"9841",105385,"2008",939,225
"9842",105385,"2013",41,23
"9843",105386,"2009",NA,NA
"9844",105386,"2013",NA,NA
"9845",105386,"2008",NA,NA
"9846",105386,"2012",NA,NA
"9847",105386,"2014",NA,NA
"9848",105394,"2008",NA,NA
"9849",105394,"2009",NA,NA
"9850",105394,"2007",NA,NA
"9851",105401,"2015",46,16
"9852",105402,"2011",NA,NA
"9853",105402,"2010",NA,NA
"9854",105402,"2012",26,7
"9855",105402,"2007",36,10
"9856",105402,"2009",NA,NA
"9857",105404,"2007",55,9
"9858",105404,"2012",63,18
"9859",105404,"2012",37,13
"9860",105406,"2021",75,14
"9861",105406,"2020",40,10
"9862",105406,"2021",39,8
"9863",105406,"2017",34,7
"9864",105406,"2020",41,6
"9865",105408,"2010",NA,NA
"9866",105408,"2011",NA,NA
"9867",105413,"2018",118,45
"9868",105413,"2021",505,148
"9869",105413,"2020",205,88
"9870",105413,"2019",NA,NA
"9871",105413,"2022",42,12
"9872",105413,"2013",NA,NA
"9873",105413,"2014",NA,NA
"9874",105413,"2010",36,12
"9875",105413,"2017",34,17
"9876",105413,"2019",40,12
"9877",105413,"2014",50,17
"9878",105413,"2021",298,123
"9879",105413,"2018",98,29
"9880",105413,"2017",110,38
"9881",105413,"2016",216,60
"9882",105413,"2020",567,170
"9883",105413,"2016",NA,NA
"9884",105419,"2007",NA,NA
"9885",105426,"2016",57,13
"9886",105427,"2013",30,3
"9887",105428,"2011",NA,NA
"9888",105428,"2015",NA,NA
"9889",105430,"2014",181,57
