"","player_id","year","bp_faced","bp_saved"
"8002",104812,"2008",37,23
"8003",104812,"2009",12,7
"8004",104812,"2004",11,4
"8005",104812,"2005",26,18
"8006",104812,"2007",10,8
"8007",104812,"2006",8,4
"8008",104812,"2006",39,22
"8009",104812,"2009",7,5
"8010",104812,"2007",35,20
"8011",104813,"2010",NA,NA
"8012",104813,"2010",37,21
"8013",104813,"2012",NA,NA
"8014",104813,"2016",3,3
"8015",104813,"2007",NA,NA
"8016",104813,"2017",5,2
"8017",104813,"2011",NA,NA
"8018",104813,"2013",NA,NA
"8019",104813,"2005",NA,NA
"8020",104813,"2013",83,66
"8021",104813,"2009",NA,NA
"8022",104813,"2014",NA,NA
"8023",104813,"2008",NA,NA
"8024",104813,"2017",5,4
"8025",104813,"2016",15,7
"8026",104813,"2006",NA,NA
"8027",104813,"2015",NA,NA
"8028",104816,"2007",9,6
"8029",104816,"2006",14,9
"8030",104816,"2004",9,5
"8031",104816,"2005",6,1
"8032",104816,"2011",NA,NA
"8033",104816,"2017",5,4
"8034",104816,"2007",NA,NA
"8035",104820,"2011",17,14
"8036",104820,"2012",7,2
"8037",104822,"2015",10,5
"8038",104823,"2012",NA,NA
"8039",104823,"2010",NA,NA
"8040",104823,"2008",NA,NA
"8041",104826,"2004",NA,NA
"8042",104826,"2007",NA,NA
"8043",104826,"2009",NA,NA
"8044",104826,"2006",NA,NA
"8045",104830,"2008",13,8
"8046",104831,"2006",11,8
"8047",104831,"2007",44,23
"8048",104839,"2014",NA,NA
"8049",104839,"2015",NA,NA
"8050",104839,"2012",NA,NA
"8051",104839,"2011",NA,NA
"8052",104842,"2005",NA,NA
"8053",104842,"2003",NA,NA
"8054",104847,"2017",10,8
"8055",104847,"2016",9,7
"8056",104847,"2013",10,6
"8057",104847,"2015",NA,NA
"8058",104850,"2011",27,13
"8059",104850,"2012",21,14
"8060",104850,"2010",8,4
"8061",104850,"2011",5,2
"8062",104851,"2011",15,8
"8063",104851,"2005",19,13
"8064",104851,"2008",50,31
"8065",104851,"2013",7,4
"8066",104851,"2006",6,1
"8067",104851,"2008",10,9
"8068",104851,"2006",2,1
"8069",104851,"2011",4,4
"8070",104856,"2013",NA,NA
"8071",104856,"2012",NA,NA
"8072",104857,"2011",NA,NA
"8073",104857,"2011",47,25
"8074",104857,"2012",21,15
"8075",104857,"2012",NA,NA
"8076",104857,"2014",NA,NA
"8077",104858,"2012",NA,NA
"8078",104863,"2004",NA,NA
"8079",104863,"2011",NA,NA
"8080",104863,"2013",NA,NA
"8081",104864,"2014",11,7
"8082",104864,"2007",29,18
"8083",104864,"2013",33,16
"8084",104864,"2011",11,6
"8085",104864,"2004",10,7
"8086",104864,"2012",22,13
"8087",104864,"2014",54,28
"8088",104864,"2005",15,7
"8089",104864,"2007",57,31
"8090",104864,"2013",3,1
"8091",104864,"2016",11,5
"8092",104864,"2006",21,9
"8093",104868,"2021",3,1
"8094",104868,"2011",NA,NA
"8095",104868,"2010",NA,NA
"8096",104868,"2013",NA,NA
"8097",104868,"2007",6,1
"8098",104868,"2009",25,14
"8099",104868,"2015",NA,NA
"8100",104868,"2009",2,1
"8101",104868,"2008",12,6
"8102",104868,"2014",NA,NA
"8103",104868,"2016",44,22
"8104",104868,"2012",NA,NA
"8105",104868,"2017",16,8
"8106",104868,"2012",8,5
"8107",104868,"2019",31,18
"8108",104869,"2010",2,2
"8109",104869,"2011",3,2
"8110",104869,"2009",NA,NA
"8111",104869,"2011",29,15
"8112",104869,"2008",NA,NA
"8113",104869,"2006",NA,NA
"8114",104869,"2012",NA,NA
"8115",104869,"2007",NA,NA
"8116",104869,"2005",NA,NA
"8117",104869,"2010",6,3
"8118",104871,"2010",270,154
"8119",104871,"2021",NA,NA
"8120",104871,"2014",165,117
"8121",104871,"2019",215,133
"8122",104871,"2013",201,113
"8123",104871,"2012",189,118
"8124",104871,"2011",148,80
"8125",104871,"2019",120,87
"8126",104871,"2008",61,42
"8127",104871,"2015",237,146
"8128",104871,"2023",26,21
"8129",104871,"2007",24,13
"8130",104871,"2018",181,101
"8131",104871,"2011",NA,NA
"8132",104871,"2008",62,40
"8133",104871,"2009",223,133
"8134",104871,"2010",96,75
"8135",104871,"2015",104,67
"8136",104871,"2009",NA,NA
"8137",104871,"2016",167,96
"8138",104871,"2006",13,9
"8139",104871,"2018",123,82
"8140",104871,"2017",NA,NA
"8141",104871,"2017",173,99
"8142",104871,"2006",27,15
"8143",104871,"2013",128,95
"8144",104871,"2020",11,9
"8145",104871,"2016",87,59
"8146",104871,"2012",121,94
"8147",104871,"2023",39,17
"8148",104871,"2020",59,33
"8149",104871,"2014",189,107
"8150",104873,"2015",NA,NA
"8151",104873,"2014",98,51
"8152",104873,"2017",8,3
"8153",104873,"2013",16,9
"8154",104873,"2014",25,14
"8155",104873,"2005",NA,NA
"8156",104873,"2016",43,25
"8157",104875,"2006",NA,NA
"8158",104875,"2009",NA,NA
"8159",104875,"2008",NA,NA
"8160",104875,"2005",NA,NA
"8161",104882,"2012",NA,NA
"8162",104882,"2018",74,41
"8163",104882,"2017",30,18
"8164",104882,"2010",NA,NA
"8165",104882,"2009",NA,NA
"8166",104882,"2018",6,5
"8167",104882,"2006",NA,NA
"8168",104882,"2015",25,16
"8169",104882,"2014",NA,NA
"8170",104882,"2011",NA,NA
"8171",104882,"2008",NA,NA
"8172",104882,"2015",97,41
"8173",104882,"2013",NA,NA
"8174",104882,"2017",19,12
"8175",104882,"2020",5,4
"8176",104887,"2006",NA,NA
"8177",104887,"2010",NA,NA
"8178",104887,"2011",NA,NA
"8179",104887,"2009",NA,NA
"8180",104887,"2008",NA,NA
"8181",104887,"2013",NA,NA
"8182",104888,"2006",NA,NA
"8183",104890,"2011",143,82
"8184",104890,"2011",NA,NA
"8185",104890,"2013",28,19
"8186",104890,"2018",84,40
"8187",104890,"2014",NA,NA
"8188",104890,"2010",NA,NA
"8189",104890,"2015",NA,NA
"8190",104890,"2009",7,4
"8191",104890,"2012",NA,NA
"8192",104890,"2006",6,4
"8193",104890,"2013",NA,NA
"8194",104890,"2010",21,14
"8195",104890,"2006",4,1
"8196",104890,"2017",32,19
"8197",104890,"2015",207,111
"8198",104890,"2007",5,2
"8199",104893,"2013",12,8
"8200",104893,"2012",13,8
"8201",104895,"2006",NA,NA
"8202",104895,"2015",NA,NA
"8203",104895,"2013",NA,NA
"8204",104895,"2004",NA,NA
"8205",104895,"2017",33,19
"8206",104895,"2008",NA,NA
"8207",104895,"2014",NA,NA
"8208",104895,"2005",NA,NA
"8209",104896,"2009",NA,NA
"8210",104897,"2015",4,3
"8211",104897,"2014",13,8
"8212",104897,"2010",3,2
"8213",104897,"2011",79,41
"8214",104897,"2018",39,29
"8215",104897,"2021",14,11
"8216",104897,"2015",37,25
"8217",104897,"2014",16,9
"8218",104897,"2007",7,4
"8219",104897,"2013",52,30
"8220",104897,"2008",36,21
"8221",104897,"2018",32,14
"8222",104897,"2011",10,7
"8223",104897,"2013",4,4
"8224",104897,"2012",73,52
"8225",104897,"2012",148,87
"8226",104897,"2016",13,8
"8227",104897,"2010",13,7
"8228",104897,"2019",23,17
"8229",104897,"2007",10,5
"8230",104897,"2019",43,26
"8231",104898,"2006",NA,NA
"8232",104898,"2008",99,48
"8233",104898,"2007",NA,NA
"8234",104898,"2022",14,11
"8235",104898,"2013",NA,NA
"8236",104898,"2021",22,12
"8237",104898,"2012",NA,NA
"8238",104898,"2019",154,87
"8239",104898,"2013",218,127
"8240",104898,"2022",0,0
"8241",104898,"2018",284,159
"8242",104898,"2017",258,142
"8243",104898,"2010",NA,NA
"8244",104898,"2016",182,101
"8245",104898,"2018",166,114
"8246",104898,"2021",10,8
"8247",104898,"2015",NA,NA
"8248",104898,"2020",18,13
"8249",104898,"2020",4,2
"8250",104898,"2023",13,10
"8251",104898,"2011",NA,NA
"8252",104898,"2014",168,88
"8253",104898,"2016",70,50
"8254",104898,"2019",66,50
"8255",104898,"2014",NA,NA
"8256",104898,"2023",5,1
"8257",104898,"2008",NA,NA
"8258",104898,"2024",10,6
"8259",104898,"2017",133,89
"8260",104901,"2017",15,11
"8261",104901,"2012",NA,NA
"8262",104901,"2011",NA,NA
"8263",104901,"2017",0,0
"8264",104901,"2013",NA,NA
"8265",104901,"2020",NA,NA
"8266",104901,"2021",8,6
"8267",104901,"2010",NA,NA
"8268",104905,"2022",NA,NA
"8269",104905,"2015",8,6
"8270",104905,"2023",5,1
"8271",104905,"2013",5,3
"8272",104905,"2022",13,6
"8273",104905,"2014",5,1
"8274",104907,"2024",8,4
"8275",104907,"2009",NA,NA
"8276",104907,"2011",NA,NA
"8277",104907,"2021",10,2
"8278",104907,"2020",4,4
"8279",104907,"2013",NA,NA
"8280",104907,"2010",NA,NA
"8281",104907,"2017",NA,NA
"8282",104907,"2018",8,4
"8283",104907,"2018",8,6
"8284",104907,"2019",4,2
"8285",104907,"2019",7,3
"8286",104907,"2015",NA,NA
"8287",104907,"2007",NA,NA
"8288",104907,"2006",NA,NA
"8289",104907,"2014",NA,NA
"8290",104907,"2016",29,11
"8291",104907,"2005",NA,NA
"8292",104907,"2008",4,2
"8293",104907,"2012",NA,NA
"8294",104907,"2008",NA,NA
"8295",104907,"2010",6,4
"8296",104908,"2009",NA,NA
"8297",104909,"2009",NA,NA
"8298",104909,"2011",NA,NA
"8299",104909,"2012",NA,NA
"8300",104909,"2015",NA,NA
"8301",104909,"2005",NA,NA
"8302",104909,"2010",NA,NA
"8303",104910,"2015",NA,NA
"8304",104910,"2014",NA,NA
"8305",104910,"2013",NA,NA
"8306",104910,"2009",NA,NA
"8307",104914,"2010",6,3
"8308",104914,"2007",4,1
"8309",104914,"2010",1,1
"8310",104914,"2006",14,7
"8311",104914,"2004",21,10
"8312",104914,"2011",NA,NA
"8313",104914,"2008",9,5
"8314",104914,"2008",7,6
"8315",104914,"2005",2,2
"8316",104917,"2012",NA,NA
"8317",104918,"2013",83,51
"8318",104918,"2006",266,147
"8319",104918,"2019",51,29
"8320",104918,"2019",54,34
"8321",104918,"2017",104,49
"8322",104918,"2013",NA,NA
"8323",104918,"2024",24,19
"8324",104918,"2024",76,39
"8325",104918,"2023",NA,NA
"8326",104918,"2017",NA,NA
"8327",104918,"2006",NA,NA
"8328",104918,"2018",NA,NA
"8329",104918,"2009",NA,NA
"8330",104918,"2021",72,50
"8331",104918,"2021",111,64
"8332",104918,"2020",33,15
"8333",104918,"2011",NA,NA
"8334",104918,"2016",NA,NA
"8335",104918,"2011",145,78
"8336",104918,"2005",NA,NA
"8337",104918,"2016",99,51
"8338",104918,"2020",29,20
"8339",104918,"2007",128,70
"8340",104918,"2012",NA,NA
"8341",104918,"2005",57,35
"8342",104918,"2023",90,65
"8343",104918,"2018",55,38
"8344",104918,"2007",NA,NA
"8345",104918,"2008",NA,NA
"8346",104918,"2014",NA,NA
"8347",104918,"2010",148,85
"8348",104918,"2015",NA,NA
"8349",104918,"2010",214,147
"8350",104918,"2022",NA,NA
"8351",104919,"2015",163,95
"8352",104919,"2009",136,80
"8353",104919,"2016",126,76
"8354",104919,"2019",87,61
"8355",104919,"2010",NA,NA
"8356",104919,"2017",50,29
"8357",104919,"2015",NA,NA
"8358",104919,"2008",4,1
"8359",104919,"2012",75,56
"8360",104919,"2014",151,81
"8361",104919,"2008",2,0
"8362",104919,"2012",114,67
"8363",104919,"2011",54,28
"8364",104919,"2011",17,10
"8365",104919,"2013",NA,NA
"8366",104919,"2009",NA,NA
"8367",104919,"2017",58,37
"8368",104919,"2018",102,71
"8369",104919,"2019",120,69
"8370",104919,"2020",65,37
"8371",104919,"2021",6,3
"8372",104919,"2014",NA,NA
"8373",104919,"2016",45,33
"8374",104919,"2018",174,95
"8375",104920,"2012",NA,NA
"8376",104920,"2013",NA,NA
"8377",104921,"2008",NA,NA
"8378",104925,"2004",34,17
"8379",104925,"2020",36,19
"8380",104925,"2014",NA,NA
"8381",104925,"2024",NA,NA
"8382",104925,"2020",207,144
"8383",104925,"2017",64,40
"8384",104925,"2023",234,165
"8385",104925,"2013",96,56
"8386",104925,"2009",NA,NA
"8387",104925,"2023",61,33
"8388",104925,"2018",NA,NA
"8389",104925,"2017",NA,NA
"8390",104925,"2013",NA,NA
"8391",104925,"2005",NA,NA
"8392",104925,"2004",NA,NA
"8393",104925,"2008",NA,NA
"8394",104925,"2019",88,45
"8395",104925,"2009",385,265
"8396",104925,"2016",NA,NA
"8397",104925,"2022",NA,NA
"8398",104925,"2015",NA,NA
"8399",104925,"2014",59,29
"8400",104925,"2016",74,46
"8401",104925,"2012",NA,NA
"8402",104925,"2012",322,227
"8403",104925,"2007",NA,NA
"8404",104925,"2019",NA,NA
"8405",104925,"2018",217,148
"8406",104925,"2021",NA,NA
"8407",104925,"2011",NA,NA
"8408",104925,"2015",56,40
"8409",104925,"2010",187,118
"8410",104925,"2010",NA,NA
"8411",104925,"2006",NA,NA
"8412",104926,"2012",262,138
"8413",104926,"2021",NA,NA
"8414",104926,"2008",94,61
"8415",104926,"2012",NA,NA
"8416",104926,"2020",28,19
"8417",104926,"2016",223,123
"8418",104926,"2024",101,71
"8419",104926,"2016",152,90
"8420",104926,"2024",98,41
"8421",104926,"2009",260,133
"8422",104926,"2019",NA,NA
"8423",104926,"2008",NA,NA
"8424",104926,"2006",43,22
"8425",104926,"2015",NA,NA
"8426",104926,"2023",140,69
"8427",104926,"2011",NA,NA
"8428",104926,"2022",149,105
"8429",104926,"2013",NA,NA
"8430",104926,"2023",57,37
"8431",104926,"2022",NA,NA
"8432",104926,"2007",31,20
"8433",104926,"2009",NA,NA
"8434",104926,"2018",NA,NA
"8435",104926,"2007",67,37
"8436",104926,"2017",208,103
"8437",104926,"2017",247,169
"8438",104926,"2014",NA,NA
"8439",104926,"2010",NA,NA
"8440",104926,"2020",104,57
"8441",104926,"2006",9,4
"8442",104926,"2005",9,5
"8443",104928,"2007",NA,NA
"8444",104928,"2005",NA,NA
"8445",104932,"2012",1,1
"8446",104932,"2015",19,13
"8447",104932,"2012",26,17
"8448",104932,"2017",21,14
"8449",104932,"2013",NA,NA
"8450",104932,"2016",49,30
"8451",104932,"2018",9,5
"8452",104932,"2015",87,56
"8453",104932,"2014",117,67
"8454",104932,"2016",3,1
"8455",104932,"2014",29,26
"8456",104932,"2013",127,82
"8457",104932,"2011",28,20
"8458",104932,"2017",49,34
"8459",104934,"2010",NA,NA
"8460",104934,"2013",NA,NA
"8461",104934,"2012",NA,NA
"8462",104934,"2008",NA,NA
"8463",104942,"2010",NA,NA
"8464",104942,"2011",NA,NA
"8465",104942,"2007",NA,NA
"8466",104942,"2008",NA,NA
"8467",104944,"2015",7,4
"8468",104944,"2013",8,3
"8469",104944,"2014",12,6
"8470",104945,"2012",NA,NA
"8471",104945,"2016",8,4
"8472",104945,"2013",NA,NA
"8473",104945,"2009",NA,NA
"8474",104945,"2011",NA,NA
"8475",104945,"2015",NA,NA
"8476",104945,"2014",16,11
"8477",104945,"2014",NA,NA
"8478",104945,"2010",NA,NA
"8479",104947,"2015",98,46
"8480",104947,"2009",19,12
"8481",104947,"2016",58,28
"8482",104947,"2015",NA,NA
"8483",104947,"2021",6,2
"8484",104947,"2017",29,15
"8485",104947,"2018",5,1
"8486",104947,"2012",NA,NA
"8487",104947,"2016",28,17
"8488",104947,"2009",17,8
"8489",104947,"2010",NA,NA
"8490",104947,"2017",31,22
"8491",104947,"2011",115,62
"8492",104947,"2014",34,18
"8493",104947,"2011",25,18
"8494",104948,"2010",4,1
"8495",104948,"2010",5,4
"8496",104949,"2007",NA,NA
"8497",104949,"2008",NA,NA
"8498",104949,"2012",NA,NA
"8499",104949,"2010",NA,NA
"8500",104951,"2005",17,8
"8501",104952,"2011",NA,NA
"8502",104952,"2013",NA,NA
"8503",104952,"2007",NA,NA
"8504",104952,"2015",NA,NA
"8505",104952,"2009",NA,NA
"8506",104952,"2010",NA,NA
"8507",104952,"2014",NA,NA
"8508",104952,"2008",NA,NA
"8509",104953,"2012",8,3
"8510",104958,"2009",12,9
"8511",104958,"2008",NA,NA
"8512",104958,"2011",9,5
"8513",104958,"2009",51,35
"8514",104958,"2010",NA,NA
"8515",104958,"2008",11,6
"8516",104960,"2013",NA,NA
"8517",104960,"2013",9,6
"8518",104960,"2014",NA,NA
"8519",104963,"2012",7,5
"8520",104963,"2010",7,5
"8521",104963,"2010",5,2
"8522",104965,"2012",28,21
"8523",104965,"2007",NA,NA
"8524",104965,"2011",NA,NA
"8525",104965,"2012",15,5
"8526",104965,"2008",10,5
"8527",104967,"2010",4,1
"8528",104967,"2011",8,4
"8529",104970,"2013",75,38
"8530",104970,"2014",8,4
"8531",104970,"2019",9,3
"8532",104970,"2018",8,2
"8533",104970,"2012",33,18
"8534",104970,"2013",35,24
"8535",104971,"2012",6,2
"8536",104975,"2005",6,1
"8537",104975,"2011",5,2
"8538",104976,"2008",6,5
"8539",104976,"2013",4,2
"8540",104976,"2012",26,22
"8541",104976,"2010",94,45
"8542",104976,"2007",7,5
"8543",104976,"2009",32,23
"8544",104976,"2010",34,20
"8545",104976,"2011",178,95
"8546",104976,"2006",7,6
"8547",104976,"2007",45,26
"8548",104976,"2008",27,19
"8549",104976,"2009",62,29
"8550",104976,"2005",NA,NA
"8551",104976,"2006",34,17
"8552",104976,"2011",112,80
"8553",104976,"2012",93,60
"8554",104978,"2015",8,5
"8555",104978,"2008",0,0
"8556",104978,"2012",25,16
"8557",104978,"2009",43,30
"8558",104978,"2008",31,18
"8559",104978,"2015",4,1
"8560",104978,"2007",2,2
"8561",104978,"2012",62,42
"8562",104978,"2016",13,8
"8563",104978,"2010",34,21
"8564",104978,"2009",34,23
"8565",104978,"2016",32,21
"8566",104978,"2010",144,81
"8567",104978,"2017",34,23
"8568",104978,"2013",NA,NA
"8569",104978,"2007",4,4
"8570",104978,"2017",7,4
"8571",104978,"2014",92,59
"8572",104978,"2019",6,4
"8573",104978,"2011",12,10
"8574",104978,"2014",NA,NA
"8575",104978,"2013",155,84
"8576",104978,"2011",91,49
"8577",104978,"2018",9,6
"8578",104979,"2012",26,18
"8579",104979,"2009",NA,NA
"8580",104979,"2015",21,17
"8581",104979,"2010",170,95
"8582",104979,"2008",NA,NA
"8583",104979,"2008",27,9
"8584",104979,"2007",0,0
"8585",104979,"2012",NA,NA
"8586",104979,"2007",25,14
"8587",104979,"2013",NA,NA
"8588",104979,"2011",NA,NA
"8589",104979,"2015",NA,NA
"8590",104979,"2014",NA,NA
"8591",104979,"2010",NA,NA
"8592",104986,"2012",NA,NA
"8593",104986,"2011",NA,NA
"8594",104986,"2012",10,3
"8595",104986,"2007",5,1
"8596",104988,"2007",NA,NA
"8597",104992,"2007",NA,NA
"8598",104992,"2008",NA,NA
"8599",104993,"2014",6,2
"8600",104996,"2009",NA,NA
"8601",104996,"2011",NA,NA
"8602",104996,"2010",NA,NA
"8603",104996,"2006",NA,NA
"8604",104996,"2005",NA,NA
"8605",104996,"2008",NA,NA
"8606",104996,"2007",NA,NA
"8607",104997,"2008",4,0
"8608",104997,"2012",82,40
"8609",104997,"2012",19,17
"8610",104997,"2010",10,6
"8611",104997,"2013",NA,NA
"8612",104997,"2006",10,6
"8613",104997,"2014",NA,NA
"8614",104997,"2015",25,18
"8615",104997,"2016",14,9
"8616",104997,"2007",NA,NA
"8617",104997,"2016",60,31
"8618",104997,"2013",177,88
"8619",104997,"2011",18,10
"8620",104997,"2010",NA,NA
"8621",104997,"2015",93,54
"8622",104997,"2011",3,3
"8623",104999,"2006",23,12
"8624",104999,"2018",90,60
"8625",104999,"2010",142,71
"8626",104999,"2016",101,55
"8627",104999,"2020",8,6
"8628",104999,"2015",53,29
"8629",104999,"2011",21,16
"8630",104999,"2010",NA,NA
"8631",104999,"2013",37,16
"8632",104999,"2012",43,25
"8633",104999,"2008",NA,NA
"8634",104999,"2019",102,56
"8635",104999,"2015",49,35
"8636",104999,"2016",31,23
"8637",104999,"2006",14,10
"8638",104999,"2011",176,98
"8639",104999,"2007",74,42
"8640",104999,"2017",185,137
"8641",104999,"2017",249,143
"8642",104999,"2007",57,41
"8643",104999,"2018",225,125
"8644",104999,"2020",7,3
"8645",104999,"2009",220,137
"8646",104999,"2009",111,81
"8647",104999,"2019",18,13
"8648",104999,"2021",12,6
"8649",104999,"2013",28,19
"8650",105001,"2010",11,7
"8651",105001,"2011",NA,NA
"8652",105001,"2013",3,0
"8653",105001,"2009",NA,NA
"8654",105002,"2008",NA,NA
"8655",105002,"2009",NA,NA
"8656",105003,"2008",NA,NA
"8657",105004,"2014",NA,NA
"8658",105004,"2015",NA,NA
"8659",105004,"2011",NA,NA
"8660",105004,"2012",8,4
"8661",105004,"2012",11,5
"8662",105006,"2006",NA,NA
"8663",105006,"2010",NA,NA
"8664",105009,"2008",NA,NA
"8665",105009,"2011",NA,NA
"8666",105009,"2014",NA,NA
"8667",105009,"2007",NA,NA
"8668",105009,"2012",NA,NA
"8669",105009,"2006",NA,NA
"8670",105011,"2017",3,2
"8671",105011,"2023",10,4
"8672",105011,"2016",233,141
"8673",105011,"2011",NA,NA
"8674",105011,"2017",34,11
"8675",105011,"2020",4,4
"8676",105011,"2016",100,70
"8677",105011,"2013",NA,NA
"8678",105011,"2013",36,20
"8679",105011,"2019",NA,NA
"8680",105011,"2020",12,5
"8681",105011,"2015",NA,NA
"8682",105011,"2009",NA,NA
"8683",105011,"2010",NA,NA
"8684",105011,"2014",NA,NA
"8685",105011,"2015",62,41
"8686",105011,"2011",30,22
"8687",105011,"2012",NA,NA
"8688",105011,"2008",NA,NA
"8689",105011,"2012",19,13
"8690",105011,"2021",18,12
"8691",105011,"2021",47,21
"8692",105012,"2010",NA,NA
"8693",105012,"2012",NA,NA
"8694",105012,"2011",NA,NA
"8695",105014,"2006",9,6
"8696",105015,"2008",9,4
"8697",105015,"2010",10,6
"8698",105015,"2018",38,23
"8699",105015,"2010",16,5
"8700",105015,"2015",NA,NA
"8701",105015,"2019",7,3
"8702",105015,"2017",44,26
"8703",105015,"2016",4,3
"8704",105015,"2017",15,9
"8705",105015,"2016",52,31
"8706",105015,"2018",7,4
"8707",105015,"2011",33,21
"8708",105016,"2006",NA,NA
"8709",105023,"2022",9,6
"8710",105023,"2008",130,90
"8711",105023,"2016",108,78
"8712",105023,"2011",118,64
"8713",105023,"2022",71,42
"8714",105023,"2009",NA,NA
"8715",105023,"2011",50,43
"8716",105023,"2015",144,81
"8717",105023,"2020",39,15
"8718",105023,"2015",59,43
"8719",105023,"2010",NA,NA
"8720",105023,"2020",8,4
"8721",105023,"2013",NA,NA
"8722",105023,"2018",136,76
"8723",105023,"2007",83,60
"8724",105023,"2008",NA,NA
"8725",105023,"2006",21,17
"8726",105023,"2007",157,82
"8727",105023,"2016",173,103
"8728",105023,"2021",NA,NA
"8729",105023,"2017",148,106
"8730",105023,"2006",79,44
"8731",105023,"2018",74,59
"8732",105023,"2014",NA,NA
"8733",105023,"2019",63,47
"8734",105023,"2021",88,47
"8735",105023,"2012",122,88
"8736",105023,"2012",NA,NA
"8737",105023,"2017",NA,NA
"8738",105023,"2019",125,71
"8739",105026,"2015",6,2
"8740",105028,"2010",44,23
"8741",105028,"2008",173,112
"8742",105028,"2007",33,18
"8743",105028,"2011",11,7
"8744",105028,"2012",34,23
"8745",105028,"2007",3,2
"8746",105028,"2006",8,4
"8747",105028,"2008",NA,NA
"8748",105028,"2010",3,3
"8749",105028,"2013",138,82
"8750",105028,"2009",81,44
"8751",105028,"2009",47,35
"8752",105028,"2013",44,33
"8753",105028,"2012",155,98
"8754",105029,"2011",NA,NA
"8755",105029,"2010",NA,NA
"8756",105029,"2012",11,6
"8757",105029,"2009",NA,NA
"8758",105030,"2020",6,3
"8759",105030,"2010",NA,NA
"8760",105030,"2015",NA,NA
"8761",105030,"2014",NA,NA
"8762",105030,"2011",NA,NA
"8763",105030,"2016",27,20
"8764",105030,"2011",8,3
"8765",105030,"2012",NA,NA
"8766",105030,"2013",NA,NA
"8767",105030,"2018",21,10
"8768",105030,"2017",7,5
"8769",105030,"2006",9,4
"8770",105031,"2014",NA,NA
"8771",105031,"2016",42,23
"8772",105031,"2016",12,8
"8773",105031,"2017",8,6
"8774",105032,"2015",NA,NA
"8775",105032,"2013",28,16
"8776",105032,"2013",10,7
"8777",105032,"2008",14,11
"8778",105032,"2016",123,73
"8779",105032,"2014",75,51
"8780",105032,"2016",9,4
"8781",105032,"2009",8,5
"8782",105032,"2008",0,0
"8783",105032,"2014",NA,NA
"8784",105032,"2017",28,14
"8785",105032,"2017",14,11
"8786",105032,"2009",24,14
"8787",105036,"2011",NA,NA
"8788",105036,"2010",NA,NA
"8789",105041,"2016",19,11
"8790",105041,"2015",101,56
"8791",105041,"2006",NA,NA
"8792",105041,"2021",4,2
