"","player_id","year","serves","serves_won"
"6816",104504,"2009",79,51
"6817",104505,"2010",141,81
"6818",104505,"2012",166,107
"6819",104505,"2011",152,103
"6820",104505,"2017",NA,NA
"6821",104505,"2006",53,39
"6822",104505,"2016",273,186
"6823",104505,"2014",NA,NA
"6824",104505,"2006",49,20
"6825",104505,"2016",292,172
"6826",104505,"2013",NA,NA
"6827",104505,"2017",169,121
"6828",104505,"2015",NA,NA
"6829",104505,"2013",49,20
"6830",104505,"2012",58,42
"6831",104505,"2010",47,37
"6832",104512,"2010",NA,NA
"6833",104515,"2007",333,171
"6834",104515,"2008",178,80
"6835",104515,"2008",52,32
"6836",104515,"2006",97,47
"6837",104515,"2007",136,96
"6838",104515,"2009",28,17
"6839",104515,"2009",121,71
"6840",104515,"2006",104,63
"6841",104516,"2013",105,69
"6842",104516,"2012",81,51
"6843",104516,"2013",174,102
"6844",104519,"2006",55,25
"6845",104523,"2008",418,252
"6846",104523,"2011",NA,NA
"6847",104523,"2006",NA,NA
"6848",104523,"2010",986,514
"6849",104523,"2010",NA,NA
"6850",104523,"2004",NA,NA
"6851",104523,"2013",NA,NA
"6852",104523,"2008",NA,NA
"6853",104523,"2012",NA,NA
"6854",104523,"2005",NA,NA
"6855",104523,"2007",NA,NA
"6856",104523,"2007",76,47
"6857",104523,"2009",NA,NA
"6858",104527,"2022",1150,712
"6859",104527,"2023",1839,1119
"6860",104527,"2003",265,151
"6861",104527,"2016",3901,2725
"6862",104527,"2017",2346,1596
"6863",104527,"2019",2681,1868
"6864",104527,"2012",NA,NA
"6865",104527,"2021",NA,NA
"6866",104527,"2014",NA,NA
"6867",104527,"2024",775,536
"6868",104527,"2011",NA,NA
"6869",104527,"2023",NA,NA
"6870",104527,"2008",1725,1009
"6871",104527,"2009",NA,NA
"6872",104527,"2013",NA,NA
"6873",104527,"2022",736,512
"6874",104527,"2018",1592,1079
"6875",104527,"2015",NA,NA
"6876",104527,"2017",906,552
"6877",104527,"2019",NA,NA
"6878",104527,"2005",NA,NA
"6879",104527,"2024",1493,944
"6880",104527,"2007",2047,1374
"6881",104527,"2008",NA,NA
"6882",104527,"2010",NA,NA
"6883",104527,"2020",703,422
"6884",104527,"2021",283,192
"6885",104527,"2020",1350,935
"6886",104527,"2006",NA,NA
"6887",104527,"2003",154,100
"6888",104527,"2016",1585,957
"6889",104527,"2018",1567,982
"6890",104527,"2007",NA,NA
"6891",104527,"2004",NA,NA
"6892",104531,"2005",NA,NA
"6893",104534,"2009",NA,NA
"6894",104534,"2018",821,433
"6895",104534,"2018",494,327
"6896",104534,"2011",NA,NA
"6897",104534,"2012",NA,NA
"6898",104534,"2016",1563,867
"6899",104534,"2017",1204,694
"6900",104534,"2014",NA,NA
"6901",104534,"2010",NA,NA
"6902",104534,"2015",NA,NA
"6903",104534,"2005",NA,NA
"6904",104534,"2008",NA,NA
"6905",104534,"2007",NA,NA
"6906",104534,"2019",NA,NA
"6907",104534,"2016",828,534
"6908",104534,"2006",NA,NA
"6909",104534,"2013",401,235
"6910",104534,"2017",1024,708
"6911",104534,"2013",NA,NA
"6912",104535,"2010",NA,NA
"6913",104535,"2007",NA,NA
"6914",104535,"2008",NA,NA
"6915",104535,"2013",NA,NA
"6916",104535,"2011",NA,NA
"6917",104535,"2015",56,32
"6918",104535,"2006",NA,NA
"6919",104535,"2015",NA,NA
"6920",104535,"2012",NA,NA
"6921",104542,"2011",NA,NA
"6922",104542,"2021",108,70
"6923",104542,"2014",NA,NA
"6924",104542,"2020",127,81
"6925",104542,"2010",NA,NA
"6926",104542,"2013",NA,NA
"6927",104542,"2019",1505,940
"6928",104542,"2015",NA,NA
"6929",104542,"2017",NA,NA
"6930",104542,"2012",NA,NA
"6931",104542,"2019",2122,1570
"6932",104542,"2021",657,395
"6933",104542,"2018",748,520
"6934",104542,"2016",3119,2224
"6935",104542,"2004",152,106
"6936",104542,"2022",109,80
"6937",104542,"2005",85,47
"6938",104542,"2008",NA,NA
"6939",104542,"2016",1387,844
"6940",104542,"2017",2819,2045
"6941",104542,"2007",847,511
"6942",104542,"2013",1398,851
"6943",104542,"2009",NA,NA
"6944",104542,"2018",741,507
"6945",104542,"2022",579,362
"6946",104542,"2007",1279,914
"6947",104542,"2004",138,75
"6948",104542,"2015",2598,1880
"6949",104545,"2016",2921,2214
"6950",104545,"2022",NA,NA
"6951",104545,"2016",2033,1441
"6952",104545,"2012",NA,NA
"6953",104545,"2007",827,624
"6954",104545,"2022",2124,1592
"6955",104545,"2023",692,519
"6956",104545,"2011",NA,NA
"6957",104545,"2017",NA,NA
"6958",104545,"2014",NA,NA
"6959",104545,"2010",3813,2769
"6960",104545,"2008",NA,NA
"6961",104545,"2020",911,616
"6962",104545,"2018",3219,2482
"6963",104545,"2007",411,267
"6964",104545,"2015",NA,NA
"6965",104545,"2015",3344,2583
"6966",104545,"2020",888,670
"6967",104545,"2008",849,621
"6968",104545,"2023",1404,980
"6969",104545,"2010",NA,NA
"6970",104545,"2019",NA,NA
"6971",104545,"2018",NA,NA
"6972",104545,"2013",NA,NA
"6973",104545,"2009",1581,1013
"6974",104545,"2009",2353,1695
"6975",104545,"2021",1847,1389
"6976",104545,"2021",NA,NA
"6977",104547,"2014",497,353
"6978",104547,"2011",326,221
"6979",104547,"2016",523,361
"6980",104547,"2012",750,438
"6981",104547,"2018",1256,767
"6982",104547,"2012",223,158
"6983",104547,"2018",955,661
"6984",104547,"2010",1232,861
"6985",104547,"2013",NA,NA
"6986",104547,"2014",625,369
"6987",104547,"2009",413,276
"6988",104547,"2015",130,96
"6989",104547,"2009",473,302
"6990",104547,"2017",1818,1153
"6991",104547,"2013",1781,1064
"6992",104547,"2015",304,164
"6993",104547,"2011",569,347
"6994",104547,"2016",1000,608
"6995",104547,"2010",NA,NA
"6996",104547,"2017",1568,1068
"6997",104548,"2004",187,124
"6998",104548,"2002",50,26
"6999",104548,"2004",431,253
"7000",104548,"2013",296,161
"7001",104548,"2003",205,109
"7002",104548,"2016",159,112
"7003",104548,"2012",1086,625
"7004",104548,"2016",950,569
"7005",104548,"2012",1041,685
"7006",104548,"2005",317,202
"7007",104548,"2005",164,112
"7008",104548,"2013",309,207
"7009",104550,"2010",155,87
"7010",104550,"2009",133,83
"7011",104550,"2011",78,49
"7012",104557,"2011",NA,NA
"7013",104557,"2008",NA,NA
"7014",104557,"2005",NA,NA
"7015",104557,"2014",NA,NA
"7016",104557,"2002",NA,NA
"7017",104557,"2007",NA,NA
"7018",104557,"2006",NA,NA
"7019",104557,"2010",NA,NA
"7020",104557,"2013",NA,NA
"7021",104557,"2012",NA,NA
"7022",104557,"2004",NA,NA
"7023",104557,"2009",NA,NA
"7024",104558,"2005",49,24
"7025",104559,"2010",NA,NA
"7026",104559,"2004",174,87
"7027",104559,"2006",912,541
"7028",104559,"2012",37,29
"7029",104559,"2012",NA,NA
"7030",104559,"2013",166,93
"7031",104559,"2013",193,128
"7032",104559,"2009",1759,967
"7033",104559,"2008",NA,NA
"7034",104559,"2005",257,146
"7035",104559,"2015",NA,NA
"7036",104559,"2014",NA,NA
"7037",104559,"2008",929,631
"7038",104559,"2016",1860,1098
"7039",104559,"2007",861,577
"7040",104559,"2006",491,344
"7041",104559,"2010",744,508
"7042",104559,"2011",NA,NA
"7043",104559,"2016",1031,665
"7044",104559,"2011",781,507
"7045",104559,"2009",NA,NA
"7046",104559,"2017",295,180
"7047",104559,"2005",132,87
"7048",104559,"2007",2271,1302
"7049",104561,"2005",NA,NA
"7050",104561,"2008",NA,NA
"7051",104561,"2007",NA,NA
"7052",104563,"2015",386,261
"7053",104563,"2017",79,36
"7054",104563,"2019",175,113
"7055",104563,"2016",66,43
"7056",104563,"2018",66,40
"7057",104563,"2016",389,253
"7058",104563,"2015",769,484
"7059",104565,"2005",NA,NA
"7060",104569,"2004",NA,NA
"7061",104569,"2005",NA,NA
"7062",104569,"2008",NA,NA
"7063",104569,"2006",NA,NA
"7064",104569,"2009",NA,NA
"7065",104569,"2007",NA,NA
"7066",104571,"2005",1243,744
"7067",104571,"2016",1716,1039
"7068",104571,"2009",NA,NA
"7069",104571,"2019",192,112
"7070",104571,"2019",336,225
"7071",104571,"2016",1890,1274
"7072",104571,"2009",1206,727
"7073",104571,"2010",NA,NA
"7074",104571,"2007",1961,1156
"7075",104571,"2018",875,565
"7076",104571,"2015",2162,1472
"7077",104571,"2018",NA,NA
"7078",104571,"2011",NA,NA
"7079",104571,"2015",1548,899
"7080",104571,"2005",889,617
"7081",104571,"2007",NA,NA
"7082",104571,"2012",NA,NA
"7083",104571,"2006",NA,NA
"7084",104571,"2014",580,394
"7085",104571,"2012",2127,1235
"7086",104571,"2013",NA,NA
"7087",104571,"2010",2090,1213
"7088",104571,"2006",1770,994
"7089",104571,"2008",NA,NA
"7090",104571,"2008",1077,658
"7091",104571,"2013",1772,1077
"7092",104571,"2017",1198,684
"7093",104571,"2004",NA,NA
"7094",104571,"2017",1269,887
"7095",104571,"2014",878,527
"7096",104571,"2011",2159,1320
"7097",104579,"2008",96,64
"7098",104579,"2008",67,38
"7099",104579,"2011",81,44
"7100",104579,"2010",92,63
"7101",104579,"2009",74,43
"7102",104580,"2008",NA,NA
"7103",104580,"2013",NA,NA
"7104",104580,"2004",NA,NA
"7105",104580,"2003",NA,NA
"7106",104582,"2005",NA,NA
"7107",104582,"2006",NA,NA
"7108",104583,"2008",NA,NA
"7109",104585,"2010",NA,NA
"7110",104585,"2011",NA,NA
"7111",104585,"2004",NA,NA
"7112",104586,"2020",42,27
"7113",104586,"2012",NA,NA
"7114",104586,"2018",165,100
"7115",104586,"2014",NA,NA
"7116",104586,"2022",199,123
"7117",104586,"2017",358,252
"7118",104586,"2018",409,270
"7119",104586,"2020",64,42
"7120",104586,"2015",NA,NA
"7121",104586,"2013",NA,NA
"7122",104586,"2019",106,75
"7123",104586,"2019",345,202
"7124",104586,"2008",150,78
"7125",104586,"2011",1054,602
"7126",104586,"2016",1470,1015
"7127",104586,"2007",86,48
"7128",104586,"2010",206,120
"7129",104586,"2012",1487,872
"7130",104586,"2011",NA,NA
"7131",104586,"2008",54,34
"7132",104586,"2016",2103,1266
"7133",104586,"2017",397,263
"7134",104586,"2009",110,68
"7135",104589,"2003",207,148
"7136",104589,"2012",NA,NA
"7137",104589,"2003",138,95
"7138",104589,"2008",NA,NA
"7139",104589,"2004",165,121
"7140",104589,"2006",NA,NA
"7141",104589,"2013",17,16
"7142",104589,"2014",68,46
"7143",104589,"2011",285,176
"7144",104589,"2011",56,47
"7145",104589,"2012",89,51
"7146",104589,"2005",293,175
"7147",104589,"2007",NA,NA
"7148",104589,"2004",148,99
"7149",104589,"2010",173,121
"7150",104589,"2007",706,508
"7151",104589,"2009",NA,NA
"7152",104589,"2005",NA,NA
"7153",104589,"2013",86,55
"7154",104589,"2009",662,417
"7155",104591,"2017",56,27
"7156",104591,"2015",NA,NA
"7157",104591,"2004",NA,NA
"7158",104591,"2007",NA,NA
"7159",104591,"2014",NA,NA
"7160",104591,"2005",NA,NA
"7161",104591,"2009",NA,NA
"7162",104591,"2008",NA,NA
"7163",104592,"2013",263,158
"7164",104592,"2008",176,121
"7165",104592,"2011",56,42
"7166",104592,"2011",67,37
"7167",104592,"2010",122,89
"7168",104592,"2007",392,225
"7169",104592,"2008",107,78
"7170",104592,"2009",144,91
"7171",104592,"2006",215,158
"7172",104592,"2005",52,21
"7173",104592,"2007",NA,NA
"7174",104592,"2009",NA,NA
"7175",104592,"2010",362,243
"7176",104592,"2003",NA,NA
"7177",104592,"2005",55,36
"7178",104592,"2006",NA,NA
"7179",104592,"2014",NA,NA
"7180",104593,"2011",597,391
"7181",104593,"2012",463,296
"7182",104593,"2015",1003,653
"7183",104593,"2015",1387,822
"7184",104593,"2012",1084,645
"7185",104593,"2016",634,384
"7186",104593,"2008",345,254
"7187",104593,"2017",16,8
"7188",104593,"2008",596,353
"7189",104593,"2006",269,152
"7190",104593,"2009",797,517
"7191",104593,"2013",2160,1255
"7192",104593,"2009",1451,841
"7193",104593,"2010",1829,1077
"7194",104593,"2011",1918,1100
"7195",104593,"2016",809,456
"7196",104593,"2004",186,115
"7197",104593,"2014",1539,885
"7198",104593,"2014",737,508
"7199",104593,"2005",122,63
"7200",104593,"2018",60,26
"7201",104593,"2006",201,115
"7202",104593,"2013",1131,745
"7203",104593,"2010",1297,915
"7204",104594,"2012",1586,886
"7205",104594,"2011",176,116
"7206",104594,"2015",283,188
"7207",104594,"2013",NA,NA
"7208",104594,"2012",NA,NA
"7209",104594,"2015",1149,628
"7210",104594,"2010",41,28
"7211",104594,"2010",268,148
"7212",104594,"2014",1456,958
"7213",104594,"2014",1908,1124
"7214",104594,"2011",NA,NA
"7215",104595,"2009",93,54
"7216",104597,"2016",1891,1296
"7217",104597,"2011",3576,2478
"7218",104597,"2013",1995,1220
"7219",104597,"2018",111,80
"7220",104597,"2013",2917,2090
"7221",104597,"2003",11,8
"7222",104597,"2017",796,472
"7223",104597,"2006",1835,1254
"7224",104597,"2007",2274,1380
"7225",104597,"2008",1418,872
"7226",104597,"2009",1995,1210
"7227",104597,"2009",NA,NA
"7228",104597,"2004",147,98
"7229",104597,"2016",1823,1098
"7230",104597,"2015",1310,903
"7231",104597,"2007",NA,NA
"7232",104597,"2012",NA,NA
"7233",104597,"2015",1526,903
"7234",104597,"2017",773,523
"7235",104597,"2011",1821,1094
"7236",104597,"2008",NA,NA
"7237",104597,"2006",1665,1012
"7238",104597,"2010",NA,NA
"7239",104597,"2005",1940,1159
"7240",104597,"2014",NA,NA
"7241",104597,"2003",NA,NA
"7242",104597,"2004",582,341
"7243",104597,"2005",1031,671
"7244",104600,"2012",NA,NA
"7245",104600,"2011",NA,NA
"7246",104600,"2009",NA,NA
"7247",104600,"2014",NA,NA
"7248",104600,"2015",NA,NA
"7249",104600,"2013",NA,NA
"7250",104600,"2010",NA,NA
"7251",104603,"2009",NA,NA
"7252",104603,"2015",NA,NA
"7253",104604,"2016",96,53
"7254",104604,"2013",NA,NA
"7255",104604,"2016",184,114
"7256",104604,"2014",NA,NA
"7257",104604,"2011",NA,NA
"7258",104604,"2010",NA,NA
"7259",104604,"2015",NA,NA
"7260",104604,"2017",162,114
"7261",104607,"2010",NA,NA
"7262",104607,"2017",NA,NA
"7263",104607,"2014",NA,NA
"7264",104607,"2013",NA,NA
"7265",104607,"2008",NA,NA
"7266",104607,"2007",NA,NA
"7267",104607,"2011",NA,NA
"7268",104607,"2016",1488,896
"7269",104607,"2019",853,568
"7270",104607,"2015",1720,1020
"7271",104607,"2018",1072,745
"7272",104607,"2009",NA,NA
"7273",104607,"2017",2522,1802
"7274",104607,"2004",NA,NA
"7275",104607,"2015",4064,2880
"7276",104607,"2016",NA,NA
"7277",104607,"2003",NA,NA
"7278",104607,"2006",1778,1019
"7279",104607,"2005",NA,NA
"7280",104607,"2006",NA,NA
"7281",104607,"2019",650,387
"7282",104607,"2003",204,121
"7283",104607,"2012",NA,NA
"7284",104607,"2018",NA,NA
"7285",104609,"2004",NA,NA
"7286",104609,"2009",NA,NA
"7287",104613,"2007",NA,NA
"7288",104615,"2013",NA,NA
"7289",104618,"2002",NA,NA
"7290",104618,"2005",NA,NA
"7291",104618,"2008",NA,NA
"7292",104618,"2009",NA,NA
"7293",104618,"2003",NA,NA
"7294",104619,"2011",222,141
"7295",104619,"2014",380,237
"7296",104619,"2007",47,18
"7297",104619,"2013",NA,NA
"7298",104619,"2008",NA,NA
"7299",104619,"2013",228,128
"7300",104619,"2014",23,17
"7301",104619,"2010",93,60
"7302",104619,"2011",NA,NA
"7303",104619,"2012",230,135
"7304",104619,"2007",NA,NA
"7305",104619,"2012",NA,NA
"7306",104619,"2006",NA,NA
"7307",104619,"2015",NA,NA
"7308",104619,"2009",NA,NA
"7309",104620,"2014",624,438
"7310",104620,"2008",NA,NA
"7311",104620,"2014",NA,NA
"7312",104620,"2013",492,282
"7313",104620,"2018",474,321
"7314",104620,"2006",318,193
"7315",104620,"2013",259,174
"7316",104620,"2019",152,95
"7317",104620,"2015",1957,1412
"7318",104620,"2007",NA,NA
"7319",104620,"2010",NA,NA
"7320",104620,"2017",410,234
"7321",104620,"2011",NA,NA
"7322",104620,"2016",227,161
"7323",104620,"2018",413,222
"7324",104620,"2017",167,117
"7325",104620,"2009",NA,NA
"7326",104620,"2012",NA,NA
"7327",104620,"2016",NA,NA
"7328",104620,"2015",NA,NA
"7329",104623,"2009",NA,NA
"7330",104623,"2006",231,141
"7331",104623,"2009",49,33
"7332",104623,"2012",NA,NA
"7333",104623,"2007",133,78
"7334",104623,"2005",163,101
"7335",104623,"2008",58,38
"7336",104627,"2013",52,22
"7337",104628,"2012",89,45
"7338",104628,"2007",86,56
"7339",104628,"2013",84,56
"7340",104628,"2013",32,21
"7341",104628,"2010",100,62
"7342",104628,"2011",73,44
"7343",104628,"2015",259,156
"7344",104628,"2014",83,53
"7345",104628,"2014",146,97
"7346",104628,"2011",36,26
"7347",104628,"2016",177,106
"7348",104628,"2008",69,50
"7349",104628,"2008",356,222
"7350",104628,"2007",99,65
"7351",104629,"2018",339,188
"7352",104629,"2017",316,185
"7353",104629,"2012",99,54
"7354",104629,"2015",116,77
"7355",104629,"2017",168,115
"7356",104629,"2013",184,98
"7357",104629,"2019",177,96
"7358",104629,"2018",178,113
"7359",104629,"2015",335,206
"7360",104629,"2019",97,62
"7361",104631,"2013",NA,NA
"7362",104631,"2014",NA,NA
"7363",104631,"2010",NA,NA
"7364",104631,"2015",NA,NA
"7365",104631,"2016",107,82
"7366",104631,"2012",NA,NA
"7367",104631,"2016",150,93
"7368",104633,"2011",95,55
"7369",104633,"2011",70,39
"7370",104635,"2008",346,191
"7371",104635,"2005",81,53
"7372",104635,"2007",270,149
"7373",104635,"2007",101,73
"7374",104639,"2008",NA,NA
"7375",104639,"2007",372,248
"7376",104639,"2008",1171,760
"7377",104639,"2013",124,81
"7378",104639,"2014",445,252
"7379",104639,"2012",472,265
"7380",104639,"2005",117,75
"7381",104639,"2011",40,16
"7382",104639,"2006",99,62
"7383",104639,"2013",299,167
"7384",104639,"2012",445,267
"7385",104639,"2010",NA,NA
"7386",104639,"2010",544,358
"7387",104639,"2009",1078,628
"7388",104639,"2007",428,279
"7389",104639,"2004",268,152
"7390",104639,"2009",814,522
"7391",104640,"2011",40,21
"7392",104644,"2009",76,44
"7393",104644,"2012",69,36
"7394",104644,"2013",112,69
"7395",104646,"2007",78,40
"7396",104651,"2013",644,360
"7397",104651,"2014",197,125
"7398",104651,"2013",578,368
"7399",104651,"2014",61,45
"7400",104654,"2010",NA,NA
"7401",104654,"2012",NA,NA
"7402",104655,"2017",1537,1039
"7403",104655,"2017",1645,985
"7404",104655,"2013",396,224
"7405",104655,"2019",1876,1144
"7406",104655,"2008",NA,NA
"7407",104655,"2018",1333,936
"7408",104655,"2021",597,423
"7409",104655,"2013",217,140
"7410",104655,"2011",NA,NA
"7411",104655,"2014",NA,NA
"7412",104655,"2015",NA,NA
"7413",104655,"2014",1104,682
"7414",104655,"2005",NA,NA
"7415",104655,"2009",1110,638
"7416",104655,"2018",1144,727
"7417",104655,"2019",NA,NA
"7418",104655,"2011",1226,719
"7419",104655,"2022",240,165
"7420",104655,"2022",488,297
"7421",104655,"2021",873,507
"7422",104655,"2004",NA,NA
"7423",104655,"2016",1948,1207
"7424",104655,"2016",2722,1913
"7425",104655,"2006",NA,NA
"7426",104655,"2020",706,487
"7427",104655,"2020",1171,686
"7428",104655,"2007",NA,NA
"7429",104655,"2010",NA,NA
"7430",104655,"2010",1412,767
"7431",104655,"2007",78,35
"7432",104655,"2009",NA,NA
"7433",104656,"2019",NA,NA
"7434",104656,"2020",50,25
"7435",104656,"2012",NA,NA
"7436",104656,"2018",47,24
"7437",104656,"2017",NA,NA
"7438",104656,"2017",224,136
"7439",104656,"2015",NA,NA
"7440",104656,"2014",NA,NA
"7441",104658,"2010",NA,NA
"7442",104658,"2003",NA,NA
"7443",104658,"2007",NA,NA
"7444",104658,"2014",NA,NA
"7445",104658,"2005",NA,NA
"7446",104658,"2008",NA,NA
"7447",104660,"2015",NA,NA
"7448",104660,"2019",446,277
"7449",104660,"2017",435,308
"7450",104660,"2008",NA,NA
"7451",104660,"2012",NA,NA
"7452",104660,"2005",223,163
"7453",104660,"2008",286,170
"7454",104660,"2004",48,23
"7455",104660,"2015",1626,1094
"7456",104660,"2005",205,121
"7457",104660,"2020",152,87
"7458",104660,"2017",718,450
"7459",104660,"2006",NA,NA
"7460",104660,"2013",NA,NA
"7461",104660,"2018",318,202
"7462",104660,"2014",NA,NA
"7463",104660,"2010",NA,NA
"7464",104660,"2019",NA,NA
"7465",104660,"2018",585,352
"7466",104660,"2006",105,71
"7467",104660,"2009",NA,NA
"7468",104660,"2020",89,65
"7469",104660,"2021",423,268
"7470",104660,"2016",1189,703
"7471",104660,"2016",720,495
"7472",104660,"2011",NA,NA
"7473",104660,"2007",NA,NA
"7474",104660,"2021",151,106
"7475",104661,"2010",67,42
"7476",104661,"2012",77,42
"7477",104661,"2011",80,44
"7478",104661,"2011",66,46
"7479",104665,"2022",616,388
"7480",104665,"2011",2008,1093
"7481",104665,"2010",640,350
"7482",104665,"2008",269,172
"7483",104665,"2023",203,97
"7484",104665,"2007",269,147
"7485",104665,"2008",517,287
"7486",104665,"2020",237,158
"7487",104665,"2020",977,560
"7488",104665,"2021",1291,792
"7489",104665,"2022",1076,573
"7490",104665,"2013",1369,886
"7491",104665,"2007",126,82
"7492",104665,"2011",1685,1074
"7493",104665,"2012",1523,950
"7494",104665,"2021",NA,NA
"7495",104665,"2014",NA,NA
"7496",104665,"2012",2368,1285
"7497",104665,"2010",606,387
"7498",104665,"2018",449,277
"7499",104665,"2009",851,469
"7500",104665,"2018",631,360
"7501",104665,"2016",546,318
"7502",104665,"2019",NA,NA
"7503",104665,"2009",131,83
"7504",104665,"2019",1204,649
"7505",104665,"2016",84,49
"7506",104665,"2013",2433,1316
"7507",104665,"2015",NA,NA
"7508",104667,"2012",98,60
"7509",104667,"2012",78,57
"7510",104667,"2008",91,49
"7511",104667,"2014",38,19
"7512",104672,"2012",52,24
"7513",104672,"2016",312,187
"7514",104672,"2009",121,67
"7515",104672,"2011",373,186
"7516",104672,"2015",303,202
"7517",104672,"2018",60,42
"7518",104672,"2014",166,97
"7519",104672,"2016",226,142
"7520",104672,"2014",151,80
"7521",104672,"2018",75,45
"7522",104672,"2017",510,288
"7523",104672,"2012",73,47
"7524",104672,"2017",169,110
"7525",104673,"2006",NA,NA
"7526",104673,"2010",NA,NA
"7527",104673,"2012",NA,NA
"7528",104673,"2013",NA,NA
"7529",104673,"2009",NA,NA
"7530",104673,"2007",NA,NA
"7531",104673,"2011",NA,NA
"7532",104673,"2008",NA,NA
"7533",104673,"2014",NA,NA
"7534",104676,"2012",200,131
"7535",104676,"2012",NA,NA
"7536",104676,"2008",693,429
"7537",104676,"2008",497,344
"7538",104676,"2015",73,50
"7539",104676,"2014",270,141
"7540",104676,"2010",NA,NA
"7541",104676,"2010",1260,733
"7542",104676,"2004",59,36
"7543",104676,"2005",66,35
"7544",104676,"2013",193,109
"7545",104676,"2009",1693,1144
"7546",104676,"2016",53,23
"7547",104676,"2006",194,112
"7548",104676,"2005",60,40
"7549",104676,"2004",51,28
"7550",104676,"2011",318,190
"7551",104676,"2007",102,61
"7552",104676,"2009",NA,NA
"7553",104677,"2013",NA,NA
"7554",104677,"2017",56,34
"7555",104677,"2011",NA,NA
"7556",104677,"2012",NA,NA
"7557",104678,"2009",NA,NA
"7558",104678,"2010",NA,NA
"7559",104678,"2021",339,214
"7560",104678,"2006",87,55
"7561",104678,"2007",583,317
"7562",104678,"2016",2293,1330
"7563",104678,"2017",NA,NA
"7564",104678,"2019",367,243
"7565",104678,"2021",53,42
"7566",104678,"2006",84,54
"7567",104678,"2013",NA,NA
"7568",104678,"2020",NA,NA
"7569",104678,"2020",110,70
"7570",104678,"2012",NA,NA
"7571",104678,"2016",2900,1958
"7572",104678,"2007",415,253
"7573",104678,"2018",1035,607
"7574",104678,"2011",NA,NA
"7575",104678,"2015",NA,NA
"7576",104678,"2019",324,197
"7577",104678,"2018",530,356
"7578",104678,"2014",294,174
"7579",104678,"2014",511,353
"7580",104678,"2008",NA,NA
"7581",104679,"2007",NA,NA
"7582",104681,"2004",50,25
"7583",104681,"2011",52,28
"7584",104681,"2006",77,40
"7585",104681,"2011",74,54
"7586",104684,"2007",78,50
"7587",104689,"2005",NA,NA
"7588",104692,"2008",57,35
"7589",104692,"2011",65,42
"7590",104693,"2013",62,40
"7591",104693,"2012",69,40
"7592",104695,"2011",76,59
"7593",104695,"2010",66,43
"7594",104695,"2015",NA,NA
"7595",104695,"2006",NA,NA
"7596",104695,"2011",64,41
"7597",104700,"2007",NA,NA
"7598",104700,"2005",NA,NA
"7599",104700,"2004",NA,NA
"7600",104700,"2009",NA,NA
"7601",104700,"2006",NA,NA
"7602",104702,"2011",NA,NA
"7603",104702,"2005",NA,NA
"7604",104702,"2012",NA,NA
"7605",104702,"2007",NA,NA
"7606",104702,"2006",NA,NA
"7607",104702,"2008",NA,NA
"7608",104702,"2010",NA,NA
"7609",104707,"2007",140,79
"7610",104707,"2008",59,28
"7611",104707,"2007",74,48
"7612",104712,"2006",NA,NA
"7613",104714,"2011",187,129
"7614",104714,"2006",65,35
"7615",104714,"2010",440,301
"7616",104714,"2013",636,356
"7617",104714,"2014",195,124
"7618",104714,"2007",42,18
"7619",104714,"2012",49,38
"7620",104714,"2011",540,308
"7621",104714,"2013",308,206
"7622",104714,"2012",123,70
"7623",104714,"2015",169,107
"7624",104714,"2014",757,422
"7625",104714,"2015",50,26
"7626",104714,"2010",554,334
"7627",104717,"2008",206,128
"7628",104717,"2009",226,162
"7629",104717,"2008",341,219
"7630",104717,"2010",100,71
"7631",104717,"2010",216,133
"7632",104717,"2009",365,203
"7633",104717,"2005",216,117
"7634",104717,"2004",48,26
"7635",104718,"2011",NA,NA
"7636",104719,"2016",NA,NA
"7637",104719,"2016",1899,1138
"7638",104719,"2008",1031,668
"7639",104719,"2011",1575,878
"7640",104719,"2017",1285,732
"7641",104719,"2009",1876,1081
"7642",104719,"2014",2076,1194
"7643",104719,"2014",1428,937
"7644",104719,"2006",191,105
"7645",104719,"2018",379,217
"7646",104719,"2017",313,227
"7647",104719,"2015",1065,707
"7648",104719,"2018",299,212
"7649",104719,"2007",116,71
"7650",104719,"2009",1354,848
"7651",104719,"2012",NA,NA
"7652",104719,"2019",879,521
"7653",104719,"2019",484,382
"7654",104719,"2013",2224,1449
"7655",104719,"2007",173,102
"7656",104719,"2008",1574,903
"7657",104719,"2010",1740,985
"7658",104719,"2010",1529,994
"7659",104719,"2013",NA,NA
"7660",104719,"2011",2007,1333
"7661",104719,"2015",1448,823
"7662",104719,"2012",1597,885
"7663",104721,"2009",412,241
"7664",104721,"2009",464,307
"7665",104721,"2008",168,120
"7666",104721,"2010",343,206
"7667",104721,"2010",321,232
"7668",104721,"2013",149,87
"7669",104721,"2008",310,182
"7670",104724,"2012",335,223
"7671",104724,"2009",1089,598
"7672",104724,"2011",NA,NA
"7673",104724,"2008",1299,777
"7674",104724,"2012",NA,NA
"7675",104724,"2011",547,331
"7676",104724,"2007",54,24
"7677",104724,"2009",276,163
"7678",104724,"2008",1203,828
"7679",104724,"2010",NA,NA
"7680",104729,"2011",27,7
"7681",104729,"2012",69,38
"7682",104731,"2013",1910,1195
"7683",104731,"2022",47,40
"7684",104731,"2023",160,92
"7685",104731,"2011",NA,NA
"7686",104731,"2022",442,304
"7687",104731,"2016",1167,832
"7688",104731,"2023",124,91
"7689",104731,"2015",3821,2797
"7690",104731,"2016",1835,1183
