"","player_id","year","aces","serves"
"16981",200746,"2001",NA,NA
"16982",200746,"1997",NA,NA
"16983",200746,"2008",NA,NA
"16984",200748,"2005",NA,NA
"16985",200748,"2011",NA,NA
"16986",200748,"1996",NA,NA
"16987",200748,"1994",NA,NA
"16988",200748,"1995",NA,NA
"16989",200748,"2024",9,156
"16990",200748,"2023",25,548
"16991",200748,"2012",NA,NA
"16992",200748,"2003",NA,NA
"16993",200748,"2016",70,1839
"16994",200748,"2023",11,256
"16995",200748,"2010",25,479
"16996",200748,"2016",46,1308
"16997",200748,"2020",3,57
"16998",200748,"2004",NA,NA
"16999",200748,"2017",NA,NA
"17000",200748,"2010",NA,NA
"17001",200748,"2000",NA,NA
"17002",200748,"2009",NA,NA
"17003",200748,"2013",NA,NA
"17004",200748,"2007",NA,NA
"17005",200748,"2019",28,1038
"17006",200748,"2007",25,894
"17007",200748,"1997",NA,NA
"17008",200748,"2021",16,242
"17009",200748,"2020",26,745
"17010",200748,"2014",NA,NA
"17011",200748,"1998",NA,NA
"17012",200748,"2022",13,296
"17013",200748,"2006",NA,NA
"17014",200748,"2012",23,668
"17015",200748,"2001",NA,NA
"17016",200748,"2021",25,630
"17017",200748,"2018",21,965
"17018",200748,"2019",NA,NA
"17019",200748,"1999",NA,NA
"17020",200748,"2015",NA,NA
"17021",200748,"2018",45,1509
"17022",200748,"2008",NA,NA
"17023",200748,"2017",135,2866
"17024",200748,"2002",NA,NA
"17025",200751,"1998",NA,NA
"17026",200751,"2002",NA,NA
"17027",200751,"2001",NA,NA
"17028",200751,"1999",NA,NA
"17029",200751,"2003",NA,NA
"17030",200751,"2004",NA,NA
"17031",200751,"2005",NA,NA
"17032",200751,"2007",NA,NA
"17033",200751,"2006",1,246
"17034",200751,"2006",NA,NA
"17035",200753,"2002",NA,NA
"17036",200753,"1997",NA,NA
"17037",200753,"2005",0,86
"17038",200753,"1996",NA,NA
"17039",200753,"2000",NA,NA
"17040",200753,"1998",NA,NA
"17041",200753,"2003",NA,NA
"17042",200753,"2004",NA,NA
"17043",200753,"1999",NA,NA
"17044",200753,"2001",NA,NA
"17045",200754,"2009",NA,NA
"17046",200754,"2002",NA,NA
"17047",200754,"1998",NA,NA
"17048",200754,"2013",2,100
"17049",200754,"2011",NA,NA
"17050",200754,"1996",NA,NA
"17051",200754,"2011",10,1367
"17052",200754,"2004",NA,NA
"17053",200754,"2010",19,909
"17054",200754,"2012",1,270
"17055",200754,"2005",NA,NA
"17056",200754,"2013",0,112
"17057",200754,"2007",NA,NA
"17058",200754,"2010",NA,NA
"17059",200754,"2012",4,405
"17060",200754,"2000",NA,NA
"17061",200754,"2008",NA,NA
"17062",200754,"2003",NA,NA
"17063",200754,"1999",NA,NA
"17064",200754,"2001",NA,NA
"17065",200754,"2006",NA,NA
"17066",200764,"2005",NA,NA
"17067",200764,"2009",7,163
"17068",200764,"2007",NA,NA
"17069",200764,"2008",0,75
"17070",200764,"2008",11,185
"17071",200764,"2007",2,68
"17072",200764,"2011",12,261
"17073",200764,"2004",NA,NA
"17074",200764,"2009",1,53
"17075",200764,"2011",0,86
"17076",200764,"2010",NA,NA
"17077",200764,"2000",NA,NA
"17078",200764,"2002",NA,NA
"17079",200764,"2003",NA,NA
"17080",200764,"2001",NA,NA
"17081",200764,"2006",NA,NA
"17082",200765,"2012",1,74
"17083",200765,"1999",NA,NA
"17084",200765,"2011",0,53
"17085",200765,"2001",NA,NA
"17086",200765,"2002",NA,NA
"17087",200765,"2000",NA,NA
"17088",200765,"1997",NA,NA
"17089",200765,"2009",NA,NA
"17090",200765,"2008",0,40
"17091",200765,"2003",NA,NA
"17092",200765,"2012",NA,NA
"17093",200765,"2008",0,109
"17094",200766,"1999",NA,NA
"17095",200766,"2005",NA,NA
"17096",200766,"2002",NA,NA
"17097",200766,"2004",NA,NA
"17098",200766,"2001",NA,NA
"17099",200766,"2003",NA,NA
"17100",200766,"2000",NA,NA
"17101",200770,"2004",NA,NA
"17102",200770,"2010",4,97
"17103",200770,"2010",NA,NA
"17104",200770,"2000",NA,NA
"17105",200770,"2007",7,281
"17106",200770,"2011",2,91
"17107",200770,"2003",NA,NA
"17108",200770,"2009",7,375
"17109",200770,"2005",NA,NA
"17110",200770,"2002",NA,NA
"17111",200770,"2009",NA,NA
"17112",200770,"2007",5,341
"17113",200770,"2008",NA,NA
"17114",200770,"2006",NA,NA
"17115",200772,"2005",NA,NA
"17116",200772,"2006",NA,NA
"17117",200772,"2007",2,142
"17118",200772,"2004",NA,NA
"17119",200772,"2001",NA,NA
"17120",200772,"2000",NA,NA
"17121",200772,"2003",NA,NA
"17122",200772,"2002",NA,NA
"17123",200772,"1999",NA,NA
"17124",200773,"2012",NA,NA
"17125",200773,"2003",NA,NA
"17126",200773,"2006",NA,NA
"17127",200773,"2011",8,172
"17128",200773,"2013",3,148
"17129",200773,"2000",NA,NA
"17130",200773,"1999",NA,NA
"17131",200773,"2008",NA,NA
"17132",200773,"2001",NA,NA
"17133",200773,"2015",13,131
"17134",200773,"2007",NA,NA
"17135",200773,"2002",NA,NA
"17136",200773,"2011",NA,NA
"17137",200773,"2009",4,143
"17138",200773,"2004",NA,NA
"17139",200773,"2005",NA,NA
"17140",200773,"2013",NA,NA
"17141",200773,"2010",NA,NA
"17142",200773,"2009",NA,NA
"17143",200776,"2007",3,115
"17144",200776,"2000",NA,NA
"17145",200776,"2004",NA,NA
"17146",200776,"2005",NA,NA
"17147",200776,"2003",NA,NA
"17148",200776,"1999",NA,NA
"17149",200776,"2008",NA,NA
"17150",200776,"2001",NA,NA
"17151",200776,"2008",0,107
"17152",200776,"2002",NA,NA
"17153",200777,"2004",NA,NA
"17154",200777,"2001",NA,NA
"17155",200777,"2005",NA,NA
"17156",200777,"2003",NA,NA
"17157",200777,"2007",NA,NA
"17158",200777,"2000",NA,NA
"17159",200777,"2002",NA,NA
"17160",200777,"1999",NA,NA
"17161",201083,"1999",NA,NA
"17162",201083,"2000",NA,NA
"17163",201083,"2005",NA,NA
"17164",201083,"2001",NA,NA
"17165",201083,"2003",NA,NA
"17166",201083,"2002",NA,NA
"17167",201085,"2006",4,300
"17168",201085,"2001",NA,NA
"17169",201085,"2002",NA,NA
"17170",201085,"1997",NA,NA
"17171",201085,"1996",NA,NA
"17172",201085,"2000",NA,NA
"17173",201085,"2004",NA,NA
"17174",201085,"2005",NA,NA
"17175",201085,"2003",NA,NA
"17176",201085,"1998",NA,NA
"17177",201085,"1999",NA,NA
"17178",201085,"2006",NA,NA
"17179",201086,"2012",32,1030
"17180",201086,"2010",NA,NA
"17181",201086,"2010",25,676
"17182",201086,"2013",NA,NA
"17183",201086,"2011",NA,NA
"17184",201086,"2001",NA,NA
"17185",201086,"2000",NA,NA
"17186",201086,"2007",NA,NA
"17187",201086,"2002",NA,NA
"17188",201086,"2019",11,211
"17189",201086,"2019",10,97
"17190",201086,"2012",NA,NA
"17191",201086,"2006",NA,NA
"17192",201086,"2009",2,48
"17193",201086,"2008",NA,NA
"17194",201086,"2009",NA,NA
"17195",201086,"2003",NA,NA
"17196",201087,"2006",NA,NA
"17197",201087,"2010",2,103
"17198",201087,"2005",NA,NA
"17199",201087,"1994",NA,NA
"17200",201087,"2001",NA,NA
"17201",201087,"2003",NA,NA
"17202",201087,"2002",NA,NA
"17203",201087,"1998",NA,NA
"17204",201087,"2004",NA,NA
"17205",201087,"2000",NA,NA
"17206",201087,"2008",1,62
"17207",201087,"1999",NA,NA
"17208",201201,"2007",NA,NA
"17209",201201,"2003",NA,NA
"17210",201201,"1998",NA,NA
"17211",201201,"1997",NA,NA
"17212",201201,"2000",NA,NA
"17213",201201,"1999",NA,NA
"17214",201204,"2006",NA,NA
"17215",201204,"1996",NA,NA
"17216",201204,"2005",NA,NA
"17217",201204,"1999",NA,NA
"17218",201204,"2008",NA,NA
"17219",201204,"1998",NA,NA
"17220",201204,"2003",NA,NA
"17221",201204,"2007",NA,NA
"17222",201204,"2000",NA,NA
"17223",201204,"2002",NA,NA
"17224",201204,"2001",NA,NA
"17225",201204,"2004",NA,NA
"17226",201204,"1997",NA,NA
"17227",201207,"2003",NA,NA
"17228",201207,"2002",NA,NA
"17229",201207,"2000",NA,NA
"17230",201207,"2005",NA,NA
"17231",201207,"2004",NA,NA
"17232",201207,"2001",NA,NA
"17233",201209,"2005",NA,NA
"17234",201209,"2003",NA,NA
"17235",201209,"1997",NA,NA
"17236",201209,"1993",NA,NA
"17237",201209,"1998",NA,NA
"17238",201209,"1992",NA,NA
"17239",201209,"2007",4,140
"17240",201209,"2009",0,87
"17241",201209,"2009",0,44
"17242",201209,"2000",NA,NA
"17243",201209,"2001",NA,NA
"17244",201209,"2010",2,97
"17245",201209,"2004",NA,NA
"17246",201209,"1999",NA,NA
"17247",201209,"2008",2,68
"17248",201209,"2008",NA,NA
"17249",201209,"2006",NA,NA
"17250",201209,"1996",NA,NA
"17251",201209,"1995",NA,NA
"17252",201209,"2002",NA,NA
"17253",201211,"2000",NA,NA
"17254",201211,"2004",NA,NA
"17255",201211,"2008",2,54
"17256",201211,"2007",NA,NA
"17257",201211,"2001",NA,NA
"17258",201211,"2006",NA,NA
"17259",201212,"2016",20,937
"17260",201212,"2013",NA,NA
"17261",201212,"2009",NA,NA
"17262",201212,"2013",55,1878
"17263",201212,"2003",NA,NA
"17264",201212,"1999",NA,NA
"17265",201212,"2016",30,895
"17266",201212,"2015",NA,NA
"17267",201212,"2000",NA,NA
"17268",201212,"2008",NA,NA
"17269",201212,"2012",NA,NA
"17270",201212,"2018",11,386
"17271",201212,"2005",NA,NA
"17272",201212,"2014",NA,NA
"17273",201212,"2001",NA,NA
"17274",201212,"2010",NA,NA
"17275",201212,"2006",NA,NA
"17276",201212,"2002",NA,NA
"17277",201212,"2017",22,809
"17278",201212,"2004",NA,NA
"17279",201212,"2007",NA,NA
"17280",201212,"2011",NA,NA
"17281",201212,"2017",31,984
"17282",201212,"2014",54,994
"17283",201277,"2008",NA,NA
"17284",201277,"1993",NA,NA
"17285",201277,"2005",NA,NA
"17286",201277,"1994",NA,NA
"17287",201281,"1999",NA,NA
"17288",201281,"2007",28,1139
"17289",201281,"2009",3,91
"17290",201281,"2005",NA,NA
"17291",201281,"1998",NA,NA
"17292",201281,"2006",NA,NA
"17293",201281,"2003",NA,NA
"17294",201281,"2010",4,71
"17295",201281,"2004",NA,NA
"17296",201281,"2007",NA,NA
"17297",201281,"2001",NA,NA
"17298",201281,"2002",NA,NA
"17299",201281,"2008",1,52
"17300",201284,"2000",NA,NA
"17301",201284,"1995",NA,NA
"17302",201284,"2007",NA,NA
"17303",201284,"1999",NA,NA
"17304",201284,"2009",NA,NA
"17305",201284,"2001",NA,NA
"17306",201284,"2004",NA,NA
"17307",201284,"2005",NA,NA
"17308",201284,"2010",NA,NA
"17309",201284,"2009",2,118
"17310",201284,"2006",NA,NA
"17311",201284,"2010",1,47
"17312",201284,"2002",NA,NA
"17313",201284,"2008",NA,NA
"17314",201284,"2003",NA,NA
"17315",201286,"2007",NA,NA
"17316",201286,"2012",NA,NA
"17317",201286,"2009",NA,NA
"17318",201286,"2013",NA,NA
"17319",201286,"2005",NA,NA
"17320",201286,"2008",NA,NA
"17321",201286,"2006",NA,NA
"17322",201286,"2000",NA,NA
"17323",201286,"2003",NA,NA
"17324",201286,"2012",52,1876
"17325",201286,"2014",NA,NA
"17326",201286,"2002",NA,NA
"17327",201286,"2011",NA,NA
"17328",201286,"2004",NA,NA
"17329",201286,"2010",NA,NA
"17330",201286,"2001",NA,NA
"17331",201287,"2011",35,1131
"17332",201287,"2006",NA,NA
"17333",201287,"2001",NA,NA
"17334",201287,"2008",NA,NA
"17335",201287,"2010",NA,NA
"17336",201287,"2002",NA,NA
"17337",201287,"2007",9,148
"17338",201287,"2013",0,52
"17339",201287,"2007",NA,NA
"17340",201287,"2011",NA,NA
"17341",201287,"2009",NA,NA
"17342",201287,"2013",1,47
"17343",201287,"2012",NA,NA
"17344",201289,"2000",NA,NA
"17345",201289,"2003",0,69
"17346",201289,"2004",NA,NA
"17347",201289,"2002",NA,NA
"17348",201289,"2001",NA,NA
"17349",201289,"1999",NA,NA
"17350",201289,"2008",NA,NA
"17351",201289,"2006",NA,NA
"17352",201290,"2005",NA,NA
"17353",201290,"1999",NA,NA
"17354",201290,"2006",NA,NA
"17355",201290,"2011",NA,NA
"17356",201290,"2012",NA,NA
"17357",201290,"2004",NA,NA
"17358",201290,"2015",NA,NA
"17359",201290,"2013",NA,NA
"17360",201290,"2000",NA,NA
"17361",201290,"2008",NA,NA
"17362",201290,"2009",NA,NA
"17363",201290,"2001",NA,NA
"17364",201290,"2016",21,622
"17365",201290,"2016",6,44
"17366",201290,"2017",1,66
"17367",201290,"2017",11,138
"17368",201290,"2014",NA,NA
"17369",201290,"2010",NA,NA
"17370",201290,"2003",NA,NA
"17371",201290,"2007",NA,NA
"17372",201290,"2002",NA,NA
"17373",201291,"2009",NA,NA
"17374",201291,"2005",NA,NA
"17375",201291,"2011",5,181
"17376",201291,"2002",NA,NA
"17377",201291,"2003",NA,NA
"17378",201291,"2006",NA,NA
"17379",201291,"2007",NA,NA
"17380",201291,"2011",10,657
"17381",201291,"2004",NA,NA
"17382",201291,"2000",NA,NA
"17383",201291,"2007",2,288
"17384",201291,"2010",NA,NA
"17385",201291,"2010",4,313
"17386",201291,"2001",NA,NA
"17387",201291,"2008",NA,NA
"17388",201292,"1999",NA,NA
"17389",201292,"2004",NA,NA
"17390",201292,"2003",NA,NA
"17391",201292,"2001",NA,NA
"17392",201292,"2007",NA,NA
"17393",201292,"2000",NA,NA
"17394",201292,"2005",NA,NA
"17395",201292,"2006",NA,NA
"17396",201292,"2002",NA,NA
"17397",201293,"2000",NA,NA
"17398",201293,"2004",NA,NA
"17399",201293,"2006",NA,NA
"17400",201293,"2009",NA,NA
"17401",201293,"2008",NA,NA
"17402",201293,"2003",NA,NA
"17403",201293,"2001",NA,NA
"17404",201293,"2005",NA,NA
"17405",201293,"2002",NA,NA
"17406",201293,"2013",NA,NA
"17407",201293,"2007",NA,NA
"17408",201293,"1999",NA,NA
"17409",201293,"1996",NA,NA
"17410",201293,"2014",NA,NA
"17411",201293,"2012",NA,NA
"17412",201293,"2010",NA,NA
"17413",201293,"2011",NA,NA
"17414",201294,"2003",NA,NA
"17415",201294,"2001",NA,NA
"17416",201294,"2005",NA,NA
"17417",201294,"2012",NA,NA
"17418",201294,"2006",NA,NA
"17419",201294,"2004",NA,NA
"17420",201294,"2008",NA,NA
"17421",201294,"2002",NA,NA
"17422",201294,"2009",NA,NA
"17423",201294,"2013",NA,NA
"17424",201294,"2011",NA,NA
"17425",201294,"2007",NA,NA
"17426",201294,"2010",NA,NA
"17427",201295,"2002",NA,NA
"17428",201295,"1996",NA,NA
"17429",201295,"2004",NA,NA
"17430",201295,"1998",NA,NA
"17431",201295,"1997",NA,NA
"17432",201295,"1999",NA,NA
"17433",201295,"2001",NA,NA
"17434",201295,"2003",NA,NA
"17435",201295,"2000",NA,NA
"17436",201295,"2005",NA,NA
"17437",201297,"2000",NA,NA
"17438",201297,"2001",NA,NA
"17439",201297,"2002",NA,NA
"17440",201297,"2004",NA,NA
"17441",201297,"2003",NA,NA
"17442",201297,"2005",NA,NA
"17443",201298,"2003",NA,NA
"17444",201298,"1998",NA,NA
"17445",201298,"2006",NA,NA
"17446",201298,"2004",NA,NA
"17447",201298,"2007",NA,NA
"17448",201298,"2001",NA,NA
"17449",201298,"2005",NA,NA
"17450",201298,"1999",NA,NA
"17451",201298,"2002",NA,NA
"17452",201298,"2000",NA,NA
"17453",201300,"2001",NA,NA
"17454",201300,"2004",NA,NA
"17455",201300,"2002",NA,NA
"17456",201300,"2005",NA,NA
"17457",201300,"2009",NA,NA
"17458",201300,"2008",NA,NA
"17459",201300,"2003",NA,NA
"17460",201300,"2007",NA,NA
"17461",201300,"2009",0,53
"17462",201300,"2000",NA,NA
"17463",201301,"2009",1,473
"17464",201301,"2008",NA,NA
"17465",201301,"2009",0,235
"17466",201301,"2003",NA,NA
"17467",201301,"2004",NA,NA
"17468",201301,"2005",NA,NA
"17469",201301,"2001",NA,NA
"17470",201301,"2002",NA,NA
"17471",201301,"2007",NA,NA
"17472",201301,"2006",NA,NA
"17473",201301,"2008",2,979
"17474",201302,"2002",NA,NA
"17475",201302,"2005",NA,NA
"17476",201302,"2006",NA,NA
"17477",201302,"2006",3,83
"17478",201302,"2004",NA,NA
"17479",201302,"2001",NA,NA
"17480",201302,"2008",0,73
"17481",201302,"2007",NA,NA
"17482",201302,"2003",NA,NA
"17483",201303,"2004",NA,NA
"17484",201303,"2009",NA,NA
"17485",201303,"2008",NA,NA
"17486",201303,"2002",NA,NA
"17487",201303,"2010",NA,NA
"17488",201303,"2012",NA,NA
"17489",201303,"2011",NA,NA
"17490",201303,"2006",NA,NA
"17491",201303,"2005",NA,NA
"17492",201303,"2007",NA,NA
"17493",201303,"2003",NA,NA
"17494",201303,"2013",NA,NA
"17495",201303,"2001",NA,NA
"17496",201303,"2008",13,594
"17497",201303,"2013",6,178
"17498",201304,"2002",NA,NA
"17499",201304,"2010",NA,NA
"17500",201304,"2001",NA,NA
"17501",201304,"2009",NA,NA
"17502",201304,"2005",NA,NA
"17503",201304,"2003",NA,NA
"17504",201304,"2009",17,387
"17505",201304,"2004",NA,NA
"17506",201304,"2008",5,92
"17507",201304,"2013",NA,NA
"17508",201304,"2006",NA,NA
"17509",201304,"2007",NA,NA
"17510",201304,"2011",NA,NA
"17511",201304,"2013",8,167
"17512",201304,"2008",5,211
"17513",201304,"2012",NA,NA
"17514",201305,"2006",NA,NA
"17515",201305,"2003",NA,NA
"17516",201305,"2013",5,184
"17517",201305,"2007",NA,NA
"17518",201305,"2001",NA,NA
"17519",201305,"2013",NA,NA
"17520",201305,"1998",NA,NA
"17521",201305,"2010",NA,NA
"17522",201305,"2002",NA,NA
"17523",201305,"2005",NA,NA
"17524",201305,"2009",NA,NA
"17525",201305,"2000",NA,NA
"17526",201305,"2011",NA,NA
"17527",201305,"2014",0,109
"17528",201305,"2004",NA,NA
"17529",201305,"2009",1,86
"17530",201305,"2008",NA,NA
"17531",201305,"2012",NA,NA
"17532",201306,"2005",NA,NA
"17533",201306,"2010",NA,NA
"17534",201306,"2003",NA,NA
"17535",201306,"2000",NA,NA
"17536",201306,"2004",NA,NA
"17537",201306,"2002",NA,NA
"17538",201306,"2001",NA,NA
"17539",201307,"2008",NA,NA
"17540",201307,"2006",NA,NA
"17541",201307,"2007",3,97
"17542",201307,"2003",NA,NA
"17543",201307,"2001",NA,NA
"17544",201307,"2004",NA,NA
"17545",201307,"2008",0,76
"17546",201308,"2005",NA,NA
"17547",201308,"2013",NA,NA
"17548",201308,"2001",NA,NA
"17549",201308,"2012",4,55
"17550",201308,"2003",NA,NA
"17551",201308,"2008",4,791
"17552",201308,"2006",NA,NA
"17553",201308,"2012",0,137
"17554",201308,"2010",NA,NA
"17555",201308,"2008",NA,NA
"17556",201308,"2002",NA,NA
"17557",201308,"2007",NA,NA
"17558",201308,"2011",0,68
"17559",201308,"2009",NA,NA
"17560",201308,"2011",3,242
"17561",201308,"2004",NA,NA
"17562",201309,"2005",NA,NA
"17563",201309,"2006",NA,NA
"17564",201309,"2008",NA,NA
"17565",201309,"2003",NA,NA
"17566",201309,"2002",NA,NA
"17567",201309,"2000",NA,NA
"17568",201309,"2001",NA,NA
"17569",201309,"2004",NA,NA
"17570",201309,"2008",27,616
"17571",201309,"2007",NA,NA
"17572",201309,"2009",3,81
"17573",201309,"1999",NA,NA
"17574",201309,"2007",8,157
"17575",201310,"2004",NA,NA
"17576",201310,"2005",NA,NA
"17577",201310,"2007",NA,NA
"17578",201310,"2006",NA,NA
"17579",201310,"2003",NA,NA
"17580",201310,"2000",NA,NA
"17581",201310,"2001",NA,NA
"17582",201310,"2002",NA,NA
"17583",201310,"2008",NA,NA
"17584",201311,"2004",NA,NA
"17585",201311,"2005",NA,NA
"17586",201311,"2001",NA,NA
"17587",201311,"2016",86,2069
"17588",201311,"2013",NA,NA
"17589",201311,"2016",30,1681
"17590",201311,"2010",40,1257
"17591",201311,"2006",NA,NA
"17592",201311,"2017",20,748
"17593",201311,"2011",NA,NA
"17594",201311,"2012",NA,NA
"17595",201311,"2010",NA,NA
"17596",201311,"2014",NA,NA
"17597",201311,"2002",NA,NA
"17598",201311,"2008",NA,NA
"17599",201311,"2007",NA,NA
"17600",201311,"2009",NA,NA
"17601",201311,"2008",5,296
"17602",201311,"2018",6,208
"17603",201311,"2018",4,53
"17604",201311,"2003",NA,NA
"17605",201311,"2017",41,1431
"17606",201311,"2015",NA,NA
"17607",201313,"2007",NA,NA
"17608",201313,"1998",NA,NA
"17609",201313,"1999",NA,NA
"17610",201313,"2005",NA,NA
"17611",201313,"2001",NA,NA
"17612",201313,"2004",NA,NA
"17613",201313,"2003",NA,NA
"17614",201313,"1997",NA,NA
"17615",201313,"2006",NA,NA
"17616",201313,"2000",NA,NA
"17617",201313,"2002",NA,NA
"17618",201315,"2004",NA,NA
"17619",201315,"2002",NA,NA
"17620",201315,"2003",NA,NA
"17621",201315,"2001",NA,NA
"17622",201315,"2005",NA,NA
"17623",201315,"2008",NA,NA
"17624",201315,"2006",NA,NA
"17625",201315,"2010",NA,90
"17626",201315,"2007",5,481
"17627",201315,"2008",9,692
"17628",201315,"2007",NA,NA
"17629",201317,"2010",NA,NA
"17630",201317,"2002",NA,NA
"17631",201317,"2006",NA,NA
"17632",201317,"2004",NA,NA
"17633",201317,"2001",NA,NA
"17634",201317,"2003",NA,NA
"17635",201317,"2005",NA,NA
"17636",201317,"2000",NA,NA
"17637",201317,"2008",4,100
"17638",201318,"2020",0,61
"17639",201318,"2016",9,386
"17640",201318,"2012",NA,NA
"17641",201318,"2016",35,1367
"17642",201318,"2007",12,506
"17643",201318,"2012",24,693
"17644",201318,"2002",NA,NA
"17645",201318,"2007",NA,NA
"17646",201318,"2003",NA,NA
"17647",201318,"2006",NA,NA
"17648",201318,"2013",NA,NA
"17649",201318,"2001",NA,NA
"17650",201318,"2021",4,151
"17651",201318,"2017",11,512
"17652",201318,"2004",NA,NA
"17653",201318,"2021",15,215
"17654",201318,"2019",2,93
"17655",201318,"2015",NA,NA
"17656",201318,"2005",NA,NA
"17657",201318,"2019",1,116
"17658",201318,"2017",15,567
"17659",201318,"2009",NA,NA
"17660",201318,"2023",1,46
"17661",201318,"2014",10,173
"17662",201318,"2011",NA,NA
"17663",201318,"2011",33,1213
"17664",201318,"2014",15,612
"17665",201318,"2010",NA,NA
"17666",201318,"2008",NA,NA
"17667",201318,"2018",3,66
"17668",201318,"2018",15,600
"17669",201320,"2016",47,1642
"17670",201320,"2006",NA,NA
"17671",201320,"2001",NA,NA
"17672",201320,"2007",NA,NA
"17673",201320,"2020",17,559
"17674",201320,"2020",26,509
"17675",201320,"2011",NA,NA
"17676",201320,"2010",NA,NA
"17677",201320,"2012",NA,NA
"17678",201320,"2003",NA,NA
"17679",201320,"2017",59,1429
"17680",201320,"2019",35,997
"17681",201320,"2007",70,1434
"17682",201320,"2002",NA,NA
"17683",201320,"2013",NA,NA
"17684",201320,"2014",NA,NA
"17685",201320,"2016",NA,NA
"17686",201320,"2008",NA,NA
"17687",201320,"2021",23,630
"17688",201320,"2009",NA,NA
"17689",201320,"2004",NA,NA
"17690",201320,"2015",NA,NA
"17691",201320,"2013",52,1166
"17692",201320,"2018",26,1007
"17693",201320,"2017",82,2287
"17694",201320,"2019",28,916
"17695",201320,"2005",NA,NA
"17696",201320,"2021",11,390
"17697",201320,"2018",NA,NA
"17698",201321,"1996",NA,NA
"17699",201321,"2002",NA,NA
"17700",201321,"2006",1,217
"17701",201321,"2004",NA,NA
"17702",201321,"2007",NA,NA
"17703",201321,"2006",NA,NA
"17704",201321,"1998",NA,NA
"17705",201321,"1999",NA,NA
"17706",201321,"2003",NA,NA
"17707",201321,"2005",NA,NA
"17708",201322,"1997",NA,NA
"17709",201322,"2002",NA,NA
"17710",201322,"1999",NA,NA
"17711",201322,"2008",NA,NA
"17712",201322,"2001",NA,NA
"17713",201322,"1998",NA,NA
"17714",201322,"2006",NA,NA
"17715",201322,"2007",NA,NA
"17716",201322,"2003",NA,NA
"17717",201322,"2000",NA,NA
"17718",201323,"2003",NA,NA
"17719",201323,"1997",NA,NA
"17720",201323,"2006",3,45
"17721",201323,"2000",NA,NA
"17722",201323,"2001",NA,NA
"17723",201323,"2006",7,211
"17724",201323,"2005",NA,NA
"17725",201323,"1999",NA,NA
"17726",201323,"2002",NA,NA
"17727",201323,"1998",NA,NA
"17728",201323,"1996",NA,NA
"17729",201323,"2004",NA,NA
"17730",201325,"2004",NA,NA
"17731",201325,"2020",5,95
"17732",201325,"2016",59,1640
"17733",201325,"2012",NA,NA
"17734",201325,"2020",4,181
"17735",201325,"2007",NA,NA
"17736",201325,"2017",86,1450
"17737",201325,"2005",NA,NA
"17738",201325,"2002",NA,NA
"17739",201325,"2018",86,1073
"17740",201325,"2001",NA,NA
"17741",201325,"2022",12,107
"17742",201325,"2009",NA,NA
"17743",201325,"2016",145,2375
"17744",201325,"2006",NA,NA
"17745",201325,"2015",NA,NA
"17746",201325,"2021",2,64
"17747",201325,"2003",NA,NA
"17748",201325,"2011",NA,NA
"17749",201325,"2018",98,1767
"17750",201325,"2019",66,1244
"17751",201325,"2019",84,1171
"17752",201325,"2008",NA,NA
"17753",201325,"2017",75,1587
"17754",201325,"2021",NA,NA
