"","player_id","year","matches_won","total_matches"
"2227",103229,"2010",0,1
"2228",103229,"2006",4,5
"2229",103229,"2008",2,3
"2230",103229,"2002",0,1
"2231",103230,"2003",1,2
"2232",103230,"2005",0,1
"2233",103230,"2004",0,1
"2234",103238,"2008",1,2
"2235",103238,"2003",0,2
"2236",103238,"2004",0,1
"2237",103238,"2007",0,1
"2238",103240,"2007",3,17
"2239",103240,"2005",19,44
"2240",103240,"2001",1,4
"2241",103240,"1996",0,1
"2242",103240,"2002",2,5
"2243",103240,"2003",0,1
"2244",103240,"2009",7,23
"2245",103240,"2008",0,3
"2246",103240,"2000",2,7
"2247",103240,"2006",7,25
"2248",103240,"2010",1,4
"2249",103240,"1999",0,2
"2250",103240,"2004",2,5
"2251",103248,"1998",4,7
"2252",103248,"2003",4,10
"2253",103248,"1999",2,4
"2254",103248,"2007",0,1
"2255",103248,"2009",4,7
"2256",103248,"2004",5,21
"2257",103248,"2006",0,2
"2258",103248,"2005",1,2
"2259",103248,"2000",17,34
"2260",103248,"2002",5,16
"2261",103248,"2008",0,6
"2262",103248,"2010",1,7
"2263",103248,"2001",20,45
"2264",103250,"2003",2,3
"2265",103250,"2002",0,1
"2266",103250,"1999",1,2
"2267",103250,"2000",0,2
"2268",103250,"2007",0,1
"2269",103252,"2003",17,42
"2270",103252,"1996",2,5
"2271",103252,"1998",1,8
"2272",103252,"2009",7,27
"2273",103252,"2007",5,18
"2274",103252,"2001",35,62
"2275",103252,"2010",5,9
"2276",103252,"2002",22,47
"2277",103252,"1997",9,22
"2278",103252,"1999",27,48
"2279",103252,"2005",25,54
"2280",103252,"2004",23,49
"2281",103252,"2008",2,7
"2282",103252,"2000",21,50
"2283",103252,"2006",18,40
"2284",103254,"2001",1,2
"2285",103254,"2004",0,1
"2286",103254,"2007",1,2
"2287",103254,"2008",1,2
"2288",103254,"2005",0,1
"2289",103254,"2003",0,2
"2290",103254,"2002",2,5
"2291",103264,"1998",21,33
"2292",103264,"1997",2,3
"2293",103264,"2001",4,17
"2294",103264,"2002",2,6
"2295",103264,"2000",40,61
"2296",103264,"2003",5,19
"2297",103264,"2004",0,1
"2298",103264,"2005",37,63
"2299",103264,"1999",17,44
"2300",103280,"2000",0,1
"2301",103280,"2001",0,1
"2302",103280,"2004",26,45
"2303",103280,"1998",1,2
"2304",103280,"2002",9,21
"2305",103280,"2003",24,48
"2306",103280,"2008",0,3
"2307",103280,"2007",0,9
"2308",103281,"2003",0,1
"2309",103281,"2001",0,1
"2310",103281,"2000",0,1
"2311",103281,"2002",0,1
"2312",103285,"2017",3,5
"2313",103285,"2012",24,50
"2314",103285,"2003",26,50
"2315",103285,"2009",47,68
"2316",103285,"2001",2,4
"2317",103285,"2010",19,35
"2318",103285,"2002",16,30
"2319",103285,"1998",0,1
"2320",103285,"2014",17,35
"2321",103285,"2005",45,71
"2322",103285,"2011",31,55
"2323",103285,"2013",16,33
"2324",103285,"2008",33,56
"2325",103285,"2004",30,57
"2326",103285,"2016",10,21
"2327",103285,"2006",30,45
"2328",103285,"2015",7,17
"2329",103285,"2007",28,51
"2330",103285,"1999",2,6
"2331",103286,"2010",1,1
"2332",103286,"1999",1,2
"2333",103286,"2006",1,2
"2334",103286,"2004",0,1
"2335",103286,"2007",0,4
"2336",103286,"2008",3,4
"2337",103286,"2005",0,1
"2338",103286,"2000",2,2
"2339",103290,"2001",0,1
"2340",103290,"2005",0,1
"2341",103292,"2010",0,1
"2342",103292,"2007",6,21
"2343",103292,"2001",28,51
"2344",103292,"2004",37,61
"2345",103292,"2003",40,66
"2346",103292,"1999",8,23
"2347",103292,"2008",0,1
"2348",103292,"2005",56,77
"2349",103292,"2000",27,52
"2350",103292,"2002",43,61
"2351",103292,"2006",26,48
"2352",103292,"2009",1,6
"2353",103294,"2010",0,11
"2354",103294,"1999",1,4
"2355",103294,"2009",15,43
"2356",103294,"2007",4,14
"2357",103294,"2004",10,28
"2358",103294,"2000",15,38
"2359",103294,"2005",18,46
"2360",103294,"2003",11,31
"2361",103294,"2001",14,39
"2362",103294,"2006",15,41
"2363",103294,"2008",4,10
"2364",103294,"2002",11,32
"2365",103296,"1999",1,2
"2366",103296,"1998",1,1
"2367",103296,"2007",1,3
"2368",103296,"2001",1,2
"2369",103296,"2003",1,2
"2370",103296,"2004",1,2
"2371",103296,"2006",0,1
"2372",103296,"2005",1,2
"2373",103296,"2000",2,3
"2374",103305,"2002",0,1
"2375",103305,"2001",1,10
"2376",103305,"2000",4,9
"2377",103305,"2005",1,2
"2378",103305,"1997",0,3
"2379",103305,"2004",2,10
"2380",103316,"2005",1,1
"2381",103318,"1999",0,2
"2382",103318,"2005",0,1
"2383",103318,"2004",1,3
"2384",103318,"2002",6,15
"2385",103318,"2003",1,14
"2386",103318,"1997",0,1
"2387",103318,"1998",1,1
"2388",103319,"2005",3,19
"2389",103319,"1999",0,2
"2390",103319,"2004",13,26
"2391",103319,"2006",3,6
"2392",103319,"2003",4,13
"2393",103319,"2002",9,22
"2394",103319,"2001",0,1
"2395",103319,"2000",0,1
"2396",103324,"2002",7,13
"2397",103324,"1999",24,50
"2398",103324,"2000",17,42
"2399",103324,"1998",11,21
"2400",103324,"2001",6,25
"2401",103324,"2003",1,4
"2402",103324,"2004",3,12
"2403",103325,"2005",17,29
"2404",103325,"2006",13,32
"2405",103325,"2003",11,22
"2406",103325,"2007",7,16
"2407",103325,"2002",1,3
"2408",103325,"2004",9,26
"2409",103333,"2003",9,16
"2410",103333,"2010",17,26
"2411",103333,"2021",2,6
"2412",103333,"2004",18,44
"2413",103333,"2005",17,40
"2414",103333,"2014",35,62
"2415",103333,"2000",2,2
"2416",103333,"2001",1,3
"2417",103333,"2017",15,35
"2418",103333,"2012",16,33
"2419",103333,"2007",45,67
"2420",103333,"2015",38,63
"2421",103333,"2020",1,5
"2422",103333,"2013",16,30
"2423",103333,"2019",7,21
"2424",103333,"2009",23,46
"2425",103333,"2011",16,37
"2426",103333,"2016",32,56
"2427",103333,"2002",0,3
"2428",103333,"2006",17,36
"2429",103333,"2008",31,56
"2430",103333,"2018",15,32
"2431",103339,"2004",1,2
"2432",103339,"2007",1,3
"2433",103339,"2006",2,5
"2434",103339,"1998",0,1
"2435",103344,"1997",1,5
"2436",103344,"2001",31,54
"2437",103344,"1998",2,5
"2438",103344,"2005",57,81
"2439",103344,"1999",11,25
"2440",103344,"2002",28,57
"2441",103344,"2004",37,61
"2442",103344,"2011",25,44
"2443",103344,"2003",28,52
"2444",103344,"2010",26,46
"2445",103344,"2009",32,55
"2446",103344,"2007",47,71
"2447",103344,"2008",17,35
"2448",103344,"2012",3,9
"2449",103344,"1996",1,2
"2450",103344,"2006",61,81
"2451",103344,"2000",23,45
"2452",103356,"2007",0,1
"2453",103356,"2002",21,52
"2454",103356,"2004",5,15
"2455",103356,"2003",12,33
"2456",103356,"2000",8,17
"2457",103356,"2001",27,53
"2458",103369,"2006",1,5
"2459",103369,"2005",2,5
"2460",103369,"2004",1,3
"2461",103373,"2009",1,8
"2462",103373,"2006",4,10
"2463",103373,"2007",11,36
"2464",103373,"2003",1,5
"2465",103373,"2005",0,1
"2466",103373,"2000",1,2
"2467",103373,"2008",7,25
"2468",103385,"2003",1,3
"2469",103385,"2004",1,3
"2470",103385,"2005",0,2
"2471",103385,"2000",0,1
"2472",103385,"2007",0,1
"2473",103387,"2006",30,63
"2474",103387,"1998",6,6
"2475",103387,"2005",35,66
"2476",103387,"2007",1,6
"2477",103387,"2000",11,29
"2478",103387,"2004",44,74
"2479",103387,"2003",46,74
"2480",103387,"1997",0,1
"2481",103387,"2001",14,31
"2482",103387,"2002",51,75
"2483",103387,"1999",13,20
"2484",103393,"2001",0,2
"2485",103393,"2006",1,2
"2486",103393,"2010",4,6
"2487",103393,"2011",0,1
"2488",103393,"2009",0,2
"2489",103393,"2007",4,8
"2490",103393,"2004",1,2
"2491",103393,"2008",4,11
"2492",103393,"2005",0,2
"2493",103395,"2008",1,2
"2494",103395,"2004",1,2
"2495",103395,"2009",0,1
"2496",103395,"2005",0,1
"2497",103395,"2010",0,1
"2498",103395,"2002",1,3
"2499",103395,"2006",0,2
"2500",103395,"2003",0,1
"2501",103397,"2001",8,19
"2502",103397,"2000",0,1
"2503",103397,"2002",2,12
"2504",103397,"2004",0,1
"2505",103401,"2011",3,5
"2506",103401,"2015",2,4
"2507",103401,"2007",7,22
"2508",103401,"2005",18,41
"2509",103401,"2016",0,1
"2510",103401,"2013",5,9
"2511",103401,"2004",9,21
"2512",103401,"2014",1,2
"2513",103401,"2000",0,1
"2514",103401,"2009",11,35
"2515",103401,"2010",0,1
"2516",103401,"2012",2,4
"2517",103401,"2006",17,38
"2518",103401,"2008",4,12
"2519",103401,"2002",0,1
"2520",103403,"2004",1,3
"2521",103403,"2003",0,1
"2522",103403,"2007",0,1
"2523",103403,"2002",0,1
"2524",103403,"2005",1,2
"2525",103403,"2001",2,4
"2526",103408,"2002",8,16
"2527",103408,"2006",1,2
"2528",103408,"2005",1,3
"2529",103408,"2004",1,11
"2530",103408,"2003",10,32
"2531",103413,"2004",0,3
"2532",103413,"2001",0,1
"2533",103413,"1998",0,1
"2534",103413,"2002",2,3
"2535",103413,"2006",1,4
"2536",103413,"1996",0,1
"2537",103413,"2003",0,2
"2538",103413,"2005",0,3
"2539",103420,"2001",20,41
"2540",103420,"2002",4,10
"2541",103420,"1999",3,4
"2542",103420,"2004",4,8
"2543",103420,"1996",2,4
"2544",103420,"1997",0,2
"2545",103420,"2005",4,14
"2546",103420,"2008",0,2
"2547",103420,"1998",1,2
"2548",103420,"2000",2,8
"2549",103422,"2004",0,1
"2550",103424,"2006",2,4
"2551",103427,"2002",1,3
"2552",103427,"2006",1,2
"2553",103427,"2009",2,3
"2554",103427,"2010",1,3
"2555",103427,"2004",0,3
"2556",103428,"2004",35,61
"2557",103428,"2000",14,32
"2558",103428,"1999",0,3
"2559",103428,"2002",49,78
"2560",103428,"2011",29,53
"2561",103428,"2001",11,22
"2562",103428,"2009",11,25
"2563",103428,"2010",28,52
"2564",103428,"2012",6,18
"2565",103428,"2008",14,26
"2566",103428,"2007",40,65
"2567",103428,"2005",28,54
"2568",103428,"2003",33,59
"2569",103428,"2006",30,57
"2570",103429,"2006",6,16
"2571",103429,"2009",2,8
"2572",103429,"2004",3,8
"2573",103429,"2011",1,5
"2574",103429,"2005",5,15
"2575",103429,"2010",11,36
"2576",103429,"2008",6,18
"2577",103429,"2003",4,12
"2578",103429,"2007",3,12
"2579",103435,"2003",0,1
"2580",103435,"2008",1,2
"2581",103435,"2004",0,3
"2582",103437,"2009",0,1
"2583",103437,"2008",0,1
"2584",103444,"2009",2,4
"2585",103444,"2005",9,28
"2586",103444,"2011",3,7
"2587",103444,"2004",4,17
"2588",103444,"1999",1,3
"2589",103444,"2013",0,3
"2590",103444,"2000",1,7
"2591",103444,"2008",4,7
"2592",103444,"2012",2,4
"2593",103444,"2003",13,31
"2594",103444,"2006",1,6
"2595",103444,"2007",3,4
"2596",103444,"2001",2,5
"2597",103444,"2002",8,14
"2598",103448,"2008",1,2
"2599",103451,"2002",1,7
"2600",103451,"1999",3,5
"2601",103451,"2001",2,6
"2602",103451,"2010",9,22
"2603",103451,"2006",16,42
"2604",103451,"2011",2,9
"2605",103451,"1998",0,1
"2606",103451,"2014",3,5
"2607",103451,"2008",3,7
"2608",103451,"2009",12,29
"2609",103451,"2005",10,24
"2610",103451,"2007",4,14
"2611",103451,"2012",7,22
"2612",103451,"2004",5,9
"2613",103451,"2013",2,7
"2614",103451,"2000",0,4
"2615",103451,"2003",1,5
"2616",103454,"2010",4,12
"2617",103454,"2012",0,1
"2618",103454,"1997",0,1
"2619",103454,"2003",36,56
"2620",103454,"2007",17,43
"2621",103454,"2008",9,21
"2622",103454,"2013",0,1
"2623",103454,"2006",38,65
"2624",103454,"2009",9,21
"2625",103454,"2004",42,70
"2626",103454,"2001",24,53
"2627",103454,"2011",0,3
"2628",103454,"2002",28,46
"2629",103454,"2000",27,52
"2630",103454,"1999",4,6
"2631",103454,"1996",0,1
"2632",103454,"1998",2,4
"2633",103454,"2005",19,41
"2634",103455,"2005",6,12
"2635",103455,"2007",2,2
"2636",103455,"2003",2,5
"2637",103455,"2004",0,2
"2638",103455,"2008",0,1
"2639",103455,"2006",0,4
"2640",103465,"2003",0,1
"2641",103465,"2005",0,1
"2642",103467,"2006",0,1
"2643",103468,"2002",3,6
"2644",103468,"2001",0,1
"2645",103468,"2000",0,2
"2646",103468,"2003",0,1
"2647",103468,"2004",0,2
"2648",103468,"2005",3,5
"2649",103470,"2005",0,2
"2650",103470,"2011",4,13
"2651",103470,"2003",6,16
"2652",103470,"2009",9,25
"2653",103470,"2012",0,1
"2654",103470,"2004",4,8
"2655",103470,"2007",5,23
"2656",103470,"2006",4,9
"2657",103470,"2010",0,4
"2658",103470,"2008",3,12
"2659",103472,"2004",0,3
"2660",103472,"1998",0,1
"2661",103472,"2006",1,3
"2662",103472,"2010",1,4
"2663",103472,"2008",2,3
"2664",103472,"2003",2,3
"2665",103472,"2000",2,4
"2666",103472,"2002",1,3
"2667",103472,"2009",1,2
"2668",103484,"2011",19,35
"2669",103484,"1999",1,5
"2670",103484,"2010",15,32
"2671",103484,"2005",35,56
"2672",103484,"2002",36,61
"2673",103484,"2006",60,85
"2674",103484,"2007",55,80
"2675",103484,"2004",15,28
"2676",103484,"2008",48,72
"2677",103484,"2000",0,4
"2678",103484,"2012",8,21
"2679",103484,"2013",9,23
"2680",103484,"1998",0,1
"2681",103484,"2009",24,45
"2682",103484,"2003",32,58
"2683",103484,"2001",11,20
"2684",103487,"2005",3,8
"2685",103487,"2002",1,6
"2686",103487,"2000",2,4
"2687",103487,"2001",9,20
"2688",103487,"2007",2,6
"2689",103487,"2006",1,4
"2690",103487,"1998",0,1
"2691",103490,"2009",5,13
"2692",103490,"2006",1,3
"2693",103490,"2007",4,7
"2694",103490,"2004",8,10
"2695",103490,"2010",3,14
"2696",103490,"2008",8,23
"2697",103490,"2005",9,27
"2698",103498,"2000",73,100
"2699",103498,"1997",0,1
"2700",103498,"2003",12,25
"2701",103498,"2004",52,75
"2702",103498,"1999",39,71
"2703",103498,"1998",17,35
"2704",103498,"2008",25,49
"2705",103498,"2006",36,61
"2706",103498,"2005",27,38
"2707",103498,"2002",56,82
"2708",103498,"2007",23,43
"2709",103498,"2009",19,41
"2710",103498,"2001",45,72
"2711",103499,"2011",1,2
"2712",103499,"2003",1,4
"2713",103499,"2016",0,1
"2714",103499,"2020",1,1
"2715",103499,"2014",3,4
"2716",103499,"2004",1,5
"2717",103499,"2018",2,3
"2718",103499,"2015",3,5
"2719",103499,"2012",1,3
"2720",103499,"1998",2,2
"2721",103499,"2021",0,1
"2722",103499,"2000",0,2
"2723",103499,"2007",2,4
"2724",103499,"1999",0,1
"2725",103499,"2013",2,4
"2726",103499,"2005",1,5
"2727",103499,"2010",0,3
"2728",103499,"2022",1,2
"2729",103499,"2024",1,2
"2730",103499,"2017",3,3
"2731",103499,"2009",2,3
"2732",103499,"2023",2,3
"2733",103499,"2001",1,3
"2734",103499,"2006",0,6
"2735",103499,"2002",2,3
"2736",103503,"2003",0,1
"2737",103503,"2005",8,17
"2738",103503,"2009",0,1
"2739",103503,"2006",12,39
"2740",103504,"2004",4,4
"2741",103504,"2000",3,4
"2742",103504,"1998",1,4
"2743",103504,"2002",1,2
"2744",103504,"1999",2,4
"2745",103504,"2003",2,3
"2746",103504,"2006",2,2
"2747",103505,"2001",3,4
"2748",103505,"2003",2,2
"2749",103505,"2000",1,3
"2750",103505,"2006",0,2
"2751",103505,"2005",2,3
"2752",103505,"2004",0,3
"2753",103505,"2002",0,2
"2754",103506,"2008",5,18
"2755",103506,"2007",14,34
"2756",103506,"2009",15,41
"2757",103506,"2010",0,4
"2758",103506,"2002",0,2
"2759",103506,"2005",1,2
"2760",103506,"2004",3,10
"2761",103506,"2006",9,15
"2762",103506,"2003",0,2
"2763",103507,"2000",46,72
"2764",103507,"2002",48,73
"2765",103507,"2010",33,47
"2766",103507,"2009",35,55
"2767",103507,"2011",20,31
"2768",103507,"2003",67,88
"2769",103507,"2005",46,73
"2770",103507,"2001",57,78
"2771",103507,"2012",5,17
"2772",103507,"2007",34,57
"2773",103507,"2006",28,51
"2774",103507,"2004",23,39
"2775",103507,"2008",21,36
"2776",103507,"1999",16,24
"2777",103510,"2006",0,2
"2778",103510,"2005",1,2
"2779",103514,"2004",2,4
"2780",103514,"2010",0,1
"2781",103514,"2003",2,2
"2782",103514,"2011",2,2
"2783",103516,"2005",2,5
"2784",103516,"2006",2,6
"2785",103516,"2004",0,2
"2786",103516,"2007",2,6
"2787",103520,"2003",0,1
"2788",103520,"2008",0,2
"2789",103520,"2006",0,1
"2790",103521,"2006",2,5
"2791",103521,"2004",0,1
"2792",103521,"2008",1,3
"2793",103521,"2009",0,2
"2794",103523,"2010",2,6
"2795",103523,"2009",2,6
"2796",103523,"2013",0,1
"2797",103523,"2012",1,1
"2798",103523,"2002",0,2
"2799",103523,"2006",1,7
"2800",103523,"2005",0,1
"2801",103523,"2016",1,1
"2802",103523,"2007",1,5
"2803",103523,"2011",0,5
"2804",103523,"2003",2,5
"2805",103523,"2008",5,8
"2806",103525,"2011",1,2
"2807",103525,"2004",2,5
"2808",103525,"1999",1,2
"2809",103525,"2000",1,2
"2810",103525,"2007",3,3
"2811",103525,"2006",1,3
"2812",103525,"2009",0,5
"2813",103525,"2003",7,17
"2814",103525,"2008",0,4
"2815",103525,"2010",2,3
"2816",103525,"2002",1,5
"2817",103525,"2005",2,3
"2818",103525,"2001",3,4
"2819",103525,"1998",1,1
"2820",103529,"2009",1,1
"2821",103529,"2007",4,8
"2822",103529,"2020",1,1
"2823",103529,"2014",1,2
"2824",103529,"2010",3,4
"2825",103529,"2000",3,4
"2826",103529,"2004",1,3
"2827",103529,"2023",1,1
"2828",103529,"2001",2,3
"2829",103529,"1999",1,3
"2830",103529,"2018",1,2
"2831",103529,"2011",1,3
"2832",103529,"2022",1,1
"2833",103529,"2021",0,1
"2834",103529,"2012",1,2
"2835",103529,"2017",2,3
"2836",103529,"2024",0,1
"2837",103529,"2015",2,2
"2838",103529,"2002",4,5
"2839",103529,"1998",1,2
"2840",103529,"2006",3,6
"2841",103529,"2005",4,5
"2842",103529,"2003",1,3
"2843",103529,"2013",1,4
"2844",103529,"2008",1,5
"2845",103530,"2003",2,5
"2846",103530,"2007",4,10
"2847",103530,"2006",0,3
"2848",103530,"2004",0,2
"2849",103530,"2005",1,2
"2850",103530,"2008",0,1
"2851",103530,"2001",0,1
"2852",103531,"2010",3,4
"2853",103531,"2011",0,1
"2854",103531,"2012",0,1
"2855",103531,"2017",1,1
"2856",103534,"2004",1,2
"2857",103534,"2007",10,25
"2858",103534,"2012",2,3
"2859",103534,"2009",4,18
"2860",103534,"2008",4,15
"2861",103534,"2011",0,1
"2862",103534,"2005",2,4
"2863",103534,"2006",1,3
"2864",103535,"2009",0,2
"2865",103535,"2008",3,13
"2866",103535,"2006",3,11
"2867",103535,"2007",6,14
"2868",103535,"2005",2,7
"2869",103535,"2003",0,1
"2870",103535,"2002",0,2
"2871",103535,"2010",0,2
"2872",103535,"2004",12,27
"2873",103538,"2006",2,3
"2874",103543,"2010",1,3
"2875",103543,"2008",2,6
"2876",103544,"2001",1,1
"2877",103544,"2004",0,4
"2878",103544,"2005",1,2
"2879",103544,"2007",1,1
"2880",103544,"2000",0,2
"2881",103544,"2012",0,1
"2882",103544,"2009",0,1
"2883",103544,"2003",1,4
"2884",103544,"2006",0,1
"2885",103553,"2004",0,1
"2886",103553,"2008",2,4
"2887",103553,"2001",0,2
"2888",103553,"2007",2,6
"2889",103559,"2005",1,4
"2890",103560,"2004",1,4
"2891",103565,"2012",0,3
"2892",103565,"2010",11,28
"2893",103565,"2020",0,1
"2894",103565,"2011",2,7
"2895",103565,"2018",1,3
"2896",103565,"2015",1,7
"2897",103565,"2004",1,3
"2898",103565,"2017",1,12
"2899",103565,"2016",14,32
"2900",103565,"2014",5,13
"2901",103565,"2013",2,4
"2902",103566,"2000",5,12
"2903",103566,"2013",13,28
"2904",103566,"2005",10,32
"2905",103566,"2014",4,10
"2906",103566,"2001",7,19
"2907",103566,"2004",20,32
"2908",103566,"2010",29,51
"2909",103566,"2006",4,14
"2910",103566,"2008",18,39
"2911",103566,"2009",17,33
"2912",103566,"2003",2,11
"2913",103566,"2012",12,26
"2914",103566,"2007",18,36
"2915",103566,"2002",11,28
"2916",103566,"2011",17,39
"2917",103568,"2002",3,6
"2918",103568,"2000",1,6
"2919",103568,"1999",1,3
"2920",103568,"2005",0,3
"2921",103568,"1998",1,5
"2922",103568,"2003",1,3
"2923",103568,"1997",1,1
"2924",103568,"2001",1,3
"2925",103573,"2006",2,10
"2926",103573,"2002",1,2
"2927",103573,"2012",0,3
"2928",103573,"2008",7,15
"2929",103573,"2009",3,10
"2930",103573,"2014",2,4
"2931",103573,"2010",2,7
"2932",103573,"2005",0,2
"2933",103573,"2004",3,5
"2934",103573,"2007",3,7
"2935",103573,"2003",5,8
"2936",103573,"2013",1,4
"2937",103573,"2011",5,11
"2938",103577,"2009",0,1
"2939",103577,"2013",0,1
"2940",103580,"2004",4,15
"2941",103580,"2012",0,1
"2942",103580,"2005",0,3
"2943",103580,"2006",3,7
"2944",103580,"2007",5,20
"2945",103580,"2011",1,2
"2946",103580,"2003",2,4
"2947",103580,"2009",1,6
"2948",103580,"2001",2,4
"2949",103580,"2008",4,9
"2950",103580,"2002",0,1
"2951",103580,"2010",0,1
"2952",103581,"2005",4,10
"2953",103581,"2006",8,20
"2954",103581,"2001",5,8
"2955",103581,"2004",15,34
"2956",103581,"2002",13,29
"2957",103581,"2003",25,46
"2958",103581,"2007",7,9
"2959",103581,"2009",0,1
"2960",103582,"2010",20,48
"2961",103582,"2016",4,13
"2962",103582,"2007",14,27
"2963",103582,"2013",2,5
"2964",103582,"2005",1,3
"2965",103582,"2014",3,9
"2966",103582,"2015",6,16
"2967",103582,"2011",17,39
"2968",103582,"2012",5,16
"2969",103582,"2004",0,1
"2970",103582,"2006",4,15
"2971",103582,"2008",7,28
"2972",103582,"2009",5,13
"2973",103586,"2012",0,1
"2974",103586,"2007",2,2
"2975",103586,"2013",0,1
"2976",103586,"2003",1,3
"2977",103586,"2004",1,2
"2978",103586,"2006",1,2
"2979",103586,"2005",0,3
"2980",103590,"2003",2,3
"2981",103590,"2007",1,1
"2982",103590,"2000",1,1
"2983",103590,"2005",1,2
"2984",103590,"2001",1,2
"2985",103590,"2002",2,3
"2986",103592,"2007",0,2
"2987",103592,"2009",0,1
"2988",103592,"2006",0,1
"2989",103592,"2005",1,12
"2990",103592,"2004",7,10
"2991",103594,"2007",1,5
"2992",103594,"2005",3,7
"2993",103594,"2009",0,1
"2994",103594,"2013",0,2
"2995",103594,"2006",13,29
"2996",103594,"2015",1,1
"2997",103594,"2001",1,2
"2998",103594,"2002",0,2
"2999",103594,"1999",0,1
"3000",103594,"2008",0,2
"3001",103594,"2003",1,1
"3002",103598,"2012",21,45
"3003",103598,"2000",7,14
"3004",103598,"2002",32,55
"3005",103598,"2007",12,17
"3006",103598,"2009",4,9
"3007",103598,"2006",31,55
"3008",103598,"2004",23,49
"3009",103598,"2003",18,39
"3010",103598,"2011",24,50
"3011",103598,"1998",8,15
"3012",103598,"2008",7,18
"3013",103598,"1999",12,22
"3014",103598,"2001",38,61
"3015",103598,"2013",13,32
"3016",103598,"2005",22,42
"3017",103598,"2010",22,45
"3018",103600,"2009",3,4
"3019",103600,"2001",2,3
"3020",103600,"2008",1,3
"3021",103600,"2005",2,3
"3022",103600,"2014",2,3
"3023",103600,"2015",3,3
"3024",103600,"2006",4,6
"3025",103600,"2016",0,1
"3026",103600,"2010",0,1
"3027",103600,"2002",3,3
"3028",103600,"2007",3,5
"3029",103600,"2017",1,1
"3030",103600,"2004",2,4
"3031",103600,"2013",2,3
"3032",103602,"2007",37,61
"3033",103602,"2002",40,62
"3034",103602,"2003",37,62
"3035",103602,"2001",5,15
"3036",103602,"2010",15,24
"3037",103602,"1998",0,1
"3038",103602,"2009",39,55
"3039",103602,"2006",50,72
"3040",103602,"2004",42,63
"3041",103602,"1999",3,4
"3042",103602,"2005",50,73
"3043",103602,"2000",9,14
"3044",103602,"2008",40,56
"3045",103602,"2011",3,8
"3046",103602,"2012",3,7
"3047",103607,"2003",3,4
"3048",103607,"2010",0,3
"3049",103607,"2005",1,3
"3050",103607,"2011",2,3
"3051",103607,"2017",8,18
"3052",103607,"2009",4,4
"3053",103607,"2007",3,3
"3054",103607,"2018",1,10
"3055",103607,"2001",2,2
"3056",103607,"2016",12,29
"3057",103607,"2014",9,19
"3058",103607,"2008",2,4
"3059",103607,"2006",2,4
"3060",103607,"2012",6,6
"3061",103607,"2013",2,3
"3062",103607,"2004",3,4
"3063",103607,"2015",20,40
"3064",103612,"2005",3,4
"3065",103612,"2008",1,4
"3066",103612,"2003",2,4
"3067",103612,"2002",2,3
"3068",103612,"2006",4,5
"3069",103612,"2000",3,4
"3070",103612,"2009",1,1
"3071",103612,"1999",2,4
"3072",103612,"2007",4,5
"3073",103623,"2006",0,1
"3074",103626,"2005",0,1
"3075",103626,"2003",1,2
"3076",103630,"2011",0,2
"3077",103630,"2010",1,2
"3078",103630,"2009",2,3
"3079",103632,"2006",19,41
"3080",103632,"2008",9,26
"3081",103632,"2004",31,60
"3082",103632,"2003",19,39
"3083",103632,"2002",12,20
"3084",103632,"1998",1,2
"3085",103632,"2001",2,7
"3086",103632,"2005",17,41
"3087",103632,"2000",3,4
"3088",103632,"1997",0,2
"3089",103632,"2007",21,37
"3090",103632,"2009",2,3
"3091",103632,"1999",5,6
"3092",103638,"2006",2,4
"3093",103638,"1999",1,2
"3094",103638,"2009",2,2
"3095",103638,"2005",1,3
"3096",103638,"2008",2,3
"3097",103638,"2004",2,4
"3098",103638,"2010",1,2
"3099",103638,"2003",3,5
"3100",103638,"2001",1,2
"3101",103638,"2011",2,3
"3102",103643,"2006",0,1
"3103",103646,"2005",0,1
"3104",103653,"2006",0,1
"3105",103656,"2005",10,29
"3106",103656,"2017",1,2
"3107",103656,"2006",11,29
"3108",103656,"2010",38,62
"3109",103656,"2008",24,46
"3110",103656,"2002",17,41
"3111",103656,"2012",7,23
"3112",103656,"2007",24,49
"3113",103656,"2011",22,47
"3114",103656,"2003",9,24
"3115",103656,"2004",11,28
"3116",103656,"2013",18,37
"3117",103656,"2014",13,29
"3118",103656,"2001",13,22
"3119",103656,"2015",7,15
"3120",103656,"2009",25,46
"3121",103656,"2016",7,15
"3122",103657,"2006",1,3
"3123",103657,"2013",0,1
"3124",103657,"2004",0,1
"3125",103657,"2008",0,1
"3126",103657,"2012",0,1
"3127",103657,"2007",1,2
"3128",103663,"2002",0,1
"3129",103663,"2004",1,2
"3130",103663,"2005",0,2
"3131",103666,"2003",0,1
"3132",103666,"2005",0,1
"3133",103666,"2006",2,4
"3134",103666,"2004",1,2
"3135",103668,"2006",4,6
"3136",103668,"1996",0,2
"3137",103668,"2010",0,1
"3138",103668,"2008",1,2
"3139",103668,"2007",2,3
"3140",103668,"2009",0,3
"3141",103672,"2009",0,3
"3142",103672,"2007",5,12
"3143",103672,"2006",4,13
"3144",103672,"2002",0,1
"3145",103672,"2011",8,24
"3146",103672,"2001",2,3
"3147",103672,"2012",2,8
"3148",103672,"2003",5,13
"3149",103672,"2013",0,1
"3150",103672,"2004",11,19
"3151",103672,"2005",16,39
"3152",103672,"2010",7,18
"3153",103674,"2007",0,3
"3154",103675,"2006",2,4
"3155",103675,"2007",0,2
"3156",103675,"2009",4,20
"3157",103675,"2008",1,3
"3158",103675,"2010",0,2
