"","player_id","name_first","name_last","hand","dob","ioc","height"
"21288",104489,"Barry","King","R",19850122,"IRL",NA
"21290",104494,"Adrian","Ungur","R",19850125,"ROU",178
"21308",104495,"Florin","Mergea","R",19850126,"ROU",180
"21310",104496,"Luis Manuel","Flores","L",19850201,"MEX",NA
"21311",104499,"Jimmy","Wang","R",19850208,"TPE",178
"21342",104500,"Somdev","Devvarman","R",19850213,"IND",180
"21405",104501,"Xin Yuan","Yu","L",19850213,"CHN",NA
"21409",104505,"Konstantin","Kravchuk","R",19850223,"RUS",190
"21419",104515,"Mathieu","Montcourt","R",19850304,"FRA",183
"21424",104516,"Arnau","Brugues Davi","L",19850305,"ESP",183
"21425",104523,"Frederico","Gil","R",19850324,"POR",173
"21491",104527,"Stan","Wawrinka","R",19850328,"SUI",183
"22070",104534,"Dudi","Sela","R",19850404,"ISR",175
"22212",104535,"Daniel","Garza","R",19850408,"MEX",NA
"22228",104542,"Jo-Wilfried","Tsonga","R",19850417,"FRA",188
"22699",104545,"John","Isner","R",19850426,"USA",208
"23188",104547,"Horacio","Zeballos","L",19850427,"ARG",188
"23279",104548,"Brian","Baker","R",19850430,"USA",190
"23297",104557,"Andis","Juska","R",19850522,"LAT",NA
"23314",104559,"Teymuraz","Gabashvili","R",19850523,"RUS",185
"23430",104561,"Jae Sung","An","R",19850528,"KOR",NA
"23433",104563,"Luca","Vanni","R",19850604,"ITA",198
"23438",104569,"Lado","Chikhladze","R",19850615,"GEO",NA
"23444",104571,"Marcos","Baghdatis","R",19850617,"CYP",183
"23792",104579,"Romain","Jouan","R",19850716,"FRA",183
"23793",104582,"Rok","Jarc","R",19850720,"SLO",NA
"23795",104583,"Filip","Polasek","R",19850721,"SVK",196
"23797",104585,"Gyorgy","Balazs","R",19850724,"HUN",NA
"23798",104586,"Lukas","Rosol","R",19850724,"CZE",193
"23922",104589,"Chris","Guccione","L",19850730,"AUS",201
"23963",104591,"Patrick","Tierro","R",19850801,"PHI",NA
"23971",104592,"Ilija","Bozoljac","R",19850802,"SRB",193
"23981",104593,"Daniel","Gimeno Traver","R",19850807,"ESP",185
"24078",104594,"Marinko","Matosevic","R",19850808,"AUS",194
"24142",104597,"Nicolas","Almagro","R",19850821,"ESP",183
"24539",104600,"Treat Conrad","Huey","L",19850828,"PHI",178
"24548",104604,"Ruben","Gonzales","R",19850911,"PHI",NA
"24558",104607,"Tomas","Berdych","R",19850917,"CZE",196
"25183",104609,"Omar","Hedayet","R",19850921,"EGY",NA
"25184",104618,"Devin","Mullings","L",19851004,"BAH",168
"25190",104619,"Jesse","Huta Galung","R",19851006,"NED",188
"25199",104620,"Simone","Bolelli","R",19851008,"ITA",183
"25322",104623,"Josh","Goodall","R",19851017,"GBR",188
"25323",104628,"Alexander","Kudryavtsev","R",19851026,"RUS",183
"25328",104629,"Adrian","Menendez Maceiras","R",19851028,"ESP",185
"25334",104631,"Harshana","Godamanna","L",19851031,"SRI",NA
"25347",104633,"Mathieu","Rodrigues","R",19851107,"FRA",180
"25348",104635,"Robert","Smeets","L",19851110,"AUS",188
"25349",104639,"Wayne","Odesnik","L",19851121,"USA",180
"25390",104651,"Martin","Alund","R",19851226,"ARG",183
"25397",104655,"Pablo","Cuevas","R",19860101,"URU",180
"25635",104656,"Haydn","Lewis","L",19860102,"BAR",NA
"25638",104658,"Gustavo","Ramirez","U",19860105,"PAR",NA
"25641",104660,"Sergiy","Stakhovsky","R",19860106,"UKR",193
"25814",104661,"Pierre Ludovic","Duclos","R",19860108,"CAN",188
"25815",104665,"Pablo","Andujar","R",19860123,"ESP",180
"25980",104667,"Philipp","Oswald","R",19860123,"AUT",201
"25981",104672,"Vincent","Millot","L",19860130,"FRA",173
"25989",104673,"Julio Cesar","Campozano","R",19860131,"ECU",NA
"26002",104676,"Andreas","Beck","L",19860205,"GER",190
"26042",104677,"Artem","Sitak","R",19860208,"NZL",185
"26048",104678,"Viktor","Troicki","R",19860210,"SRB",193
"26345",104681,"Sebastian","Rieschick","R",19860215,"GER",NA
"26346",104695,"Fritz","Wolmarans","R",19860307,"RSA",NA
"26350",104700,"Daniel","Vallverdu","R",19860317,"VEN",180
"26353",104702,"Michael","Leong","R",19860318,"SOL",NA
"26364",104707,"Denis","Matsukevitch","R",19860328,"RUS",190
"26365",104712,"Israel","Morales","R",19860402,"GUA",NA
"26367",104714,"Julian","Reister","R",19860402,"GER",188
"26381",104717,"Brendan","Evans","R",19860408,"USA",188
"26387",104719,"Marcel","Granollers","R",19860412,"ESP",191
"26590",104721,"Josselin","Ouanna","R",19860414,"FRA",193
"26599",104724,"Eduardo","Schwank","R",19860423,"ARG",183
"26639",104731,"Kevin","Anderson","R",19860518,"RSA",203
"26998",104735,"Tobias","Kamke","R",19860521,"GER",180
"27061",104736,"Farrukh","Dustov","R",19860522,"UZB",196
"27072",104738,"Caio","Zampieri","R",19860527,"BRA",183
"27073",104745,"Rafael","Nadal","L",19860603,"ESP",185
"28119",104753,"Woong Sun","Jun","R",19860614,"KOR",190
"28128",104755,"Richard","Gasquet","R",19860618,"FRA",183
"28721",104760,"Scott","Oudsema","R",19860701,"USA",190
"28722",104763,"Rafael","Arevalo","R",19860704,"ESA",180
"28736",104768,"Juho","Paukku","L",19860719,"FIN",NA
"28737",104770,"Martin","Fischer","R",19860721,"AUT",180
"28742",104775,"Adam","Kellner","R",19860801,"HUN",NA
"28748",104779,"Jamie","Baker","R",19860805,"GBR",183
"28755",104783,"Mikhail","Ledovskikh","R",19860808,"RUS",188
"28759",104789,"Sherif","Sabry","U",19860829,"EGY",NA
"28764",104792,"Gael","Monfils","R",19860901,"FRA",193
"29328",104797,"Denis","Istomin","R",19860907,"UZB",185
"29559",104800,"Mauricio","Estivariz","U",19860909,"BOL",NA
"29560",104803,"Younes","Rachidi","R",19860913,"MAR",NA
"29562",104804,"Amir","Weintraub","R",19860916,"ISR",188
"29572",104810,"Zhe","Li","R",19860920,"CHN",183
"29578",104812,"Scoville","Jenkins","R",19860923,"USA",188
"29584",104813,"Grega","Zemlja","R",19860929,"SLO",183
"29632",104816,"Karan","Rastogi","R",19861008,"IND",178
"29634",104823,"Bruno","Rodriguez","R",19861028,"MEX",NA
"29638",104826,"Federico","Sansonetti","R",19861106,"URU",NA
"29642",104839,"Yassine","Idmbarek","U",19861207,"MAR",NA
"29647",104842,"Salifu","Mohammed","R",19861216,"GHA",NA
"29648",104850,"Jonathan","Dasnieres De Veigy","L",19870105,"FRA",175
"29649",104851,"Gianluca","Naso","R",19870106,"ITA",193
"29652",104856,"Min Hyoek","Cho","R",19870117,"KOR",NA
"29654",104857,"Robert","Farah","R",19870120,"COL",193
"29658",104858,"Enrique","Olivares","R",19870121,"VEN",NA
"29659",104863,"Olivier","Sajous","R",19870204,"HAI",NA
"29662",104864,"Alex","Kuznetsov","R",19870205,"USA",183
"29671",104868,"James","Ward","R",19870209,"GBR",190
"29696",104869,"Sergei","Bubka","R",19870210,"UKR",188
"29710",104871,"Jeremy","Chardy","R",19870212,"FRA",188
"30010",104873,"Aleksandr","Nedovyesov","R",19870215,"KAZ",188
"30016",104875,"Denes","Lukacs","R",19870225,"HUN",180
"30018",104882,"Blaz","Kavcic","R",19870305,"SLO",188
"30076",104887,"Piero","Luisi","R",19870313,"VEN",NA
"30083",104890,"Andreas","Haider Maurer","R",19870322,"AUT",190
"30128",104895,"Abdullah","Maqdas","R",19870331,"KUW",NA
"30139",104896,"Bruno","Agostinelli","R",19870401,"CAN",NA
"30140",104897,"Matthias","Bachinger","R",19870402,"GER",188
"30171",104898,"Robin","Haase","R",19870406,"NED",191
"30403",104901,"Vladimir","Ivanov","R",19870410,"EST",NA
"30409",104905,"Nicolas","Barrientos","R",19870424,"COL",175
"30410",104907,"Jose Rubin","Statham","R",19870425,"NZL",180
"30433",104908,"Mikal Oliver","Statham","R",19870425,"NZL",NA
"30434",104909,"Sunu Wahyu","Trijati","R",19870426,"INA",NA
"30437",104910,"Tihomir","Grozdanov","U",19870429,"BUL",NA
"30441",104914,"Ervin","Eleskovic","R",19870508,"SWE",NA
"30443",104918,"Andy","Murray","R",19870515,"GBR",191
"31191",104919,"Leonardo","Mayer","R",19870515,"ARG",188
"31371",104920,"Denys","Molchanov","R",19870516,"UKR",188
"31373",104925,"Novak","Djokovic","R",19870522,"SRB",188
"32510",104926,"Fabio","Fognini","R",19870524,"ITA",178
"32937",104928,"Sun Yong","Kim Jr","R",19870526,"KOR",NA
"32940",104932,"Kenny","De Schepper","L",19870529,"FRA",203
"32967",104934,"Thomas","Kromann","L",19870601,"DEN",NA
"32968",104942,"Roman","Recarte","U",19870607,"VEN",NA
"32971",104945,"James","Mcgee","R",19870610,"IRL",183
"32980",104947,"Marsel","Ilhan","R",19870611,"TUR",191
"33013",104948,"Petar","Jelenic","R",19870613,"CRO",NA
"33014",104949,"Weerapat","Doakmaiklee","R",19870613,"THA",NA
"33015",104952,"Martin","Pedersen","R",19870615,"DEN",NA
"33027",104958,"Carsten","Ball","L",19870620,"AUS",198
"33038",104960,"Miguel Angel","Reyes Varela","R",19870621,"MEX",175
"33042",104963,"Yannick","Mertens","R",19870625,"BEL",185
"33043",104965,"Pavol","Cervenak","R",19870701,"SVK",191
"33050",104967,"Alexander","Sadecky","L",19870706,"SUI",193
"33051",104970,"Matteo","Viola","R",19870707,"ITA",188
"33055",104976,"Ryan","Sweeting","R",19870714,"USA",196
"33090",104978,"Daniel","Brands","R",19870717,"GER",196
"33150",104979,"Andrey","Golubev","R",19870722,"KAZ",180
"33217",104986,"Vishnu","Vardhan","R",19870727,"IND",188
"33218",104992,"Syrym","Abdukhalikov","R",19870807,"KAZ",NA
"33221",104996,"Alexander","Blom","R",19870817,"AHO",NA
"33228",104997,"Igor","Sijsling","R",19870818,"NED",191
"33278",104999,"Mischa","Zverev","L",19870822,"GER",190
"33412",105001,"Mao Xin","Gong","R",19870824,"CHN",178
"33414",105002,"Timothy","Neilly","R",19870824,"BAH",NA
"33415",105004,"Dimitar","Kutrovsky","R",19870827,"BUL",175
"33423",105009,"Elbert","Sie","R",19870906,"INA",NA
"33427",105011,"Illya","Marchenko","R",19870908,"UKR",185
"33492",105012,"Alexander","Bury","R",19870914,"BLR",203
"33494",105015,"Franko","Skugor","R",19870920,"CRO",196
"33502",105023,"Sam","Querrey","R",19871007,"USA",198
"33889",105028,"Jesse","Levine","L",19871015,"CAN",175
"33920",105030,"Michael","Venus","R",19871016,"NZL",191
"33929",105031,"Saketh","Myneni","R",19871019,"IND",193
"33931",105032,"Sam","Groth","R",19871019,"AUS",193
"33969",105036,"Hyun Joon","Kim","L",19871027,"KOR",NA
"33971",105041,"Lukas","Lacko","R",19871103,"SVK",185
"34069",105047,"Tim","Puetz","R",19871119,"GER",185
"34070",105051,"Matthew","Ebden","R",19871126,"AUS",188
"34149",105052,"Chris","Eaton","R",19871127,"GBR",188
"34151",105053,"Santiago","Giraldo","R",19871127,"COL",188
"34318",105060,"Aldin","Setkic","R",19871221,"BIH",191
"34326",105062,"Mikhail","Kukushkin","R",19871226,"KAZ",183
"34501",105063,"Andrea","Arnaboldi","L",19871227,"ITA",180
"34505",105064,"Thomaz","Bellucci","L",19871230,"BRA",188
"34708",105065,"Tim","Smyczek","R",19871230,"USA",175
"34751",105066,"Grzegorz","Panfil","L",19880101,"POL",183
"34754",105070,"Hans","Podlipnik Castillo","R",19880109,"CHI",183
"34757",105072,"Sanam","Singh","R",19880111,"IND",173
"34758",105074,"Ruben","Bemelmans","L",19880114,"BEL",183
"34788",105077,"Albert","Ramos","L",19880117,"ESP",188
"35070",105079,"Ivan","Sergeyev","R",19880120,"UKR",175
"35075",105080,"Miloslav","Mecir Jr","R",19880120,"SVK",190
"35076",105081,"Jean Michel","Durango","R",19880122,"ECU",NA
"35077",105085,"Artem","Smirnov","L",19880202,"UKR",188
"35079",105095,"Evgeny","Korolev","R",19880214,"KAZ",185
"35153",105098,"Alexandre","Sidorenko","R",19880218,"FRA",185
"35157",105099,"Antonio","Veic","R",19880218,"CRO",180
"35168",105111,"Ivan","Endara","R",19880304,"ECU",NA
"35173",105113,"Patrik","Rosenholm","R",19880305,"SWE",178
"35175",105122,"Karlis","Lejnieks","R",19880316,"LAT",NA
"35178",105128,"Guillermo","Olaso","U",19880325,"ESP",175
"35180",105132,"Jurgen","Zopp","R",19880329,"EST",190
"35204",105137,"Pere","Riba","R",19880407,"ESP",183
"35228",105138,"Roberto","Bautista Agut","R",19880414,"ESP",183
"35650",105145,"Jaak","Poldma","R",19880516,"EST",NA
"35653",105147,"Tatsuma","Ito","R",19880518,"JPN",180
"35689",105148,"Hsin Han","Lee","R",19880519,"TPE",181
"35690",105149,"Reda","El Amrani","R",19880519,"MAR",185
"35698",105152,"Marcin","Gawron","U",19880525,"POL",NA
"35699",105154,"Joao","Souza","R",19880527,"BRA",193
"35726",105155,"Pedro","Sousa","R",19880527,"POR",180
"35743",105156,"Federico","Zeballos","R",19880530,"BOL",185
"35747",105161,"Yann","Marti","R",19880607,"SUI",173
"35749",105163,"Gleb","Sakharov","R",19880610,"FRA",185
"35750",105166,"Peter","Polansky","R",19880615,"CAN",180
"35769",105173,"Adrian","Mannarino","L",19880629,"FRA",180
"36073",105177,"Aditya","Hari Sasongko","U",19880704,"INA",NA
"36076",105181,"Miljan","Zekic","R",19880712,"SRB",185
"36077",105182,"Antso","Rakotondramanga","R",19880717,"MAD",NA
"36081",105194,"Nick","Lindahl","R",19880731,"AUS",183
"36082",105201,"Marc","Abdulnour","R",19880811,"SYR",NA
"36085",105208,"Ernests","Gulbis","R",19880830,"LAT",190
"36331",105216,"Yuichi","Sugita","R",19880918,"JPN",173
"36387",105217,"Thiemo","De Bakker","R",19880919,"NED",193
"36457",105221,"Mauricio","Doria Medina","L",19880922,"BOL",NA
"36459",105223,"Juan Martin","del Potro","R",19880923,"ARG",198
"36902",105226,"Attila","Balazs","R",19880927,"HUN",180
"36930",105227,"Marin","Cilic","R",19880928,"CRO",198
"37522",105229,"Philip","Bester","R",19881006,"CAN",188
"37524",105238,"Alexandr","Dolgopolov","R",19881107,"UKR",180
"37744",105239,"Daniel","Glancy","U",19881113,"IRL",NA
"37745",105254,"Nikola","Mektic","R",19881224,"CRO",183
"37748",105255,"Bassam","Beidas","R",19881226,"LIB",NA
"37753",105259,"Andrei","Karatchenia","R",19890102,"BLR",NA
"37755",105269,"Marcelo","Demoliner","R",19890118,"BRA",191
"37756",105270,"Maxime","Teixeira","R",19890118,"FRA",188
"37757",105271,"Gonzalo","Escobar","L",19890120,"ECU",178
"37762",105273,"Mauricio","Echazu","R",19890102,"PER",174
"37777",105278,"Alexis","Klegou","U",19890125,"BEN",NA
"37779",105286,"Greg","Jones","R",19890131,"AUS",190
"37780",105292,"Alejandro","Gonzalez","R",19890207,"COL",190
"37798",105299,"Dzmitry","Zhyrmont","U",19890301,"BLR",NA
"37805",105300,"Sergio","Gutierrez Ferrol","R",19890305,"ESP",NA
"37807",105302,"Ante","Pavic","R",19890307,"CRO",196
"37810",105311,"Joao","Sousa","R",19890330,"POR",185
"38026",105318,"Thomas","Schoorel","L",19890408,"NED",203
"38029",105332,"Benoit","Paire","R",19890508,"FRA",196
"38272",105334,"Luis David","Martinez","R",19890512,"VEN",178
"38280",105339,"Yan","Bai","R",19890521,"CHN",185
"38285",105341,"Thomas","Fabbiano","R",19890526,"ITA",173
"38312",105349,"Harri","Heliovaara","R",19890604,"FIN",188
"38320",105357,"John","Millman","R",19890614,"AUS",183
"38441",105359,"Jason","Jung","R",19890615,"TPE",180
"38452",105367,"Daniel Alejandro","Lopez Cassaccia","R",19890703,"PAR",NA
"38456",105372,"Issam","Al Tawil","R",19890710,"SYR",NA
"38458",105373,"Martin","Klizan","L",19890711,"SVK",191
"38605",105376,"Peter","Gojowczyk","R",19890715,"GER",188
"38681",105379,"Aljaz","Bedene","R",19890718,"SLO",181
"38819",105385,"Donald","Young","L",19890723,"USA",183
"38945",105386,"Janez","Semrajc","U",19890724,"SLO",NA
"38949",105394,"Ilija","Martinoski","R",19890803,"MKD",NA
"38950",105402,"Peerakiat","Siriluethaiwattana","L",19890816,"THA",NA
"38952",105404,"Michael","Mcclune","R",19890822,"USA",188
"38953",105406,"Roberto","Marcora","R",19890830,"ITA",193
"38956",105408,"Soren","Wedege","R",19890907,"DEN",NA
"38957",105413,"Andrej","Martin","R",19890920,"SVK",183
"38984",105428,"Marcus","Daniell","R",19891109,"NZL",188
"38985",105430,"Radu","Albot","R",19891111,"MDA",175
"39092",105431,"Ariel","Behar","R",19891112,"URU",180
"39093",105432,"Prajnesh","Gunneswaran","L",19891112,"IND",188
"39104",105434,"Ruan","Roelofse","R",19891118,"RSA",188
"39107",105436,"Markus","Eriksson","R",19891129,"SWE",188
"39112",105438,"Inigo","Cervantes Huegun","R",19891130,"ESP",180
"39129",105441,"John Patrick","Smith","L",19890124,"AUS",188
"39134",105442,"Sebastien","Vidal","R",19891209,"GUA",NA
"39135",105449,"Steve","Johnson","R",19891224,"USA",188
"39335",105453,"Kei","Nishikori","R",19891229,"JPN",178
"39779",105454,"Brydan","Klein","R",19891231,"AUS",183
"39782",105456,"Sergio","Galdos","R",19900102,"PER",180
"39787",105464,"Christopher","Rungkat","R",19900114,"INA",175
"39807",105467,"Jordi","Munoz Abreu","U",19900117,"VEN",NA
"39808",105471,"Cesar","Ramirez","R",19900125,"MEX",180
"39816",105472,"Nils","Langer","R",19900125,"GER",193
"39817",105477,"Marco","Trungelliti","R",19900131,"ARG",178
"39834",105487,"Facundo","Bagnis","L",19900227,"ARG",183
"39878",105488,"Jose","Benitez","U",19900228,"PAR",NA
"39880",105490,"Jui Chen","Hung","R",19900301,"TPE",NA
"39884",105493,"Tomislav","Brkic","R",19900309,"BIH",185
"39887",105497,"Jose","Hernandez","R",19900313,"DOM",183
"39898",105499,"Christopher","Diaz Figueroa","R",19900314,"GUA",NA
"39909",105502,"N Sriram","Balaji","R",19900318,"IND",180
"39910",105512,"Alexander","Sarkissian","R",19900403,"USA",191
"39912",105526,"Jan Lennard","Struff","R",19900425,"GER",193
"40136",105539,"Evgeny","Donskoy","R",19900509,"RUS",185
"40191",105541,"Alex","Llompart","R",19900511,"PUR",NA
"40197",105542,"Bastian","Trinker","R",19900511,"AUT",191
"40198",105550,"Guido","Pella","L",19900517,"ARG",183
"40327",105554,"Daniel","Evans","R",19900523,"GBR",175
"40482",105558,"Guillaume","Rufin","R",19900526,"FRA",188
"40498",105561,"Alessandro","Giannessi","L",19900530,"ITA",185
"40511",105566,"Shahin","Khaledan","R",19900607,"IRI",NA
"40515",105572,"Austin","Krajicek","L",19900616,"USA",188
"40527",105573,"Henri","Kontinen","R",19900619,"FIN",191
"40534",105575,"Ricardas","Berankis","R",19900621,"LTU",175
"40670",105577,"Vasek","Pospisil","R",19900623,"CAN",193
"40807",105578,"Cristian","Rodriguez","R",19900624,"COL",180
"40808",105579,"Kittipong","Wachiramanowong","R",19900625,"THA",183
"40821",105583,"Dusan","Lajovic","R",19900630,"SRB",183
"41025",105585,"Ze","Zhang","R",19900704,"CHN",188
"41044",105586,"Alexandar","Lazov","L",19900709,"BUL",183
"41045",105587,"Tom","Kocevar Desman","R",19900710,"SLO",180
"41046",105589,"Gerald","Melzer","L",19900713,"AUT",188
"41064",105590,"Uladzimir","Ignatik","R",19900714,"BLR",183
"41078",105596,"Jan","Satral","R",19900724,"CZE",185
"41079",105613,"Norbert","Gombos","R",19900813,"SVK",193
"41105",105614,"Bradley","Klahn","L",19900820,"USA",183
"41118",105625,"Alvaro","Raposo De Oliveira","U",19900905,"PER",NA
"41119",105626,"Takanyi","Garanganga","R",19900906,"ZIM",NA
"41123",105630,"Tomislav","Ternar","U",19900916,"SLO",NA
"41124",105633,"Mohamed","Safwat","R",19900919,"EGY",180
"41140",105634,"Viktor","Galovic","R",19900919,"ITA",193
"41143",105641,"Blaz","Rola","L",19901005,"SLO",193
"41158",105643,"Federico","Delbonis","L",19901005,"ARG",193
"41323",105649,"Cedrik Marcel","Stebe","L",19901009,"GER",183
"41355",105650,"Marcus","Willis","L",19901009,"GBR",191
"41356",105655,"Hiroki","Moriya","R",19901016,"JPN",168
"41359",105656,"Marcelo","Arevalo","R",19901017,"ESA",193
"41391",105657,"Marius","Copil","R",19901017,"ROU",191
"41456",105668,"Jerzy","Janowicz","R",19901113,"POL",203
"41558",105671,"Gastao","Elias","R",19901124,"POR",180
"41587",105676,"David","Goffin","R",19901207,"BEL",180
"41936",105677,"Nikola","Cacic","R",19901207,"SRB",183
"41937",105678,"Axel","Michon","L",19901216,"FRA",176
"41938",105681,"Soong Jae","Cho","R",19901220,"KOR",NA
"41939",105683,"Milos","Raonic","R",19901227,"CAN",196
"42327",105688,"Manuel","Sanchez","R",19910105,"MEX",183
"42333",105707,"Nicolaas","Scholtz","R",19910205,"RSA",NA
"42338",105714,"Hugo","Nys","R",19910216,"MON",185
"42339",105723,"Andrey","Kuznetsov","R",19910222,"RUS",183
"42418",105731,"Steven","Diez","R",19910317,"CAN",175
"42420",105732,"Pierre Hugues","Herbert","R",19910318,"FRA",188
"42521",105733,"Rhyne","Williams","R",19910322,"USA",185
"42528",105738,"Tsung Hua","Yang","R",19910329,"TPE",178
"42533",105747,"Karim Mohamed","Maamoun","R",19910409,"EGY",175
"42538",105757,"Sandro","Ehrat","R",19910418,"SUI",180
"42539",105773,"Bruno","Abdel Nour","U",19910511,"SYR",NA
"42540",105777,"Grigor","Dimitrov","R",19910516,"BUL",191
"43004",105781,"Andrei","Vasilevski","R",19910528,"BLR",185
"43005",105790,"Yong Kyu","Lim","R",19910618,"KOR",185
"43016",105806,"Mirza","Basic","R",19910712,"BIH",188
"43050",105807,"Pablo","Carreno Busta","R",19910712,"ESP",188
"43328",105812,"David","Agung Susanto","R",19910721,"INA",NA
"43333",105815,"Tennys","Sandgren","R",19910722,"USA",188
"43380",105819,"Guido","Andreozzi","R",19910805,"ARG",183
"43392",105820,"Juan Carlos","Saez","R",19910805,"CHI",NA
"43395",105826,"Alejandro","Gomez Gb42","R",19910814,"COL",188
"43396",105827,"Laurynas","Grigelis","R",19910814,"LTU",183
"43409",105830,"Hicham","Khaddari","R",19910819,"MAR",NA
"43411",105841,"Lorenzo","Giustino","R",19910910,"ITA",180
"43412",105842,"Di","Wu","R",19910914,"CHN",175
"43433",105853,"Tigre","Hank","L",19910930,"MEX",188
"43434",105870,"Yannick","Hanfmann","R",19911113,"GER",193
"43508",105872,"Christian","Lindell","R",19911120,"SWE",193
"43513",105874,"Albano","Olivetti","R",19911124,"FRA",203
"43518",105877,"Emilio","Gomez","R",19911128,"ECU",185
"43541",105881,"Matthew","Barton","R",19911218,"AUS",191
"43545",105882,"Stefano","Travaglia","R",19911228,"ITA",185
"43574",105894,"Javier","Marti","R",19920111,"ESP",NA
"43576",105899,"Martin","Cuevas","R",19920114,"URU",191
"43581",105902,"James","Duckworth","R",19920121,"AUS",183
"43646",105905,"Danilo","Petrovic","R",19920124,"SRB",203
"43648",105906,"Kevin","Krawietz","R",19920124,"GER",188
"43649",105909,"Sam","Barry","R",19920127,"IRL",NA
"43651",105912,"Diego","Galeano","R",19920201,"PAR",NA
"43659",105916,"Marton","Fucsovics","R",19920208,"HUN",188
"43820",105917,"Gianni","Mina","R",19920209,"FRA",185
"43821",105930,"Daniel","Kosakowski","R",19920221,"USA",185
"43822",105932,"Nikoloz","Basilashvili","R",19920223,"GEO",185
"43968",105933,"Roberto","Quiroz","L",19920223,"ECU",193
"43977",105934,"Chuhan","Wang","R",19920224,"CHN",188
"43978",105935,"Duilio","Beretta","R",19920225,"PER",NA
"43986",105936,"Filip","Krajinovic","R",19920227,"SRB",185
"44111",105943,"Federico","Gaio","R",19920305,"ITA",178
"44114",105946,"Liang Chi","Huang","R",19920308,"TPE",NA
"44120",105948,"Federico","Coria","R",19920309,"ARG",180
"44173",105952,"Renzo","Olivo","R",19920315,"ARG",178
"44196",105954,"Peter","Nagy","R",19920317,"HUN",180
"44199",105960,"Evan","King","L",19920325,"USA",185
"44200",105961,"David","Souto","L",19920326,"VEN",NA
"44209",105963,"Arthur","De Greef","R",19920327,"BEL",183
"44212",105967,"Henri","Laaksonen","R",19920331,"SUI",185
"44261",105985,"Darian","King","R",19920426,"BAR",188
"44295",105992,"Ryan","Harrison","R",19920507,"USA",185
"44415",106000,"Damir","Dzumhur","R",19920520,"BIH",175
"44543",106005,"Constant","Lestienne","R",19920523,"FRA",180
"44560",106021,"Dragos","Dima","R",19920616,"ROU",180
"44562",106024,"Dovydas","Sakinis","L",19920702,"LTU",NA
"44564",106026,"Yuki","Bhambri","R",19920704,"IND",185
"44592",106032,"Facundo","Arguello","R",19920804,"ARG",178
"44593",106033,"Romain","Arneodo","R",19920804,"MON",175
"44600",106034,"Yasutaka","Uchiyama","R",19920805,"JPN",183
"44613",106035,"Isak","Arvidsson","R",19920806,"SWE",188
"44614",106043,"Diego","Schwartzman","R",19920816,"ARG",170
"44864",106044,"Nicolas","Kicker","R",19920816,"ARG",178
"44883",106045,"Denis","Kudla","R",19920817,"USA",180
"44955",106053,"Philip","Davydenko","R",19920902,"RUS",183
"44956",106058,"Jack","Sock","R",19920924,"USA",191
"45138",106065,"Marco","Cecchinato","R",19920930,"ITA",185
"45218",106071,"Bernard","Tomic","R",19921021,"AUS",196
"45404",106072,"Alexey","Vatutin","R",19921027,"RUS",178
"45406",106075,"Jozef","Kovalik","R",19921104,"SVK",183
"45434",106078,"Egor","Gerasimov","R",19921111,"BLR",196
"45496",106085,"Hamid","Reza Nadaf","R",19921119,"IRI",183
"45497",106099,"Salvatore","Caruso","R",19921215,"ITA",185
"45516",106100,"Micke","Kontinen","R",19921218,"FIN",NA
"45518",106105,"Guilherme","Clezar","R",19921231,"BRA",183
"45519",106106,"George","Tsivadze","L",19930102,"GEO",191
"45520",106109,"Alex","Bolt","L",19930105,"AUS",183
"45537",106110,"Filip","Horansky","R",19930107,"SVK",175
"45539",106120,"Ricardo","Ojeda Lara","R",19930126,"ESP",180
"45542",106121,"Taro","Daniel","R",19930127,"JPN",191
"45630",106136,"Warit","Sornbutnark","R",19930227,"THA",180
"45632",106137,"Tristan","Lamasine","R",19930305,"FRA",183
"45635",106138,"Yaraslav","Shyla","R",19930305,"BLR",191
"45638",106148,"Roberto","Carballes Baena","R",19930323,"ESP",183
"45756",106150,"Jeson","Patrombon","R",19930327,"PHI",NA
"45762",106158,"Suk Young","Jeong","R",19930412,"KOR",NA
"45766",106162,"Franco","Agamenone","R",19930415,"ITA",191
"45769",106167,"Joris","De Loore","R",19930421,"BEL",191
"45770",106169,"Vladyslav","Manafov","L",19930422,"UKR",NA
"45771",106174,"Gonzalo","Lama","R",19930427,"CHI",180
"45779",106175,"Ricardo","Rodriguez","R",19930428,"VEN",189
"45801",106177,"Oriol","Roca Batalla","R",19930430,"ESP",175
"45802",106186,"Jason","Kubler","R",19930519,"AUS",178
"45830",106187,"Denis","Yevseyev","R",19930522,"KAZ",188
"45831",106194,"Nutthanon","Kadchapanan","R",19930607,"THA",NA
"45832",106198,"Hugo","Dellien","R",19930616,"BOL",180
"45868",106201,"Maxim","Dubarenco","R",19930624,"MDA",NA
"45874",106207,"Mate","Pavic","L",19930704,"CRO",191
"45877",106210,"Jiri","Vesely","L",19930710,"CZE",198
"46020",106214,"Oscar","Otte","R",19930716,"GER",193
"46054",106216,"Bjorn","Fratangelo","R",19930719,"USA",183
"46076",106218,"Marcos","Giron","R",19930724,"USA",180
"46180",106220,"Dimitar","Kuzmanov","R",19930728,"BUL",183
"46198",106223,"Aleksandre","Metreveli","R",19930810,"GEO",183
"46200",106225,"Andrew","Whittington","R",19930811,"AUS",188
"46202",106227,"Ji Sung","Nam","R",19930815,"KOR",183
