"surface","tourney_level","tourney_date","winner1_id","winner2_id","winner_seed","winner_entry","loser1_id","loser2_id","loser_seed","loser_entry","score","round","winner1_hand","winner2_hand","loser1_hand","loser2_hand","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"Clay","M",20140504,104731,103781,NA,"PR",103566,103917,5,"","6-3 6-3","R16","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,102110,102800,6,"",104719,104043,NA,"","6-4 6-2","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,103586,103690,NA,"",103997,102963,7,"","7-5 6-7 13-11","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,103523,103529,8,"",105683,104312,NA,"","W/O","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,104731,103781,NA,"PR",105227,104160,NA,"","6-1 7-5","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,104607,104545,NA,"",102968,104586,NA,"WC","6-3 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,108701,104857,NA,"",103018,104022,NA,"","6-3 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,103586,103690,NA,"",104679,105188,NA,"","2-6 6-3 10-6","R32","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,104719,104043,NA,"",103852,104338,NA,"WC","6-7 6-3 12-10","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,104600,104693,NA,"",103898,104273,NA,"","6-2 4-6 10-7","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,105683,104312,NA,"",103780,104071,NA,"","7-6 3-6 12-10","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20140504,103828,104486,NA,"",104926,104136,NA,"","6-3 1-6 10-7","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103828,104486,2,"",103455,103929,NA,"","3-6 6-4 10-2","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103828,104486,2,"",105269,104646,NA,"","7-6 3-6 10-6","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103455,103929,NA,"",105775,106207,4,"","6-3 6-4","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103828,104486,2,"",104660,104022,NA,"","W/O","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,105269,104646,NA,"",103540,102382,3,"","6-3 7-5","QF","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,105775,106207,4,"",102968,104586,NA,"","6-2 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103455,103929,NA,"",105888,105227,NA,"WC","7-5 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103455,103929,NA,"",104471,104249,1,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103828,104486,2,"",103794,104978,NA,"","6-2 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,103540,102382,3,"",105254,105711,NA,"WC","6-2 7-6","R16","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,105775,106207,4,"",104619,102864,NA,"","6-4 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,105888,105227,NA,"WC",103333,105015,NA,"","6-7 6-4 10-7","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,105269,104646,NA,"",102886,103863,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,102968,104586,NA,"",103876,104911,NA,"","6-1 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140203,104660,104022,NA,"",103582,103163,NA,"","7-6 6-3","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,102382,104249,2,"",103580,103946,1,"","4-6 6-3 10-5","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103580,103946,1,"",103110,104160,NA,"","6-4 6-0","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,102382,104249,2,"",103780,104071,NA,"","7-6 7-6","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103580,103946,1,"",104233,104997,NA,"","7-5 7-5","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,102382,104249,2,"",104398,104465,NA,"","4-6 6-1 11-9","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103780,104071,NA,"",104679,105188,3,"","W/O","QF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103110,104160,NA,"",104136,103822,4,"","3-6 6-3 10-5","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103580,103946,1,"",108701,104857,NA,"","7-5 6-1","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,102382,104249,2,"",103163,102987,NA,"","6-1 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,104679,105188,3,"",104907,105030,NA,"WC","6-4 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,104136,103822,4,"",103540,103594,NA,"","7-6 6-3","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,104398,104465,NA,"",104415,104504,NA,"WC","7-6 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103110,104160,NA,"",103876,103977,NA,"","7-5 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,103780,104071,NA,"",103080,103730,NA,"","6-2 7-6","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20140106,104233,104997,NA,"",105138,104593,NA,"AL","6-4 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104679,105188,3,"",104415,104504,NA,"PR","6-4 6-2","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104679,105188,3,"",103780,104071,1,"","7-6 6-2","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104415,104504,NA,"PR",104460,102382,NA,"","6-3 6-2","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,103780,104071,1,"",103782,103813,NA,"","6-3 6-4","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104415,104504,NA,"PR",108701,104857,2,"","6-1 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104679,105188,3,"",104160,106207,NA,"","4-6 7-6 10-6","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104460,102382,NA,"",103720,104594,NA,"","6-4 6-3","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,103780,104071,1,"",103540,105573,NA,"","6-4 6-7 11-9","R16","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,108701,104857,2,"",104465,103577,NA,"","6-3 6-3","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104679,105188,3,"",103651,105526,NA,"WC","6-4 6-3","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,103720,104594,NA,"",103876,105775,4,"","6-4 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104460,102382,NA,"",103594,103781,NA,"","6-7 6-4 10-3","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104160,106207,NA,"",105643,104268,NA,"","6-3 6-4","R16","R","L","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,104415,104504,NA,"PR",103110,104312,NA,"","6-3 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140428,103782,103813,NA,"",104897,105906,NA,"WC","6-2 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103580,103946,2,"",104679,105188,NA,"","4-6 7-6 10-4","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103580,103946,2,"",102110,102800,3,"","7-5 6-3","SF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104679,105188,NA,"",103898,104273,7,"","6-4 7-6","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103580,103946,2,"",103523,103529,5,"","2-6 6-4 10-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,102110,102800,3,"",104415,103690,8,"","6-4 6-4","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103898,104273,7,"",102233,103285,4,"","4-6 6-3 10-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104679,105188,NA,"",104731,102968,NA,"","6-4 7-6","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104679,105188,NA,"",103184,103185,1,"","7-6 7-6","R16","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103580,103946,2,"",103852,103781,NA,"","7-6 6-4","R16","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,102110,102800,3,"",105777,104527,NA,"","7-6 7-5","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,102233,103285,4,"",103977,105577,NA,"","7-6 6-1","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103523,103529,5,"",104871,104098,NA,"","7-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104731,102968,NA,"",104600,104693,6,"","6-7 6-4 10-4","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103898,104273,7,"",105238,105208,NA,"","7-6 5-6 RET","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104415,103690,8,"",103780,104071,NA,"","6-4 7-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104731,102968,NA,"",105051,103586,NA,"","6-3 6-4","R32","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103780,104071,NA,"",104594,105332,NA,"","6-4 7-6","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104871,104098,NA,"",104589,103720,NA,"","6-4 3-6 10-7","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,105777,104527,NA,"",104159,105439,NA,"WC","6-4 6-4","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,105238,105208,NA,"",103813,104468,NA,"","6-4 6-4","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103852,103781,NA,"",103917,104542,NA,"","6-7 7-6 14-12","R32","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,103977,105577,NA,"",105227,102987,NA,"","4-6 6-4 10-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140609,104679,105188,NA,"",105554,104868,NA,"WC","6-1 4-6 10-4","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104398,104898,3,"",103782,103455,NA,"","6-3 6-4","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104398,104898,3,"",105487,105643,NA,"","6-3 6-4","SF","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103782,103455,NA,"",104665,104338,NA,"","6-3 6-1","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,105487,105643,NA,"",104679,105188,1,"","5-7 6-4 11-9","QF","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104398,104898,3,"",103929,105641,NA,"","6-1 6-4","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103782,103455,NA,"",103540,103977,4,"","7-6 3-6 14-12","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104665,104338,NA,"",103747,104667,NA,"","7-6 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104679,105188,1,"",103110,104979,NA,"","6-3 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103747,104667,NA,"",105775,104495,2,"","7-5 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104398,104898,3,"",105967,105161,NA,"WC","6-3 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103540,103977,4,"",104719,104724,NA,"","5-7 6-3 11-9","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,104665,104338,NA,"",104465,103577,NA,"","2-6 7-6 11-9","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,105487,105643,NA,"",104847,103967,NA,"WC","6-3 5-7 10-5","R16","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103782,103455,NA,"",103876,105573,NA,"","6-3 3-6 10-8","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140721,103929,105641,NA,"",104460,106233,NA,"","6-3 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,104589,103720,NA,"",102968,104330,NA,"","7-5 6-4","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,102968,104330,NA,"",103917,104660,NA,"","7-6 7-5","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,104589,103720,NA,"",105572,105441,NA,"","7-6 6-1","SF","L","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,103917,104660,NA,"",102110,108990,2,"","6-3 6-4","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,105572,105441,NA,"",105051,105032,3,"","6-3 6-4","QF","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,102968,104330,NA,"",103920,103921,NA,"","7-5 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,104589,103720,NA,"",104690,105385,NA,"","7-5 6-3","QF","L","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,104690,105385,NA,"",104136,103822,1,"","6-7 7-6 10-7","R16","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,102110,108990,2,"",103929,104233,NA,"","6-4 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,105051,105032,3,"",110536,104308,NA,"","5-7 6-2 10-6","R16","R","R","U","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,102968,104330,NA,"",104159,105439,4,"","5-7 6-4 10-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,104589,103720,NA,"",105992,105030,NA,"","6-3 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,105572,105441,NA,"",104736,105302,NA,"","6-3 6-2","R16","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,103917,104660,NA,"",105074,105657,NA,"","7-5 4-6 13-11","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20140707,103920,103921,NA,"",104864,105166,NA,"","3-6 7-5 10-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103540,103977,4,"",104871,103594,NA,"","4-6 7-6 10-7","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103540,103977,4,"",103543,104269,1,"","6-3 6-4","SF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104871,103594,NA,"",103876,105573,3,"","7-5 3-6 11-9","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103543,104269,1,"",104460,105583,NA,"AL","6-3 6-1","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104871,103594,NA,"",104398,102963,2,"","7-6 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103876,105573,3,"",106035,105436,NA,"WC","6-3 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103540,103977,4,"",104551,103651,NA,"","6-3 6-7 10-3","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103543,104269,1,"",103782,103577,NA,"","6-7 6-2 12-10","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104398,102963,2,"",103080,103730,NA,"","2-6 6-4 11-9","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103876,105573,3,"",104122,104655,NA,"","6-3 3-6 10-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,103540,103977,4,"",104784,105062,NA,"","7-6 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,106035,105436,NA,"WC",104160,106210,NA,"","1-6 7-6 10-7","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104460,105583,NA,"AL",103811,103938,NA,"","3-6 7-6 10-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104871,103594,NA,"",104665,105807,NA,"","7-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20140707,104551,103651,NA,"",125803,111200,NA,"WC","3-6 6-0 12-10","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
