"surface","tourney_level","tourney_date","winner1_id","winner2_id","winner_seed","winner_entry","loser1_id","loser2_id","loser_seed","loser_entry","score","round","winner1_hand","winner2_hand","loser1_hand","loser2_hand","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"Hard","A",20000110,101704,101097,1,"",101358,101543,2,"","7-5 6-4","F","L","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101704,101097,1,"",102562,101866,3,"","6-2 6-4","SF","L","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101358,101543,2,"",102664,101779,NA,"","6-3 6-4","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101704,101097,1,"",101342,102162,NA,"WC","6-3 6-4","QF","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,102562,101866,3,"",102057,102042,NA,"","7-6 RET","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,102664,101779,NA,"",101565,101904,NA,"","3-6 6-4 7-6","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101704,101097,1,"",101639,102430,NA,"","6-4 6-3","R16","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101358,101543,2,"",102131,102854,NA,"WC","6-3 7-6","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,102562,101866,3,"",102984,103264,NA,"","6-2 4-6 6-3","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101565,101904,NA,"",102998,102795,4,"","6-4 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,102057,102042,NA,"",103252,102092,NA,"","6-4 3-6 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,101342,102162,NA,"WC",102035,102536,NA,"","6-4 6-1","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,102664,101779,NA,"",102111,101602,NA,"","6-7 6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20000110,103483,102262,NA,"WC",102076,101660,NA,"Q","7-6 4-6 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102405,101983,1,"",102247,101717,NA,"WC","7-6 6-7 6-4","F","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102405,101983,1,"",102998,102795,4,"","7-6 6-3","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102247,101717,NA,"WC",101937,101249,NA,"","6-1 7-5","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102405,101983,1,"",102057,101602,NA,"Q","6-4 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102998,102795,4,"",101761,101490,NA,"","4-6 7-6 6-4","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102247,101717,NA,"WC",102388,102501,NA,"","6-4 7-6","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,101937,101249,NA,"",101341,101904,NA,"","6-3 7-6","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102405,101983,1,"",103017,102533,NA,"WC","6-7 6-0 6-1","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102388,102501,NA,"",101682,101543,2,"","7-5 6-1","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,101341,101904,NA,"",101507,101730,3,"","5-7 6-2 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102998,102795,4,"",101366,101668,NA,"","6-4 7-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102057,101602,NA,"Q",103182,102905,NA,"WC","6-3 6-1","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,102247,101717,NA,"WC",101565,102558,NA,"","6-3 1-6 6-4","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,101937,101249,NA,"",102463,101758,NA,"","7-5 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000522,101761,101490,NA,"",102578,101841,NA,"","7-5 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,101682,102187,1,"",103018,102800,NA,"","6-4 6-4","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,101682,102187,1,"",102533,103344,NA,"WC","3-6 6-4 7-6","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,103018,102800,NA,"",102477,102139,NA,"","7-5 6-3","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,101682,102187,1,"",101761,101490,NA,"","4-6 6-4 6-2","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102477,102139,NA,"",101841,101888,NA,"","7-6 2-6 6-1","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102533,103344,NA,"WC",102215,101817,NA,"","7-5 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,103018,102800,NA,"",102358,102563,NA,"Q","6-3 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102477,102139,NA,"",102286,101983,2,"","6-2 6-7 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102215,101817,NA,"",102694,102783,NA,"WC","7-6 6-0","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102358,102563,NA,"Q",101668,101327,NA,"","7-5 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,101841,101888,NA,"",102398,101758,NA,"","2-6 6-4 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,102533,103344,NA,"WC",102743,102306,NA,"LL","6-3 3-6 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,103018,102800,NA,"",102093,101924,NA,"LL","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000501,101761,101490,NA,"",102529,102411,NA,"","6-4 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101185,101889,2,"",101890,102558,NA,"","6-7 6-3 7-6","F","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101185,101889,2,"",102205,102110,5,"","7-6 6-3","SF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101890,102558,NA,"",102286,102061,6,"","7-6 6-1","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101185,101889,2,"",103184,103185,NA,"","6-7 6-4 6-4","QF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102205,102110,5,"",102979,101424,NA,"","7-6 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102286,102061,6,"",103018,102800,NA,"","6-4 4-6 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101890,102558,NA,"",101983,101821,NA,"","6-7 7-6 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101890,102558,NA,"",101711,101932,1,"","1-6 6-3 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101185,101889,2,"",102358,102257,NA,"WC","6-7 6-4 6-4","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,103018,102800,NA,"",101682,102187,3,"","6-2 6-1","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102979,101424,NA,"",101647,102925,4,"","2-6 7-5 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102205,102110,5,"",102524,102422,NA,"","6-3 4-6 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102286,102061,6,"",101342,102053,NA,"","4-6 6-3 7-5","R16","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101983,101821,NA,"",102998,102795,7,"","7-5 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,103184,103185,NA,"",101885,101964,8,"","6-3 6-4","R16","L","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102205,102110,5,"",101565,101904,NA,"","6-4 5-7 7-5","R32","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102286,102061,6,"",102834,101602,NA,"Q","6-3 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102998,102795,7,"",101668,101327,NA,"","7-6 7-6","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101885,101964,8,"",101639,102501,NA,"","6-1 6-1","R32","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,103184,103185,NA,"",103720,103714,NA,"WC","7-6 6-4","R32","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102979,101424,NA,"",103566,103498,NA,"WC","7-6 2-6 6-3","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102358,102257,NA,"WC",101833,102092,NA,"","6-2 6-4","R32","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101342,102053,NA,"",102426,102312,NA,"","7-5 6-7 6-0","R32","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,102524,102422,NA,"",103206,102148,NA,"WC","7-6 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,103018,102800,NA,"",102369,101965,NA,"","7-6 7-6","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000612,101890,102558,NA,"",101717,101733,NA,"","6-4 7-6","R32","R","L","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102562,101866,1,"",102259,102306,NA,"Q","3-6 6-3 6-4","F","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102562,101866,1,"",101507,102984,3,"","6-4 1-6 7-5","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102259,102306,NA,"Q",101904,102092,NA,"","5-7 6-4 7-6","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102562,101866,1,"",103819,101820,NA,"","6-2 3-6 6-2","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101507,102984,3,"",102567,103356,NA,"WC","6-3 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102259,102306,NA,"Q",103017,103018,NA,"WC","6-4 6-4","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101904,102092,NA,"",102664,101779,NA,"","6-3 3-6 6-4","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102562,101866,1,"",101731,102312,NA,"","3-6 6-3 7-5","R16","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,103017,103018,NA,"WC",102463,101515,2,"","6-4 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101507,102984,3,"",101806,102558,NA,"","6-3 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101904,102092,NA,"",102426,101490,4,"","6-4 6-4","R16","L","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102567,103356,NA,"WC",103115,102904,NA,"","7-6 4-6 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,103819,101820,NA,"",101841,101327,NA,"","6-2 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102259,102306,NA,"Q",102430,101833,NA,"","7-6 6-3","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102664,101779,NA,"",103264,102701,NA,"WC","7-5 6-2","R16","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102968,103248,NA,"",102717,102508,NA,"","7-6 7-5","F","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102968,103248,NA,"",103184,103185,1,"","6-4 3-6 6-3","SF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,103184,103185,1,"",102395,103193,NA,"Q","7-6 6-2","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102968,103248,NA,"",102076,102162,NA,"","3-6 6-2 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,103184,103185,1,"",102682,200755,NA,"WC","6-2 6-0","R16","L","R","R","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102795,103431,NA,"",102834,102458,3,"","6-2 5-7 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102968,103248,NA,"",102624,103167,4,"","6-4 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102395,103193,NA,"Q",101360,103188,NA,"","6-4 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102455,102133,NA,"",103319,103094,NA,"WC","6-3 3-6 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102076,102162,NA,"",102538,102648,NA,"","6-1 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20000710,102508,102717,NA,"",102401,101727,NA,"WC","7-6 3-6 7-6","R16","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101900,102025,1,"",102247,101717,NA,"","4-6 6-2 6-3","F","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101900,102025,1,"",102578,103714,NA,"WC","6-2 6-3","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101900,102025,1,"",102398,101758,NA,"","6-2 2-6 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102215,101817,3,"",102369,101602,NA,"","6-2 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102578,103714,NA,"WC",101826,102287,NA,"","7-6 6-3","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102247,101717,NA,"",101341,102585,NA,"","6-2 6-2","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101900,102025,1,"",102529,102411,NA,"","6-4 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101341,102585,NA,"",101682,101543,2,"","7-6 6-1","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102215,101817,3,"",101320,103103,NA,"WC","6-4 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101826,102287,NA,"",102388,102501,4,"","6-7 7-5 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102578,103714,NA,"WC",102796,101668,NA,"WC","3-6 6-3 6-4","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102369,101602,NA,"",103252,102139,NA,"","2-6 6-4 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,101758,102398,NA,"",102057,102258,NA,"","6-2 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000710,102247,101717,NA,"",102117,103294,NA,"Q","6-4 6-0","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102769,103373,NA,"",102817,102615,NA,"WC","4-6 6-4 6-1","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102769,103373,NA,"",101885,102839,2,"","6-4 7-5","SF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102817,102615,NA,"WC",103393,101969,NA,"","6-4 3-6 6-1","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101969,103393,NA,"",102529,102411,1,"","6-3 3-6 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101885,102839,2,"",102231,102430,NA,"","6-3 6-3","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102769,103373,NA,"",102057,102533,3,"","3-6 7-6 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102817,102615,NA,"WC",101733,103171,NA,"WC","6-4 7-5","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102529,102411,1,"",103909,103151,NA,"WC","6-0 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101885,102839,2,"",102536,102587,NA,"","6-3 6-2","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102057,102533,3,"",102694,102911,NA,"","6-2 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101733,103171,NA,"WC",102135,102111,4,"","7-5 2-6 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102231,102430,NA,"",102775,102659,NA,"","7-6 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102817,102615,NA,"WC",102477,102354,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,102769,103373,NA,"",102768,102145,NA,"","7-6 3-6 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20000717,101969,103393,NA,"",109183,101492,NA,"","6-4 6-2","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
