tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2013-1536,Madrid Masters,Clay,56,M,20130505,300,103184,103185,1,,103580,103946,7,,6-2 6-3,3,F,Bob Bryan,L,193,USA,35.01984942,Mike Bryan,R,190,USA,35.01984942,Alexander Peya,R,183,AUT,32.8569473,Bruno Soares,R,180,BRA,31.18685832,1,10560,1,10560,18,3590,14,4210,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,299,103184,103185,1,,104871,103997,,,6-3 6-7 10-4,3,SF,Bob Bryan,L,193,USA,35.01984942,Mike Bryan,R,190,USA,35.01984942,Jeremy Chardy,R,188,FRA,26.22861054,Lukasz Kubot,R,190,POL,30.97330595,1,10560,1,10560,89,880,25,2655,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,298,103580,103946,7,,103543,104269,,,7-5 7-5,3,SF,Alexander Peya,R,183,AUT,32.8569473,Bruno Soares,R,180,BRA,31.18685832,David Marrero,R,185,ESP,33.07597536,Fernando Verdasco,L,188,ESP,29.47296372,18,3590,14,4210,23,3080,31,2265,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,297,103184,103185,1,,103163,103285,,,7-6 6-3,3,QF,Bob Bryan,L,193,USA,35.01984942,Mike Bryan,R,190,USA,35.01984942,Tommy Haas,R,188,GER,35.09103354,Radek Stepanek,R,185,CZE,34.43942505,1,10560,1,10560,218,315,16,3895,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,296,103580,103946,7,,102963,102110,3,,6-4 6-2,3,QF,Alexander Peya,R,183,AUT,32.8569473,Bruno Soares,R,180,BRA,31.18685832,Robert Lindstedt,R,190,SWE,36.13141684,Daniel Nestor,L,190,CAN,40.66803559,18,3590,14,4210,5,5860,8,5050,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,295,103543,104269,,,103018,104486,5,,6-2 7-6,3,QF,David Marrero,R,185,ESP,33.07597536,Fernando Verdasco,L,188,ESP,29.47296372,Max Mirnyi,R,196,BLR,35.8329911,Horia Tecau,R,193,ROU,28.29295003,23,3080,31,2265,12,4530,6,5310,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,294,104871,103997,,,102405,103523,6,,6-2 6-4,3,QF,Jeremy Chardy,R,188,FRA,26.22861054,Lukasz Kubot,R,190,POL,30.97330595,Mahesh Bhupathi,R,185,IND,38.91307324,Rohan Bopanna,R,190,IND,33.17180014,89,880,25,2655,10,4850,11,4645,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,293,103184,103185,1,,104545,105023,,,7-6 7-5,3,R16,Bob Bryan,L,193,USA,35.01984942,Mike Bryan,R,190,USA,35.01984942,John Isner,R,206,USA,28.02737851,Sam Querrey,R,198,USA,25.5797399,1,10560,1,10560,437,135,109,705,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,292,103543,104269,,,104719,104043,2,,7-6 6-3,3,R16,David Marrero,R,185,ESP,33.07597536,Fernando Verdasco,L,188,ESP,29.47296372,Marcel Granollers,R,190,ESP,27.06639288,Marc Lopez,R,175,ESP,30.7652293,23,3080,31,2265,4,6180,3,6230,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,291,102963,102110,3,,105227,104160,,,7-6 7-6,3,R16,Robert Lindstedt,R,190,SWE,36.13141684,Daniel Nestor,L,190,CAN,40.66803559,Marin Cilic,R,198,CRO,24.60232717,Lukas Dlouhy,R,185,CZE,30.0752909,5,5860,8,5050,52,1360,42,1675,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,290,104871,103997,,,103529,103828,4,,6-2 7-6,3,R16,Jeremy Chardy,R,188,FRA,26.22861054,Lukasz Kubot,R,190,POL,30.97330595,Aisam Ul Haq Qureshi,R,183,PAK,33.13620808,Jean Julien Rojer,R,183,AHO,31.69609856,89,880,25,2655,9,5030,7,5120,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,289,103018,104486,5,,102382,104583,,,3-6 6-4 11-9,3,R16,Max Mirnyi,R,196,BLR,35.8329911,Horia Tecau,R,193,ROU,28.29295003,Julian Knowle,L,188,AUT,39.01984942,Filip Polasek,R,196,SVK,27.79192334,12,4530,6,5310,28,2400,34,2030,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,288,102405,103523,6,,104338,104547,,AL,6-3 3-6 10-5,3,R16,Mahesh Bhupathi,R,185,IND,38.91307324,Rohan Bopanna,R,190,IND,33.17180014,Juan Monaco,R,185,ARG,29.10335387,Horacio Zeballos,L,188,ARG,28.02464066,10,4850,11,4645,172,420,65,1132,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,287,103580,103946,7,,103586,103690,,,6-4 6-0,3,R16,Alexander Peya,R,183,AUT,32.8569473,Bruno Soares,R,180,BRA,31.18685832,Mariusz Fyrstenberg,L,193,POL,32.82683094,Marcin Matkowski,R,188,POL,32.30390144,18,3590,14,4210,21,3175,22,3130,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,286,103163,103285,,,103781,102233,8,,7-5 6-1,3,R16,Tommy Haas,R,188,GER,35.09103354,Radek Stepanek,R,185,CZE,34.43942505,Jurgen Melzer,L,183,AUT,31.95619439,Leander Paes,R,178,IND,39.88501027,218,315,16,3895,30,2285,13,4360,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,285,104871,103997,,,104249,104022,,,7-6 6-4,3,R32,Jeremy Chardy,R,188,FRA,26.22861054,Lukasz Kubot,R,190,POL,30.97330595,Marcelo Melo,R,203,BRA,29.61806982,Mikhail Youzhny,R,183,RUS,30.86379192,89,880,25,2655,20,3470,92,855,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,284,105227,104160,,,104593,103926,,WC,6-1 4-6 10-4,3,R32,Marin Cilic,R,198,CRO,24.60232717,Lukas Dlouhy,R,185,CZE,30.0752909,Daniel Gimeno Traver,R,185,ESP,27.74537988,Daniel Munoz De La Nava,L,,ESP,31.26625599,52,1360,42,1675,260,245,142,488,,,,,,,,,,,,,,,,,,,
