"","player_id","name_first","name_last","hand","dob","ioc","height"
"35732",201708,"Natalie","Grandin","L",19810227,"RSA",175
"35743",201709,"Yulia","Putintseva","R",19950107,"KAZ",163
"36000",201754,"Leanne","Baker","L",19810108,"NZL",173
"36003",201814,"Michelle","Gerards","R",19840708,"NED",NA
"36004",201815,"Petra","Rampre","R",19800120,"SLO",170
"36006",201836,"Svetlana","Komleva","U",19731215,"MDA",NA
"36007",201959,"Ana Catarina","Nogueira","U",19780920,"POR",NA
"36008",202071,"Dragana","Zaric","U",19770801,"SRB",170
"36009",202073,"Chin Bee","Khoo","U",19770504,"MAS",NA
"36010",202135,"Vanessa","Henke","R",19810115,"GER",NA
