tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-1536,Madrid Masters,Hard,48,M,20021014,300,101956,102110,1,,102405,103018,2,,6-3 7-5 6-0,3,F,Mark Knowles,R,190,BAH,31.11019849,Daniel Nestor,L,190,CAN,30.10814511,Mahesh Bhupathi,R,185,IND,28.35318275,Max Mirnyi,R,196,BLR,25.27310062,2,5255,1,5305,4,4205,3,4325,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,299,101956,102110,1,,103184,103185,4,,7-6 6-4,3,SF,Mark Knowles,R,190,BAH,31.11019849,Daniel Nestor,L,190,CAN,30.10814511,Bob Bryan,L,193,USA,24.45995893,Mike Bryan,R,190,USA,24.45995893,2,5255,1,5305,8,3320,7,3475,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,298,102405,103018,2,,102035,101889,3,,6-4 2-6 7-6,3,SF,Mahesh Bhupathi,R,185,IND,28.35318275,Max Mirnyi,R,196,BLR,25.27310062,Jonas Bjorkman,R,183,SWE,30.55989049,Todd Woodbridge,R,178,AUS,31.53456537,4,4205,3,4325,6,3705,5,3770,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,297,101956,102110,1,,101097,102053,,,7-5 6-3,3,QF,Mark Knowles,R,190,BAH,31.11019849,Daniel Nestor,L,190,CAN,30.10814511,Rick Leach,L,188,USA,37.79329227,Brian Macphie,L,180,USA,30.4257358,2,5255,1,5305,25,1775,37,1415,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,296,102405,103018,2,,102093,101327,6,,2-6 7-5 6-3,3,QF,Mahesh Bhupathi,R,185,IND,28.35318275,Max Mirnyi,R,196,BLR,25.27310062,Martin Damm,R,188,CZE,30.20123203,Cyril Suk,R,180,CZE,35.70704997,4,4205,3,4325,11,2770,16,2440,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,295,102035,101889,3,,102765,102148,,WC,W/O,3,QF,Jonas Bjorkman,R,183,SWE,30.55989049,Todd Woodbridge,R,178,AUS,31.53456537,Nicolas Escude,R,185,FRA,26.52977413,Fabrice Santoro,R,178,FRA,29.84531143,6,3705,5,3770,83,740,33,1525,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,294,103184,103185,4,,101682,101932,,,7-5 6-7 7-6,3,QF,Bob Bryan,L,193,USA,24.45995893,Mike Bryan,R,190,USA,24.45995893,David Adams,R,188,RSA,32.77207392,Jared Palmer,R,190,USA,31.28542094,8,3320,7,3475,36,1425,10,3220,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,293,101956,102110,1,,103017,102318,,WC,5-7 6-4 6-4,3,R16,Mark Knowles,R,190,BAH,31.11019849,Daniel Nestor,L,190,CAN,30.10814511,Nicolas Kiefer,R,183,GER,25.27583847,Andrei Pavel,R,183,ROU,28.7118412,2,5255,1,5305,80,760,104,590,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,292,102405,103018,2,,102338,101779,,,7-6 7-5,3,R16,Mahesh Bhupathi,R,185,IND,28.35318275,Max Mirnyi,R,196,BLR,25.27310062,Yevgeny Kafelnikov,R,190,RUS,28.65160849,Pavel Vizner,R,183,CZE,32.24914442,4,4205,3,4325,14,2600,44,1232,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,291,102035,101889,3,,102422,102233,,,6-2 6-0,3,R16,Jonas Bjorkman,R,183,SWE,30.55989049,Todd Woodbridge,R,178,AUS,31.53456537,Michael Hill,R,188,AUS,28.29021218,Leander Paes,R,178,IND,29.32511978,6,3705,5,3770,35,1430,22,1990,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,290,103184,103185,4,,103602,104053,,S,7-6 7-6,3,R16,Bob Bryan,L,193,USA,24.45995893,Mike Bryan,R,190,USA,24.45995893,Fernando Gonzalez,R,183,CHI,22.20944559,Andy Roddick,R,188,USA,20.12320329,8,3320,7,3475,335,111,147,340,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,289,101682,101932,,,102286,102061,5,,7-6 7-5,3,R16,David Adams,R,188,RSA,32.77207392,Jared Palmer,R,190,USA,31.28542094,Wayne Black,R,170,ZIM,28.91444216,Kevin Ullyett,R,178,ZIM,30.39288159,36,1425,10,3220,13,2660,12,2695,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,288,102093,101327,6,,101704,101866,,,6-4 6-3,3,R16,Martin Damm,R,188,CZE,30.20123203,Cyril Suk,R,180,CZE,35.70704997,Ellis Ferreira,L,188,RSA,32.64887064,David Rikl,L,178,CZE,31.62765229,11,2770,16,2440,23,1890,20,2290,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,287,101097,102053,,,102215,101776,7,,7-5 7-6,3,R16,Rick Leach,L,188,USA,37.79329227,Brian Macphie,L,180,USA,30.4257358,Joshua Eagle,R,183,AUS,29.42915811,Sandon Stolle,R,193,AUS,32.25462012,25,1775,37,1415,18,2350,15,2595,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,286,102765,102148,,WC,102562,103285,8,,6-3 6-2,3,R16,Nicolas Escude,R,185,FRA,26.52977413,Fabrice Santoro,R,178,FRA,29.84531143,Jiri Novak,R,190,CZE,27.56468172,Radek Stepanek,R,185,CZE,23.87953457,83,740,33,1525,19,2335,17,2350,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,285,101682,101932,,,102463,102477,,,6-3 3-6 6-2,3,R32,David Adams,R,188,RSA,32.77207392,Jared Palmer,R,190,USA,31.28542094,Lucas Arnold Ker,R,180,ARG,28.0054757,Gaston Etlis,R,185,ARG,27.94250513,36,1425,10,3220,30,1600,29,1630,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,284,102765,102148,,WC,101962,103206,,S,3-6 6-4 6-3,3,R32,Nicolas Escude,R,185,FRA,26.52977413,Fabrice Santoro,R,178,FRA,29.84531143,Younes El Aynaoui,R,193,MAR,31.08829569,Sebastien Grosjean,R,175,FRA,24.37782341,83,740,33,1525,133,390,93,640,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,283,101704,101866,,,103498,102800,,WC,4-6 6-3 6-3,3,R32,Ellis Ferreira,L,188,RSA,32.64887064,David Rikl,L,178,CZE,31.62765229,Marat Safin,R,193,RUS,22.71321013,Nenad Zimonjic,R,190,SRB,26.36002738,23,1890,20,2290,109,540,32,1530,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,282,103602,104053,,S,102856,102987,,AL,6-3 6-4,3,R32,Fernando Gonzalez,R,183,CHI,22.20944559,Andy Roddick,R,188,USA,20.12320329,Gustavo Kuerten,R,190,BRA,26.091718,Andre Sa,R,185,BRA,25.44010951,335,111,147,340,146,345,60,924,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,281,102422,102233,,,103598,102854,,S,W/O,3,R32,Michael Hill,R,188,AUS,28.29021218,Leander Paes,R,178,IND,29.32511978,Xavier Malisse,R,185,BEL,22.23682409,Sjeng Schalken,R,193,NED,26.0971937,35,1430,22,1990,400,90,41,1270,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,280,102338,101779,,,102369,103566,,,7-6 7-5,3,R32,Yevgeny Kafelnikov,R,190,RUS,28.65160849,Pavel Vizner,R,183,CZE,32.24914442,Julien Boutter,R,190,FRA,28.52566735,Michael Llodra,L,190,FRA,22.40657084,14,2600,44,1232,28,1660,34,1455,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,279,103017,102318,,WC,102998,102664,,,7-6 6-1,3,R32,Nicolas Kiefer,R,183,GER,25.27583847,Andrei Pavel,R,183,ROU,28.7118412,Jan Michael Gambill,R,190,USA,25.36344969,Petr Pala,R,193,CZE,27.03353867,80,760,104,590,26,1750,39,1332,,,,,,,,,,,,,,,,,,,
2002-1536,Madrid Masters,Hard,48,M,20021014,278,101097,102053,,,101937,102184,,,6-4 6-7 7-6,3,R32,Rick Leach,L,188,USA,37.79329227,Brian Macphie,L,180,USA,30.4257358,Robbie Koenig,R,173,RSA,31.27720739,David Prinosil,R,185,GER,29.59890486,25,1775,37,1415,38,1335,24,1790,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,300,102035,101889,1,,102984,101327,4,,7-6 7-6,3,F,Jonas Bjorkman,R,183,SWE,29.79329227,Todd Woodbridge,R,178,AUS,30.76796715,Martin Garcia,R,190,ARG,24.6844627,Cyril Suk,R,180,CZE,34.94045175,1,4135,3,4010,40,1330,35,1515,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,299,102035,101889,1,,101704,101097,3,,7-5 6-3,3,SF,Jonas Bjorkman,R,183,SWE,29.79329227,Todd Woodbridge,R,178,AUS,30.76796715,Ellis Ferreira,L,188,RSA,31.88227242,Rick Leach,L,188,USA,37.02669405,1,4135,3,4010,15,2550,19,2275,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,298,102984,101327,4,,102405,101543,2,,6-7 6-4 7-6,3,SF,Martin Garcia,R,190,ARG,24.6844627,Cyril Suk,R,180,CZE,34.94045175,Mahesh Bhupathi,R,185,IND,27.58658453,Jeff Tarango,L,180,USA,33.13073238,40,1330,35,1515,5,3465,14,2570,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,297,102035,101889,1,,101532,102247,,,6-3 6-1,3,QF,Jonas Bjorkman,R,183,SWE,29.79329227,Todd Woodbridge,R,178,AUS,30.76796715,Francisco Clavet,L,183,ESP,33.20465435,Andrea Gaudenzi,R,183,ITA,28.44079398,1,4135,3,4010,635,45,240,210,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,296,102405,101543,2,,102023,102562,,,6-0 6-4,3,QF,Mahesh Bhupathi,R,185,IND,27.58658453,Jeff Tarango,L,180,USA,33.13073238,Petr Luxa,R,190,CZE,29.84804928,Jiri Novak,R,190,CZE,26.7980835,5,3465,14,2570,65,931,8,3205,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,295,101704,101097,3,,101249,102529,,,4-6 6-3 6-2,3,QF,Ellis Ferreira,L,188,RSA,31.88227242,Rick Leach,L,188,USA,37.02669405,Andrei Olhovskiy,R,185,RUS,35.73169062,Thomas Shimada,R,178,JPN,26.90759754,15,2550,19,2275,63,957,43,1240,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,294,102984,101327,4,,103066,103483,,WC,6-3 6-4,3,QF,Martin Garcia,R,190,ARG,24.6844627,Cyril Suk,R,180,CZE,34.94045175,Mark Nielsen,R,185,NZL,24.24914442,James Shortall,R,,NZL,22.03696099,40,1330,35,1515,303,154,497,71,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,293,102035,101889,1,,102904,103285,,,6-4 6-3,3,R16,Jonas Bjorkman,R,183,SWE,29.79329227,Todd Woodbridge,R,178,AUS,30.76796715,Leos Friedl,R,183,CZE,25.01574264,Radek Stepanek,R,185,CZE,23.11293635,1,4135,3,4010,48,1120,37,1381,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,292,102405,101543,2,,102131,102557,,WC,6-4 6-4,3,R16,Mahesh Bhupathi,R,185,IND,27.58658453,Jeff Tarango,L,180,USA,33.13073238,Alistair Hunt,R,190,NZL,29.15537303,Daniel Willman,U,,NZL,26.80903491,5,3465,14,2570,894,21,722,37,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,291,101704,101097,3,,101682,101565,,,6-3 6-2,3,R16,Ellis Ferreira,L,188,RSA,31.88227242,Rick Leach,L,188,USA,37.02669405,David Adams,R,188,RSA,32.0054757,Marius Barnard,R,188,RSA,32.96372348,15,2550,19,2275,32,1640,46,1170,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,290,102984,101327,4,,102869,102950,,AL,7-5 6-1,3,R16,Martin Garcia,R,190,ARG,24.6844627,Cyril Suk,R,180,CZE,34.94045175,Galo Blanco,R,173,ESP,25.24845996,Fernando Vicente,R,180,ESP,24.83504449,40,1330,35,1515,1117,10,192,285,,,,,,,,,,,,,,,,,,,
